,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
10,0,0,0,0,0,0,0,9,11,24,44,34,22,19,9,9,19,19,9,1,4,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,3,13,9,1,0,0,8,0,2,9,2,0,1,0,0,0,0,0,8,8,0,3,4,0,0,13,5,0,3,0,0,0,0,1,15,11,5,5,0,0,8,0,0,4,0,0,0,0,13,4,3,9,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,8,9,14,32,42,32,30,20,9,9,27,17,9,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,3,12,7,1,0,8,4,0,0,8,2,0,0,0,0,0,0,8,16,6,0,2,2,0,8,13,4,0,0,0,0,0,0,9,11,9,2,3,0,8,6,0,0,0,0,0,0,8,12,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
12,0,0,0,4,0,4,4,0,7,8,22,31,46,36,29,19,8,17,26,16,14,4,6,0,0,5,0,0,0,10,4,0,4,0,5,0,0,0,0,0,0,0,4,0,5,5,0,2,11,4,0,0,13,3,0,0,5,0,0,0,4,0,0,0,6,15,5,0,1,1,0,5,9,8,4,4,5,0,0,0,14,8,5,0,0,0,5,5,0,5,0,2,0,0,4,9,3,0,12,2,0,0,5,0,0,0,2,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,6,0,2,2,0,0,0
13,0,0,0,0,4,0,0,12,2,7,16,21,34,54,44,32,19,16,16,26,16,14,4,3,0,0,5,0,0,0,6,0,0,3,0,3,0,0,0,0,0,0,0,12,2,5,5,0,1,11,2,8,3,13,3,0,0,5,0,0,0,1,0,8,8,5,12,4,0,1,9,0,4,5,4,0,0,3,0,8,4,12,5,3,0,8,0,3,2,0,4,0,2,8,0,4,9,1,2,9,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,2,0,0
14,0,0,2,0,0,1,0,2,11,1,6,15,24,42,53,43,31,17,15,16,23,15,12,5,3,0,0,5,2,0,0,2,0,0,0,0,3,2,2,0,0,0,0,2,19,9,4,5,0,1,12,2,5,3,12,3,0,0,4,1,0,1,8,0,6,7,7,12,3,0,0,9,0,1,2,1,0,0,2,0,5,3,13,12,2,0,15,5,4,0,0,2,0,0,8,0,3,8,0,2,11,1,0,7,3,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,1
15,0,0,0,2,1,0,1,0,7,16,6,6,15,32,47,58,48,36,22,14,15,28,18,10,3,2,5,0,4,2,0,0,2,0,0,0,0,2,1,0,0,0,0,0,9,24,14,2,5,0,2,12,2,10,2,10,4,0,0,2,1,0,0,8,0,4,6,5,12,8,0,1,7,0,1,2,0,0,5,2,0,4,3,12,11,2,5,15,5,3,0,0,7,0,0,7,5,2,7,0,1,9,0,0,8,4,0,0,0,1,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,1,0,0,1
16,0,0,0,1,0,2,1,0,0,6,12,5,7,22,35,45,56,46,35,25,16,18,33,23,11,5,0,1,0,5,3,1,1,0,2,0,0,0,0,0,0,0,1,0,0,14,22,12,1,1,0,2,14,4,9,0,7,0,0,0,3,0,0,0,4,0,1,2,4,10,4,0,0,8,1,2,4,0,0,1,4,0,1,2,8,7,0,5,12,7,0,5,0,3,0,0,5,1,4,10,0,0,11,1,0,5,9,0,0,0,0,0,0,0,2,0,6,0,2,0,0,0,1,0,5,5,0,0,0
17,0,0,0,0,2,0,2,1,5,5,6,12,5,12,27,40,50,56,46,34,24,21,23,31,21,10,10,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5,19,20,12,2,0,0,4,19,9,7,1,6,0,0,0,1,0,0,0,2,0,0,2,9,10,5,0,0,8,1,1,4,5,0,0,3,0,0,1,8,6,0,3,11,5,0,10,0,1,0,5,4,0,3,9,0,1,10,2,1,3,7,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,3,4,0,0
18,0,0,0,1,0,3,1,0,0,3,1,5,13,3,17,28,38,46,55,45,36,26,26,21,27,23,13,6,0,1,1,6,1,0,2,0,0,0,0,0,0,0,1,0,0,0,9,15,19,9,0,0,2,9,18,8,4,0,5,0,1,0,0,0,0,0,0,0,0,0,5,7,1,1,1,9,3,0,2,1,2,0,0,0,0,0,6,5,0,5,7,10,0,6,0,0,0,1,6,3,0,5,2,0,7,0,6,0,4,0,0,0,0,0,2,0,8,0,5,0,0,0,1,0,5,5,0,1,0
19,0,0,0,1,0,1,4,0,0,0,0,0,6,9,7,16,26,36,45,51,47,37,31,23,17,29,21,11,3,1,2,2,7,0,2,0,0,0,0,0,0,0,1,0,0,0,0,5,14,15,6,0,2,0,8,14,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,11,2,0,0,3,0,0,0,0,0,0,5,2,2,1,12,8,0,2,0,0,0,3,9,0,0,7,0,0,4,5,2,0,1,0,0,0,0,2,0,5,7,0,2,0,0,1,0,5,10,1,0,0
20,0,0,0,1,0,1,2,0,0,0,0,0,1,2,7,6,14,22,35,41,53,45,42,32,20,19,27,17,8,4,2,3,3,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,10,12,2,2,0,0,4,11,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,10,0,0,2,0,0,0,0,0,0,0,2,4,0,6,10,4,0,0,0,0,2,6,6,0,2,5,0,0,9,1,0,0,0,0,0,0,2,0,5,4,6,0,0,0,1,0,5,10,6,0,0
21,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,6,5,12,23,35,43,52,42,45,35,23,18,26,18,8,1,0,0,2,0,1,0,6,1,0,0,0,0,0,2,0,0,0,0,4,10,10,0,1,0,0,4,11,1,3,0,6,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,9,0,0,1,3,2,0,0,2,0,3,0,3,0,5,8,3,0,0,0,0,0,7,5,0,4,5,0,0,8,2,0,0,0,0,0,0,2,0,4,3,6,0,0,0,0,0,2,10,9,0
22,0,5,0,6,2,1,0,0,0,0,0,5,0,0,0,1,6,3,13,23,34,43,51,41,44,34,23,17,25,18,8,0,0,0,1,0,0,0,5,0,0,5,0,0,0,2,0,0,5,0,2,8,9,0,0,0,2,4,16,6,3,0,5,0,0,0,0,0,5,0,0,2,0,0,0,1,0,5,3,7,0,0,0,2,1,0,0,7,0,2,0,2,0,3,7,3,0,0,0,0,0,6,4,0,6,7,0,0,7,0,0,0,0,0,0,2,1,5,9,5,6,0,0,0,0,0,2,9,7
23,0,0,7,0,6,0,0,0,0,0,0,0,2,0,0,0,0,4,3,13,24,33,41,52,42,41,33,23,19,22,15,5,0,0,0,0,0,2,2,5,0,0,2,0,7,0,1,0,0,5,1,0,5,8,0,0,0,2,6,17,7,4,7,3,0,0,2,0,0,4,0,0,2,0,0,0,0,0,4,1,4,0,1,7,1,0,7,0,8,0,2,0,1,0,3,7,2,0,0,0,2,0,3,11,1,6,5,0,2,8,0,0,0,0,0,0,0,0,4,9,5,5,0,0,0,0,0,3,10
24,0,0,0,8,0,7,1,0,0,0,0,0,1,0,0,0,0,0,3,3,15,23,38,42,48,44,39,29,20,20,23,16,6,0,2,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,2,0,2,3,7,0,0,0,1,7,18,8,2,3,0,0,0,0,0,0,0,0,0,3,1,1,2,0,0,0,3,0,0,0,3,0,0,6,0,10,0,7,0,0,0,0,5,0,2,3,0,0,2,1,8,0,11,1,0,0,4,0,0,0,2,0,5,0,0,1,5,1,6,0,5,5,0,0,0
25,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,5,14,28,35,41,45,43,38,28,17,17,19,13,5,0,12,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,6,0,0,0,0,8,15,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,3,0,10,1,0,0,3,0,9,0,6,0,0,0,0,15,5,0,2,0,0,1,0,7,1,10,0,0,0,3,0,0,0,1,0,4,0,0,0,15,5,5,0,1,3,0,0
26,0,2,0,0,5,5,0,4,1,1,0,2,0,0,1,1,1,0,0,1,0,6,18,27,35,38,46,43,37,27,15,14,17,13,3,2,12,2,0,0,0,2,0,0,0,1,1,4,2,1,0,0,0,1,0,0,11,1,2,0,0,7,15,7,0,0,0,0,2,1,0,5,0,0,0,0,0,2,2,0,0,3,12,3,0,10,1,2,0,0,0,6,1,6,0,1,1,5,12,3,0,2,0,0,6,5,4,1,9,0,1,0,3,0,0,5,0,2,6,5,1,5,13,5,2,0,2,2,0
27,0,0,0,0,0,1,1,8,4,1,9,0,0,8,0,1,1,9,0,0,0,0,8,15,26,31,38,45,40,33,23,11,10,16,9,1,2,10,0,0,0,0,0,8,0,0,1,0,2,2,0,8,0,0,0,0,1,11,1,0,0,0,5,23,15,5,0,0,0,2,9,0,4,0,0,0,0,0,2,10,0,0,2,10,1,8,8,0,0,0,0,0,6,9,5,0,1,0,2,9,0,0,0,0,0,6,1,3,0,7,0,0,0,0,0,0,1,0,0,6,5,0,3,12,2,0,0,0,0
28,0,2,0,0,5,0,0,1,9,5,1,11,1,0,9,1,2,1,7,1,0,1,0,7,16,23,32,38,44,38,31,21,9,10,13,8,1,2,9,0,0,2,0,0,8,1,1,1,2,3,1,0,5,1,0,0,5,2,13,3,0,0,0,13,23,13,4,0,2,1,2,14,4,2,0,0,0,2,1,2,7,0,0,2,9,1,8,10,0,0,0,0,1,6,9,6,1,0,0,0,8,0,0,0,5,5,3,1,2,0,8,0,0,0,0,5,0,3,2,5,7,4,0,3,9,0,1,0,0
29,0,0,3,0,0,2,0,0,0,8,2,1,8,0,0,8,0,0,0,7,0,0,0,0,9,13,22,34,44,41,35,28,18,11,6,12,10,2,8,11,2,0,0,0,2,7,0,3,0,2,3,0,0,4,0,2,0,5,3,13,3,0,2,3,11,21,19,9,0,1,0,4,16,6,0,0,0,0,1,0,0,6,0,2,1,6,3,7,10,0,2,0,0,0,8,9,5,0,0,0,6,10,0,2,0,4,2,5,7,2,0,10,2,0,0,0,2,0,2,1,5,6,1,2,0,6,0,1,0
30,0,0,0,4,0,1,3,0,0,0,4,1,2,4,0,0,6,0,0,0,9,0,5,0,0,11,12,22,31,45,42,36,29,19,13,3,8,7,0,4,7,1,1,0,0,0,5,0,2,0,0,0,2,0,3,0,0,0,4,3,14,4,0,0,1,10,18,15,8,0,0,0,6,17,7,1,2,0,0,0,2,0,3,0,0,0,4,2,4,12,2,7,0,0,0,4,7,1,2,3,0,2,12,2,0,0,9,0,2,4,0,0,6,1,2,0,5,1,0,0,0,1,7,0,7,5,2,0,0
31,0,2,0,0,9,0,0,3,1,1,0,6,0,2,5,1,1,6,0,1,0,10,0,4,0,1,12,12,21,35,43,39,34,29,19,12,3,8,6,0,4,9,0,1,0,1,1,5,2,3,0,0,0,3,0,3,5,1,2,3,4,13,4,0,0,0,9,18,17,9,0,5,0,7,15,5,0,4,1,0,0,1,0,3,0,0,0,6,1,2,12,2,8,0,0,1,5,6,0,0,2,0,2,12,7,5,0,9,0,1,5,0,0,4,0,7,0,7,3,5,1,0,0,7,0,4,6,1,0
32,0,0,0,1,0,10,1,0,1,0,0,0,7,0,0,3,0,0,5,0,3,0,15,5,0,2,2,8,11,23,36,44,40,30,31,21,9,0,5,2,0,3,10,0,0,0,0,0,4,0,0,0,2,0,2,0,0,1,0,0,4,3,11,1,0,0,0,8,17,15,5,0,1,1,8,16,7,0,2,0,2,0,0,0,0,0,0,0,3,3,2,17,7,4,0,0,0,1,8,3,0,0,2,2,9,4,10,0,6,0,0,1,0,0,6,0,12,2,6,0,1,0,1,0,12,5,0,3,0
33,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,1,0,8,3,0,1,5,14,4,0,0,0,6,13,24,40,43,37,29,28,18,7,0,2,0,0,2,7,0,0,0,0,0,2,2,0,0,0,8,0,0,0,0,0,0,3,2,8,0,8,0,0,7,15,12,3,0,0,0,7,15,5,0,0,0,0,0,0,0,0,0,0,0,2,0,7,15,5,1,0,0,0,0,8,1,0,0,1,0,7,3,7,0,8,0,0,0,8,0,4,2,10,0,4,0,0,0,0,2,11,3,0,5
34,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,4,22,12,0,8,2,3,12,26,36,51,41,29,36,26,14,8,10,0,0,1,7,0,0,8,0,2,1,1,0,0,0,16,6,2,0,0,0,0,3,1,7,0,10,8,0,5,14,12,11,1,0,0,5,14,4,0,0,0,0,0,0,0,0,0,0,0,10,0,5,14,13,3,0,0,0,0,10,9,0,0,1,0,3,11,9,0,10,8,8,0,4,0,0,1,9,0,6,0,0,8,0,1,13,3,0
35,0,0,0,4,0,4,4,0,7,0,0,0,4,0,0,1,0,0,0,0,15,5,2,0,12,27,17,5,4,6,7,16,30,41,56,46,34,33,23,11,4,9,4,0,0,6,0,0,7,0,0,0,6,0,0,6,13,3,1,0,4,0,0,0,0,6,0,6,7,0,4,11,8,15,5,4,5,4,13,3,5,0,0,0,0,0,0,0,0,5,0,12,2,4,10,10,2,0,5,2,0,6,14,4,0,0,2,1,7,5,0,6,4,7,5,1,2,0,0,6,0,3,4,0,10,2,3,9,0
36,0,0,0,0,5,0,4,4,5,12,2,0,0,4,5,5,6,0,0,0,5,20,10,0,2,15,32,22,10,4,6,6,18,28,46,55,45,33,32,22,10,4,9,4,0,5,11,1,0,6,0,0,0,11,1,0,7,12,3,0,0,2,0,0,0,0,5,0,6,12,2,5,9,8,15,5,3,5,9,13,3,4,0,0,0,0,0,0,0,0,3,2,17,7,2,9,15,5,0,4,1,0,5,13,5,1,0,0,0,5,4,0,4,2,6,6,0,2,0,1,5,0,3,2,0,8,1,1,7
37,0,0,0,0,0,2,0,2,3,4,10,1,0,0,3,4,4,4,0,0,0,10,16,7,0,5,20,31,21,9,1,2,8,17,36,56,54,44,32,31,21,9,1,7,3,0,4,10,0,0,4,0,0,1,8,0,0,5,11,1,0,0,1,0,0,0,0,4,0,5,10,1,4,6,5,12,2,2,4,7,10,13,3,0,10,0,0,0,0,0,0,0,7,15,6,0,8,25,15,3,3,0,0,4,12,4,0,0,0,0,3,3,0,1,0,5,2,0,1,0,0,15,5,2,0,0,6,0,0
38,0,0,0,5,0,5,7,0,2,3,0,10,6,0,0,3,4,0,3,0,4,0,11,13,3,4,10,19,28,26,16,4,7,7,24,42,52,51,41,29,27,21,14,4,4,3,0,0,10,0,0,0,4,0,0,4,0,0,5,8,6,0,0,0,0,0,0,0,4,0,1,8,0,9,11,10,16,6,2,0,11,7,10,0,0,6,0,0,0,4,0,1,0,5,11,3,0,15,29,19,7,0,4,0,2,10,5,0,0,0,0,0,0,0,5,0,6,2,0,0,0,5,20,10,3,1,0,3,0
39,0,5,0,0,7,0,5,5,0,2,1,5,10,4,0,0,3,2,0,3,0,4,1,10,12,2,4,9,18,28,26,16,4,6,14,30,41,51,50,40,28,32,22,12,3,4,3,0,5,10,0,0,0,4,0,0,6,0,5,4,8,5,0,0,0,0,0,0,5,4,0,3,7,0,9,11,9,21,11,0,1,10,6,9,0,0,5,5,0,0,3,0,1,0,4,11,3,5,17,28,18,6,0,3,2,4,9,4,0,0,0,0,0,0,0,7,0,11,7,2,0,0,10,19,9,2,1,0,1
40,0,0,4,0,0,4,0,3,4,0,0,0,2,8,3,0,0,1,0,0,0,0,0,0,9,9,1,3,8,16,25,22,13,3,4,24,31,40,50,49,39,27,29,20,11,2,3,2,0,3,8,0,0,0,1,0,0,4,0,2,1,5,4,0,0,0,0,0,0,4,2,0,2,4,0,6,8,11,20,10,0,11,7,5,19,9,0,4,2,0,0,0,0,0,0,2,10,13,7,16,27,17,5,0,2,1,0,8,3,0,0,0,0,0,0,0,3,1,10,6,0,10,0,9,15,5,0,0,0
41,0,0,0,0,0,0,0,8,3,4,8,0,0,10,8,3,0,8,0,0,0,0,0,0,0,5,9,0,0,6,13,21,18,12,2,14,23,30,38,49,48,38,26,37,27,15,2,2,0,0,1,16,6,0,0,0,0,0,2,0,0,0,3,12,8,0,0,0,0,0,12,2,0,0,0,0,2,6,11,28,18,6,8,5,9,27,17,5,1,0,0,0,0,8,0,0,2,8,9,6,15,26,16,4,0,2,0,0,5,1,0,0,0,0,0,0,0,1,0,10,6,0,6,0,5,11,5,0,0
42,0,0,0,5,0,5,5,0,8,3,0,8,5,0,10,8,3,0,7,0,4,0,1,0,0,4,5,5,0,5,11,12,26,16,16,6,13,20,28,37,45,48,43,33,34,27,17,5,2,0,0,6,20,10,0,0,0,0,0,0,5,0,0,2,8,7,0,0,0,0,2,10,0,5,5,5,4,2,6,18,32,22,10,5,2,17,24,17,7,5,0,1,0,0,4,0,0,0,12,10,5,14,30,20,8,0,3,0,0,1,0,0,0,0,4,0,1,0,1,0,7,3,5,2,1,6,8,2,0
43,0,0,0,0,6,0,5,5,5,13,3,0,8,5,5,15,13,3,0,6,0,9,0,0,0,0,9,3,4,0,5,8,16,24,15,15,5,12,19,27,35,45,48,43,33,39,32,22,10,1,0,0,10,25,15,3,1,0,0,0,0,3,0,0,2,6,6,0,0,5,0,3,8,0,5,5,4,4,7,8,20,31,21,9,4,7,16,24,15,6,3,0,6,0,0,3,5,0,2,11,9,4,18,29,21,11,0,1,0,0,0,0,0,0,0,5,0,1,0,2,0,6,3,3,0,0,5,6,0
44,0,0,0,5,0,11,5,1,5,5,9,3,5,4,5,5,15,9,2,0,10,0,10,0,0,4,0,5,0,9,5,4,13,14,28,18,11,2,9,17,23,35,50,44,40,33,39,29,22,12,0,0,4,15,24,14,2,0,0,0,5,0,0,0,0,1,3,2,0,0,1,0,0,13,5,10,9,4,4,3,12,21,28,18,6,0,6,16,21,19,9,4,0,2,0,0,3,2,4,3,8,5,8,17,27,19,12,2,0,0,0,0,0,0,4,0,6,0,1,0,0,0,11,1,4,1,0,2,2
45,0,0,0,0,5,1,7,4,0,3,4,8,0,4,2,3,5,14,6,4,0,8,0,8,8,0,2,8,7,0,5,0,3,21,18,27,26,16,4,17,25,25,38,49,44,38,31,47,37,25,11,0,0,5,12,32,22,10,0,0,0,3,0,0,0,0,3,11,1,0,0,1,8,3,9,1,6,8,2,3,2,11,19,28,18,6,0,6,14,17,27,17,5,0,10,2,0,2,0,0,5,16,6,8,17,27,17,20,10,0,2,8,8,0,0,4,0,5,0,1,2,0,1,19,9,0,3,0,1
46,0,0,0,1,0,6,2,3,2,0,0,3,9,0,2,0,1,4,13,3,6,0,13,3,4,10,0,0,5,8,1,6,1,11,23,17,23,23,13,7,13,24,28,37,47,42,36,37,46,36,24,10,2,0,4,22,29,19,9,0,1,0,1,0,0,0,0,1,10,0,0,0,0,9,4,10,3,5,6,0,5,1,8,18,24,14,4,0,4,16,17,32,22,10,0,6,0,0,4,3,0,6,18,8,7,15,32,22,17,7,0,0,4,7,2,0,9,0,4,0,0,0,1,9,24,14,2,0,0
47,0,2,0,0,6,0,4,2,4,3,0,2,1,9,1,3,1,1,3,14,4,7,3,12,3,1,11,1,0,3,6,0,4,1,11,22,17,23,22,13,7,15,22,28,37,48,43,36,39,47,37,25,11,3,0,12,27,30,21,11,0,0,0,1,0,0,0,0,3,11,1,5,0,0,7,2,7,5,6,6,0,4,0,8,17,24,14,6,0,6,16,22,33,23,11,1,7,0,0,2,2,0,8,18,13,12,22,32,22,16,8,0,0,2,4,7,0,11,2,9,1,0,0,1,14,21,15,5,0
48,0,0,2,0,0,2,0,2,0,2,1,0,0,0,7,0,1,0,3,4,10,2,4,3,11,1,1,10,1,0,0,5,0,3,1,10,21,17,23,21,12,5,11,20,29,38,46,42,34,40,57,47,35,21,5,2,15,28,28,21,11,0,1,0,0,2,0,0,0,1,9,0,4,0,0,3,0,5,3,4,2,0,4,1,7,15,25,15,6,0,6,13,23,31,22,12,0,5,0,0,2,1,0,9,17,12,12,21,32,32,22,10,0,2,0,3,4,1,9,1,10,0,0,0,4,11,22,15,15
49,0,0,0,6,0,4,6,0,1,0,0,0,4,0,0,6,0,0,0,0,9,9,4,0,1,16,6,0,6,5,4,0,9,0,8,0,9,18,13,19,17,11,9,10,17,28,37,42,41,31,47,53,52,42,30,16,5,16,27,24,25,15,3,0,0,0,0,0,0,0,0,6,0,8,4,4,8,0,4,0,9,0,0,1,0,5,13,24,14,11,1,8,13,19,27,19,11,1,10,2,0,0,6,0,7,14,14,11,20,28,29,19,7,0,7,0,5,3,0,6,0,7,4,0,2,6,12,18,11
50,0,0,0,0,5,0,1,4,0,0,0,0,0,2,0,0,5,0,0,0,0,8,5,1,0,6,15,5,0,3,2,0,0,8,0,18,8,8,17,12,18,16,8,7,9,18,27,36,41,39,37,45,50,51,41,29,15,6,15,24,21,22,14,4,0,0,0,0,0,0,0,0,5,0,5,1,1,7,0,2,0,19,9,0,11,1,4,14,21,11,10,0,7,11,18,25,18,21,11,7,1,0,0,5,0,6,10,13,10,18,26,28,18,6,0,6,0,4,2,0,4,10,4,3,0,0,4,9,16
