,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
64,0,0,0,0,0,12,18,11,1,1,2,2,0,1,0,2,1,0,0,0,0,1,5,12,2,0,0,0,0,0,2,2,0,0,4,0,13,3,0,0,2,1,0,0,6,4,0,3,0,5,3,3,6,6,1,1,13,27,17,16,10,9,14,21,22,23,25,15,10,9,15,10,0,1,3,0,0,1,0
65,0,0,0,0,0,2,8,15,7,0,0,0,10,0,0,0,2,0,0,0,0,0,1,4,10,10,0,0,0,0,0,0,0,0,0,0,3,11,1,0,0,10,0,0,0,4,2,0,0,0,13,3,0,4,4,0,3,15,35,25,13,8,5,11,19,22,23,25,15,6,6,13,6,8,0,3,0,8,0
66,0,0,0,0,2,0,0,6,12,6,0,0,0,9,0,0,1,0,0,0,0,0,1,1,4,10,10,5,0,0,0,0,0,0,2,0,0,5,7,0,0,0,7,0,0,0,6,1,0,0,3,13,3,0,4,1,0,5,23,35,25,15,5,3,11,24,23,24,22,12,5,5,10,6,7,5,0,0,5
67,0,0,0,0,0,0,0,0,3,9,3,7,0,7,5,0,0,0,7,0,0,0,0,0,2,1,11,9,2,3,0,0,0,0,0,0,0,0,2,5,1,0,0,4,3,0,0,2,0,0,0,4,10,0,3,1,1,0,13,23,32,24,14,4,4,14,23,21,20,19,19,9,2,7,13,6,2,0,0
68,0,0,0,0,0,0,0,0,0,2,6,6,5,3,4,6,0,0,3,5,0,0,0,0,2,0,3,11,6,8,4,1,0,0,0,0,0,0,0,0,7,0,0,0,10,2,0,0,0,0,0,2,1,9,6,0,2,0,3,12,22,31,21,12,6,4,14,22,18,17,22,19,9,0,10,13,3,0,0
69,0,0,0,0,0,5,4,0,0,0,6,2,2,1,1,0,5,2,0,5,7,2,0,0,0,0,0,1,8,3,4,0,5,4,0,5,0,0,0,2,0,3,2,2,0,7,1,0,2,0,0,0,4,0,6,6,0,0,0,2,14,21,33,23,11,3,4,13,27,20,13,18,21,11,0,7,15,5,2
70,0,0,0,0,5,0,5,2,0,0,0,5,0,1,0,0,0,4,1,0,4,6,2,0,0,0,0,2,0,7,2,3,0,5,9,0,4,5,0,0,1,0,2,1,1,0,12,2,0,0,0,0,0,3,0,4,5,0,0,0,4,19,23,31,22,13,3,4,17,26,19,11,17,19,10,2,6,13,4
71,0,0,0,0,0,2,0,4,0,0,0,1,3,1,0,2,0,0,5,1,0,2,5,2,7,0,7,0,1,2,9,4,0,0,4,6,0,3,4,0,7,0,0,0,3,0,2,9,0,0,0,7,0,0,5,0,6,5,0,0,0,9,17,22,38,28,16,2,7,15,27,20,10,15,20,10,0,4,11
72,0,0,0,0,2,0,0,0,1,0,0,0,1,2,0,0,3,0,0,3,0,0,3,5,2,7,0,12,2,1,1,8,2,0,2,1,6,2,0,2,0,7,0,0,0,2,2,1,6,0,0,0,4,0,0,2,0,6,5,0,0,2,7,15,28,43,33,21,7,5,15,26,17,10,14,25,15,3,1
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,2,7,2,8,2,1,1,5,0,0,0,3,6,0,0,2,0,3,0,0,0,2,0,0,4,0,0,0,2,0,0,2,2,6,7,0,0,0,5,16,29,50,40,28,14,5,16,22,17,9,15,21,15,5
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,4,5,1,8,0,7,1,0,1,5,0,0,0,3,3,0,0,2,0,1,0,0,0,1,0,0,4,0,0,0,1,0,0,0,2,4,5,0,0,0,6,17,36,55,45,33,19,6,14,22,15,10,13,21,13
75,0,0,0,0,0,5,4,0,0,0,4,0,0,0,0,0,0,7,0,2,2,2,0,1,0,0,2,0,5,0,3,0,4,5,4,5,0,0,0,5,0,0,4,2,0,0,0,0,3,0,0,1,2,0,0,1,0,0,0,0,6,4,2,0,0,7,24,41,60,50,38,24,8,12,18,12,12,11,23
76,0,0,0,0,0,2,6,4,0,0,1,2,0,0,0,0,0,7,5,7,5,5,1,0,1,0,0,0,0,3,0,1,1,5,4,6,1,0,0,7,5,0,3,7,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,3,5,7,2,0,0,14,29,46,63,53,41,27,11,10,16,15,9,14
77,0,0,0,0,0,0,0,5,1,0,0,8,0,7,0,0,0,0,14,4,4,2,3,0,1,0,1,0,0,3,3,0,0,0,4,0,4,0,0,0,8,2,0,0,10,0,0,0,0,2,0,1,0,1,3,0,0,0,0,0,0,2,2,6,3,0,4,17,32,47,70,60,48,34,18,9,13,12,6
78,0,0,0,8,0,0,0,8,9,0,0,0,5,0,4,0,0,0,4,14,4,3,0,0,0,0,0,0,2,0,1,1,0,0,0,3,0,2,2,0,0,5,1,0,0,7,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,1,10,5,1,0,7,20,33,54,72,62,50,36,20,8,10,11
79,0,0,0,0,7,2,1,0,9,5,1,0,0,2,0,1,0,3,0,7,19,9,1,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,5,0,0,10,6,0,0,6,0,5,0,4,0,5,0,0,1,4,0,0,0,5,0,5,0,8,2,0,0,10,25,44,60,77,67,55,41,25,7,15
80,0,0,0,0,0,6,2,0,0,8,5,0,0,0,1,0,6,0,1,0,9,17,14,4,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,4,0,0,8,5,0,0,5,0,3,0,3,0,4,0,0,0,2,0,0,0,5,0,3,0,9,1,5,0,13,30,44,59,77,67,56,46,34,20
81,0,0,0,0,0,0,3,1,0,0,5,12,2,7,0,1,0,4,7,0,0,7,15,12,5,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,11,2,0,0,2,0,0,1,0,0,7,0,0,0,0,0,0,0,2,0,4,0,8,0,1,3,20,34,47,63,84,74,62,48,32
82,0,0,0,0,0,0,0,1,0,0,0,8,10,5,4,1,0,0,7,5,0,0,6,14,14,4,2,1,0,6,4,1,0,0,0,0,0,0,0,0,2,0,0,0,6,10,1,0,0,0,0,2,0,0,6,3,1,0,0,0,0,0,0,0,2,4,0,7,0,0,10,22,33,47,66,84,74,62,48
83,0,0,0,2,0,0,0,2,0,0,0,0,6,10,2,4,0,0,0,6,2,0,0,5,15,12,5,1,0,0,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,4,8,0,0,2,0,1,0,0,0,5,3,0,0,0,0,0,0,2,1,1,5,0,3,0,0,20,23,35,52,68,81,72,62
84,0,0,0,2,0,0,0,2,1,0,0,0,0,6,7,2,2,0,0,0,3,0,0,0,6,13,13,4,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,2,0,1,0,0,0,0,5,2,0,0,0,0,0,2,3,0,2,3,0,0,0,10,17,25,40,54,65,79,69
