,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
10,0,0,1,0,0,3,3,0,10,0,6,5,0,9,12,2,0,1,0,0,0,2,0,0,6,0,1,1,0,0,0,1,4,1,1,1,0,0,0,0,5,10,0,0,1,9,2,2,0,0,0,0,0,5,2,0,0,0,0,3,0,0,0,0,13,3,0,0,0,0,0,1,4,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,8,0,2,0,4,0,1,7,6,2,15,5,1,0,0,0,0,0,0,0,4,0,0,9,1,1,0,8,0,2,7,1,0,0,0,0,1,1,10,0,0,4,0,2,5,3,0,0,1,0,5,0,0,5,0
11,0,0,7,0,0,0,3,3,1,7,0,7,2,7,11,8,3,0,3,2,0,7,0,0,0,5,0,0,0,0,0,0,0,11,1,1,0,0,0,0,0,6,10,0,0,0,10,0,0,0,0,0,1,0,4,2,0,0,1,0,3,0,1,0,3,12,2,0,0,1,0,0,1,0,1,2,3,0,7,4,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,2,8,0,0,2,3,0,0,5,5,5,13,5,1,0,0,0,0,0,0,0,4,0,1,9,8,0,0,5,0,9,6,1,2,0,1,7,1,2,8,0,0,4,0,0,7,0,0,0,0,0,5,0,0,5
12,0,0,0,5,0,0,0,1,1,0,3,0,3,2,6,7,8,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,4,6,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,8,10,0,0,0,0,8,0,0,0,2,3,0,5,4,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,2,3,3,11,2,9,0,0,0,0,0,0,0,0,0,9,9,4,0,0,1,0,9,14,4,10,0,1,5,0,0,6,0,0,0,0,0,3,0,0,0,0,0,3,0,8
13,0,0,0,0,7,0,0,0,0,6,5,0,5,0,0,8,4,4,0,0,4,0,2,7,2,0,0,2,0,0,2,0,0,0,0,6,0,0,2,2,0,0,0,8,11,1,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,4,4,9,0,4,4,0,8,0,0,0,1,0,0,2,6,0,5,0,0,4,0,2,0,0,0,5,0,4,5,0,0,0,9,0,0,7,4,2,0,0,0,1,7,0,8,0,0,2,0,0,0,0,0,0,6,13,3,4,2,0,0,5,10,0,7,0,0,1,0,0,3,0,2,2,0,2,3,0,5,0,0,0,0,0
14,0,0,0,0,0,5,2,1,0,0,2,4,0,5,2,0,7,4,6,2,0,4,0,0,4,1,0,0,1,1,0,3,0,0,0,2,5,6,0,0,3,0,1,0,4,10,0,0,0,4,6,0,0,0,0,0,0,0,1,0,6,0,0,0,2,0,0,1,3,8,0,1,1,0,7,2,0,0,1,0,0,0,3,1,6,0,6,3,0,1,2,0,0,4,0,0,4,0,0,0,11,1,0,4,2,2,0,0,2,7,4,0,7,0,0,1,0,6,0,0,0,0,3,12,2,1,2,0,0,7,7,0,7,2,0,0,0,2,2,0,0,4,0,0,2,0,7,6,0,2,0
15,0,0,0,0,0,8,4,0,3,0,0,0,3,0,2,1,0,6,1,3,1,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,5,0,0,5,0,0,0,2,8,0,4,4,2,4,0,0,0,0,0,0,0,5,0,4,0,0,2,1,0,0,0,1,7,0,0,5,0,4,0,0,0,0,0,0,0,1,0,3,0,4,2,0,0,0,0,0,3,0,0,2,8,0,1,9,0,0,4,1,4,0,0,0,4,2,0,6,0,0,0,0,10,0,0,0,0,2,11,1,0,0,0,0,4,5,0,6,4,0,0,0,0,1,0,0,3,4,0,1,0,5,4,0,0
16,0,0,0,0,0,0,6,2,0,0,0,0,0,3,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,2,5,0,0,1,2,4,0,0,0,0,0,0,0,2,0,4,0,0,0,0,8,0,0,0,3,8,0,5,0,4,0,0,0,0,0,8,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,1,5,0,0,1,0,2,0,0,8,4,2,0,2,0,0,0,0,10,8,0,0,0,1,7,1,0,8,0,8,4,5,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,3,2,8
17,0,0,2,0,0,0,0,5,1,0,0,0,0,2,11,1,0,0,8,13,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,6,0,0,0,2,3,0,13,3,2,2,0,0,0,0,7,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,12,2,0,1,0,0,0,0,2,2,0,6,2,0,0,0,0,2,0,0,9,10,0,0,0,0,9,0,0,16,6,8,6,5,0,3,1,0,0,0,0,8,0,0,0,0,0,2,0,3,1
18,0,0,0,0,3,0,0,0,4,3,2,0,2,0,1,14,4,0,0,4,16,6,5,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,0,0,1,2,0,0,0,0,0,0,1,0,1,1,0,0,3,0,0,0,1,0,7,0,0,3,0,0,4,1,1,0,2,1,3,11,2,0,1,0,3,0,0,5,0,0,9,3,0,0,9,2,0,1,2,0,0,0,1,2,11,4,1,8,0,0,0,0,0,0,0,5,0,3,0,0,0,2,0,0,7,11,1,1,3,0,8,0,6,13,4,6,6,4,0,2,1,0,3,3,0,11,1,0,2,0,0,1,0,0
19,0,0,0,0,0,2,7,2,1,1,0,2,0,2,0,4,14,5,0,0,6,16,6,2,0,2,0,0,0,2,0,5,0,0,0,7,0,2,0,3,5,1,2,0,0,1,0,0,0,0,2,0,1,0,2,0,1,0,3,0,2,0,1,0,8,1,0,1,0,0,1,0,0,0,2,1,3,10,2,0,1,0,1,2,2,3,2,0,7,2,0,0,6,2,0,0,2,0,0,0,1,1,8,1,1,9,1,0,7,2,0,0,0,6,0,2,0,2,0,2,0,0,4,10,0,0,3,0,6,0,4,13,4,13,7,3,0,9,0,0,1,3,1,7,0,0,9,2,0,8,0
20,0,0,0,0,5,0,0,4,0,3,3,0,4,0,0,5,4,11,1,0,5,6,21,11,7,0,1,0,0,0,7,0,3,0,0,0,3,0,7,5,0,2,0,3,2,0,0,0,1,1,0,0,0,0,0,1,0,6,0,4,0,1,0,4,0,5,6,0,0,0,1,2,0,1,0,0,0,1,6,1,0,6,0,0,0,0,0,1,5,5,0,0,2,3,3,2,0,1,0,1,0,0,3,9,4,0,6,0,0,4,0,0,0,0,11,1,1,0,3,0,0,0,1,0,11,5,0,1,0,2,0,3,9,3,10,3,2,0,8,5,5,0,8,2,6,2,0,6,1,0,4
21,0,0,0,0,2,4,0,0,0,5,8,0,5,1,0,2,2,1,7,0,2,2,11,25,15,6,0,0,0,0,2,4,0,0,0,0,0,0,2,9,2,0,0,4,8,1,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,2,0,0,7,2,0,0,4,5,0,0,0,0,0,0,0,5,0,2,2,0,0,0,0,0,3,4,1,0,5,0,7,8,0,0,0,4,0,0,5,7,11,1,0,3,0,0,0,0,0,0,2,10,0,0,0,0,0,0,4,0,4,13,3,0,0,0,0,0,0,6,0,7,2,0,0,10,7,1,2,8,1,11,1,0,5,0,0
22,0,0,0,0,0,0,1,0,0,0,3,7,0,3,0,0,1,0,0,3,0,0,1,13,23,14,5,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,2,7,0,13,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,0,0,3,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,4,0,5,7,0,0,0,0,0,0,4,5,7,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,3,11,2,0,0,0,0,0,0,3,0,6,0,0,0,8,3,0,0,7,1,8,0,0,2,0
23,0,0,0,0,0,0,2,2,0,0,0,2,3,0,5,0,0,1,2,2,0,0,0,3,11,22,13,4,0,1,0,1,0,3,0,2,0,6,0,0,1,6,1,0,0,1,6,3,10,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,6,0,0,0,4,0,0,0,1,0,4,6,0,0,2,0,0,0,2,5,7,0,2,6,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,3,10,0,2,0,0,0,2,0,2,0,8,0,0,0,10,0,0,0,3,3,14,4,2,0
24,0,5,0,0,0,0,0,1,0,0,0,1,1,2,0,3,1,0,0,0,0,0,0,0,1,16,22,18,9,0,0,0,6,0,2,0,1,0,4,0,0,0,5,1,0,5,2,5,0,7,0,11,1,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,5,4,0,0,0,0,1,0,3,5,0,0,1,0,1,0,0,1,0,6,0,5,0,4,0,1,0,0,1,4,4,0,0,7,0,0,0,0,3,6,0,1,6,5,5,0,0,5,0,5,12,6,0,0,0,0,0,0,0,8,10,0,2,1,0,0,0,0,2,0,8,0,0,0,8,0,0,0,2,4,14,4,2
25,0,0,3,0,0,8,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,14,20,16,7,0,0,0,4,0,1,0,0,0,3,0,2,0,4,0,0,3,0,9,4,5,1,9,0,0,0,0,0,0,5,0,0,5,1,2,0,0,0,0,3,3,0,0,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,5,0,2,0,3,0,0,0,0,0,12,3,0,0,6,0,0,0,2,0,5,0,0,4,3,4,0,0,3,0,9,10,3,0,0,0,0,0,0,0,5,7,0,0,0,0,2,0,0,1,0,7,0,0,0,12,2,0,0,0,4,13,3
26,0,0,1,1,0,2,9,0,10,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,12,18,16,6,0,0,1,2,1,0,0,0,0,3,10,2,0,0,0,0,0,0,8,4,3,0,7,0,0,0,0,0,0,5,0,0,4,11,2,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2,8,2,0,0,2,0,0,10,0,1,5,0,0,2,3,1,0,0,3,0,8,8,4,0,0,0,0,1,0,0,4,5,0,1,1,10,0,0,1,0,0,4,0,0,2,10,0,1,0,0,5,11
27,0,0,0,0,6,0,0,6,0,12,2,0,2,0,0,5,0,0,0,0,5,0,6,1,5,0,0,2,10,15,21,11,0,0,0,0,0,0,5,5,0,0,7,3,2,0,0,0,1,1,5,2,0,0,4,0,0,5,0,1,0,4,0,3,1,8,7,0,0,0,1,1,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,5,0,0,0,2,0,3,2,0,0,0,3,4,0,2,1,5,0,0,6,0,0,1,0,0,0,8,0,0,0,4,0,4,4,5,0,1,5,0,0,0,0,0,2,0,0,0,6,0,0,0,5,5,0,5,1,1,12,2,0,0,0,1
28,0,0,0,0,3,6,0,0,5,2,14,4,2,0,0,3,3,0,0,0,3,3,3,7,4,4,0,0,1,8,18,19,10,0,0,0,0,0,3,8,3,0,0,8,5,1,0,0,0,1,0,4,0,0,0,3,0,3,3,0,0,0,2,7,2,0,11,4,0,0,1,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,3,4,0,0,2,0,1,5,0,0,0,1,0,3,2,3,8,3,0,0,6,0,0,0,0,0,3,7,0,0,0,2,0,2,5,2,1,4,3,0,0,0,0,0,0,0,0,0,5,0,0,3,8,1,3,5,0,3,12,2,0,0,0
29,0,0,0,0,0,1,8,6,0,2,4,14,4,2,0,0,3,6,0,0,0,3,0,0,4,3,3,0,0,7,8,24,18,10,0,2,0,1,0,0,14,4,6,0,5,4,1,0,0,0,2,0,4,0,3,0,6,0,3,0,1,0,0,0,7,5,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,0,1,0,0,2,3,0,0,2,0,0,5,0,0,0,0,0,0,0,1,11,3,0,2,7,0,0,0,3,0,2,6,1,0,0,0,0,0,4,0,0,4,2,0,0,0,0,0,2,0,0,0,7,0,0,0,7,0,0,4,0,5,13,3,2,0
30,0,0,2,0,0,0,1,7,5,0,0,4,10,6,10,0,0,1,14,8,0,2,0,0,0,2,2,1,0,0,3,14,22,20,10,0,1,2,0,0,4,13,3,2,0,3,4,0,0,0,2,0,0,3,0,2,0,2,0,0,2,0,0,0,0,5,1,0,7,3,0,0,0,0,0,8,0,0,2,0,0,0,0,0,7,5,2,0,0,0,10,2,0,0,0,0,0,4,0,0,8,0,0,0,0,1,10,2,0,4,6,0,0,0,0,0,1,8,0,0,0,2,0,0,0,0,2,2,1,8,0,0,2,0,1,0,0,0,6,0,0,8,3,0,0,0,0,7,12,3,1
31,0,0,0,0,1,0,0,0,3,9,4,0,8,7,2,11,1,0,4,10,9,0,3,5,1,0,2,2,1,0,1,4,14,19,17,7,0,0,3,1,0,3,10,8,6,0,1,3,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,1,0,0,6,0,0,5,8,5,0,0,0,0,6,0,0,2,0,1,0,0,0,3,2,2,1,0,0,10,6,0,5,4,0,0,3,5,0,8,4,5,1,0,0,7,0,0,0,6,0,0,1,0,0,0,7,0,0,0,7,0,5,1,0,2,0,0,4,0,0,0,0,0,0,0,0,7,1,0,9,2,0,4,0,0,7,9,0
32,0,0,0,0,5,0,0,0,0,5,11,1,2,4,3,7,8,0,0,0,15,5,5,4,10,0,0,0,0,0,5,0,4,10,15,15,5,0,5,8,0,0,0,11,10,4,0,0,4,1,0,0,0,0,0,0,0,5,0,1,0,0,0,3,0,0,5,2,0,0,6,9,1,1,0,0,0,4,0,0,0,5,0,0,0,0,0,1,7,0,0,0,12,3,1,7,1,0,0,4,1,0,10,5,8,0,0,0,5,0,0,0,4,0,5,0,0,0,1,4,0,0,1,3,1,10,0,0,0,0,0,1,0,0,0,0,0,0,0,5,12,2,5,10,1,2,2,0,0,5,5
33,0,0,0,0,0,2,0,0,0,0,1,11,1,2,3,0,7,5,0,0,5,15,5,1,0,10,0,0,0,0,0,3,0,4,8,13,13,3,0,1,6,0,0,1,7,10,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,13,3,0,0,2,17,7,1,0,0,0,4,0,0,0,13,3,0,8,0,0,0,7,0,0,2,12,2,0,7,0,0,0,3,1,0,6,2,5,0,0,0,2,8,0,0,1,0,5,0,0,0,1,12,2,0,0,0,0,10,0,8,0,8,0,1,0,0,0,0,0,0,0,2,11,1,1,8,0,0,0,0,0,13
34,0,0,0,0,5,0,0,0,0,2,2,1,13,3,0,8,0,4,1,0,5,5,20,10,6,0,9,0,0,0,5,0,1,0,0,6,9,10,8,5,0,3,0,1,3,5,7,2,1,1,0,0,0,0,0,0,0,5,0,6,0,0,0,3,0,0,5,3,11,1,1,1,7,18,8,0,0,0,0,3,0,5,3,10,0,0,5,0,5,0,3,0,2,2,13,4,0,6,0,1,0,1,3,1,9,0,2,0,0,0,0,6,0,0,6,0,4,0,1,0,2,8,3,0,1,5,0,8,0,4,0,5,0,0,0,0,0,0,0,5,5,1,16,6,0,10,0,0,0,0,3
35,0,0,0,0,0,2,0,0,0,0,0,2,3,13,3,0,8,0,3,0,0,5,10,16,6,6,0,9,0,0,0,3,0,1,0,0,4,6,6,4,3,0,1,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,1,0,0,13,3,11,1,0,9,8,18,8,0,0,0,0,3,0,13,3,8,8,0,3,0,5,0,1,0,2,3,9,4,0,3,0,0,0,0,0,0,6,0,0,0,0,8,0,6,0,0,6,0,1,0,1,8,2,4,1,0,0,5,0,16,6,12,2,5,0,0,0,0,0,0,0,1,4,6,12,4,0,8,0,0,0,8
36,0,0,1,0,0,2,3,0,10,0,0,0,0,4,12,2,0,8,0,2,0,1,2,6,13,4,4,0,7,0,0,0,1,1,0,1,0,4,3,3,4,13,3,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,10,1,0,3,11,2,7,0,0,8,8,17,7,0,1,0,0,0,3,13,3,6,8,0,0,0,4,0,0,0,0,0,8,2,2,0,0,0,0,0,0,0,16,6,1,0,0,6,0,6,0,0,4,0,0,0,0,9,0,2,0,0,1,3,6,15,5,11,3,6,10,0,0,1,0,0,0,0,1,5,10,0,1,8,0,1,0
37,0,0,0,0,0,0,4,9,0,7,0,0,0,0,3,9,2,3,7,0,0,0,0,0,3,12,3,3,0,13,3,6,0,1,0,2,0,1,1,0,9,4,19,9,0,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,5,0,1,0,0,13,3,0,2,11,1,4,0,0,8,7,17,7,0,0,0,0,0,9,19,9,7,7,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,6,15,8,2,0,0,5,3,3,0,0,5,0,0,0,0,6,0,0,0,0,0,1,5,13,5,11,5,6,9,0,2,0,0,0,0,0,0,4,7,2,2,7,2,0
38,0,0,0,0,0,0,2,5,9,0,3,0,0,0,2,0,8,2,5,9,0,0,0,0,0,2,11,2,2,3,10,4,5,0,0,2,1,6,0,0,1,9,9,16,6,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,6,4,0,0,0,3,10,0,0,1,8,0,1,0,0,10,7,16,7,0,0,0,0,1,10,16,15,6,4,0,2,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,3,5,17,14,4,0,0,5,0,2,0,6,2,0,0,0,0,5,0,0,0,0,0,3,3,12,5,13,5,5,8,2,1,0,0,2,0,0,0,0,9,8,1,9,0
39,0,0,0,0,3,0,0,0,4,11,2,1,2,0,0,5,0,6,0,1,12,2,3,1,3,0,1,10,1,0,6,8,3,3,0,0,0,0,9,3,0,0,7,10,18,8,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,2,7,0,0,6,7,0,0,2,9,0,1,0,0,8,6,14,6,0,3,0,0,0,7,14,14,9,3,0,1,2,0,1,2,0,0,0,6,0,1,2,1,7,0,0,0,7,15,11,3,0,0,8,0,1,0,6,0,0,0,1,0,6,3,0,0,0,0,0,2,10,5,12,2,4,8,1,4,3,0,5,0,0,2,0,7,7,1,6
40,0,5,0,0,0,1,0,0,0,3,10,3,0,1,0,0,6,0,4,0,2,11,1,3,0,8,0,6,15,5,0,5,13,3,2,0,0,0,0,7,2,0,0,7,9,23,13,1,0,0,0,5,6,0,0,0,0,0,4,0,0,0,6,1,5,0,0,6,12,2,0,2,9,0,2,0,1,13,5,14,7,0,3,0,0,0,6,14,12,14,4,0,0,3,0,0,3,0,0,0,4,5,0,2,0,5,0,0,0,6,15,16,8,0,0,13,3,0,0,7,0,0,0,0,0,4,2,5,0,0,0,1,1,9,3,11,2,3,8,0,2,1,0,2,0,0,1,0,7,6,1
41,0,0,5,0,0,0,3,6,0,0,0,10,0,0,0,0,0,9,0,3,0,2,8,0,0,0,7,0,5,21,11,6,4,13,3,4,0,1,0,0,13,3,6,0,4,13,23,13,1,0,1,0,5,5,3,0,3,0,0,0,1,0,0,4,1,8,0,0,5,12,2,0,0,5,0,1,0,3,13,4,14,4,0,9,6,0,1,5,11,11,13,3,0,0,0,0,0,2,0,0,0,3,2,0,0,3,5,0,2,1,5,14,15,11,1,3,12,4,0,0,5,0,0,0,0,0,4,1,3,0,0,0,1,3,9,2,10,4,2,5,0,1,0,0,1,0,2,2,0,9,4
42,0,5,0,4,0,0,0,2,4,0,0,1,9,0,0,0,1,0,7,0,1,0,0,8,0,5,0,12,5,11,19,10,11,3,12,2,3,0,0,0,3,11,2,6,0,9,14,22,12,0,0,6,1,5,3,3,0,1,1,0,0,1,1,0,2,0,6,0,5,6,12,2,0,0,6,0,2,5,3,13,5,12,4,0,8,6,0,1,3,16,9,13,3,1,0,0,1,0,0,0,0,5,2,2,0,0,1,4,0,1,1,10,19,13,9,6,3,11,1,1,0,4,0,0,0,0,0,9,1,1,0,1,0,0,1,8,2,9,4,0,3,0,0,0,0,0,0,1,2,0,9
43,0,0,1,0,5,4,0,0,1,4,0,0,1,5,0,1,0,0,0,2,1,0,1,0,9,0,3,2,9,1,12,15,7,7,2,8,0,0,1,1,0,2,7,1,6,0,6,12,30,20,8,0,3,0,2,1,0,1,0,9,0,0,0,1,0,0,1,2,0,2,5,11,1,8,0,1,0,0,1,3,10,6,8,0,0,4,3,0,2,6,11,7,13,3,0,0,0,0,4,0,0,0,5,1,2,0,0,0,0,0,0,0,7,16,14,6,4,1,19,9,0,0,3,0,0,1,0,0,5,0,0,0,0,0,0,0,6,0,7,5,1,0,1,8,0,0,0,0,0,0,0
