,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
17,0,0,3,11,1,0,0,0,0,2,0,0,0,10,2,11,6,6,9,11,10,2,0,3,12,5,0,2,2,0,10,9,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,8,0,3,12,4,0,0,0,0,0,0,0,0,3,11,8,5,4,5,2,0,3,0,0,0,3,13,3,0,0,3
18,0,0,0,1,9,1,0,0,0,1,0,0,0,0,11,3,11,6,6,9,11,9,1,0,2,13,3,1,3,1,0,9,7,6,0,0,0,0,4,0,0,0,0,0,5,0,0,0,4,0,6,0,2,11,3,0,5,0,0,0,0,0,0,1,11,8,3,3,6,2,0,0,0,0,0,3,11,2,0,0
19,0,0,0,0,0,9,1,0,0,5,0,0,0,2,5,16,6,13,8,8,9,11,9,0,0,7,9,8,6,1,3,0,8,6,5,0,0,2,0,3,1,0,0,1,1,5,0,2,0,5,0,5,0,3,10,3,1,5,0,0,0,0,0,0,3,13,8,2,8,4,1,0,0,0,0,1,1,11,2,0
20,0,0,0,0,1,0,9,0,7,0,4,1,0,0,2,6,15,5,12,7,6,11,13,6,7,0,6,9,8,6,0,2,1,9,7,12,2,0,1,2,3,0,0,0,0,0,3,0,2,0,4,0,6,0,2,10,2,1,7,0,0,0,0,0,0,3,13,7,2,5,5,0,2,0,0,0,0,3,13,3
21,0,0,0,0,0,0,0,7,2,7,0,7,0,0,0,2,5,14,4,11,5,12,17,10,8,7,0,6,9,6,5,0,2,4,9,9,18,8,0,2,2,1,0,0,0,0,0,2,0,2,0,1,3,6,0,1,9,1,7,5,0,0,0,0,0,0,3,12,7,0,8,2,1,0,0,0,0,6,9,10
22,0,0,0,0,0,0,0,0,9,2,5,3,5,0,0,0,1,4,13,3,9,11,18,14,12,8,4,0,6,7,5,4,0,5,4,11,15,17,7,1,2,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,8,7,5,4,0,0,0,0,0,0,2,12,4,3,5,3,0,0,0,0,6,12,6
23,0,0,0,0,0,0,0,0,0,14,4,4,3,7,5,5,2,3,6,15,5,9,11,17,14,17,7,9,5,4,9,4,3,0,4,4,11,17,16,6,2,0,0,1,1,0,0,2,0,1,0,0,0,5,2,5,1,0,8,7,4,0,0,0,2,2,0,0,7,10,3,0,4,1,0,1,0,0,6,11
24,0,0,0,0,0,0,0,0,0,4,13,3,0,2,4,2,4,1,2,5,11,2,6,9,14,11,14,4,6,7,3,6,0,0,0,1,1,10,14,12,3,1,0,0,0,0,2,0,4,0,0,0,0,0,2,0,4,0,0,4,4,1,0,0,0,1,0,0,0,11,6,0,0,3,0,0,3,0,0,4
25,0,0,0,0,1,0,0,0,7,0,3,14,4,0,2,4,1,3,0,1,3,13,4,3,16,14,10,14,4,6,6,2,7,1,1,7,3,0,9,16,12,2,0,0,0,0,0,1,0,4,0,0,1,0,0,2,0,4,2,0,3,3,0,0,0,0,1,0,0,1,12,5,2,0,0,0,0,5,2,0
26,0,0,0,4,0,0,0,0,0,4,4,4,10,2,0,0,2,0,1,0,0,3,9,2,6,13,15,7,11,4,4,2,1,4,0,0,3,1,0,6,12,16,6,0,0,0,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,4,1,8,0,0,0,0,0,0,2,13,3,6,0,0,1,0,1,0
27,0,0,0,2,14,4,0,0,1,0,6,4,2,8,1,0,0,0,0,0,0,0,3,6,3,5,10,14,6,10,2,2,12,2,14,4,0,1,0,0,7,14,14,7,0,0,0,0,0,2,2,5,0,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,3,13,5,3,1,0,1,0,0
28,0,0,0,2,4,11,1,0,0,0,2,3,1,0,4,0,0,0,0,0,0,0,0,0,5,0,20,10,10,5,7,0,2,9,4,13,3,0,0,0,0,9,10,10,4,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,15,5,2,0,3,0,0,0,0,0,15,5,15,5,0,0,0,0,0
29,0,0,0,0,2,2,10,0,2,0,0,5,1,0,0,4,0,0,0,0,0,6,6,0,2,5,10,20,10,8,4,6,0,5,9,6,19,9,0,1,0,0,8,10,9,2,0,0,0,0,0,1,3,2,0,0,0,0,6,0,0,5,12,2,1,0,2,0,0,0,3,5,16,6,12,5,0,6,6,0
30,0,2,0,0,1,2,4,10,0,3,0,0,5,1,1,1,4,0,0,0,0,0,6,4,0,3,1,11,21,11,8,2,7,0,6,9,9,19,9,0,8,0,0,15,9,9,0,0,0,7,0,0,0,10,0,2,0,2,0,6,0,0,3,8,2,1,2,0,1,0,0,0,6,14,4,19,9,0,6,4
31,0,0,1,0,0,1,2,4,10,5,1,0,0,7,6,6,3,6,2,2,0,0,0,5,4,5,0,6,16,19,13,7,1,6,0,6,9,11,18,8,1,6,0,5,16,9,6,2,0,1,5,0,0,1,9,0,3,0,2,0,5,0,0,0,10,4,1,1,5,0,0,0,0,4,13,9,16,9,0,5
32,0,2,0,0,1,0,3,2,4,11,3,0,0,0,8,7,6,3,6,2,2,0,0,0,5,5,1,1,7,14,19,11,8,0,7,0,6,9,9,18,15,5,4,7,6,16,6,6,0,7,0,3,0,7,0,11,1,5,0,2,0,1,0,0,0,10,6,0,2,2,0,0,0,0,3,20,10,16,9,0
33,0,0,0,0,1,0,0,1,9,4,10,4,0,0,0,8,6,5,2,5,0,4,2,0,7,5,4,1,1,7,13,18,12,9,1,14,4,5,8,11,18,14,4,4,6,6,14,5,6,0,6,0,4,0,6,1,10,1,7,0,1,0,0,0,0,0,10,5,0,0,3,0,2,0,0,10,18,12,18,8
34,0,0,0,0,0,0,0,0,0,6,3,6,0,0,0,0,7,5,4,1,1,0,1,0,0,4,2,1,0,3,6,10,14,8,5,4,11,3,2,4,8,17,11,1,3,2,8,13,7,3,0,4,0,1,0,2,0,6,0,3,0,0,0,0,0,0,0,7,2,4,0,0,0,1,0,0,12,15,9,16
35,0,0,0,0,0,0,0,0,2,0,4,6,4,0,0,0,0,6,4,3,0,7,6,0,2,0,1,2,1,0,2,5,10,17,8,7,10,10,2,3,4,7,16,11,1,1,0,7,11,7,1,0,7,0,0,0,1,0,12,2,2,0,0,0,0,0,0,0,7,0,7,0,1,0,0,0,2,18,21,11
36,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,5,3,0,0,4,4,0,0,0,0,0,3,0,0,1,7,13,5,4,9,7,0,0,3,6,13,10,0,3,0,9,8,6,0,0,4,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,11,1,4,0,0,0,0,2,8,15,19
37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,2,2,0,0,0,0,3,2,0,0,0,4,11,2,3,5,4,0,0,0,3,11,6,5,2,3,5,7,4,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,8,0,1,0,0,0,5,0,5,13
38,0,0,0,0,0,8,0,8,0,0,0,0,8,0,1,0,0,0,0,0,12,2,0,0,0,2,0,0,0,0,1,0,0,0,0,2,9,0,1,2,4,0,0,0,3,19,9,3,0,3,2,4,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3
39,0,2,0,0,1,0,10,0,8,1,0,0,0,8,1,2,0,0,0,0,2,12,2,0,0,1,0,1,1,0,0,0,1,0,1,0,2,9,0,1,9,2,0,7,0,9,15,9,1,7,1,0,3,8,0,2,0,2,0,0,6,0,0,0,0,0,2,0,1,0,0,0,5,0,0,7,0,0,3,0
40,0,0,0,0,1,0,0,8,7,8,0,1,0,0,8,1,1,0,0,0,0,4,14,4,7,0,0,0,1,1,0,0,1,2,1,8,2,1,8,2,1,8,1,0,6,0,7,14,9,1,6,0,1,3,7,0,1,0,4,0,0,5,0,0,0,0,0,1,0,0,1,0,2,4,0,0,5,2,2,0
41,0,0,0,0,0,9,0,8,6,7,5,0,9,0,0,8,0,0,0,0,8,0,4,11,2,7,0,0,0,0,0,0,0,0,0,0,6,0,0,5,2,0,6,1,0,14,4,5,11,9,0,3,0,1,1,6,0,0,0,12,2,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0
42,0,0,0,0,0,0,9,0,8,11,5,4,0,11,5,5,10,2,2,2,0,8,0,3,11,7,3,5,5,0,2,0,0,0,0,0,0,8,0,0,6,0,0,7,2,4,11,6,3,12,7,0,2,1,0,1,7,0,0,2,11,1,0,0,2,2,0,0,5,0,0,0,0,0,0,2,0,0,3,0
43,0,0,0,4,0,0,0,5,0,5,15,5,0,1,8,2,3,8,0,0,0,0,4,0,1,8,8,0,2,5,0,0,0,0,0,0,0,0,4,0,0,10,0,0,4,0,5,9,6,2,16,6,0,0,0,0,0,2,0,0,1,12,2,8,0,0,0,0,0,4,0,1,0,4,0,0,3,0,0,1
44,0,0,0,0,1,0,0,0,3,0,5,12,2,0,0,5,1,2,7,0,0,0,0,2,0,0,6,5,0,5,4,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,5,4,12,2,6,14,4,0,0,0,0,0,0,0,0,2,10,3,7,0,0,0,0,1,1,0,0,0,2,0,5,0,0,0
45,0,0,0,0,0,0,0,0,0,5,0,4,10,7,2,2,10,6,7,12,2,0,0,0,1,2,0,8,7,0,10,3,0,0,0,0,0,5,0,0,1,0,0,6,0,0,0,10,3,12,2,5,13,4,0,0,0,0,0,0,0,0,1,8,8,12,2,0,2,0,0,0,0,0,0,2,0,4,0,0
46,0,0,0,0,0,0,0,0,2,0,3,3,2,9,7,2,1,9,5,6,10,8,6,0,2,1,0,0,8,5,0,9,3,3,0,2,6,0,4,1,0,0,0,0,5,0,0,0,8,3,10,0,8,13,3,0,0,0,6,0,0,0,0,0,7,7,11,1,0,0,3,0,1,0,0,0,0,6,10,0
47,0,0,0,0,0,8,0,8,0,2,0,0,11,1,9,7,0,0,7,3,14,8,6,3,0,2,0,0,0,5,3,0,7,0,1,0,0,4,0,1,1,0,0,0,0,13,3,0,0,8,0,7,0,8,11,2,0,0,0,14,4,0,0,0,0,5,6,9,1,0,0,0,0,0,0,0,0,0,4,7
48,0,0,0,0,0,0,7,0,7,0,0,0,1,10,0,8,6,0,0,6,4,13,7,2,2,0,0,0,0,0,4,13,3,4,0,0,0,0,14,4,0,0,10,0,0,3,9,2,0,0,5,0,4,0,18,10,1,0,0,4,24,14,2,0,0,0,4,16,8,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,7,0,12,2,0,0,3,15,5,10,8,2,2,6,4,13,6,2,7,0,5,5,0,2,3,12,2,3,0,0,2,4,13,5,0,0,11,1,0,0,11,1,1,0,4,0,5,8,18,11,1,0,0,14,20,13,3,2,2,0,6,21,11,0,0,0,0,0,1,0,0,0,0
50,0,0,0,0,0,0,0,0,9,2,10,5,0,0,5,15,5,9,7,1,0,12,10,10,8,2,4,0,5,3,0,1,3,15,5,5,6,0,1,5,13,3,0,1,10,0,0,1,9,1,0,0,7,0,4,8,17,10,7,0,4,11,17,9,2,1,1,0,11,18,14,4,1,0,0,0,0,6,6,0
51,0,0,0,0,0,0,0,0,0,6,1,7,1,0,0,5,14,4,8,6,0,2,9,8,8,5,0,1,0,8,2,0,0,5,12,3,2,5,0,0,3,12,2,0,0,6,5,0,4,5,0,0,0,3,0,0,7,13,7,3,0,2,9,18,8,1,0,0,1,12,15,12,2,0,0,0,5,0,3,4
52,0,2,0,0,1,0,2,0,0,1,4,0,7,1,1,1,5,14,4,8,6,0,2,7,8,9,1,1,2,0,8,0,1,0,6,12,3,2,3,0,7,2,10,9,0,0,2,5,0,11,3,0,0,7,1,2,0,9,13,7,1,0,0,8,18,8,3,0,1,2,11,11,12,2,0,7,0,5,0,1
53,0,8,0,0,0,0,8,1,0,0,0,2,0,6,1,1,0,4,13,3,7,5,0,0,7,8,4,1,1,0,0,7,0,0,0,6,11,2,1,5,2,4,1,12,7,0,0,1,1,2,8,0,0,2,6,9,0,8,8,12,6,0,0,0,8,17,16,6,0,0,1,6,13,9,0,2,3,0,4,0
54,0,0,4,0,0,0,0,5,2,0,0,7,0,0,5,0,0,0,3,12,2,10,8,0,1,6,5,3,0,0,0,0,7,7,0,1,9,10,0,1,4,1,1,2,10,4,0,0,0,0,1,4,7,0,0,4,7,0,11,5,9,3,0,0,0,7,15,13,5,0,7,0,6,12,5,0,0,6,3,0
55,0,0,0,2,0,0,0,0,4,3,0,0,7,0,1,6,0,0,0,3,12,2,9,7,0,2,3,6,4,0,0,0,0,5,5,0,0,9,9,0,0,2,0,0,7,10,2,0,0,0,0,0,2,6,0,0,9,5,1,11,4,6,2,0,0,0,5,14,14,5,0,4,0,4,11,4,0,0,5,2
56,0,8,0,0,1,0,8,0,0,4,0,0,0,6,0,1,5,0,0,0,2,11,1,5,7,0,0,3,6,0,0,0,0,0,4,5,0,0,8,11,2,0,1,2,0,6,6,1,0,2,0,0,0,4,5,8,0,17,7,1,10,0,2,0,0,0,8,4,14,10,3,0,6,0,1,13,3,0,0,1
57,0,0,7,0,0,1,0,8,0,5,2,0,0,2,11,5,3,7,2,2,0,2,11,1,5,12,2,5,8,4,2,0,0,0,0,4,5,2,0,7,12,2,0,2,3,0,3,8,0,1,0,0,0,1,3,5,9,7,17,7,0,6,0,0,2,2,0,7,9,12,9,0,0,4,0,3,10,3,0,0
58,0,0,0,6,0,0,0,0,9,0,4,9,0,0,1,10,4,2,6,1,0,3,5,7,2,4,9,1,4,6,3,0,0,7,0,1,7,4,0,0,6,11,1,0,0,0,0,2,6,0,0,0,7,0,0,1,3,7,10,14,4,0,2,0,0,1,0,0,6,6,19,9,0,0,0,0,0,13,6,0
59,0,0,0,0,6,0,0,0,1,8,0,11,6,0,0,0,9,3,1,5,0,3,6,1,8,1,1,8,0,2,5,0,0,7,7,1,4,6,1,0,0,5,8,0,0,0,0,0,0,5,0,0,7,6,0,0,0,1,10,7,11,1,0,0,0,0,0,0,0,3,13,16,9,0,0,0,0,3,16,6
60,0,0,0,0,0,6,0,0,0,6,6,1,11,8,5,5,2,11,5,3,5,0,3,5,1,13,3,6,13,3,4,4,0,0,6,7,1,6,5,0,1,0,4,9,1,0,0,2,0,1,3,0,0,8,5,0,1,0,1,10,6,7,0,0,2,2,0,0,5,0,3,9,15,7,0,1,0,0,6,15
61,0,0,0,0,0,0,2,0,0,0,5,3,1,10,5,2,4,1,10,4,0,2,0,1,3,3,11,1,3,16,6,0,1,0,0,4,4,0,2,2,0,0,0,0,7,0,5,0,5,0,0,1,0,0,4,1,0,0,0,0,6,4,5,1,0,1,0,0,0,6,0,1,6,14,5,0,6,0,0,5
62,0,0,0,2,0,0,0,0,0,0,2,2,0,0,6,1,0,1,0,7,1,0,0,0,0,0,18,8,0,6,13,3,0,0,0,0,1,1,0,0,0,2,0,0,0,4,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,21,11,6,0,0,0,0,0,0,3,15,5,8,9,1,0,3,0,0
63,0,8,0,0,1,0,8,0,0,0,0,0,1,0,0,6,0,0,0,0,6,0,0,0,0,0,8,18,8,0,5,12,2,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,2,0,0,0,2,0,8,0,8,0,0,0,11,17,7,5,0,8,0,0,0,0,5,17,7,4,11,1,0,2,0
64,0,0,5,0,1,0,0,6,7,0,0,1,0,0,0,0,5,0,0,0,0,8,2,0,7,0,0,8,18,8,0,4,13,3,1,7,2,0,0,2,2,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,7,0,10,0,0,1,8,13,6,4,0,7,0,0,1,0,7,16,6,4,9,3,2,0
65,0,0,0,2,0,9,0,8,4,7,0,0,9,0,0,0,0,3,0,0,8,0,6,0,0,7,0,0,8,15,6,0,3,10,1,0,5,0,0,0,2,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,6,0,18,8,0,0,4,11,4,3,0,7,0,0,0,0,6,13,6,0,7,1,0
66,0,2,0,0,3,0,11,1,8,5,5,0,0,9,1,1,0,0,3,0,0,8,0,4,0,1,3,1,1,6,15,5,1,2,11,1,0,5,0,0,7,0,0,7,0,1,5,0,0,7,0,0,0,7,0,2,0,2,6,8,16,6,0,0,4,11,6,1,1,4,0,0,0,0,4,20,10,0,7,0
67,0,0,0,4,0,0,1,7,0,5,9,2,0,0,6,0,0,0,0,1,0,0,4,0,0,0,2,0,0,1,5,11,4,0,1,7,0,0,1,0,0,11,1,0,4,0,2,3,0,0,11,1,0,0,3,0,0,0,0,2,6,17,7,8,0,2,6,2,0,0,1,1,0,4,0,10,21,11,0,5
68,0,0,0,0,2,0,0,0,6,0,2,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,9,1,0,0,6,0,10,0,0,1,21,11,0,2,0,1,0,0,1,7,0,0,10,2,0,0,0,0,12,7,13,3,7,0,1,16,6,0,0,0,0,0,0,0,9,20,10,0
69,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,12,6,0,0,0,5,0,7,0,0,11,17,9,0,7,0,4,0,0,0,4,0,0,6,0,0,0,0,2,10,5,14,4,6,0,6,13,7,0,0,0,0,0,0,5,10,17,8
70,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,8,2,0,0,0,2,0,4,0,1,8,16,6,2,6,2,1,0,0,0,1,0,0,5,0,0,0,0,0,8,5,13,3,2,0,3,17,7,0,0,0,0,0,2,2,7,15
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,0,0,0,3,0,0,7,12,8,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,4,12,2,0,0,7,13,4,0,0,0,0,2,0,0,5
72,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0,6,6,0,2,0,0,0,0,0,1,0,0,3,0,6,6,0,0,1,0,0,2,0,0,5,9,7,0,8,0,0,3,0,0,0,0,0,7,0,0,0,0,0,7,3,11,1,0,0,10,10,5,0,0,0,0,8,6,0
73,0,2,0,0,1,0,2,0,0,3,0,0,3,0,1,1,0,0,0,0,1,0,6,4,0,3,0,1,1,0,0,0,1,0,4,0,6,6,0,0,8,0,0,9,0,0,1,9,5,7,6,0,0,10,0,2,0,2,0,7,0,0,0,0,0,7,5,9,2,0,0,6,10,3,0,7,0,0,8,4
74,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,4,0,0,0,0,0,2,0,5,2,0,0,7,0,0,7,0,5,0,12,2,6,4,0,0,6,0,0,0,0,0,3,0,0,1,0,0,3,1,6,3,0,0,3,9,1,0,12,2,0,6
75,0,0,0,0,0,0,0,0,2,0,0,5,0,0,2,0,0,0,0,0,0,6,6,0,6,2,0,1,0,0,3,0,0,3,0,2,8,0,4,3,0,0,6,0,0,5,0,4,2,12,2,3,7,0,0,5,0,0,6,0,0,0,0,0,0,0,0,2,1,3,6,0,1,1,6,1,2,18,8,0
76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,7,0,6,2,11,1,0,4,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,3,8,15,6
77,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0,0,0,0,1,0,0,0,0,2,1,0,6,6,0,0,0,0,2,0,0,6,0,6,1,8,1,0,3,2,0,6,1,0,1,0,0,0,0,0,2,0,0,0,5,0,9,0,0,0,0,4,9,12
78,0,8,0,0,0,0,8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,8,8,0,0,2,0,1,0,0,2,2,3,0,6,3,0,11,1,8,5,0,0,0,0,0,0,0,8,1,0,0,0,0,2,6,0,2,0,0,3,5
79,0,0,7,0,0,0,0,8,1,5,0,0,0,2,5,5,2,2,2,2,0,0,0,0,0,5,2,5,5,0,2,0,0,0,0,0,0,3,0,0,9,6,0,1,3,0,0,2,0,3,0,2,0,7,2,1,12,2,8,5,0,0,0,0,2,2,0,7,6,0,0,0,0,0,5,1,0,0,0,2
80,0,8,0,4,0,0,8,0,8,1,2,0,0,0,2,5,4,1,1,1,1,0,0,0,0,0,0,2,5,1,0,1,0,0,0,0,0,0,2,2,2,6,5,2,0,2,0,0,0,2,0,0,0,2,6,10,2,20,10,7,4,0,0,0,0,1,10,0,7,2,0,0,2,0,0,7,0,0,0,0
81,0,0,7,0,2,0,0,6,0,10,0,1,0,5,2,4,10,9,6,6,0,0,0,0,0,2,0,2,4,4,6,0,0,0,0,0,0,5,0,1,2,0,5,5,2,0,1,5,0,0,0,0,0,0,1,5,10,10,19,9,6,1,0,0,5,5,0,9,2,7,1,0,0,0,0,0,6,0,0,0
82,0,0,0,15,5,0,0,0,5,0,18,8,0,0,3,0,2,8,7,4,3,0,0,0,0,0,4,0,0,4,2,3,2,0,2,0,0,0,2,0,0,10,0,3,3,0,0,0,5,0,8,0,0,0,0,0,3,7,9,16,6,8,0,4,0,3,2,0,7,1,6,3,0,8,0,0,0,4,0,0
83,0,0,0,5,11,1,0,0,0,2,8,14,4,0,0,0,0,1,7,6,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,2,0,2,2,0,6,0,0,0,0,0,0,4,6,13,3,6,0,3,0,0,0,0,11,1,3,0,0,6,0,2,0,1,0
