,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
26,0,0,0,0,0,0,0,0,1,2,1,9,0,10,21,11,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,2,1,7,0,0,0,0,1,6,4,0,0,0,0,0,0,0,1,1,0,0,7,9,1,0,0,0,0,13,3,5,12,22,23,20,21,11,8,9,7
27,0,0,0,0,0,0,0,0,2,0,1,0,11,2,11,23,13,1,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,4,1,0,3,0,0,0,2,0,2,3,2,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,3,9,0,4,16,19,19,20,17,10,5,5
28,0,0,0,0,0,0,0,0,0,0,0,9,1,10,4,13,21,11,0,0,0,0,0,3,0,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,2,0,0,0,0,0,4,4,0,0,0,8,0,8,0,6,14,17,23,18,15,8,2
29,0,5,0,0,0,0,0,0,0,5,1,0,7,0,6,3,14,26,16,4,0,5,0,0,2,0,1,0,0,0,0,1,2,1,0,1,2,0,0,0,0,0,0,3,1,0,3,0,0,5,0,0,1,1,0,1,1,0,5,4,0,0,0,8,0,9,0,6,13,14,22,19,16,8
30,0,0,4,0,0,0,0,0,0,0,3,3,0,4,0,3,4,14,24,16,6,0,1,0,0,2,1,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,1,0,0,2,0,0,5,0,0,0,1,0,0,1,0,5,3,0,2,0,8,0,5,0,6,12,14,20,20,14
31,0,0,0,2,0,0,0,0,0,0,0,11,3,0,6,0,1,4,12,23,14,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,8,0,0,6,0,3,0,10,10,12,18,17
32,0,0,0,6,1,6,3,0,0,0,0,1,9,0,0,3,0,1,3,15,24,14,2,6,3,1,0,0,0,0,6,0,0,1,0,0,6,3,0,0,1,0,0,5,0,0,7,0,6,0,1,0,8,0,6,0,0,6,0,6,0,1,0,7,3,0,3,6,4,0,11,9,12,16
33,0,0,0,2,5,3,7,2,0,0,0,0,1,7,0,0,3,0,0,5,17,24,14,4,7,5,1,0,0,0,2,3,0,2,0,0,2,7,1,0,2,0,0,1,4,0,2,7,2,6,2,0,2,7,2,5,0,2,5,2,6,0,0,0,8,2,0,5,8,0,2,10,9,10
34,0,1,0,0,1,4,1,6,0,1,5,0,0,0,4,0,0,4,5,0,7,18,23,13,2,6,4,0,0,0,0,2,3,0,2,5,0,0,7,1,0,0,0,0,6,3,0,0,6,3,5,0,0,7,6,7,10,0,7,4,0,4,0,0,0,13,3,0,4,5,0,7,9,9
35,0,2,0,0,0,0,3,0,5,2,1,3,0,0,0,3,0,2,4,4,0,9,17,22,12,1,6,3,0,0,0,0,7,2,0,2,4,0,0,5,0,0,0,0,0,5,2,0,0,8,2,2,0,0,6,6,7,9,0,6,3,0,2,0,0,3,13,3,0,2,4,0,7,7
36,0,0,0,0,0,0,0,0,1,3,2,0,4,1,0,1,0,0,2,1,1,0,13,14,19,9,0,3,0,4,0,5,0,4,7,0,0,1,0,0,2,1,0,0,0,1,2,0,0,0,5,0,0,0,0,6,6,4,9,0,2,0,0,0,0,0,8,10,0,0,0,4,0,3
37,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,3,11,11,16,9,0,11,1,2,0,3,0,0,7,0,0,9,8,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,6,4,4,7,0,1,0,0,0,0,0,6,7,0,0,0,4,8
38,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,2,9,13,18,8,1,7,0,0,0,5,0,0,6,0,0,8,10,0,0,0,0,0,0,8,0,0,2,0,4,0,0,0,0,5,2,3,15,8,0,8,0,0,0,0,8,2,2,0,2,3
39,0,0,0,5,0,0,0,0,2,0,0,0,2,2,0,2,0,0,0,0,0,0,5,0,0,5,10,15,5,6,4,4,0,0,9,0,0,2,0,0,4,12,2,0,0,2,0,0,5,0,0,0,0,3,0,0,0,0,4,0,5,11,7,0,4,0,4,0,0,8,0,1,0,0
40,0,1,2,0,3,0,0,0,0,3,0,0,0,0,0,0,9,1,0,0,0,1,0,5,0,0,12,8,15,5,6,1,4,0,0,8,0,0,2,0,0,2,8,1,0,0,2,2,0,6,0,0,0,0,3,0,0,0,0,4,2,7,9,9,0,3,0,4,0,0,8,0,8,0
41,0,2,0,1,0,2,0,0,0,2,3,0,0,0,0,0,0,11,1,0,0,2,0,0,4,0,2,11,6,14,4,6,6,3,0,0,7,0,0,0,0,0,0,7,1,0,0,1,1,2,5,0,0,0,0,3,0,0,0,0,3,1,5,8,8,0,3,0,3,0,0,8,0,6
42,0,0,4,1,0,1,2,0,0,0,1,1,0,0,0,0,0,1,10,1,6,0,0,1,0,10,0,1,8,4,15,5,5,12,2,0,1,7,0,0,6,0,0,0,6,0,1,2,2,0,8,2,6,0,1,0,2,1,0,1,2,5,0,7,8,7,0,4,6,0,6,0,8,0
43,0,0,0,7,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,17,7,5,0,3,8,0,9,0,0,4,7,12,4,5,9,0,3,8,4,0,0,3,0,7,0,4,3,0,5,1,0,5,2,4,3,0,0,5,0,3,0,0,4,0,14,6,4,3,4,3,0,4,0,5
44,0,0,0,0,17,7,0,18,8,0,0,0,0,0,0,0,0,0,0,7,16,6,2,0,0,7,0,19,9,0,3,4,11,3,2,8,0,0,6,2,0,0,0,0,6,0,3,2,0,4,0,0,4,1,3,2,0,0,4,0,2,0,0,3,4,13,3,3,2,0,2,0,2,0
45,0,0,0,0,7,15,5,8,14,8,0,0,0,0,0,0,0,0,0,0,6,16,6,0,0,0,7,9,27,17,5,0,2,8,0,2,6,0,8,14,4,0,0,0,0,3,0,2,0,0,1,0,0,4,0,3,2,0,0,2,0,1,0,0,0,4,9,1,0,0,0,2,0,10
46,0,0,0,0,0,5,13,3,11,12,7,0,7,3,0,3,0,0,0,0,0,6,18,8,0,0,0,4,17,29,19,7,0,0,9,0,0,4,0,5,12,7,0,0,0,7,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,5,7,0,0,0,0,0,0
47,0,0,0,0,0,0,3,9,8,8,10,6,3,12,2,5,0,0,0,0,0,0,8,15,5,0,0,0,7,19,26,20,10,0,1,7,0,0,0,0,2,17,7,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,0,0,0,0
48,0,0,8,0,0,0,0,2,5,8,6,7,2,2,7,0,7,0,0,0,2,0,0,7,13,7,2,0,0,9,18,22,19,12,2,0,6,0,0,0,2,7,12,5,0,0,2,12,2,0,2,0,2,0,0,0,0,0,0,0,8,8,0,8,0,0,0,0,4,0,3,0,2,0
49,0,0,0,4,0,0,0,0,3,2,5,10,7,3,3,8,0,4,0,0,0,0,0,0,4,10,3,0,0,0,8,17,20,16,11,1,0,3,0,0,0,3,8,9,2,0,0,2,8,0,0,3,0,0,0,0,0,0,0,0,0,3,12,2,5,0,0,0,0,12,2,0,0,0
50,0,0,0,6,3,6,3,0,0,3,1,3,8,4,0,0,8,0,3,3,1,0,0,6,3,5,10,2,0,0,6,7,16,21,13,10,7,3,1,0,1,0,0,11,8,0,6,0,8,8,1,0,4,0,6,0,0,6,0,6,0,0,2,11,5,4,0,6,1,2,13,3,0,0
51,0,0,0,0,4,1,3,1,0,0,3,0,0,4,1,0,0,8,0,0,0,1,0,0,3,0,5,8,10,0,0,2,6,13,17,13,8,4,11,9,0,0,0,1,11,5,0,5,0,8,5,0,0,4,0,6,0,0,6,0,5,0,0,1,8,5,0,0,3,0,3,13,3,8
52,0,0,0,6,0,10,4,2,0,0,0,1,0,0,1,0,0,0,7,3,1,0,0,6,3,4,0,4,6,7,6,0,1,7,10,16,19,11,2,9,10,0,0,3,1,9,11,1,11,1,9,2,1,0,10,0,5,6,0,12,2,4,0,0,4,7,2,6,1,0,1,3,13,3
53,0,1,0,0,5,0,8,3,0,1,5,0,0,0,0,0,0,1,5,5,2,2,0,0,4,2,3,0,4,5,6,6,0,0,7,15,15,17,11,2,8,8,0,0,8,0,8,9,1,12,2,6,1,6,0,15,5,4,11,2,10,0,2,0,0,9,7,1,5,0,0,6,3,13
54,0,0,0,6,0,11,3,7,0,0,0,3,0,0,0,0,0,0,0,8,6,2,0,6,3,5,2,2,0,1,11,3,5,1,0,6,21,18,15,9,3,5,5,3,0,6,6,7,15,5,13,3,7,0,12,5,14,11,3,17,7,9,0,1,3,0,6,13,3,1,1,0,6,3
55,0,0,0,0,2,1,8,0,5,0,0,2,2,0,15,5,0,0,0,0,5,2,0,0,3,0,1,0,0,0,1,8,0,2,0,0,11,18,15,12,6,1,20,10,0,0,3,1,5,11,3,28,18,6,2,9,4,11,8,7,12,2,11,1,0,0,0,3,10,4,0,0,0,3
56,0,0,8,0,0,1,0,7,0,5,0,0,0,0,5,11,7,0,0,0,2,5,0,0,0,5,2,0,0,0,0,0,7,2,0,0,1,9,17,14,14,4,10,18,8,0,0,11,1,5,13,18,30,20,8,0,7,3,9,7,15,20,10,19,9,0,0,0,5,5,6,0,2,0
57,0,1,0,7,0,0,0,0,5,1,10,0,0,0,0,3,10,8,5,0,0,3,4,0,0,0,4,1,0,0,0,0,0,6,2,5,0,0,9,17,13,12,2,8,23,13,1,1,10,2,4,10,20,35,25,13,5,6,8,8,5,13,18,9,17,14,4,0,0,2,4,11,1,2
58,0,0,0,0,3,0,0,0,0,1,0,12,2,0,15,5,0,6,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,7,14,11,27,17,13,22,12,0,0,6,0,19,10,23,32,22,10,2,3,5,3,3,15,13,7,14,11,1,0,1,0,1,7,0
59,0,1,2,0,0,3,0,0,0,1,0,2,10,0,5,11,12,2,5,4,2,1,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,1,0,0,7,10,17,26,16,12,22,14,4,1,6,9,19,13,23,31,21,10,1,3,7,5,5,17,12,6,11,11,1,0,1,0,8,7
60,0,0,3,3,0,1,3,0,0,0,0,0,0,7,0,2,11,11,1,5,10,1,0,1,0,6,0,6,0,0,1,0,0,6,0,0,3,0,0,0,6,4,7,17,25,15,13,24,15,5,7,3,15,18,14,22,30,22,12,2,5,9,3,7,17,11,3,12,17,7,6,0,0,5
61,0,0,0,0,0,0,0,0,5,0,0,0,3,5,5,5,1,8,9,0,2,7,3,0,0,0,2,0,2,2,0,2,0,0,7,0,0,0,0,0,0,11,2,7,15,28,18,14,21,12,2,5,5,13,15,12,20,27,20,10,0,1,8,0,7,15,12,2,9,18,8,4,0,0
62,0,0,0,6,0,6,3,0,0,5,0,0,0,0,2,2,5,1,7,12,2,2,4,9,3,1,0,1,0,0,8,0,1,1,0,6,6,3,0,0,1,1,8,5,6,18,34,24,20,21,13,3,6,4,19,14,11,26,26,26,16,4,0,7,3,6,12,18,8,8,19,9,4,0
63,0,0,0,0,4,0,3,1,0,0,5,0,0,0,0,0,2,5,1,4,9,2,0,2,6,0,1,0,9,0,0,4,0,0,0,0,4,3,11,8,0,0,0,5,5,8,22,33,23,20,18,10,0,6,9,19,14,16,26,24,25,15,3,0,4,3,2,10,15,5,9,19,9,12
64,0,2,0,0,0,3,0,2,0,2,0,3,0,0,0,0,0,4,5,0,3,11,1,0,1,5,0,0,0,8,0,0,9,0,0,0,0,3,1,9,7,0,0,0,5,4,12,21,32,25,19,15,9,0,5,9,19,13,16,25,23,24,14,2,0,4,3,1,9,13,4,9,19,9
65,0,5,2,0,0,0,2,0,0,5,3,0,1,0,0,0,1,5,5,4,0,8,8,1,0,0,6,0,0,0,8,0,2,8,0,1,0,0,3,1,8,4,0,0,1,3,4,12,22,37,27,15,14,10,0,6,10,19,14,16,25,23,22,14,4,1,2,3,0,6,12,5,10,19
66,0,0,4,8,0,6,3,1,0,0,4,1,0,0,0,0,0,1,4,8,5,0,5,14,4,1,0,5,0,0,6,5,0,3,5,0,7,3,0,1,2,5,1,3,0,0,9,3,18,27,38,28,16,13,16,6,5,16,18,20,15,24,21,21,17,7,0,8,4,0,7,11,5,9
67,0,0,2,5,7,1,6,2,0,0,0,2,0,0,0,0,0,0,0,4,14,4,0,6,14,10,1,0,2,0,1,3,4,6,0,4,1,7,0,0,7,0,2,1,2,0,1,11,8,17,33,35,34,24,14,15,5,6,15,19,22,17,22,23,21,16,6,1,14,4,6,6,11,2
68,0,0,8,1,4,6,0,5,0,0,0,0,0,0,0,0,2,0,0,0,6,14,4,0,4,16,12,2,0,0,0,0,2,6,2,0,3,0,6,0,2,3,0,0,0,0,0,9,10,8,23,28,37,32,23,13,13,4,5,14,27,30,20,30,21,19,12,5,4,9,6,4,8,10
69,0,1,0,7,0,3,4,0,3,1,5,0,0,0,0,0,0,3,5,0,0,7,13,3,0,6,15,11,2,0,0,0,0,1,6,7,0,1,0,6,0,0,0,0,5,0,0,0,8,11,13,20,27,42,32,28,18,12,9,4,15,25,28,20,28,26,19,11,4,1,8,11,3,8
70,0,0,0,0,4,0,1,1,3,1,0,5,7,3,0,3,0,0,2,3,0,0,9,11,1,0,5,12,8,4,0,1,0,0,2,5,5,0,0,0,4,3,0,0,0,12,2,0,0,6,9,12,18,32,40,31,27,17,11,7,5,13,25,24,18,27,27,17,9,4,0,7,9,0
71,0,0,0,6,0,10,3,0,0,3,0,0,3,4,0,0,3,0,0,5,4,0,0,15,14,4,0,4,10,5,10,0,0,1,0,1,11,8,0,0,1,1,0,3,0,2,18,8,6,0,7,6,13,22,38,39,30,33,23,17,7,4,15,24,27,17,24,33,23,11,5,0,7,7
72,0,1,0,0,5,0,8,2,0,1,8,0,0,1,1,0,0,4,5,0,4,5,0,5,13,13,3,0,4,9,4,10,0,0,1,5,1,9,8,0,0,0,0,0,8,0,8,16,7,7,0,4,5,18,28,43,44,34,38,28,16,5,5,13,22,32,22,23,32,22,10,10,0,7
73,0,0,0,0,0,3,0,5,1,0,0,16,6,0,3,0,0,0,2,4,0,2,4,0,4,11,11,1,0,3,7,3,8,0,0,0,3,0,6,5,0,0,2,0,0,8,0,6,14,5,5,2,2,8,16,29,41,42,32,36,26,14,13,3,12,22,31,21,22,36,26,14,8,0
74,0,0,0,0,0,0,0,0,7,0,0,6,18,8,0,5,0,0,0,0,0,0,7,1,0,1,8,8,0,5,0,11,2,4,4,0,0,0,0,2,1,2,0,0,0,2,5,0,4,11,1,2,0,1,6,17,28,38,41,31,32,22,13,9,2,11,26,28,18,26,32,25,15,4
75,0,0,8,0,0,0,0,0,0,7,0,0,8,14,4,0,7,0,0,0,2,0,0,6,0,2,3,7,7,0,4,1,10,4,0,2,0,0,0,0,4,0,0,0,0,0,1,13,3,4,13,3,4,0,0,7,16,27,36,40,39,40,30,21,11,1,14,25,30,20,28,30,27,17
76,0,0,0,14,4,6,3,0,0,0,6,0,0,5,11,1,0,7,0,3,1,2,0,6,9,1,2,2,5,4,6,1,0,11,1,0,8,3,0,0,1,1,0,3,0,0,6,3,19,9,5,10,4,3,6,0,6,22,26,42,39,38,38,29,24,14,4,20,26,26,21,27,30,25
77,0,0,0,4,11,1,3,0,1,0,0,5,1,1,2,12,2,0,7,0,0,0,6,0,3,6,0,0,0,9,1,11,1,1,16,6,0,5,0,0,0,2,0,0,3,1,0,2,9,17,7,2,7,4,0,6,0,12,22,32,38,35,37,34,26,24,19,10,17,25,23,21,24,26
78,0,0,2,1,3,12,2,2,0,0,0,0,3,0,0,2,12,2,0,7,6,0,0,7,0,9,6,0,0,0,10,1,10,7,6,15,7,0,2,0,6,0,0,0,0,1,2,2,3,8,23,13,8,6,5,0,5,2,11,23,34,40,33,39,34,25,21,20,16,15,31,22,21,21
79,0,0,2,3,0,4,12,2,0,0,0,0,0,0,0,0,2,11,1,0,13,5,0,1,7,6,9,5,0,0,1,7,0,16,6,5,16,7,0,0,6,3,0,0,0,0,2,4,3,2,14,20,19,9,7,4,0,6,1,12,25,36,38,35,39,33,23,22,26,16,21,30,22,18
80,0,0,0,0,0,0,2,8,7,0,0,0,3,5,0,5,0,1,9,0,3,10,7,0,0,4,2,5,1,2,0,2,6,6,17,7,6,13,3,0,0,11,1,0,0,3,0,0,1,0,4,12,17,17,7,5,2,0,4,2,13,22,35,34,32,37,34,24,19,27,17,20,26,18
81,0,0,0,6,0,6,3,1,5,7,0,0,0,0,2,0,5,0,0,12,2,3,7,13,3,1,4,1,3,0,8,0,1,7,7,16,13,9,11,1,1,1,8,4,0,0,9,0,6,1,1,2,13,16,23,13,4,8,0,10,3,12,25,34,37,31,34,40,30,18,28,18,20,24
82,0,0,0,6,5,6,9,2,0,5,6,0,0,0,0,0,0,5,0,3,13,3,0,13,16,6,1,3,0,0,6,5,0,2,4,6,22,16,7,9,2,0,0,11,3,0,6,8,6,6,2,0,3,12,22,22,12,10,7,6,9,2,13,24,37,36,28,40,41,31,19,27,18,18
83,0,0,0,6,5,11,9,8,0,0,4,4,0,0,0,0,0,0,4,3,4,13,3,6,16,17,7,0,1,0,6,3,4,1,0,3,12,25,15,5,10,0,0,3,10,1,6,5,14,6,7,0,1,2,18,21,21,18,9,13,5,8,3,12,27,36,33,34,41,37,32,22,27,17
84,0,0,0,0,3,3,10,6,7,0,0,12,4,0,2,0,0,0,0,3,1,3,12,2,6,14,15,5,0,0,0,5,1,2,0,0,2,13,22,12,3,9,2,0,1,10,0,3,4,12,4,9,0,0,8,16,19,19,16,7,10,2,16,6,17,25,35,31,32,45,35,30,20,24
85,0,0,0,0,0,1,0,8,2,7,0,2,9,0,0,0,0,0,0,0,0,1,2,10,0,4,14,13,13,3,0,0,3,0,0,0,0,3,21,30,20,8,6,0,0,0,8,0,1,4,9,1,6,0,0,8,16,17,19,14,6,9,6,15,7,17,25,33,28,35,42,35,30,28
86,0,0,0,0,0,0,0,0,10,0,6,0,4,11,1,2,0,0,0,0,0,0,6,0,6,0,4,11,9,18,8,4,0,0,4,0,0,0,11,18,26,22,12,2,0,2,0,4,0,0,0,6,0,5,0,0,7,13,16,16,10,2,8,5,11,7,21,23,29,28,32,41,32,26
