,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197
10,0,10,0,0,0,3,0,0,0,2,0,6,0,0,0,2,8,0,0,3,0,0,6,15,5,0,2,5,1,0,0,0,0,2,5,10,0,0,4,0,0,1,8,0,2,4,11,3,0,2,3,0,0,0,0,2,0,0,2,1,0,1,8,0,0,0,0,0,2,4,11,3,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,3,0,5,0,0,2,8,0,3,0,15,5,0,15,5,0,0,3,0,0,2,0,0,0,6,4,2,0,0,0,0,2,9,7,12,4,0,0,0,0,1,0,5,7,0,0,2,12,19,9,0,0,0,0,0,2,4,10,8,0,0,2,0,0,0,5,0,0,3,11,1,2,0,0,0,0,0,0,0,0,0,18,8,0,0,4,7,2,0,0,8,0,19,16,6,8,0,4,10,0,0,0,0
11,0,0,9,5,0,5,2,0,5,5,1,0,11,5,0,0,0,6,0,0,2,0,0,5,14,4,0,7,4,0,0,0,0,0,7,4,10,0,0,2,0,0,0,6,0,2,4,11,3,0,2,3,0,0,0,0,1,0,0,1,0,0,0,7,0,0,0,5,0,2,3,16,6,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,3,2,5,3,0,0,3,6,0,3,5,13,5,5,20,10,0,0,2,0,0,0,0,1,0,11,3,1,0,0,0,0,2,8,7,11,3,1,0,0,0,0,0,3,7,0,5,2,11,17,9,0,0,1,0,0,1,1,10,5,0,0,0,0,0,0,3,0,0,3,11,1,1,0,0,0,0,0,0,0,0,8,16,7,0,0,9,5,0,0,0,6,9,18,16,6,8,0,3,8,0,5,0
12,0,0,0,7,7,0,2,0,0,3,7,0,1,9,2,1,5,0,4,0,0,0,3,0,4,11,7,0,4,1,0,5,0,0,0,3,3,12,2,0,0,1,0,0,4,1,3,1,12,4,0,1,0,0,2,0,0,2,1,3,0,2,3,0,3,1,0,0,2,1,4,6,15,5,2,1,0,0,0,0,14,4,0,0,0,0,0,1,0,0,14,4,0,10,0,0,1,0,1,4,2,0,8,3,1,0,3,14,4,10,16,11,1,3,4,0,0,0,0,3,1,8,6,0,0,0,1,1,4,9,3,9,0,0,0,0,5,1,0,2,3,0,6,4,8,13,14,4,0,0,0,2,2,0,11,6,3,0,0,0,0,0,0,1,0,4,12,2,0,0,0,0,0,0,0,1,0,6,13,4,5,0,5,10,2,0,0,2,8,19,21,11,7,0,0,7,0,6
13,0,0,0,0,11,7,0,0,0,0,7,4,0,1,6,7,2,2,0,0,0,0,1,0,0,1,12,7,0,1,0,1,2,0,0,0,3,7,8,0,0,5,0,0,0,9,6,0,6,17,7,0,0,0,4,0,0,5,1,2,0,4,3,0,0,2,0,0,0,7,5,4,5,11,9,1,0,0,0,0,4,11,1,0,0,0,0,5,0,0,4,10,0,1,9,0,0,1,0,6,8,0,1,4,8,0,0,8,11,4,7,21,11,2,7,1,0,0,0,4,3,0,9,3,0,0,5,6,5,9,6,2,7,0,0,0,1,10,0,0,0,3,5,10,1,4,14,10,2,0,0,4,1,0,1,16,7,0,0,0,0,0,0,5,0,5,3,9,0,0,0,0,0,0,0,0,0,0,3,10,5,5,0,6,14,4,0,0,0,13,20,26,16,4,0,0,7,0
14,0,0,0,0,5,10,3,0,0,0,5,4,3,0,0,10,9,0,0,0,0,0,2,0,0,0,3,11,4,0,0,2,0,0,0,0,0,8,3,4,0,4,1,0,0,4,13,3,4,10,13,6,0,0,5,0,0,4,5,3,0,5,6,0,0,0,0,0,0,4,12,4,3,1,16,9,0,0,0,0,2,1,8,0,0,0,0,4,1,0,2,0,6,2,0,6,0,0,0,4,11,5,2,0,8,5,0,4,5,10,1,11,17,13,7,4,0,0,0,5,3,0,2,6,0,0,4,9,11,9,6,4,0,3,0,0,2,5,6,0,0,0,7,10,6,0,6,10,7,0,0,5,4,0,0,6,18,8,0,0,0,0,0,4,1,4,5,0,6,0,0,0,0,0,0,0,0,0,0,0,12,4,1,2,11,10,0,0,0,4,15,24,25,15,3,0,0,7
15,0,0,0,0,0,5,7,1,0,0,0,3,4,3,0,0,6,6,0,0,0,0,0,1,0,0,0,3,9,1,0,0,0,0,0,0,0,0,16,6,1,0,1,0,0,0,3,21,11,0,18,11,14,4,0,13,3,0,0,2,0,0,2,3,8,0,8,0,0,0,2,12,2,2,6,12,7,0,0,0,0,0,0,6,8,0,0,0,3,1,0,1,0,2,0,0,4,0,0,0,1,11,1,0,0,6,4,0,2,5,10,1,9,14,9,7,3,0,0,0,5,0,0,0,5,8,0,0,5,7,9,3,4,0,11,1,0,0,4,4,0,0,0,3,7,14,4,5,10,15,5,0,1,12,2,0,8,17,7,0,0,0,0,0,12,2,0,5,0,5,0,0,8,0,0,0,0,0,0,0,2,12,3,0,1,10,7,0,0,0,5,12,22,23,13,1,0,0
16,0,0,1,1,0,1,4,6,2,1,0,0,4,5,2,0,0,5,6,0,0,0,0,0,0,0,0,1,3,8,1,0,0,0,1,0,2,0,6,15,5,0,0,1,0,0,0,11,19,9,8,20,11,13,3,3,13,3,0,0,1,0,0,1,3,5,0,9,0,0,0,3,10,2,0,3,12,8,0,0,0,0,0,0,6,6,0,0,0,8,0,0,1,0,0,0,0,5,0,0,0,6,8,0,0,0,6,2,0,3,6,8,0,7,11,10,7,3,5,0,1,4,0,0,0,5,6,0,0,3,8,8,8,3,1,10,0,0,0,6,4,1,0,0,2,7,11,4,10,10,15,5,0,2,9,0,0,8,19,9,0,0,0,0,2,10,0,1,5,0,1,0,0,8,0,0,0,0,0,0,0,3,12,2,0,1,9,6,1,0,0,3,14,21,22,15,5,0
17,0,0,0,1,0,0,0,2,6,2,0,0,0,4,2,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,5,12,2,0,0,0,0,0,8,9,15,17,10,28,18,9,11,3,9,0,0,0,0,0,0,9,0,13,3,7,0,0,0,0,9,0,0,2,12,6,0,0,0,0,0,8,3,3,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,2,6,0,0,0,2,0,0,3,2,6,0,3,11,9,5,3,1,0,0,1,0,0,8,1,2,0,0,3,5,8,5,11,1,6,0,0,0,5,4,0,0,0,10,3,10,4,18,8,11,1,8,0,5,0,0,9,16,6,0,0,0,8,0,6,0,0,4,0,0,8,0,5,0,0,0,0,0,0,0,2,8,0,0,0,7,6,0,0,0,4,12,19,20,15,5
18,0,0,0,0,0,0,0,2,0,4,1,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,7,3,11,1,0,0,0,0,0,7,8,12,15,18,30,20,8,10,2,13,3,0,0,0,0,0,13,3,11,1,6,0,0,8,0,8,4,0,2,9,4,0,0,0,0,0,16,11,2,0,0,0,1,0,0,8,0,0,0,0,3,0,0,0,4,5,0,0,0,0,0,0,2,4,6,0,1,8,7,3,2,0,0,0,0,0,0,7,0,1,0,0,0,3,7,2,10,0,5,0,0,0,3,3,0,0,0,9,0,8,8,16,7,15,5,12,2,5,0,0,17,14,4,0,0,0,7,4,4,0,0,6,0,0,6,0,9,0,0,0,0,0,0,0,1,7,0,0,0,5,5,0,0,0,2,14,17,18,19
19,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,8,0,4,1,8,0,0,0,0,8,0,3,16,10,23,20,26,28,18,6,3,10,0,0,0,0,8,3,21,11,9,0,2,0,0,7,0,4,2,0,0,6,0,0,0,0,8,6,13,7,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,6,7,0,2,0,0,0,0,8,0,3,0,0,0,0,0,0,15,5,6,0,4,0,0,0,0,0,0,8,0,8,0,16,6,12,5,23,13,8,0,4,0,7,14,13,3,0,8,0,3,4,2,0,0,3,8,0,3,0,7,0,0,0,0,0,0,0,0,6,0,0,0,1,1,0,0,0,4,12,17,14
20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,7,0,0,0,8,4,0,11,14,18,21,16,34,26,16,4,0,7,0,0,0,8,4,11,21,11,5,0,2,0,0,3,0,2,2,0,0,2,0,0,0,8,5,3,9,6,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,6,3,0,0,0,0,0,8,4,0,0,0,0,0,0,0,8,12,2,2,0,2,0,0,0,0,0,8,4,0,8,8,14,4,8,13,19,9,5,0,2,0,4,13,10,0,8,4,0,3,2,1,0,0,11,6,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,12,13
21,0,0,0,5,0,5,0,0,5,5,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,6,4,0,0,0,6,0,0,0,8,4,1,11,14,16,20,24,33,26,16,4,0,6,0,0,0,5,4,16,20,11,4,5,0,0,0,0,0,1,1,0,0,1,0,0,0,6,3,3,7,7,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,1,5,8,0,0,0,0,0,8,4,0,0,0,0,1,0,0,6,10,2,0,0,0,5,0,0,0,0,6,2,1,8,7,13,3,8,10,19,9,3,0,0,0,3,12,10,0,8,1,0,2,0,0,0,1,10,5,0,0,0,5,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,9
22,0,0,0,0,9,0,2,0,0,5,9,0,0,5,2,5,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,2,0,4,0,0,3,9,0,0,0,11,5,0,5,13,3,1,7,10,20,16,23,38,28,17,7,4,7,0,0,0,1,6,13,25,15,4,4,0,4,0,0,0,0,0,1,0,0,0,0,0,5,8,0,5,8,0,0,1,0,0,0,0,5,5,4,0,2,0,5,0,0,5,0,0,2,5,0,1,4,0,0,0,0,5,5,5,1,0,0,0,5,13,8,5,0,0,0,0,0,0,7,15,5,0,0,0,10,4,0,0,1,2,0,0,5,11,12,2,7,15,20,10,3,0,0,0,2,17,7,5,7,0,0,0,0,0,0,0,7,4,0,0,0,2,1,0,1,1,4,0,0,0,0,5,1,5,0,0,0,0,0,6
23,0,0,0,5,0,14,4,0,5,5,4,8,5,5,3,2,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,2,0,4,0,0,3,7,0,0,1,11,5,0,5,13,3,1,5,10,20,15,28,35,27,17,6,3,6,0,0,0,6,5,15,24,20,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,6,1,3,6,0,0,0,0,0,5,0,5,4,5,0,0,0,4,0,0,4,5,0,2,3,0,0,3,0,0,1,0,10,4,4,0,0,0,0,5,12,8,4,0,1,0,0,0,0,7,13,5,0,5,0,9,2,0,0,0,3,0,0,4,8,12,2,7,14,18,10,1,0,0,0,7,17,7,2,6,0,0,0,0,0,0,0,4,3,0,0,0,0,6,0,0,0,2,0,0,0,0,3,1,5,0,0,0,5,0
24,0,0,0,5,4,5,13,3,5,10,4,3,13,10,3,3,0,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,5,4,0,1,0,2,0,0,1,5,0,0,1,11,5,0,5,13,3,0,4,10,19,18,25,34,25,16,6,2,6,0,0,5,5,5,14,29,19,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,1,4,0,0,0,0,5,3,0,4,5,3,0,0,0,2,0,0,9,4,0,0,2,0,0,1,0,1,0,5,9,3,3,0,0,0,0,4,12,7,3,1,0,0,0,0,0,5,13,3,5,5,0,7,2,0,0,1,3,0,0,1,8,9,2,6,12,18,8,0,0,0,0,7,17,7,1,5,0,0,0,0,0,0,0,3,1,0,0,0,5,4,0,0,0,0,0,0,0,0,3,1,4,0,0,5,2
25,0,0,0,0,7,2,3,10,1,3,12,2,3,11,7,4,8,0,0,0,0,0,3,0,0,0,3,0,2,2,0,5,0,0,0,1,3,2,0,0,0,1,0,0,3,1,1,1,12,6,0,4,9,0,2,0,8,20,19,28,31,27,19,9,0,7,0,0,2,6,7,19,28,18,10,2,0,0,0,0,5,0,0,0,0,0,0,1,0,0,12,2,0,9,0,0,0,0,1,4,2,1,10,0,1,0,0,3,0,0,5,5,0,3,4,0,0,0,0,3,0,2,12,2,0,0,1,1,2,5,8,5,0,0,0,0,5,1,0,4,9,1,6,7,0,3,7,0,0,0,0,2,1,0,9,10,5,2,11,17,7,0,0,1,0,8,18,8,0,1,0,0,0,0,0,1,0,0,0,0,5,0,1,9,2,0,0,0,0,1,5,1,2,0,1,0,0,6
26,0,0,0,0,0,5,2,3,8,0,2,13,3,1,18,8,1,15,5,0,3,7,0,1,0,3,0,1,3,9,0,0,12,2,0,0,0,0,0,7,0,0,8,0,1,0,0,0,2,9,3,0,1,9,0,0,1,10,17,18,35,27,25,19,9,0,4,0,3,0,2,9,18,26,16,7,5,0,0,0,0,5,3,3,0,0,0,0,0,0,2,10,0,0,8,3,1,0,0,0,0,1,0,10,0,0,0,0,0,0,0,2,5,0,0,3,0,3,0,0,1,0,2,15,5,0,0,0,0,0,4,4,4,7,0,7,0,2,0,0,2,7,0,2,14,4,0,5,0,0,3,0,0,0,0,6,8,3,1,10,17,7,0,0,0,0,8,17,11,1,0,0,0,3,0,0,0,0,3,7,0,3,0,0,5,0,7,0,0,0,0,2,0,0,0,0,0,0
27,0,0,0,0,2,0,2,0,1,6,2,3,11,1,8,19,13,5,13,3,0,0,10,0,0,0,6,0,0,0,5,5,2,10,0,0,0,2,0,0,4,1,0,4,0,2,1,0,1,3,5,2,0,0,11,1,0,2,11,20,25,37,30,22,15,10,0,2,0,4,2,0,8,14,28,18,6,1,0,0,5,0,2,0,0,0,0,1,0,0,5,0,6,5,0,5,1,0,0,1,2,0,6,0,11,1,0,1,0,0,0,1,0,8,2,0,0,0,0,2,0,0,3,5,11,1,1,1,2,1,0,2,1,1,3,0,12,2,0,0,0,0,8,2,4,10,9,0,2,0,0,5,1,0,1,1,9,4,2,0,7,13,4,1,0,1,1,7,14,7,0,0,0,0,0,1,0,0,0,0,12,2,0,5,2,1,0,3,0,1,5,1,1,0,0,0,0,1
28,0,0,0,0,0,2,0,0,0,1,5,1,3,11,1,9,18,12,4,12,2,0,0,9,0,0,0,6,0,0,0,4,4,0,10,0,5,0,0,0,0,4,0,0,3,0,2,0,0,1,1,10,0,0,1,9,0,0,1,10,19,27,36,29,20,13,8,0,1,0,3,2,0,7,18,26,17,7,0,0,0,4,0,1,0,0,0,0,0,2,0,4,0,5,3,0,4,1,0,0,0,4,0,4,1,10,0,0,0,0,0,0,0,0,7,2,0,0,2,0,2,0,0,2,4,9,1,1,0,2,1,0,4,0,0,2,2,12,2,5,0,0,0,7,1,2,9,8,2,0,0,0,3,0,0,1,0,8,9,0,0,6,12,4,0,0,0,1,6,13,4,0,0,0,0,0,0,0,0,0,2,12,2,0,4,1,0,0,3,0,0,5,6,0,0,5,0,0
29,0,0,0,0,0,0,4,1,0,0,0,12,2,2,12,2,8,19,19,9,14,4,0,0,11,2,0,0,8,1,0,0,5,3,0,9,0,2,0,1,2,0,5,0,7,0,0,0,0,0,0,0,8,1,0,0,16,6,0,1,11,17,27,38,28,16,11,7,2,0,0,2,1,0,8,14,28,18,6,2,0,2,6,2,0,0,0,0,0,0,0,0,4,0,4,5,7,3,1,0,0,0,2,1,1,0,10,0,0,0,0,0,1,0,0,7,2,2,0,0,0,4,0,2,2,2,6,0,0,0,2,0,0,5,0,1,0,2,12,2,5,0,0,0,8,0,0,9,8,0,2,0,0,1,0,0,1,0,7,8,2,0,8,9,2,0,0,0,3,6,12,6,0,2,2,0,0,0,2,1,0,2,12,2,0,4,2,0,0,0,0,0,4,5,1,0,4,0
30,0,0,0,5,0,5,0,2,6,5,0,2,17,7,2,12,2,9,18,17,8,12,3,0,1,10,1,5,0,6,0,0,0,2,8,0,9,0,2,0,0,2,0,3,0,7,0,0,0,0,0,0,0,6,0,0,6,16,6,0,1,10,17,26,38,28,16,16,6,2,0,5,0,0,0,5,18,27,17,5,0,0,1,5,2,0,0,0,0,1,0,0,0,2,0,3,4,12,2,1,0,1,0,0,1,0,0,10,0,5,0,0,0,0,0,0,5,1,3,0,5,0,3,0,0,2,2,6,0,0,0,1,1,0,5,0,0,0,2,12,2,10,0,0,0,8,0,0,10,8,0,1,0,0,0,0,0,0,0,5,7,0,0,8,9,2,0,0,0,1,3,11,6,0,1,0,0,0,0,0,0,5,2,10,1,0,2,1,0,0,0,0,0,3,3,1,5,1
31,0,0,0,0,1,0,2,0,2,6,1,0,7,17,7,2,8,0,8,17,15,5,9,2,0,0,7,1,3,0,5,0,0,0,2,6,0,5,8,0,0,0,0,0,1,0,3,8,0,0,8,0,8,0,2,8,0,6,12,3,0,0,7,16,34,34,36,26,14,2,0,0,2,0,0,0,8,18,25,15,3,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,1,4,11,1,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,3,1,0,0,2,0,1,0,8,0,0,2,0,0,0,1,0,8,2,0,0,0,2,11,2,6,0,0,8,4,0,0,18,8,0,0,8,0,0,0,0,0,0,2,6,0,0,16,6,0,0,0,0,0,1,19,9,0,0,0,0,0,0,0,0,4,0,6,0,0,0,1,0,0,0,0,0,1,1,1,1
32,0,0,0,0,5,0,0,0,0,1,11,1,0,7,13,11,4,4,0,7,14,11,7,5,0,0,2,6,0,0,0,7,0,0,0,0,5,5,1,4,0,4,0,0,0,5,4,0,12,4,0,7,0,4,5,0,5,4,6,14,4,5,2,6,22,34,30,35,25,18,8,0,0,0,5,0,0,8,15,21,17,7,0,0,3,12,2,4,0,0,2,0,0,2,0,0,0,0,1,15,6,0,2,0,4,0,0,4,0,7,0,9,0,2,5,0,0,0,0,6,0,0,4,0,0,0,12,4,5,6,0,0,0,0,0,4,4,4,0,0,1,10,6,11,1,0,10,0,0,8,15,13,3,0,8,4,2,0,0,0,0,0,2,4,6,20,10,0,0,0,0,0,9,16,6,0,0,0,0,0,2,0,0,6,5,2,0,0,0,5,2,4,0,0,0,0,0,1
