,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137
10,0,0,0,5,0,0,3,7,0,0,0,2,0,2,3,8,0,0,0,3,0,5,0,0,17,13,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,1,18,8,2,0,0,16,6,3,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,7,0,3,0,4,0,14,4,0,0,2,0,0,13,3,11,1,1,0,0,6,11,2,11,1,0,3,5,0,0,0,0,2,0,8,0,3,0,1,11,1,0,3,5,2,11,3,0,0,0,0,0,2,0,10,6,0,1,0,0,0,0,0,0,1,0,7,0,1,0
11,0,3,0,0,8,0,0,1,6,0,0,3,0,0,0,0,6,0,0,3,0,0,4,3,7,18,10,2,0,0,7,0,0,1,0,0,3,0,0,0,3,0,0,3,3,8,15,8,5,0,6,13,6,1,0,0,0,0,3,3,0,0,3,1,0,3,3,0,0,4,0,0,0,7,4,15,11,1,0,5,0,3,20,10,8,0,0,0,0,4,9,1,14,4,0,2,5,0,0,0,7,3,0,5,0,6,0,1,10,0,0,6,2,1,10,2,0,0,1,0,0,9,0,13,5,0,0,1,0,3,3,0,3,0,0,3,0,0
12,0,3,0,0,3,8,0,0,0,3,0,3,1,0,0,0,0,5,0,3,0,0,0,7,0,8,15,8,1,0,7,4,0,0,0,0,0,0,0,0,3,3,0,3,6,0,5,15,11,4,0,3,13,4,0,0,0,0,3,6,1,0,0,2,0,3,6,0,0,0,4,0,0,3,4,5,22,12,0,3,4,0,10,17,7,6,0,0,0,0,2,6,4,12,2,0,2,3,0,0,7,8,0,0,3,3,3,0,0,7,0,3,3,1,0,9,2,0,1,1,0,7,6,3,12,5,0,1,0,3,6,3,3,0,0,0,0,0
13,0,0,5,0,0,0,5,0,0,2,8,0,2,6,0,0,0,0,9,0,5,2,0,0,3,0,5,17,7,1,0,9,6,2,4,0,0,0,0,0,0,0,0,0,0,2,4,5,12,10,0,0,3,12,2,0,0,0,0,0,8,5,0,0,1,0,0,11,1,4,0,4,0,0,0,1,12,21,11,0,2,0,0,6,19,9,5,5,0,0,0,0,3,6,16,6,0,1,5,4,0,4,4,2,0,0,7,2,0,4,6,0,0,0,0,0,5,0,0,0,3,0,3,3,2,8,4,0,0,0,0,2,0,5,0,5,0,0
14,0,0,0,3,0,0,0,5,0,0,0,6,0,0,5,8,0,0,0,7,0,2,0,0,8,1,0,7,15,5,0,0,5,2,0,3,0,0,0,0,0,0,0,0,0,8,0,1,3,9,18,8,0,3,12,2,0,0,0,0,0,4,2,0,0,0,0,1,8,0,1,0,3,0,8,0,2,10,20,10,0,10,0,8,9,19,9,1,2,0,0,8,0,0,6,16,6,0,0,1,1,0,12,2,2,0,0,7,0,0,1,4,0,0,0,0,0,2,0,0,0,0,8,1,3,0,8,2,0,0,0,0,0,0,5,0,2,0
15,0,1,0,0,4,6,0,0,4,0,0,1,5,0,2,2,10,0,0,1,4,0,0,1,0,10,0,0,6,12,5,0,0,2,0,2,2,0,6,0,1,0,0,1,1,0,5,6,2,1,8,17,14,4,2,11,1,0,1,1,0,0,10,2,0,1,1,0,7,5,6,0,2,4,0,10,0,1,12,21,11,0,10,0,5,9,17,7,0,1,2,0,9,0,0,6,22,12,0,0,1,3,2,9,1,3,0,0,5,0,0,2,3,0,0,0,0,6,4,0,0,0,0,9,0,9,0,10,1,1,1,6,1,0,0,1,0,1
16,0,0,0,0,0,1,4,0,0,0,0,0,1,1,0,10,1,8,0,0,0,1,0,0,9,0,8,0,0,2,9,1,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,2,4,0,9,7,14,14,4,2,7,0,0,0,0,0,0,10,2,0,0,0,0,3,2,2,0,0,12,2,7,0,2,10,18,19,9,18,8,5,7,13,4,0,0,10,0,6,0,0,12,22,12,0,0,0,11,1,9,0,0,0,0,1,0,0,0,3,0,0,0,0,4,2,0,0,8,0,9,0,9,0,10,0,0,0,4,0,0,0,0,0
17,0,0,0,0,0,0,0,5,2,0,0,0,1,0,1,0,10,3,6,0,0,0,0,0,0,9,0,6,2,0,1,6,0,0,0,0,2,0,0,2,4,0,0,0,0,0,7,0,2,2,0,8,6,15,19,9,0,9,0,0,0,0,0,1,11,2,0,0,0,0,2,0,2,0,2,12,2,9,0,2,8,18,18,9,15,9,3,4,11,5,0,0,10,0,4,1,2,13,19,10,0,0,1,8,2,9,0,1,0,0,0,0,0,1,4,2,0,0,0,3,0,0,0,8,5,8,1,9,1,10,0,0,0,1,1,0,0,5
18,0,0,1,0,0,0,0,0,3,3,0,0,0,1,0,0,0,8,2,2,1,0,4,0,0,0,5,0,4,10,0,2,7,1,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,6,0,0,5,5,12,16,17,7,5,0,0,0,0,0,1,7,0,0,0,0,0,10,0,0,0,2,9,0,4,0,6,8,15,14,10,12,13,3,8,8,0,0,0,10,0,0,0,3,14,18,8,0,0,2,5,0,8,0,5,0,4,0,0,0,0,2,1,0,0,0,4,0,0,0,5,2,5,0,6,0,6,0,0,1,0,1,1,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,2,8,0,0,2,0,0,7,0,0,3,0,0,0,0,0,0,0,0,1,0,0,8,0,0,2,0,14,4,0,5,5,12,12,15,5,3,0,0,0,0,0,0,5,0,0,0,0,0,9,0,8,0,0,7,0,2,0,14,5,23,13,10,9,9,0,8,7,8,0,0,6,0,0,0,4,10,15,6,8,0,2,3,0,8,0,1,0,2,0,0,0,0,0,0,0,0,0,1,8,0,0,2,2,3,0,4,0,3,0,0,1,0,0,1
20,0,0,1,0,0,0,0,0,0,1,4,0,0,4,0,0,4,0,5,1,1,1,0,0,0,5,0,1,2,0,0,8,1,1,8,0,0,0,0,0,0,0,0,0,0,0,13,3,0,1,4,11,1,0,3,5,11,12,12,2,4,5,0,0,0,0,0,9,0,5,0,0,0,6,0,5,0,0,3,0,1,4,11,13,24,14,9,13,8,0,4,3,5,1,5,3,0,0,1,9,7,12,2,9,0,0,8,0,7,5,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,2,0,3,0,1,0,0,1,0,5,0,0
21,0,0,2,0,0,0,0,0,0,2,6,1,0,5,0,0,0,3,4,2,3,3,0,0,0,0,2,2,0,2,0,2,10,3,5,4,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,1,7,0,0,2,5,10,9,9,4,8,1,0,0,0,0,5,5,4,1,0,0,0,2,0,1,0,0,0,0,0,1,7,15,23,13,14,12,7,0,0,0,7,5,2,0,0,2,5,5,4,8,4,8,0,4,7,0,11,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,5,2,0
22,0,0,1,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,2,0,3,3,7,0,0,0,0,2,0,8,0,1,3,11,2,0,2,0,0,0,0,0,0,0,0,0,0,1,5,4,0,0,0,4,0,0,10,3,6,5,9,3,5,0,0,0,0,0,2,4,1,9,0,0,0,0,0,0,0,0,4,0,0,0,8,13,27,17,18,9,2,0,0,0,6,1,0,0,1,1,2,1,0,9,1,4,0,1,11,1,15,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0
23,0,1,0,1,2,6,0,0,0,0,0,3,1,0,2,0,2,0,0,3,0,1,1,8,0,2,0,0,1,0,8,0,0,1,8,4,0,1,6,0,1,0,0,1,1,0,0,6,2,3,1,0,6,0,3,0,0,9,4,7,3,6,9,5,0,1,1,0,6,0,10,0,11,1,0,2,0,0,2,1,0,1,0,0,0,7,17,23,15,17,11,1,1,0,0,6,7,0,0,0,1,4,0,0,8,2,1,0,1,8,5,16,6,0,0,0,0,6,2,0,0,1,0,1,0,6,0,2,0,1,1,6,1,0,1,0,0,5
24,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,16,6,0,0,0,0,0,4,0,0,0,7,2,0,0,4,0,0,0,0,0,9,0,0,4,0,11,1,0,6,0,3,0,0,7,2,4,0,3,9,5,0,0,0,0,2,0,6,1,9,9,0,0,0,0,0,0,8,0,8,0,0,7,13,20,15,16,19,9,0,0,0,3,7,0,0,0,0,12,2,0,6,0,1,0,0,5,6,14,6,0,0,0,0,4,0,0,0,9,0,1,0,6,0,2,0,0,0,4,0,0,0,0,0
25,0,0,0,0,0,0,0,4,5,0,0,0,0,2,0,0,9,5,0,0,0,0,0,0,6,15,5,0,5,0,0,0,3,0,0,0,12,2,0,5,3,0,0,0,0,0,9,0,0,2,1,10,0,0,8,0,1,5,0,6,1,4,0,3,9,4,0,0,0,0,1,0,5,0,7,8,0,5,0,0,0,0,7,0,7,0,0,6,11,20,14,14,18,8,0,0,0,3,6,0,0,0,2,11,2,0,6,0,0,0,0,4,5,14,6,5,0,0,0,2,0,0,0,8,2,0,0,5,0,1,0,0,0,3,0,0,0,2
26,0,0,0,1,0,0,0,0,4,1,0,0,0,0,4,0,2,9,2,0,0,0,0,0,0,6,13,3,0,1,0,0,0,0,0,2,2,10,2,0,5,4,0,0,0,0,0,9,0,0,2,0,10,0,1,7,0,1,5,0,4,0,4,7,2,9,4,0,0,0,0,0,2,5,0,7,7,0,7,0,0,0,0,7,0,6,0,0,4,10,22,14,14,16,6,7,0,0,0,3,0,0,0,1,10,2,0,5,0,0,0,0,2,12,21,11,6,0,0,1,0,0,0,0,9,2,0,0,4,0,1,0,0,0,10,0,0,1
27,0,0,5,0,0,0,0,0,0,9,3,0,0,2,0,0,0,1,10,0,5,3,0,0,0,0,3,16,6,1,0,5,5,5,1,0,1,0,7,1,0,2,0,0,0,0,1,0,6,0,0,0,0,8,0,0,8,0,0,2,3,5,0,0,5,0,6,6,0,1,0,1,0,0,1,0,4,6,0,4,0,0,0,0,12,2,5,2,0,2,12,18,11,17,17,7,4,0,5,1,0,0,0,5,0,7,3,0,4,1,0,0,0,2,9,20,10,3,0,0,6,0,0,0,0,6,0,0,0,1,0,0,0,5,0,12,2,0
28,0,0,5,2,0,0,0,0,0,5,11,1,0,2,0,0,0,0,2,7,5,8,2,0,0,0,0,6,15,7,0,5,10,10,6,0,0,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,0,0,5,0,1,7,0,0,5,4,2,0,0,2,0,8,3,1,0,1,0,0,0,0,0,3,2,0,3,0,0,0,5,10,1,7,1,0,2,8,15,14,18,13,4,2,5,6,0,0,0,5,3,0,8,1,0,5,0,0,0,0,0,10,17,7,1,0,5,3,0,0,0,0,4,0,0,0,0,0,0,5,1,2,10,0
29,0,0,0,6,2,0,0,0,0,0,2,11,1,0,4,0,2,0,0,2,3,3,6,2,0,0,0,0,6,11,6,0,1,6,7,8,0,0,0,0,6,1,0,0,0,0,0,1,0,0,5,0,0,0,1,4,0,1,7,0,0,2,4,9,0,0,2,0,8,0,1,0,3,0,0,0,0,0,5,2,0,3,0,0,0,4,8,0,5,0,2,2,8,13,11,25,15,3,0,2,5,0,0,0,4,3,0,7,0,0,3,0,0,7,7,0,11,17,7,2,0,4,3,0,1,0,0,4,0,0,0,0,0,0,12,2,0,11
30,0,0,0,1,6,2,0,0,0,0,0,2,10,0,2,4,2,2,0,0,0,1,1,6,2,0,0,0,0,2,10,2,0,0,3,9,8,0,0,0,0,7,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,1,7,0,0,2,11,8,0,0,0,0,5,0,0,2,3,0,0,0,0,2,5,0,0,2,0,0,0,2,5,0,4,2,2,2,6,10,18,25,15,3,0,1,5,0,0,0,4,0,0,5,0,0,3,0,7,14,7,1,11,17,8,0,0,4,3,1,1,0,0,3,0,0,0,0,0,7,9,0,1
31,0,2,0,1,3,8,1,0,0,0,0,2,1,7,0,0,4,1,0,2,0,0,0,3,4,9,0,0,0,0,3,8,0,0,0,3,8,7,2,0,2,1,6,2,2,0,0,2,2,0,0,0,5,0,0,0,0,0,2,3,7,0,2,2,10,10,2,0,2,0,7,0,0,4,1,7,1,0,0,4,4,0,1,0,0,0,0,0,4,0,4,0,4,2,3,10,20,24,14,2,1,8,3,0,0,2,1,0,0,2,0,2,2,0,7,13,8,3,18,18,8,1,0,6,3,3,0,7,0,5,2,2,2,0,0,4,8,0
32,0,2,0,1,3,5,7,0,0,0,0,2,1,0,7,0,0,3,0,2,0,0,0,2,1,11,8,0,0,0,1,1,6,0,0,0,2,7,9,1,2,3,0,8,4,0,0,2,4,1,0,0,2,4,0,0,0,0,2,4,3,4,2,2,1,12,12,2,2,0,2,3,0,2,2,8,8,0,0,2,3,2,1,0,0,0,0,0,0,3,0,2,2,4,0,3,12,19,22,12,3,8,6,1,0,2,0,0,0,0,1,2,1,2,0,6,14,10,10,19,16,9,0,2,6,5,2,7,6,2,7,4,4,0,0,0,3,8
33,0,0,3,0,0,0,2,7,0,1,4,0,2,5,0,3,0,0,8,0,3,1,0,0,0,1,8,9,0,0,0,2,2,7,5,0,0,0,4,9,0,0,0,0,5,0,5,0,0,3,0,0,0,2,2,0,0,0,0,0,5,8,1,0,2,2,9,16,6,7,0,1,0,0,0,0,5,8,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,3,9,0,2,12,20,27,17,5,4,7,1,0,7,0,0,5,0,0,0,0,0,0,4,11,7,9,20,13,5,0,0,3,5,0,7,3,0,4,1,5,0,4,0,1
34,0,0,0,1,0,0,0,7,7,0,0,3,5,1,3,0,1,0,0,7,0,2,0,0,0,0,0,7,9,0,0,0,0,0,7,3,0,0,0,4,8,0,0,0,0,5,0,4,0,0,3,0,0,5,3,7,0,0,0,0,0,5,7,0,5,1,1,8,15,6,6,0,0,0,0,0,0,5,6,0,0,1,0,0,0,6,0,0,2,5,0,0,0,0,3,8,0,7,10,20,25,16,6,2,12,2,0,12,2,0,3,0,0,0,0,0,0,3,10,5,10,18,13,4,1,0,8,4,5,6,2,0,3,0,4,0,1,1
35,0,0,2,0,0,0,0,0,6,9,5,0,2,10,0,0,0,0,4,0,9,2,1,0,0,0,0,2,6,9,0,2,2,2,4,3,2,0,0,0,1,4,0,0,0,0,9,0,1,0,0,0,0,0,2,2,7,0,0,0,2,4,1,4,0,2,0,6,5,19,9,6,0,0,0,0,0,0,1,3,0,0,0,0,2,0,5,5,0,1,1,0,0,2,4,0,4,0,9,14,16,22,12,8,2,9,6,2,11,6,0,0,0,0,0,0,0,0,0,6,7,8,14,10,1,0,0,5,3,2,3,0,0,5,0,9,0,0
36,0,6,0,2,6,1,0,0,0,3,6,11,1,0,9,0,0,0,0,10,0,7,0,7,0,2,0,0,1,2,12,2,0,0,0,3,2,1,1,0,6,1,3,6,6,0,0,10,6,0,0,0,1,0,0,1,0,6,6,6,0,0,5,1,3,6,8,0,7,9,20,10,5,6,0,2,3,0,0,7,1,0,3,0,0,1,0,2,3,0,0,0,6,0,0,4,1,3,0,6,17,18,20,10,7,8,6,5,1,8,4,6,0,0,0,0,0,1,2,0,3,10,6,20,10,2,0,2,4,9,8,4,6,0,5,0,6,0
37,0,0,7,0,0,3,0,0,0,1,3,2,8,1,0,5,0,0,0,0,11,1,11,1,3,0,0,0,0,9,2,13,3,1,0,0,1,0,0,0,0,5,0,0,2,2,0,0,6,10,0,0,0,0,0,0,9,0,2,2,6,0,0,1,0,0,2,8,0,6,10,28,18,6,2,0,0,1,0,0,11,1,0,0,1,0,5,0,6,0,0,0,0,6,0,0,1,0,4,0,7,13,14,21,11,3,7,3,9,0,12,2,2,0,0,0,0,0,0,1,1,0,6,10,17,7,0,0,0,0,5,5,0,7,0,5,1,3
38,0,1,0,7,1,6,2,0,0,0,0,4,1,4,3,0,7,0,0,1,1,9,1,12,2,5,0,0,0,0,9,3,10,0,0,2,0,0,6,0,1,0,4,1,1,0,0,6,1,4,7,0,6,0,0,0,0,8,1,3,0,3,6,0,0,1,1,0,14,4,12,18,30,20,8,4,0,0,3,1,1,8,1,0,0,0,0,1,0,5,2,0,1,0,3,0,6,0,0,1,0,9,10,11,20,12,2,6,1,6,2,13,3,2,0,0,0,6,2,0,0,1,0,7,9,23,13,2,0,1,1,11,6,0,7,0,2,0
39,0,0,0,0,6,0,16,6,0,0,0,0,3,0,3,1,0,6,0,0,0,0,6,2,10,1,15,5,0,0,0,5,0,6,0,0,1,10,0,5,0,0,10,3,0,0,0,0,5,0,2,17,7,5,0,0,0,0,7,0,0,0,2,4,0,0,0,0,4,11,3,8,18,29,19,7,1,0,0,2,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,1,0,5,0,0,0,0,7,6,10,19,9,1,3,0,3,3,23,13,1,0,0,0,5,0,0,0,0,0,6,13,22,12,1,0,0,1,10,2,0,4,0,1
40,0,3,0,0,3,6,6,14,5,0,0,3,0,0,0,0,0,0,3,3,0,0,0,9,0,11,5,13,4,0,7,0,2,0,3,0,0,0,10,0,8,0,0,13,6,0,0,0,3,4,0,7,17,7,4,0,0,0,3,10,0,0,0,1,2,3,3,0,0,1,11,1,8,21,26,20,14,4,0,3,1,0,7,2,0,0,0,0,0,0,0,1,3,0,0,0,1,0,2,0,7,1,0,4,4,13,16,7,0,0,0,6,13,22,12,0,0,0,1,5,0,7,0,3,0,6,12,23,13,4,3,0,4,7,1,0,1,0
41,0,3,0,0,3,3,3,4,13,3,0,3,1,0,0,0,0,0,0,6,0,0,0,3,6,1,8,3,12,2,7,4,0,0,0,1,0,0,0,9,3,8,0,3,16,6,0,0,3,2,1,0,7,15,6,2,0,0,3,6,8,0,0,0,0,5,6,0,0,0,1,8,0,11,18,27,27,17,5,3,2,0,7,4,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,7,8,0,0,2,7,10,14,6,0,0,3,3,12,21,11,0,0,1,1,2,7,4,3,2,0,4,13,21,16,7,3,3,1,6,0,0,0
42,0,0,0,0,0,2,2,4,6,10,0,0,4,0,0,0,0,2,0,0,3,0,0,0,3,6,0,6,5,9,1,4,1,0,0,0,3,0,0,2,9,2,7,0,6,16,6,0,0,1,2,0,0,8,20,10,0,2,0,3,4,6,0,1,1,0,5,3,0,0,0,0,8,1,11,18,26,29,19,7,1,2,0,7,1,1,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,7,8,0,1,2,5,11,12,4,0,0,2,4,13,23,13,1,0,0,0,1,7,4,8,1,1,4,14,21,16,6,3,0,2,3,0,5
43,0,0,0,0,0,2,1,0,3,2,6,0,0,0,8,0,8,0,0,0,0,0,0,0,0,3,5,0,5,0,7,0,0,0,0,8,0,2,2,0,1,8,1,6,0,6,12,8,0,0,0,1,2,0,10,18,8,0,1,0,0,0,8,2,0,0,0,1,5,0,2,0,8,7,1,11,16,25,37,27,15,1,0,0,3,0,0,0,0,0,9,0,0,0,0,2,3,0,0,0,0,0,6,4,0,0,0,3,8,8,1,0,0,4,6,13,22,15,5,0,0,0,0,6,4,10,0,1,4,13,20,18,8,0,2,0,0,0
44,0,0,0,0,0,0,1,6,0,1,1,5,5,0,0,8,0,8,0,0,0,0,0,0,0,0,2,4,0,2,0,5,0,0,0,0,8,0,1,2,0,0,7,0,5,0,6,11,7,0,0,0,0,7,1,15,15,8,0,0,0,0,0,7,7,0,0,0,0,5,0,0,0,7,7,1,9,16,27,36,26,15,5,0,0,8,0,0,0,5,0,9,0,0,0,0,1,8,0,0,0,0,0,4,9,0,0,5,1,8,6,0,0,0,3,6,12,21,14,4,0,0,0,0,7,3,15,5,6,3,12,19,17,7,0,1,0,1
45,0,0,0,0,0,0,10,0,5,0,0,0,4,2,0,0,7,0,5,0,0,0,0,0,0,0,10,0,3,0,0,0,1,0,0,0,0,18,8,0,1,0,10,6,0,3,0,5,10,4,0,10,0,0,6,5,11,14,7,0,0,0,0,0,6,6,0,0,0,0,4,0,0,0,5,6,0,8,17,26,33,24,14,3,0,0,5,0,0,0,4,0,8,0,0,0,0,0,4,0,0,0,0,0,3,8,0,0,2,0,5,5,10,0,0,2,4,11,20,12,2,0,0,0,0,6,5,14,4,5,2,11,18,13,5,0,0,0
46,0,2,0,1,2,2,0,9,0,3,0,2,0,1,2,0,0,6,0,7,0,0,0,2,0,7,0,10,0,0,1,0,0,0,0,0,0,8,20,10,2,2,0,12,8,0,0,2,7,9,2,0,12,2,0,5,1,10,16,9,0,0,2,0,0,8,8,0,2,0,2,0,0,2,0,12,7,0,8,19,25,31,25,15,3,0,0,2,0,0,0,2,2,8,0,0,2,0,0,1,1,7,0,0,0,5,5,0,0,0,0,7,4,10,0,0,3,6,18,21,11,3,0,2,0,2,5,12,13,6,7,4,13,16,13,3,0,0
47,0,0,7,0,0,0,0,0,8,5,5,0,0,2,0,0,0,0,7,0,12,3,0,0,0,0,3,3,9,1,0,6,5,5,1,0,0,0,10,19,9,0,0,2,9,4,1,0,0,6,5,0,2,10,0,0,6,0,7,13,12,2,0,0,0,0,5,10,0,3,0,3,0,0,0,2,9,6,0,9,18,21,28,21,20,10,0,2,1,0,0,0,0,5,9,0,0,0,5,1,0,0,3,5,0,0,6,3,0,1,0,0,3,0,6,0,0,0,8,15,26,16,4,0,0,0,0,3,10,10,3,4,3,18,12,15,5,0
