,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
22,0,0,0,0,9,9,21,11,0,1,13,3,7,0,6,0,3,5,0,0,3,15,5,0,0,2,3,2,2,2,7,0,0,0,4,2,0,7,0,2,0,5,1,7,2,6,8,0,11,1,0,1,1,0,0,0,3,0,0,0,0,0,2,0,3,1,1,4,0,0,0,0,7,2,7,0,7,2,2,0,2,0,0,0,2,2,5,0,4,14,4,4,2,0,9,0,0,9,4,15,5,4
23,0,2,0,0,0,14,11,23,13,2,3,17,7,11,1,2,0,0,2,0,2,5,14,4,0,0,2,0,0,0,0,9,0,5,0,3,4,0,7,0,7,0,1,0,9,1,3,13,3,7,3,0,0,0,0,0,0,2,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,4,0,9,0,4,0,2,0,1,0,0,0,0,0,2,5,4,19,9,0,7,0,8,5,0,8,5,20,10
24,0,0,0,0,0,4,11,13,21,11,0,7,15,5,9,9,0,0,0,0,0,0,4,11,2,0,0,1,0,0,0,0,9,0,5,0,0,3,0,4,0,4,0,0,0,7,0,3,11,11,3,0,0,0,0,0,0,0,10,8,0,0,0,0,5,0,5,0,8,0,0,0,0,0,3,0,9,0,2,0,0,0,1,0,0,0,0,0,0,5,9,18,8,0,5,0,4,2,0,5,10,20
25,0,0,0,5,0,0,3,10,12,20,10,0,6,15,5,7,8,0,2,0,0,0,0,1,10,1,0,0,0,0,0,0,0,8,2,10,0,0,1,0,3,0,2,0,0,5,6,0,1,9,10,1,0,2,2,0,0,5,0,8,6,0,0,0,5,4,0,4,0,10,5,0,0,2,0,2,2,8,0,0,0,0,0,6,0,0,0,0,0,0,4,8,17,7,0,10,0,3,2,0,4,10
26,0,0,10,0,15,5,0,0,20,10,19,9,0,5,13,3,6,7,0,12,2,0,0,0,11,9,0,0,0,0,0,0,0,0,7,1,6,0,0,0,0,0,0,1,0,0,4,3,0,0,5,7,0,0,1,1,0,0,3,0,5,2,0,0,0,2,2,0,2,0,9,2,0,0,1,0,1,1,7,0,0,0,0,0,5,0,10,10,0,0,0,3,7,14,6,0,7,0,2,1,0,2
27,0,0,0,10,5,14,4,0,10,18,9,19,9,0,3,13,3,4,8,2,10,1,0,0,1,10,6,0,0,0,0,0,5,0,1,7,0,4,0,0,0,0,0,0,0,0,0,3,1,0,0,3,5,1,1,0,0,0,0,3,0,2,1,0,0,0,1,0,0,3,0,7,1,1,0,0,1,0,0,4,0,0,0,0,0,4,0,9,9,0,0,0,2,6,13,6,0,6,5,1,0,0
28,0,0,0,0,9,4,16,6,0,8,20,10,21,11,1,3,15,5,4,7,0,12,2,0,0,3,6,6,2,2,7,0,0,2,0,0,5,0,0,2,0,1,1,7,0,0,7,0,4,0,0,0,4,5,1,1,2,0,0,0,2,0,4,0,0,0,0,1,0,0,2,0,14,4,1,0,0,3,2,0,6,0,0,0,2,2,3,0,6,9,0,0,2,0,8,12,3,2,5,7,0,0
29,0,0,0,5,0,8,6,15,5,0,10,20,11,21,11,0,5,14,7,3,6,2,10,0,0,0,1,5,5,1,1,6,0,0,4,5,0,4,0,0,1,0,0,0,6,5,0,6,0,2,0,0,0,6,7,0,0,7,0,0,0,0,0,3,5,0,0,0,0,2,5,0,4,16,6,0,2,0,2,0,0,4,0,5,0,1,1,2,0,6,8,0,0,1,0,13,11,2,2,4,6,0
30,0,5,0,0,1,2,5,11,11,10,0,11,17,12,18,8,0,4,11,3,8,3,1,8,0,0,1,0,2,2,0,6,4,2,0,3,10,0,5,0,2,0,0,0,5,5,3,2,3,0,7,0,0,0,3,3,0,0,3,0,0,0,0,2,2,8,0,0,0,0,1,4,0,6,12,11,1,0,0,3,0,0,0,0,2,0,0,0,4,0,8,4,0,2,0,3,15,8,0,0,6,2
31,0,0,3,0,0,0,2,1,9,7,10,1,11,14,13,18,8,2,5,9,0,8,1,0,6,0,0,3,0,2,2,0,5,1,3,0,0,12,2,5,0,1,1,0,0,5,5,0,3,3,0,5,0,1,1,5,3,0,0,3,0,0,0,0,2,0,15,5,0,1,0,0,4,1,8,8,12,2,0,0,3,0,7,0,0,2,0,0,0,11,1,10,4,0,2,0,5,15,7,0,0,13
32,0,5,0,2,0,2,0,7,0,14,4,11,1,12,11,9,15,5,0,1,14,4,7,0,0,3,1,0,0,0,0,7,0,7,0,2,5,2,13,3,7,0,0,0,5,0,3,7,0,0,8,0,2,0,0,0,2,2,0,0,2,0,0,2,0,5,5,11,1,0,0,0,0,1,0,13,5,9,0,1,0,2,0,6,0,0,0,0,2,1,13,3,7,6,0,1,2,5,13,4,2,3
33,0,0,4,0,1,0,4,0,6,4,13,3,10,2,11,10,8,23,13,1,4,13,3,2,0,0,0,9,0,0,0,0,5,0,7,0,0,13,3,15,5,5,0,0,0,4,0,0,6,0,0,5,0,2,0,8,0,1,1,0,0,0,0,0,1,0,7,13,10,1,0,0,0,0,9,3,13,4,8,0,3,0,4,0,8,0,0,0,0,4,3,21,11,3,5,0,0,4,3,15,5,4
34,0,1,0,2,0,1,0,5,0,7,3,12,2,9,1,7,6,13,20,10,2,3,17,7,0,0,8,0,5,0,0,1,0,5,0,5,1,3,21,11,15,5,4,0,1,0,0,0,0,2,1,4,2,0,0,0,4,0,0,0,4,1,0,0,0,1,0,3,9,7,0,4,0,0,0,10,3,9,0,16,6,7,0,2,0,4,0,0,0,0,4,11,18,11,1,3,0,0,1,5,15,5
35,0,0,0,0,1,0,3,0,4,0,6,2,11,1,8,0,6,14,13,19,9,1,7,12,6,0,0,16,6,4,0,0,0,0,5,0,1,9,11,23,13,13,4,4,0,0,0,0,0,0,0,0,2,2,0,8,0,3,0,0,0,0,0,0,0,0,3,8,2,9,6,0,4,0,8,0,10,2,8,6,18,8,9,0,4,0,3,0,0,2,0,12,13,14,10,0,0,2,0,3,5,17
36,0,0,0,5,0,0,0,2,0,3,0,6,1,11,1,6,0,5,16,12,18,8,0,4,11,5,0,6,15,5,3,0,0,0,2,10,0,0,7,13,22,12,11,3,3,5,0,0,0,0,0,0,0,4,4,0,7,5,1,0,0,0,0,0,5,0,0,2,6,4,14,4,0,6,0,7,2,9,1,6,8,16,8,14,4,3,0,2,0,0,1,2,11,12,13,15,5,0,2,0,2,7
37,0,0,0,0,3,0,0,0,0,0,1,0,4,1,9,9,4,0,6,14,8,16,6,0,2,9,1,0,5,13,3,0,0,0,0,0,6,0,0,4,12,19,10,9,0,1,3,0,0,8,0,0,0,0,4,3,0,5,13,9,0,0,0,0,0,2,0,0,10,6,4,11,2,0,5,0,7,0,7,0,3,6,16,6,11,2,1,0,0,0,0,0,1,7,10,11,11,2,0,0,0,2
38,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,9,9,4,5,5,11,8,14,4,0,2,6,1,0,5,13,3,1,0,5,2,0,6,0,0,2,11,18,10,6,2,1,0,0,0,5,0,0,5,5,4,3,2,5,13,7,0,0,0,2,0,3,0,0,15,8,2,11,7,0,2,5,7,0,4,0,1,7,18,8,11,1,0,0,1,0,0,0,0,7,12,8,10,3,0,0,1
39,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,9,9,9,4,2,11,6,10,3,0,0,6,1,0,5,10,4,0,5,7,0,0,3,0,0,1,10,18,8,8,2,0,0,0,0,3,0,5,10,5,4,5,2,5,11,3,0,0,2,0,1,3,0,5,17,7,2,16,7,0,7,5,7,0,3,0,2,9,17,8,10,0,0,1,0,0,0,0,0,9,9,7,11,2,0,1
40,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,17,9,8,0,1,8,1,9,2,0,8,5,0,0,1,8,0,0,4,3,8,0,5,0,0,0,10,14,7,8,0,0,0,0,0,1,0,5,18,8,3,4,1,2,6,2,0,0,0,2,9,2,0,7,14,7,6,24,14,2,6,4,2,2,0,2,1,11,16,7,9,0,2,0,8,2,0,0,0,5,11,5,13,3,2
41,0,5,0,0,0,3,0,7,0,5,0,1,0,1,0,0,0,7,14,5,13,3,0,6,0,6,3,0,5,2,0,5,0,10,0,0,9,0,9,0,7,0,0,0,15,13,5,10,0,0,5,0,0,0,0,8,15,7,0,0,0,0,3,4,0,3,0,0,5,0,0,6,12,4,14,29,19,7,3,5,0,1,0,1,1,8,12,3,11,1,4,0,5,4,0,0,2,2,9,3,15,5
42,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,4,10,3,10,5,15,5,0,7,0,0,2,1,0,2,0,6,0,0,4,1,6,0,4,0,0,5,12,12,2,7,0,0,7,0,0,0,0,5,12,4,0,2,15,5,0,1,0,0,0,0,1,0,2,5,8,4,17,25,16,6,4,2,2,0,0,0,0,4,8,1,7,0,0,0,2,1,0,0,0,0,6,5,11
43,0,1,0,1,0,4,0,1,0,4,0,7,0,5,0,0,0,0,0,1,11,1,9,5,12,2,0,3,0,0,0,2,0,6,0,6,1,0,3,0,10,0,0,0,1,5,9,16,6,3,1,0,4,0,0,0,0,5,8,0,0,5,12,9,0,2,0,0,0,0,1,0,0,3,4,7,15,22,13,5,1,1,0,0,0,0,0,1,12,2,11,1,0,4,0,1,4,0,0,0,10,2
44,0,1,0,0,0,0,1,1,0,1,0,0,3,0,4,0,0,0,0,0,2,7,5,10,2,8,10,0,0,0,0,1,0,0,3,0,7,0,8,0,0,7,0,0,1,0,1,9,15,5,4,5,0,1,0,0,0,0,1,4,4,1,2,12,7,0,0,0,0,0,0,5,0,0,0,5,5,11,18,21,11,5,0,0,0,0,0,0,2,8,2,6,0,0,0,0,1,1,0,0,0,6
45,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,4,0,0,5,0,0,2,5,1,9,2,5,10,0,0,0,0,2,0,5,5,0,7,0,7,0,0,6,0,0,3,0,0,8,15,5,2,4,5,6,0,0,2,0,1,2,0,1,2,14,5,1,0,0,5,2,0,5,5,0,0,10,5,11,15,20,10,6,2,0,0,0,0,0,3,5,2,5,0,0,2,0,0,2,0,0,1
46,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,1,0,9,0,5,10,0,0,0,1,0,5,7,2,0,4,0,4,0,0,6,0,2,3,0,0,8,12,3,1,9,10,6,0,2,2,0,0,0,0,0,4,12,6,1,0,5,7,0,0,10,5,0,5,10,5,8,14,18,11,8,1,0,0,0,0,1,0,5,1,2,0,2,0,0,1,1,0,1
47,0,0,0,0,1,0,6,0,0,0,1,0,1,0,0,0,1,6,0,4,1,1,0,0,0,1,6,2,6,11,2,0,0,0,0,4,4,4,0,10,0,4,0,2,3,0,4,0,0,0,5,10,3,0,8,12,7,0,0,0,0,0,1,0,0,2,12,8,0,0,4,5,2,0,12,2,0,6,11,2,14,12,18,10,14,4,0,0,0,0,0,2,11,1,3,0,0,6,0,7,0,0
48,0,0,0,5,0,0,0,5,0,0,0,1,0,1,0,0,0,0,8,0,3,0,0,0,0,0,0,5,1,5,10,1,0,0,2,5,3,3,2,0,9,0,2,0,1,8,0,3,0,0,0,3,9,5,2,7,11,12,2,0,0,0,0,0,5,0,2,11,6,2,5,2,4,4,2,11,4,0,5,9,4,12,12,23,13,13,3,0,0,0,0,0,1,10,0,8,0,0,6,0,6,0
49,0,0,0,5,4,0,0,0,4,0,0,0,0,0,0,0,0,0,2,7,0,2,0,0,0,0,0,0,4,0,4,9,1,0,2,7,4,2,1,1,0,8,0,1,0,6,7,0,1,0,0,0,2,11,7,1,6,16,10,0,0,0,0,0,5,4,0,1,9,8,7,3,1,6,3,1,13,3,0,3,8,2,12,17,22,12,12,2,0,0,0,0,0,0,9,5,7,0,0,5,0,6
50,0,0,0,0,4,3,0,0,0,2,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,3,0,2,14,4,1,2,5,2,0,0,0,0,6,0,0,0,5,6,0,1,0,0,0,3,12,5,0,6,16,10,0,0,0,0,0,4,3,0,1,10,8,5,2,2,4,1,3,12,2,0,2,6,2,12,16,21,11,11,1,0,0,0,0,0,0,9,4,6,5,0,4,0
51,0,0,0,2,0,1,2,0,0,0,2,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,3,0,4,11,9,3,0,5,0,0,0,0,0,6,0,2,0,2,5,0,0,0,0,5,8,12,5,2,6,16,8,0,0,0,2,0,5,3,0,6,12,6,5,7,2,1,6,3,12,2,0,0,7,4,11,16,20,10,8,2,0,0,0,0,0,2,6,3,7,4,0,5
52,0,0,0,0,1,0,7,0,0,0,1,0,1,0,0,0,1,2,0,4,0,1,3,0,0,1,0,2,1,1,2,0,0,1,10,8,0,2,2,6,0,0,0,2,3,0,4,0,2,2,0,0,0,0,4,10,13,4,0,6,14,5,1,0,0,0,0,7,0,0,5,10,8,4,9,0,0,7,4,9,8,0,0,6,10,12,15,19,9,8,0,2,6,0,1,0,0,12,2,13,3,0
53,0,1,0,0,0,5,0,8,0,1,0,6,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,4,0,10,9,0,1,0,10,0,0,0,3,3,0,8,0,0,3,0,0,0,0,0,7,13,3,0,5,11,2,5,0,1,0,0,3,0,0,4,7,6,0,10,0,0,4,3,6,7,0,0,3,7,9,12,23,13,12,2,0,10,0,1,4,2,12,3,17,7
54,0,0,0,0,0,0,7,0,7,0,0,0,5,0,5,0,0,8,0,0,0,4,0,0,0,0,0,8,0,0,0,0,1,0,4,0,6,17,7,3,0,8,0,0,0,2,3,0,7,0,0,0,0,0,0,8,0,6,12,2,0,1,10,0,4,0,3,8,0,3,0,0,4,7,14,4,10,0,0,0,5,3,9,0,2,2,6,8,13,25,15,20,10,0,9,0,0,6,2,14,7,19
55,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,13,3,0,8,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,2,0,7,13,4,0,0,6,0,0,0,0,0,0,15,5,0,0,0,0,0,6,0,14,20,10,0,0,6,0,1,0,2,16,6,1,0,0,4,6,10,4,8,0,0,0,2,3,7,0,0,0,4,4,15,21,14,17,7,0,7,0,0,6,4,10,9
56,0,0,0,0,0,0,2,0,2,0,5,0,2,0,2,3,15,5,0,7,0,2,0,0,0,2,0,0,2,8,7,0,0,0,0,0,0,0,3,15,5,1,1,13,3,0,7,0,1,5,13,4,1,0,0,0,2,5,4,12,19,9,2,0,5,0,1,0,6,16,6,0,7,0,4,4,10,6,10,0,2,0,2,2,9,2,0,0,1,5,12,21,16,14,9,0,4,2,0,8,1,10
57,0,0,0,5,0,0,0,1,0,1,0,5,0,2,0,0,5,14,7,0,6,0,0,0,0,0,0,0,0,1,7,6,0,0,2,5,0,0,0,5,14,4,0,3,12,8,0,6,0,0,4,11,3,3,2,0,0,7,3,2,10,16,8,1,5,4,0,0,0,8,21,11,0,9,0,3,6,9,5,8,0,0,0,7,1,8,1,0,0,1,4,11,20,15,13,14,4,3,2,0,7,1
58,0,2,0,0,2,5,0,2,0,2,0,4,2,4,0,0,0,4,11,4,2,3,0,0,0,0,0,0,0,0,0,9,5,5,0,1,7,0,0,0,10,10,0,0,5,11,5,5,2,0,2,3,7,0,0,0,0,0,3,0,1,7,13,13,3,7,1,0,0,0,11,20,10,0,5,2,0,3,6,5,4,0,0,0,3,0,5,0,5,0,6,1,8,25,15,12,19,9,2,0,5,4
59,0,0,0,0,0,1,3,0,0,0,0,0,2,1,6,0,0,0,2,8,3,0,11,2,0,0,4,0,0,0,0,0,7,4,3,0,0,4,4,0,0,9,12,2,0,3,10,4,7,0,0,10,2,5,0,0,0,0,0,0,8,3,5,12,11,3,5,0,0,0,1,19,19,9,0,4,0,0,1,10,3,12,2,0,0,1,0,2,0,3,0,3,0,15,23,13,11,17,7,0,0,3
60,0,0,0,5,0,0,0,2,0,0,0,0,0,2,0,4,0,0,2,1,7,2,1,8,1,0,0,3,0,0,0,0,0,6,6,8,0,0,2,3,0,0,7,11,1,5,2,9,2,5,0,0,9,4,7,0,0,5,0,0,0,5,2,4,17,10,3,4,0,2,5,9,18,21,11,0,6,0,0,0,9,2,12,7,0,0,0,0,1,0,2,0,2,5,14,28,18,10,17,7,0,0
61,0,0,10,0,15,5,0,0,12,2,0,0,0,0,0,0,3,0,0,12,2,6,0,0,18,8,0,0,2,0,0,0,0,0,5,5,4,0,0,1,0,0,0,6,7,0,4,0,7,0,1,0,0,8,3,6,0,0,3,0,0,0,4,0,7,14,8,2,2,0,1,2,8,17,20,10,0,5,0,0,0,6,2,11,6,0,10,10,0,0,0,1,0,0,4,16,25,17,9,16,6,0
62,0,0,0,12,5,12,4,0,2,9,2,0,0,0,0,0,0,3,5,2,9,2,4,0,8,18,8,0,0,2,0,0,1,0,5,7,2,4,0,0,0,0,0,0,3,9,0,1,0,7,0,0,0,5,13,3,6,2,0,3,0,0,0,1,2,5,15,8,2,7,2,0,2,13,17,17,15,5,5,0,0,0,7,4,10,6,0,9,7,1,0,0,0,0,0,6,13,24,18,8,13,7
63,0,0,0,2,11,2,13,3,0,0,15,5,6,0,0,0,6,0,3,4,0,15,5,1,0,14,14,7,6,6,4,0,0,0,0,4,4,1,0,1,0,3,0,2,0,2,11,1,1,0,4,0,3,0,5,12,9,5,0,0,1,0,6,0,0,0,5,14,6,2,6,0,2,3,12,14,17,21,11,1,1,0,0,6,5,16,6,0,6,7,0,0,1,0,6,0,3,14,23,19,9,13
64,0,0,0,2,1,8,3,10,2,0,5,13,5,4,0,0,0,6,5,2,1,5,13,3,0,4,11,14,7,6,6,1,1,0,5,2,1,4,0,0,0,0,2,0,0,2,2,8,0,1,0,2,0,8,5,5,12,11,5,0,0,0,0,3,2,0,1,5,14,11,4,4,0,7,3,9,19,17,21,11,0,0,1,2,5,6,15,5,0,7,4,0,0,0,0,8,0,4,15,22,16,10
