,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
37,0,0,1,4,0,0,2,3,3,0,4,4,0,3,1,0,0,0,0,0,7,0,0,0,3,0,7,1,2,3,2,3,3,0,0,7,2,0,2,8,2,0,0,0,0,0,8,2,0,2,7,2,7,4,1,0,0,0,3,8,2,0,0,0,4,0,2,6,6
38,0,0,1,0,0,0,2,0,1,2,5,9,0,5,1,0,0,0,0,0,3,6,0,0,0,0,3,5,3,0,5,1,0,1,0,2,3,0,2,3,4,0,0,0,0,0,1,4,0,2,7,4,5,12,2,0,0,0,5,5,5,0,0,0,0,3,2,3,7
39,0,0,0,0,0,0,0,1,0,0,0,1,7,0,4,0,0,10,0,0,0,2,4,10,0,0,0,2,2,2,0,4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,6,1,2,11,1,0,0,0,2,4,4,0,0,0,0,0,0,0
40,0,0,0,0,0,3,0,0,3,0,0,0,1,4,0,10,2,0,9,0,0,0,2,3,9,0,0,2,0,8,0,0,7,2,1,0,0,2,0,0,0,0,0,3,1,0,0,0,3,0,0,6,4,0,3,10,3,0,0,0,2,3,4,0,6,0,0,0,0
41,0,0,0,0,0,0,2,5,0,3,0,0,0,0,9,0,9,1,0,14,4,0,0,1,1,9,0,0,1,0,7,0,0,6,1,0,0,0,1,0,0,0,1,0,2,1,0,0,0,2,0,0,5,2,0,1,9,2,0,0,1,7,1,4,0,6,0,0,0
42,0,0,1,0,0,0,2,1,5,0,6,3,0,3,0,7,0,6,0,4,21,11,0,0,0,0,16,6,2,0,2,6,0,0,4,3,0,0,2,2,0,0,0,0,0,1,2,0,0,2,5,0,7,8,0,0,1,7,5,2,0,0,6,0,2,0,8,1,1
43,0,0,1,0,0,0,2,0,0,4,5,11,1,5,1,0,5,0,2,0,11,20,10,0,0,0,6,14,8,0,2,1,3,0,0,6,0,0,2,3,0,0,0,0,0,0,2,0,0,2,7,2,3,12,5,0,0,0,12,7,0,0,0,2,0,1,2,9,2
44,0,0,0,0,0,3,0,1,2,0,1,2,11,1,4,7,2,4,0,1,1,10,20,10,0,0,0,8,11,14,4,1,4,5,1,0,4,2,0,0,1,0,0,3,1,0,0,0,3,0,0,13,3,2,13,4,2,0,2,9,7,0,0,0,8,0,0,0,6
45,0,0,0,0,0,0,2,5,0,2,0,0,1,9,6,3,6,1,2,5,0,1,10,19,9,0,0,0,7,10,13,4,0,3,4,0,0,3,1,0,0,0,1,0,2,1,0,0,0,2,0,3,12,2,3,11,3,1,0,1,10,12,2,0,0,8,0,0,0
46,0,0,4,0,0,0,5,1,2,0,4,2,0,3,8,3,0,3,0,1,7,0,0,7,15,5,2,0,5,4,15,12,2,0,0,9,0,0,8,5,0,0,0,0,0,1,5,0,0,5,4,0,5,14,4,1,8,0,3,5,0,9,8,0,0,0,13,4,4
47,0,0,0,3,0,0,0,4,0,1,0,0,0,0,2,7,2,10,2,0,0,6,0,10,6,13,3,1,0,4,5,14,9,1,0,0,7,0,0,5,3,0,0,0,0,0,0,3,0,0,1,3,0,4,13,3,0,6,0,0,4,0,7,6,0,0,3,10,1
48,0,0,0,5,1,0,0,0,3,5,0,0,0,0,0,1,6,1,9,2,0,5,4,0,9,4,12,2,0,0,3,10,13,8,0,0,0,6,0,0,3,2,2,0,0,5,0,0,2,0,0,0,2,0,3,12,2,0,5,0,2,4,0,5,5,5,0,3,10
49,0,8,0,0,4,0,0,0,0,2,1,0,2,0,0,0,1,5,9,7,0,0,4,3,8,8,2,12,2,0,0,2,8,13,10,0,0,0,2,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,2,11,12,4,0,1,0,0,3,0,4,4,1,0,0
50,0,0,7,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,2,7,7,0,2,1,0,5,8,2,11,1,0,0,1,7,11,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,10,3,0,0,0,2,0,0,2,3,0,0
51,0,0,0,5,0,0,3,0,0,0,1,2,0,1,0,0,0,0,0,0,7,5,0,0,0,0,5,4,2,7,1,0,0,0,4,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,11,3,0,0,0,0,0,0,2,2,0
52,0,2,0,0,5,0,0,2,0,0,0,0,9,0,0,0,0,0,2,0,0,7,6,0,2,0,0,5,1,2,4,1,0,0,0,1,11,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,7,2,8,4,0,1,0,0,0,0,0,0
53,0,0,0,0,0,2,0,0,1,0,0,0,0,5,0,0,0,10,0,1,0,0,5,16,6,0,0,0,2,0,0,3,0,0,0,0,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,7,3,0,0,0,0,0,0,0
54,0,2,0,0,0,0,0,0,2,0,0,0,0,0,4,1,2,0,12,2,0,0,0,6,18,8,0,2,0,3,0,0,3,2,6,0,0,3,6,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,6,2,2,1,0,0,0,6,3,0,1,0,0,0,0
55,0,0,2,5,0,0,0,0,0,7,0,0,0,0,0,3,0,1,2,12,2,5,0,0,8,16,7,0,1,0,2,5,0,2,1,5,0,0,2,6,0,0,2,0,0,11,1,0,0,0,0,0,0,0,0,5,1,2,0,0,2,0,4,1,0,6,0,0,0
56,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,1,0,0,2,9,0,3,0,0,16,13,5,0,0,0,0,2,0,0,0,13,3,0,0,14,4,0,0,0,1,7,9,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,12,2,0,2,0,0
57,0,0,0,5,3,12,2,0,0,5,0,2,0,0,0,0,0,0,0,0,1,14,4,2,0,6,15,12,4,0,0,5,0,1,0,0,3,12,2,0,4,13,6,0,0,5,1,5,8,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2,11,7,0,2,0
58,0,0,1,0,1,2,14,4,0,0,10,5,0,5,0,0,0,0,0,0,3,4,11,1,0,0,9,13,14,4,2,0,2,0,0,2,0,2,14,4,0,3,10,3,0,0,6,0,2,10,5,0,3,5,0,0,0,0,8,2,0,0,0,0,1,10,9,1,3
59,0,0,0,0,0,8,4,12,5,0,0,7,4,0,3,3,1,0,0,0,0,2,4,8,0,0,0,10,9,17,7,1,7,3,0,0,0,1,4,11,1,0,2,17,7,0,0,3,7,0,7,8,0,0,5,0,1,0,0,4,1,0,0,0,3,0,6,6,0
60,0,0,4,0,0,0,13,3,9,4,2,2,4,6,0,0,0,0,0,0,2,0,0,1,4,0,2,0,15,7,22,12,0,4,0,5,0,0,6,8,7,0,0,7,13,6,4,0,0,12,2,4,10,2,0,1,0,0,2,5,1,0,0,0,0,2,5,10,10
61,0,0,1,3,0,0,3,11,1,8,9,7,0,9,4,0,0,0,0,0,3,1,0,0,0,0,3,0,5,12,12,21,11,0,1,2,1,0,2,7,4,5,0,0,4,12,7,0,0,2,17,7,7,15,5,0,0,0,5,4,2,0,0,0,0,0,4,6,11
62,0,0,0,0,1,1,0,2,18,8,6,7,7,0,8,6,7,0,0,0,0,2,2,0,0,0,0,10,0,7,9,11,22,18,8,0,0,8,0,0,5,1,5,1,2,3,9,5,1,0,7,19,9,5,17,7,7,0,0,2,4,1,1,0,2,0,0,1,3
63,0,2,0,0,0,1,0,0,8,17,7,3,7,4,0,9,8,6,2,0,0,0,2,1,2,0,0,2,6,1,3,8,12,24,24,14,2,2,4,0,0,2,0,5,7,1,0,6,5,0,0,9,17,7,11,19,9,7,0,0,1,3,1,0,1,1,0,0,0
64,0,2,0,0,0,0,0,0,2,7,14,4,3,4,3,1,11,7,8,1,0,0,0,1,3,0,0,2,0,7,0,2,8,14,30,20,11,4,0,1,0,0,1,0,11,6,0,0,6,1,0,1,7,14,13,13,21,11,4,0,0,0,3,0,1,0,0,0,0
65,0,2,0,0,0,0,0,0,2,1,4,11,4,0,3,4,3,10,9,7,0,0,0,0,3,0,0,2,0,1,3,0,2,10,20,26,17,13,3,0,0,0,0,1,6,10,3,0,0,2,0,1,0,4,20,15,15,21,11,0,0,0,0,0,1,0,0,0,0
66,0,0,0,0,0,0,0,0,0,0,0,2,7,2,0,0,3,0,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,10,17,23,16,10,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,10,15,14,11,19,9,0,0,0,0,0,0,0,0,0
67,0,0,0,0,0,7,0,0,1,0,0,0,1,4,0,3,1,0,0,3,4,5,0,0,0,0,0,1,0,3,0,0,7,1,1,7,14,24,14,7,0,0,0,7,0,0,0,4,7,0,0,3,0,0,0,8,16,13,9,15,8,0,0,0,3,0,0,0,0
68,0,0,0,0,8,0,3,0,0,0,0,0,0,0,4,0,1,0,0,0,0,2,3,0,0,8,0,0,0,0,0,0,0,5,0,0,15,14,20,10,15,5,0,0,4,0,0,8,1,3,0,0,0,0,0,0,6,16,9,5,15,8,0,8,0,1,0,0,0
69,0,0,1,0,0,5,2,1,0,0,5,5,0,5,0,1,0,0,0,0,3,0,0,0,0,0,11,1,2,0,2,0,0,0,2,2,5,13,16,21,11,13,3,0,0,3,1,0,5,3,8,0,3,5,0,0,0,6,21,11,5,13,5,0,5,0,3,1,1
70,0,0,0,0,8,0,1,2,0,0,0,1,5,0,5,0,0,0,0,0,0,1,0,0,0,8,1,9,0,0,0,0,0,0,0,0,10,3,9,12,29,19,13,3,0,0,0,9,0,1,0,6,0,0,2,0,0,0,11,17,11,5,11,13,3,3,0,0,0
71,0,0,4,0,0,4,5,0,0,0,2,2,0,7,0,2,0,0,0,0,2,0,0,0,0,0,10,0,14,4,5,0,0,0,0,5,0,7,8,13,19,27,17,9,0,0,4,0,5,5,3,0,8,2,0,0,0,0,2,16,14,10,1,7,10,2,8,4,4
72,0,0,0,9,0,0,3,5,0,5,0,1,2,0,7,0,1,0,0,0,0,7,0,0,0,0,0,9,4,13,3,10,0,0,0,0,3,0,6,8,11,18,29,19,8,5,0,2,0,4,4,2,0,7,1,0,0,0,0,6,18,14,8,0,6,15,5,8,4
73,0,0,0,0,7,1,0,2,12,2,3,0,1,0,0,9,7,0,0,0,0,0,8,0,0,0,0,7,6,6,10,2,11,7,2,0,0,10,0,3,6,8,18,30,21,11,2,0,3,0,2,6,2,0,9,1,7,0,0,0,8,17,15,6,2,5,12,2,5
74,0,0,0,2,0,6,0,1,2,14,4,0,1,0,1,0,9,6,0,1,0,2,0,7,0,0,0,0,4,6,3,12,2,11,6,0,0,0,7,0,3,5,13,20,29,23,13,2,0,0,0,2,4,0,0,9,1,8,0,0,5,9,16,15,6,4,2,10,0
75,0,0,1,0,0,0,8,0,0,4,19,9,0,6,0,0,0,5,2,0,4,0,0,0,3,0,3,0,2,1,8,2,9,1,8,8,0,0,2,8,0,1,3,10,19,28,24,14,2,2,5,0,5,9,0,0,7,0,13,3,0,3,6,12,12,5,6,3,11
76,0,0,0,0,8,0,0,8,0,0,9,15,9,0,6,0,0,0,4,2,0,2,0,0,0,11,1,1,0,0,0,6,0,7,0,4,16,6,0,0,16,6,1,0,7,17,24,32,22,10,0,3,0,1,6,0,0,7,3,9,3,0,1,14,10,10,1,2,1
77,0,0,0,0,0,5,0,0,7,0,0,7,11,7,0,3,0,0,0,1,1,0,0,0,0,1,10,0,0,0,0,0,3,0,4,0,6,15,5,0,6,11,2,0,0,7,14,22,29,19,8,0,2,0,0,1,0,0,5,0,5,0,0,4,11,7,7,0,0
78,0,2,0,0,0,0,1,0,2,6,0,0,7,8,6,1,5,0,2,0,0,0,0,0,2,0,0,12,2,1,0,0,0,5,6,0,0,8,11,2,0,3,10,2,6,0,4,11,22,25,16,9,0,0,6,2,3,0,0,1,0,4,0,0,5,10,3,4,0
79,0,0,3,0,0,0,2,0,0,1,9,3,0,10,7,4,1,2,0,1,7,0,0,0,0,0,7,2,14,4,3,0,0,0,3,8,0,0,10,12,2,0,1,8,0,5,1,1,10,24,28,18,16,6,0,2,2,1,3,2,0,0,3,0,0,4,12,4,5
80,0,0,0,1,0,0,0,0,0,0,0,8,1,0,8,5,3,0,0,0,1,5,2,0,0,0,0,6,4,12,3,1,0,0,0,2,5,0,0,9,9,0,0,0,6,0,4,0,0,12,23,26,18,15,5,0,1,0,0,2,0,0,2,0,0,0,3,11,3
81,0,2,0,0,0,0,0,0,2,0,0,0,8,0,0,9,7,2,2,0,0,0,5,1,2,0,0,2,2,5,8,2,1,2,6,0,0,7,0,0,6,6,0,0,6,5,0,1,0,2,11,24,24,15,21,11,2,1,0,0,1,0,0,0,1,0,0,1,8
82,0,0,7,0,0,0,4,0,0,2,1,1,0,9,0,0,6,4,0,2,1,0,0,2,0,0,1,0,6,0,9,8,0,0,0,10,0,0,11,5,0,5,4,0,0,6,10,0,0,4,3,14,25,25,15,17,8,0,2,4,0,1,0,0,0,1,4,5,6
83,0,0,0,5,0,0,0,2,1,0,0,0,2,0,7,0,1,4,3,0,1,0,10,0,1,0,0,2,0,6,0,7,8,1,0,0,8,1,1,7,3,0,4,4,0,0,2,8,0,0,1,4,13,22,25,15,18,9,0,0,3,0,11,1,0,0,0,0,1
84,0,0,5,0,1,0,4,0,0,1,1,1,0,3,0,4,0,0,0,3,1,1,0,7,0,0,1,0,6,0,10,0,4,5,0,4,0,5,5,6,3,2,0,1,1,0,5,0,5,4,1,0,5,14,19,21,12,15,10,4,0,3,1,7,0,0,4,5,5
85,0,0,0,4,0,0,0,3,0,0,0,0,0,0,2,0,3,10,0,0,0,0,0,10,6,0,0,0,0,5,0,9,0,3,4,0,2,0,2,2,4,0,1,0,0,0,0,3,0,2,0,0,0,4,13,18,20,10,11,7,3,0,1,0,6,0,0,1,2
86,0,2,0,0,1,0,0,0,5,0,0,0,0,0,0,3,2,2,12,2,0,0,0,0,12,3,0,2,0,1,1,0,9,2,9,0,0,4,0,0,0,1,0,1,6,0,0,0,3,0,0,1,0,0,10,15,20,20,10,7,6,2,0,0,1,5,0,0,0
87,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,12,2,11,1,0,0,10,2,10,0,0,0,0,0,0,0,8,1,6,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,14,18,16,7,6,5,0,0,0,0,2,0,0
88,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2,11,1,10,0,10,0,9,0,9,1,0,0,0,0,0,1,8,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,15,15,12,6,4,15,5,0,0,0,0,0
89,0,0,4,0,0,0,5,0,0,0,2,3,0,3,0,0,0,0,1,10,3,9,0,7,0,5,2,6,6,0,5,0,0,0,0,13,3,1,6,4,0,0,0,0,0,0,4,0,0,5,2,0,2,2,0,0,0,7,17,20,10,5,5,11,2,0,5,4,4
90,0,0,1,3,0,0,2,3,0,0,5,7,0,5,1,0,0,0,0,0,13,3,6,0,3,0,8,0,8,3,2,4,0,0,0,3,9,1,3,7,0,0,0,0,0,0,1,0,0,2,10,0,3,7,0,0,0,0,12,19,17,8,2,1,8,1,2,6,5
91,0,0,1,0,0,0,2,0,1,0,5,10,3,5,3,0,0,0,0,0,3,12,2,2,0,0,3,6,2,5,5,1,1,0,0,2,0,7,3,4,3,0,0,0,0,0,1,0,0,2,7,7,3,8,4,0,0,0,5,14,16,15,5,0,0,7,3,3,7
92,0,0,0,0,0,0,0,0,0,0,1,6,6,4,2,0,0,0,0,0,0,2,11,1,0,0,0,0,6,0,5,3,0,0,0,0,0,0,7,2,0,1,0,0,0,0,0,0,0,0,3,3,7,4,5,0,0,0,1,5,11,13,14,4,0,0,7,2,2
93,0,0,0,0,0,3,0,0,2,0,0,0,6,3,3,8,2,0,0,0,0,0,2,10,0,0,0,2,0,12,2,4,6,2,1,0,0,2,0,4,0,0,1,3,1,0,0,0,3,0,0,9,1,4,5,4,2,0,0,0,5,10,13,12,10,0,0,4,0
94,0,0,0,0,0,7,0,0,1,1,0,0,0,3,1,6,9,0,0,0,0,0,0,0,8,0,0,1,0,3,8,1,11,7,2,0,0,1,0,0,1,0,0,8,3,0,0,0,7,0,0,3,7,0,4,3,5,1,0,0,0,3,10,10,15,9,0,0,1
95,0,2,0,0,0,0,3,0,2,0,0,0,0,0,2,2,8,8,2,0,0,0,0,0,2,5,0,2,0,1,0,7,1,13,13,3,0,2,0,0,0,0,0,0,14,4,0,0,0,3,0,1,1,4,6,6,5,5,0,0,0,0,3,7,11,14,5,0,0
96,0,0,0,0,0,3,0,2,2,1,0,0,0,0,0,8,4,7,7,1,0,0,0,0,0,0,3,2,0,6,0,0,10,3,14,10,1,2,0,0,0,0,0,3,4,13,3,0,3,0,0,6,0,0,5,5,8,5,2,0,0,0,0,1,13,10,11,2,0
97,0,8,0,0,0,0,0,0,2,1,0,0,2,0,0,0,8,3,15,5,0,0,0,0,8,0,0,3,0,0,2,0,0,10,5,10,9,1,0,0,0,0,0,0,5,3,9,2,0,0,0,0,2,0,2,13,5,10,1,0,0,0,0,0,3,12,6,7,0
