,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
10,0,0,0,0,0,0,0,0,5,0,4,14,5,0,0,1,13,3,2,0,8,0,0,1,2,0,11,1,0,0,0,0,0,0,0,1,0,17,7,0,0,0,0,0,0,0,0,2,0,1,0,0,2,10,2,0,0,0,0,2,0,5,0,0,0,0,2,0,0,0,0,8,2,0,3
11,0,0,0,0,2,0,0,0,1,3,0,5,14,4,1,5,3,11,2,0,0,6,0,5,0,1,1,10,1,1,0,0,0,0,5,0,1,7,16,8,0,0,0,0,0,1,2,1,2,0,3,0,0,2,11,1,0,0,5,0,2,1,4,0,0,0,0,1,0,0,0,0,6,0,0
12,0,0,0,0,0,0,4,0,0,0,1,0,4,18,8,0,1,7,10,6,0,0,7,0,3,0,0,0,6,0,9,8,0,0,0,5,0,0,6,12,3,4,0,0,0,0,0,0,0,0,0,3,0,0,1,8,0,0,0,3,0,0,0,1,1,0,0,0,5,0,0,0,0,6,0
13,0,0,1,6,0,0,0,1,0,0,0,1,2,8,17,7,0,0,7,8,3,0,0,6,0,9,0,0,1,5,0,6,9,0,0,0,7,0,0,6,14,4,2,0,0,0,0,0,2,0,0,0,5,1,0,1,8,1,0,0,5,0,0,0,0,1,1,0,0,11,1,0,0,0,7
14,0,0,3,1,5,7,0,0,0,0,0,0,0,1,7,16,6,0,0,6,5,0,0,0,2,0,6,0,3,0,2,0,9,16,6,0,1,4,0,0,4,13,3,0,0,0,0,0,1,0,0,0,0,8,0,7,8,11,1,0,1,3,0,7,0,7,4,0,0,1,8,0,0,0,3
15,0,2,0,0,0,1,6,0,0,4,0,0,0,0,0,6,12,5,0,0,2,9,0,0,0,0,0,4,0,2,0,2,0,6,13,11,1,0,0,0,0,3,15,5,0,0,0,0,0,0,0,5,0,0,5,0,3,5,8,0,0,0,1,0,9,0,4,2,0,0,5,4,2,2,0
16,0,7,0,0,0,0,1,4,0,1,2,0,0,0,0,0,3,12,4,0,0,3,8,0,0,0,0,0,2,0,2,0,0,0,4,15,11,1,0,0,0,0,10,13,3,0,0,0,0,0,0,2,1,0,0,3,0,1,3,6,0,0,0,0,3,7,0,2,2,0,1,2,11,9,0
17,0,1,4,0,0,0,0,0,4,5,0,0,0,0,0,0,0,2,8,3,0,5,0,6,0,0,0,0,0,2,0,1,0,0,0,8,12,7,0,0,0,0,1,9,10,3,0,0,0,0,0,4,0,0,0,0,0,0,0,2,3,0,0,0,1,0,4,0,1,0,5,0,3,12,6
18,0,0,0,1,0,0,2,0,0,1,0,0,0,2,0,0,0,2,0,10,0,0,20,10,1,0,0,0,0,0,3,1,0,0,0,0,7,9,4,0,0,2,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,2,9
19,0,0,0,0,1,0,0,1,5,0,0,0,0,0,7,1,0,0,0,0,10,0,10,21,11,0,0,0,0,5,0,0,0,0,1,0,0,7,7,3,0,0,1,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,1
20,0,0,0,2,0,0,0,0,0,1,0,2,8,0,0,7,0,0,0,0,0,6,0,10,17,13,3,0,0,0,0,0,0,0,0,0,0,0,6,9,11,1,0,0,0,0,9,9,0,0,0,0,8,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
21,0,0,6,1,1,3,0,0,0,0,0,0,1,6,0,0,5,0,0,0,0,0,3,0,7,18,11,1,6,0,0,0,6,3,0,0,2,0,0,6,8,9,0,0,0,0,0,9,11,1,0,0,0,14,4,5,3,6,0,0,2,0,0,5,0,3,6,0,0,1,0,0,0,0,6
22,0,0,0,3,0,0,7,0,0,0,0,0,0,5,3,0,0,9,0,4,0,0,1,0,0,8,14,9,0,3,8,8,0,3,0,0,0,0,0,0,1,12,9,0,0,0,0,0,5,9,0,0,0,4,10,1,2,0,3,0,0,0,0,0,6,0,0,4,4,0,0,0,0,0,0
23,0,0,3,0,2,7,0,3,0,0,0,0,0,0,3,2,0,0,9,0,1,0,0,0,0,0,5,10,12,2,0,5,11,7,2,0,1,0,0,0,0,2,10,5,0,0,0,0,1,1,8,0,0,3,3,17,8,5,0,0,1,0,0,7,0,13,3,0,3,4,0,0,0,0,3
24,0,0,0,2,5,1,5,0,3,0,0,0,0,0,0,5,0,0,0,7,0,1,0,2,0,0,0,4,9,12,2,0,4,10,9,1,0,0,0,0,0,0,1,9,4,0,5,0,0,0,6,7,0,0,3,7,16,7,7,0,0,1,0,0,6,3,12,2,0,2,4,0,0,0,0
25,0,3,0,0,1,2,0,3,0,4,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,1,7,13,3,0,1,7,11,1,0,0,0,0,0,3,0,5,2,0,1,0,0,0,8,3,0,0,0,6,13,4,5,0,0,0,0,5,3,2,10,1,0,3,0,3,3,0
26,0,0,9,1,0,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,3,9,9,3,1,4,13,3,0,0,0,0,0,0,0,4,1,0,3,0,0,0,7,9,0,3,3,12,13,3,7,0,0,3,0,8,9,0,8,2,0,1,0,1,9
27,0,1,0,6,1,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,2,6,6,1,5,3,9,0,0,0,0,1,0,0,0,4,0,0,2,0,4,0,4,6,0,0,2,10,12,2,7,0,0,4,0,5,8,0,5,7,0,2,1,0
28,0,0,4,0,5,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,3,0,5,13,5,0,6,0,9,0,0,0,0,0,0,0,0,3,1,0,1,0,2,3,3,13,7,3,1,6,13,3,3,7,0,11,3,1,7,0,2,4,0,0,4
29,0,0,0,3,5,4,6,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,1,0,4,15,5,0,4,0,9,0,0,0,0,0,0,5,0,2,0,5,0,0,1,3,3,12,6,5,0,5,13,3,2,6,1,10,2,0,6,0,0,3,0,0
30,0,0,0,0,3,4,2,4,0,0,0,7,5,0,0,1,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,5,12,5,0,5,7,11,1,0,0,0,0,0,12,2,0,0,2,2,0,8,2,2,12,7,3,0,4,11,2,0,5,1,8,0,0,3,0,0,1,0
31,0,0,0,0,0,1,2,1,9,0,0,0,5,3,5,1,1,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,1,4,11,5,0,4,5,9,0,0,0,5,0,2,11,1,0,0,0,1,0,6,0,2,13,6,2,5,3,9,0,0,4,0,6,0,0,3,0,0,0
32,0,0,0,2,0,0,0,0,0,5,0,2,8,2,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,10,4,2,12,2,5,0,0,0,4,2,2,7,0,0,8,0,3,0,4,0,3,9,6,0,1,1,5,0,0,0,0,8,0,0,0,0,0
33,0,0,0,0,7,0,0,0,0,0,4,0,1,6,2,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,8,4,2,10,1,4,0,0,5,4,1,1,12,2,0,7,0,2,0,3,2,2,8,6,0,0,0,4,0,0,0,0,8,0,0,0,0
34,0,0,0,0,0,4,0,0,0,0,0,2,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,7,0,14,4,0,3,3,0,2,9,1,0,5,0,0,0,2,0,1,7,2,0,0,0,3,0,0,0,0,6,0,0,0
35,0,0,1,6,0,0,2,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,0,0,2,0,0,0,8,1,0,4,4,13,3,0,5,0,0,0,11,2,0,5,0,1,0,0,2,0,4,2,0,0,1,0,0,6,0,0,4,0,1
36,0,0,0,3,5,0,0,0,0,0,0,2,8,1,0,0,3,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,2,8,5,0,0,3,3,12,5,0,1,0,0,8,10,4,0,3,0,1,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0
37,0,0,0,0,8,4,0,0,0,0,0,0,1,6,1,2,0,1,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,6,4,0,0,3,8,12,4,0,6,0,0,7,10,3,0,2,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
38,0,3,0,0,0,5,3,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,4,0,0,0,0,0,0,9,2,0,0,2,4,10,2,0,8,0,0,3,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,3,3,0
39,0,0,3,0,0,0,3,1,0,0,0,7,2,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,0,1,7,2,0,0,7,0,0,0,9,4,8,2,0,10,0,7,2,6,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,3
40,0,0,0,2,0,0,0,2,6,0,0,0,5,0,5,1,5,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,4,0,0,5,0,0,0,6,5,0,0,8,3,8,1,0,9,0,5,0,5,1,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0
41,0,1,0,0,2,0,0,0,2,11,1,0,0,4,0,3,0,4,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,4,1,0,0,6,5,0,0,7,3,12,2,0,6,0,2,0,3,0,0,0,4,0,1,0,0,2,0,0,5,0,1,1,0
42,0,0,7,1,0,5,0,0,0,1,8,1,0,0,3,0,1,0,4,0,0,0,2,0,0,1,0,0,6,0,0,0,6,3,0,0,7,0,0,0,0,0,2,0,0,0,5,5,2,0,6,2,11,8,0,9,3,8,0,0,2,0,0,7,0,4,6,0,0,1,0,3,0,0,7
43,0,3,0,4,0,0,4,0,0,1,0,4,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,4,1,1,0,3,0,2,0,3,0,0,0,0,3,0,0,0,0,1,3,0,0,8,1,8,4,0,6,0,5,0,0,0,0,0,12,2,1,4,0,0,2,0,6,3,0
44,0,0,1,0,2,0,0,1,0,0,0,0,3,0,0,0,8,0,0,0,11,1,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,1,0,4,0,2,0,0,0,0,2,9,0,0,1,0,0,10,0,3,1
45,0,0,0,0,0,0,0,0,6,0,0,0,0,1,5,1,0,6,0,0,1,11,1,1,0,0,0,7,0,5,0,0,0,0,1,2,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,6,0,0,5,0,1,5,0,0,0,0,8,0,0,0,0,0,9,0,2
46,0,0,1,6,0,0,0,0,0,3,0,0,2,0,0,4,0,0,6,0,0,1,8,0,0,6,0,0,8,0,2,0,1,0,0,0,4,0,0,6,2,0,0,0,0,0,4,0,2,0,0,0,2,1,6,0,6,1,0,2,2,0,2,0,0,0,1,5,0,6,0,0,0,7,1
47,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,2,0,3,8,0,0,8,0,0,14,4,0,8,0,0,0,0,0,0,0,12,2,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,1,3,0,4,1,0,0,2,0,0,0,0,0,0,2,0,2,8,0,0,5
48,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,11,1,0,0,12,2,0,6,0,4,12,2,0,8,0,0,0,0,5,0,2,8,0,0,4,2,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4,0,10,2,0
49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,9,0,8,2,9,2,0,3,8,2,10,2,0,4,0,0,0,0,3,8,0,8,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,7,0
50,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,8,0,9,0,6,0,0,0,6,0,8,3,1,1,0,0,2,0,0,5,0,4,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,2,15,5,4
51,0,0,0,0,0,0,0,13,3,0,14,4,0,0,0,0,0,0,4,0,5,0,4,0,19,9,0,13,3,0,6,1,0,0,0,0,0,0,0,3,0,1,0,16,6,0,0,0,0,13,3,0,0,0,0,0,0,0,0,13,3,0,13,3,0,1,0,13,3,0,0,0,5,13,3
52,0,0,3,0,0,7,0,3,11,1,4,13,3,0,0,0,0,0,0,3,0,2,0,3,9,19,9,3,16,6,0,3,4,7,0,0,1,0,0,0,1,0,0,6,13,4,0,0,1,3,12,2,0,3,0,7,7,3,0,3,14,4,3,20,10,7,4,3,12,3,0,0,0,3,16
53,0,0,0,2,5,0,5,0,3,11,1,4,12,2,0,2,0,0,0,0,1,0,0,2,2,9,17,8,6,16,6,0,2,3,9,0,0,0,0,0,0,0,0,0,5,13,9,0,0,0,8,11,1,0,3,0,6,6,5,0,4,14,4,10,19,9,6,3,2,11,3,0,0,0,6
54,0,0,1,6,1,5,0,2,0,1,8,1,6,10,1,0,0,0,0,0,0,0,0,0,0,8,7,14,9,6,13,3,1,2,2,5,2,0,0,0,2,0,0,0,0,4,12,9,2,0,0,4,13,3,0,3,0,7,5,2,2,4,11,4,9,19,10,3,1,8,8,0,0,0,1
55,0,0,0,1,4,1,7,0,0,0,0,9,0,8,8,0,0,2,10,2,0,0,0,0,0,0,6,4,14,7,5,12,3,1,1,0,6,0,10,1,0,4,0,0,0,0,2,13,10,0,0,0,3,13,4,0,3,0,6,2,3,0,1,11,1,9,19,9,5,1,4,6,0,0,0
56,0,7,0,0,0,2,1,5,0,1,0,0,5,0,7,6,0,0,1,10,0,1,0,0,0,0,0,4,4,13,7,5,10,1,0,3,0,3,0,8,0,0,11,1,0,0,0,3,13,8,0,2,0,3,11,2,0,1,0,4,2,2,0,1,14,4,9,17,9,3,2,1,13,7,0
57,0,0,3,0,0,0,6,0,2,0,0,0,0,9,0,4,2,4,0,5,6,0,2,0,0,0,0,0,0,3,21,15,5,7,0,0,0,0,2,0,3,4,1,9,0,0,0,0,3,11,6,0,0,0,1,8,0,0,0,0,0,0,0,0,4,11,1,7,21,11,2,0,3,13,3
58,0,0,0,0,0,0,4,4,0,1,0,0,0,4,6,0,0,6,3,4,1,5,1,0,0,0,0,0,0,0,11,29,19,7,4,0,0,0,0,0,0,7,4,0,5,0,0,0,0,1,9,6,0,0,0,0,5,0,0,0,0,0,0,0,1,1,7,0,11,18,10,0,0,3,9
59,0,0,1,6,0,0,0,1,3,0,0,0,2,0,3,5,0,0,6,1,1,0,2,0,0,6,0,0,1,0,1,17,30,20,8,0,2,0,0,0,2,0,5,1,0,4,0,0,2,0,0,5,8,1,0,0,0,6,0,0,2,0,0,0,0,1,2,4,1,17,15,7,0,0,4
60,0,0,0,0,6,0,0,0,6,3,0,0,0,0,5,4,5,0,0,4,1,1,0,3,0,0,6,0,0,6,0,7,18,28,21,11,0,2,0,0,0,0,0,4,0,5,4,0,0,1,0,0,3,7,0,0,0,0,7,0,0,7,0,0,0,0,0,1,2,7,17,15,6,0,0
61,0,0,0,2,0,4,0,0,0,2,0,2,8,0,0,5,3,2,0,0,3,0,0,0,0,2,0,2,0,0,1,0,8,16,28,18,11,1,1,2,8,0,0,0,3,0,4,6,0,0,0,0,8,2,9,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,7,16,11,2,0
62,0,0,3,0,1,7,3,0,0,0,0,0,0,7,0,0,2,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,3,15,18,24,19,9,1,0,0,7,0,0,0,1,0,3,7,0,0,0,0,11,1,16,7,3,0,0,4,0,0,10,0,7,3,0,0,0,1,6,14,9,5
63,0,2,0,0,0,0,6,1,0,4,0,0,0,0,6,0,0,1,0,1,0,4,0,0,0,0,0,0,0,4,0,0,0,5,12,23,21,15,5,0,0,0,9,0,0,0,0,0,0,5,0,5,0,1,8,6,12,4,0,0,0,3,0,0,12,2,4,1,0,0,4,0,8,16,6
64,0,7,0,0,0,0,0,4,0,1,2,0,0,0,0,4,0,0,0,0,0,1,3,0,0,0,0,0,0,0,4,0,0,0,3,14,23,18,14,4,0,0,7,7,0,0,0,0,0,0,4,2,1,0,0,6,4,10,2,0,0,0,1,0,3,10,0,2,1,0,1,1,7,15,14
65,0,0,13,3,0,3,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,6,0,0,0,6,3,0,4,16,21,18,14,4,0,0,4,6,0,0,0,2,0,0,1,1,7,0,3,9,10,10,0,2,0,0,4,0,6,16,6,0,2,0,0,0,5,21
66,0,2,3,9,2,0,2,0,0,7,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,5,0,0,0,2,0,5,6,12,17,15,10,3,2,0,1,5,0,0,0,0,0,5,0,0,4,0,0,6,7,8,0,1,0,0,6,0,6,14,5,0,6,0,2,2,11
67,0,0,5,3,8,9,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,2,0,3,7,1,0,6,3,12,16,13,9,1,0,0,0,4,0,1,0,0,0,3,3,0,11,7,3,5,3,9,0,0,7,0,13,3,4,13,5,0,3,0,0,5
68,0,0,6,6,2,11,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,2,0,0,6,6,7,0,2,4,3,12,15,11,7,0,0,0,0,4,2,0,0,0,0,9,3,3,14,13,3,2,5,8,0,3,4,3,19,9,3,14,4,0,1,0,6
69,0,7,0,4,5,1,11,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,4,4,9,0,0,3,2,8,15,18,8,0,0,0,0,4,0,0,2,0,0,7,1,4,12,11,1,2,4,6,0,6,2,9,17,9,4,15,5,7,8,0
70,0,2,4,0,3,1,1,9,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,2,0,0,1,9,6,0,0,0,0,7,17,16,6,0,0,0,0,2,0,5,0,0,0,3,0,2,9,9,0,1,2,2,2,2,0,7,16,6,8,11,7,9,5
71,0,3,0,1,0,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,6,0,0,0,3,7,2,0,0,0,0,10,15,12,4,0,0,0,0,1,2,1,0,0,0,0,0,0,7,7,0,0,0,7,0,0,0,6,13,7,4,14,10,6
72,0,0,3,0,3,0,0,0,1,5,4,3,0,0,1,5,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,6,0,5,0,3,7,1,1,0,0,0,9,14,13,6,1,0,0,2,0,2,1,1,0,0,0,5,0,7,8,0,0,0,6,0,0,0,5,11,7,4,12,10
73,0,0,0,5,0,1,0,0,0,0,1,6,11,1,0,1,4,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,4,0,1,0,2,6,3,9,0,0,0,8,12,12,8,1,0,0,0,8,1,3,0,0,0,0,1,0,5,4,0,0,0,5,0,0,2,1,10,3,2,11
74,0,0,0,0,7,0,0,0,1,0,0,2,6,9,2,5,1,2,0,0,0,0,0,5,0,2,2,0,0,1,0,0,0,0,9,0,1,0,1,7,3,7,0,0,0,9,14,13,8,0,2,0,0,8,2,2,0,0,5,0,1,1,4,3,0,0,0,4,0,0,0,1,8,1,2
75,0,1,0,0,0,4,0,0,0,6,0,0,0,5,9,0,1,0,0,0,0,5,0,0,4,0,0,1,0,0,0,0,0,0,0,13,3,0,0,0,3,2,8,0,0,0,9,11,10,7,0,6,0,0,5,0,0,0,0,4,0,1,0,1,4,0,0,0,3,0,5,0,2,9,0
76,0,0,2,6,0,0,2,0,0,0,3,0,2,0,4,8,0,0,0,0,0,0,2,0,0,10,0,0,2,0,0,0,1,0,0,3,15,5,0,0,2,1,0,5,0,0,0,9,13,7,6,0,8,1,0,5,0,1,0,0,6,0,0,0,0,4,1,0,0,9,0,2,0,0,10
77,0,0,0,1,6,0,0,1,5,0,0,2,0,0,5,5,8,0,0,0,0,0,0,3,0,0,10,0,0,7,0,0,0,0,1,0,5,15,5,0,0,0,0,0,4,5,0,0,8,12,7,5,0,7,0,0,3,0,2,0,0,11,1,0,0,0,3,0,0,0,9,0,1,0,0
78,0,0,3,0,0,13,3,0,0,2,0,0,0,0,0,4,2,7,0,0,0,0,0,0,0,0,0,6,3,0,4,0,3,7,0,0,1,5,15,5,0,0,0,0,0,2,4,0,1,4,11,3,3,3,6,7,7,6,0,0,1,1,7,8,0,7,3,0,0,0,0,6,0,0,3
79,0,0,1,9,0,3,11,1,0,0,0,0,2,0,0,0,1,0,7,0,0,0,0,0,0,6,0,0,7,2,0,1,1,3,6,0,2,0,5,15,7,0,0,0,0,0,1,4,2,0,3,7,5,4,3,6,7,8,5,0,2,0,0,7,5,0,8,0,0,6,0,0,4,0,1
80,0,0,1,7,8,0,1,8,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,6,3,0,1,6,0,0,2,1,2,2,2,0,0,5,17,7,0,0,0,0,0,1,6,0,0,0,9,6,4,3,6,8,7,2,2,1,0,0,4,5,1,5,0,6,3,0,0,2,1
81,0,0,0,0,7,6,0,0,13,3,0,0,0,0,5,1,0,0,0,0,5,0,0,1,0,0,6,2,0,6,3,0,0,0,2,1,1,2,0,0,7,15,6,0,0,5,0,0,0,5,0,0,0,8,5,2,1,5,9,6,1,7,0,0,0,2,4,0,3,0,6,3,0,0,1
82,0,3,0,0,0,4,5,0,3,14,4,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,4,0,0,7,4,0,0,0,4,0,0,0,0,0,6,18,8,0,0,4,0,0,0,4,2,0,0,4,2,0,0,2,7,4,0,5,0,5,0,0,2,0,0,1,2,6,3,0
83,0,0,3,0,0,0,2,3,0,4,12,11,2,0,0,1,2,0,1,0,0,0,2,1,0,0,0,0,4,0,0,3,4,0,1,0,4,0,1,7,2,0,8,16,6,0,0,11,1,0,0,1,4,0,7,3,1,0,1,0,7,3,0,4,0,4,0,0,0,0,0,1,0,4,3
84,0,0,1,9,0,0,0,0,2,0,2,12,13,3,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,3,0,0,4,4,0,0,2,1,0,1,9,0,0,6,15,5,0,1,13,3,0,0,3,5,0,7,3,2,0,0,2,6,0,0,1,0,5,0,0,6,0,0,0,0,5
85,0,3,0,0,8,0,0,0,0,3,0,2,8,12,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,4,1,0,1,1,2,0,0,0,0,0,8,3,0,5,13,4,0,3,11,2,2,0,0,1,0,4,0,0,0,0,0,4,0,5,0,0,3,0,0,7,0,3,3,0
86,0,2,0,0,0,4,0,0,0,4,1,0,0,7,11,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,10,1,0,4,12,2,0,1,10,7,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,2,0,4,3,2,5,0
87,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,6,11,1,3,10,1,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4
88,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,6,4,0,4,0,0,1,0,0,0,0,0,0,0,8,8,0,0,0,0,0,1,0,0,0,4,0,0,2,8,0,0,6,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,2,0,0
89,0,0,2,2,0,1,0,1,0,0,0,0,0,0,3,0,1,5,5,0,2,0,0,1,0,2,0,0,2,0,0,4,10,1,0,0,7,0,2,0,0,0,4,0,0,1,7,0,7,3,0,0,0,4,2,1,1,2,0,0,7,0,0,1,0,2,2,0,0,6,0,0,0,2,2
