,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158
10,0,0,0,2,1,2,0,7,0,0,1,0,0,7,0,0,0,0,1,4,0,0,6,0,0,0,3,0,0,7,1,0,0,0,4,0,0,0,6,2,0,0,1,0,0,2,0,0,6,0,1,0,4,0,0,2,5,0,0,1,3,2,0,0,1,0,5,0,2,8,2,2,0,7,0,2,1,0,0,2,0,5,4,0,0,0,0,3,0,2,3,0,0,11,1,0,0,4,0,0,0,0,0,8,0,0,0,8,4,0,0,5,4,0,5,1,0,0,0,1,0,0,4,2,0,4,6,0,0,0,2,0,1,0,7,0,0,0,6,0,0,2,0,1,10,0,9,8,7,3,0,2,0,5,0,7,0,5,2
11,0,0,0,0,0,9,0,0,5,8,0,0,0,0,15,5,8,0,0,0,2,0,8,3,0,0,0,0,0,8,7,9,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,6,8,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0,5,2,0,0,7,0,2,1,0,0,0,8,3,4,0,8,0,0,0,0,2,3,0,1,9,0,0,0,0,0,0,0,0,0,5,0,0,0,6,2,0,0,13,3,8,5,1,0,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,1,0,5,0,0,0,6,0,0,2,0,1,6,0,5,6,5,0,0,0,0,3,0,7,0,3
12,0,0,0,0,0,0,5,8,0,4,8,0,0,0,5,12,4,4,0,0,0,0,0,6,3,0,0,0,0,0,8,6,5,0,0,0,1,0,8,8,1,0,0,0,0,0,0,0,0,0,5,4,0,2,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,3,1,2,0,15,5,0,0,0,0,0,8,1,2,0,4,0,0,0,0,0,0,2,1,11,1,0,0,0,2,0,0,0,0,5,0,0,0,5,0,0,3,9,2,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,8,0,4,8,0,0,0,0,4,0,4,5,1,0,0,0,0,5,0,3,0
13,0,0,0,0,0,8,0,4,6,8,4,5,0,0,8,2,20,10,0,0,0,0,8,0,4,0,0,0,0,8,0,16,6,1,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,8,1,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,2,5,15,5,0,0,0,8,0,8,0,10,0,4,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,0,17,7,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,8,0,3,8,0,0,0,0,0,0,2,2,0,0,0,0,0,5,0,1
14,0,0,0,0,0,0,7,0,1,3,6,3,4,0,0,16,10,19,9,0,0,0,0,7,0,3,0,8,0,0,6,6,13,5,0,0,0,0,0,0,6,1,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,4,0,0,0,8,9,0,0,0,0,0,4,0,0,0,0,0,0,5,13,4,0,0,0,7,0,7,0,9,0,3,0,0,0,0,0,0,0,0,4,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,7,7,15,5,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,1,7,0,0,0,0,0,2,0,4,0,0,0,0,0,5,0
15,0,0,2,2,5,0,2,3,0,0,0,3,4,3,0,6,12,11,21,11,0,1,0,0,5,5,0,0,13,3,0,2,4,15,5,0,0,1,0,0,5,2,0,0,5,0,5,2,0,6,0,1,6,0,2,2,0,0,1,2,0,0,0,9,7,2,0,0,1,1,7,0,0,0,0,0,0,3,18,8,5,0,0,5,0,3,1,7,2,4,0,0,1,0,0,0,5,0,5,1,1,0,6,0,0,0,1,0,0,0,1,1,0,2,3,5,13,3,3,0,0,1,0,0,5,1,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0,2,0,6,5,2,0,2,0,0,0,0,5,0,0,0,0,3,3
16,0,0,0,0,0,3,0,1,1,0,0,0,0,2,1,2,4,8,11,21,12,2,0,0,1,2,4,2,3,11,2,0,0,5,15,5,0,0,0,0,0,3,1,0,0,5,0,1,4,0,4,0,0,6,0,0,0,1,0,2,0,0,2,0,7,3,2,1,0,0,0,5,0,1,0,0,0,0,8,18,8,3,1,0,5,0,0,0,3,0,2,0,0,2,1,0,0,3,0,4,1,3,0,4,0,1,0,1,1,0,0,0,0,0,0,2,3,13,3,2,1,0,2,10,0,1,1,0,0,2,5,0,3,0,1,0,1,0,0,0,0,0,0,0,4,1,0,0,0,10,0,10,0,4,1,1,0,0,4
17,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,2,1,5,11,21,11,2,0,0,0,3,2,0,3,12,2,0,0,5,15,5,0,2,2,0,0,4,0,0,0,1,0,0,3,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,4,3,2,0,0,0,0,5,7,0,2,1,0,0,8,14,8,3,0,0,5,0,0,0,0,0,1,0,7,2,1,0,0,0,0,4,0,2,0,3,0,0,0,1,1,0,0,0,0,0,1,1,3,13,4,2,0,0,3,8,0,0,1,0,0,2,1,0,2,7,0,0,0,2,0,0,2,0,0,0,1,0,0,0,1,8,1,7,1,4,8,0,0,0
18,0,0,4,4,1,0,4,0,0,0,0,0,5,0,0,1,0,7,5,2,11,26,16,4,0,1,0,2,3,0,2,8,1,4,0,5,12,10,0,0,3,0,0,1,1,0,1,5,0,0,0,5,1,0,4,7,0,0,0,0,0,0,1,0,0,4,1,0,7,0,1,0,0,2,7,0,0,1,1,0,9,10,5,3,0,0,10,0,4,5,0,0,6,0,4,0,2,0,5,0,0,3,0,2,0,0,5,0,0,1,6,5,0,4,0,0,1,0,3,11,1,7,0,0,4,13,3,0,2,1,0,3,0,0,0,4,0,0,0,2,0,0,2,1,0,4,1,4,0,0,0,4,6,5,0,1,8,1,0
19,0,0,0,4,5,0,0,0,0,0,0,0,0,3,0,4,0,0,7,2,1,14,22,13,3,1,0,4,3,0,0,0,6,1,1,0,2,11,5,0,1,0,0,0,2,0,1,1,9,0,0,0,3,0,0,4,5,0,8,0,0,0,4,9,0,0,1,0,0,15,5,0,0,0,0,2,0,0,2,0,1,5,6,2,0,0,0,7,0,3,2,0,0,2,0,1,1,0,0,13,3,4,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,1,7,0,3,0,0,3,10,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,2,0,0,0,3,3,1,0,0,8,0
20,0,0,4,4,5,1,4,0,0,0,0,0,5,0,0,0,0,5,4,4,0,6,12,19,10,4,0,0,5,0,0,0,0,10,0,1,0,7,7,1,1,0,0,0,1,0,1,5,0,9,0,5,0,0,4,4,4,2,0,5,0,0,0,3,9,4,0,0,5,5,16,6,0,0,0,0,0,0,1,0,1,0,2,6,0,0,5,0,11,5,3,2,5,0,0,0,2,0,5,3,10,2,4,0,0,0,5,0,0,0,5,5,1,5,0,0,0,0,0,0,0,12,2,0,1,5,0,10,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,5,1,0,0,0,5,1,0,0,0,1,5
21,0,0,0,0,1,2,0,2,0,0,0,7,0,4,0,0,0,0,1,11,5,0,3,19,20,10,3,0,0,2,0,0,0,0,17,7,4,0,5,5,0,0,0,7,0,4,0,0,4,0,6,0,4,0,0,0,3,5,0,1,2,0,0,0,1,5,4,1,0,2,6,14,9,0,0,0,0,0,0,4,0,0,1,0,13,3,0,3,1,8,3,1,0,4,1,0,0,0,0,2,3,9,0,2,7,1,0,8,1,0,0,2,2,0,2,0,0,0,3,0,1,2,13,3,0,0,12,2,7,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,0,4,2,0,0,0,2
22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,1,10,2,0,9,18,18,8,5,0,0,0,0,0,0,7,14,4,1,0,0,3,0,0,0,5,0,2,0,2,1,0,3,0,1,0,0,0,2,6,0,0,0,2,1,0,0,2,3,0,1,1,4,11,5,0,0,0,0,0,0,2,0,0,0,3,10,0,0,0,0,5,0,0,0,3,0,0,0,0,1,0,5,6,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,0,2,9,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
23,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,9,0,0,8,19,15,12,6,0,0,0,0,0,0,5,10,3,0,0,1,0,0,0,1,1,1,2,4,0,0,0,1,0,1,0,0,0,10,2,0,0,4,10,0,0,0,0,2,8,1,0,1,7,2,0,0,0,1,0,1,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,1,0,0,8,0,4,2,3,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,1,0,0,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,1,0,2,0,0,1,0,0,0,2,0,5,0,0,0,0,0,9,0,0,9,20,13,8,6,1,0,0,0,0,0,5,7,5,2,0,0,1,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,10,0,2,0,0,9,0,0,0,0,0,6,0,0,8,6,4,1,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,8,0,3,1,2,0,0,5,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,7,0,0,0,6,1,0,0,0,7,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,7,0,0,0
25,0,0,0,0,0,8,0,0,0,8,0,0,0,0,8,0,8,1,0,0,0,0,8,6,0,0,10,17,9,16,6,9,0,0,0,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,6,0,0,8,5,4,1,0,0,0,8,0,0,0,8,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,5,0,3,0,0,0,0,3,0,0,0,8,0,8,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
26,0,0,0,0,0,0,4,8,0,0,8,0,0,0,0,5,0,4,0,0,0,0,0,6,6,0,0,7,13,8,16,6,5,0,0,0,0,0,9,14,4,0,0,0,0,0,0,0,0,0,1,7,0,2,0,0,0,0,0,0,0,16,6,0,0,0,7,0,0,0,0,0,5,2,0,16,6,2,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,2,0,7,0,0,0,0,2,0,3,0,1,0,0,0,0,2,0,0,0,4,0,8,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,5,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0
27,0,0,4,4,1,0,4,0,5,0,0,5,5,0,0,0,1,5,8,0,0,5,0,0,3,7,0,0,8,9,6,12,5,9,0,0,0,5,0,5,15,5,0,0,1,0,1,4,0,0,0,6,7,0,6,4,0,0,0,0,0,6,15,5,0,4,0,4,5,0,1,0,0,2,2,6,14,6,3,0,1,0,0,8,0,0,5,4,4,5,0,0,5,0,0,0,8,0,5,0,0,1,0,3,0,0,5,0,0,0,7,5,0,4,0,0,8,0,0,0,0,5,0,0,1,5,0,0,4,1,0,1,0,0,0,0,0,5,0,8,0,0,8,1,0,4,0,4,0,0,0,0,5,0,0,0,2,1,0
28,0,0,5,9,6,0,5,0,0,1,0,0,9,4,0,0,0,5,10,4,0,4,1,0,0,5,4,0,2,4,6,2,10,10,5,0,0,4,1,0,7,12,2,0,2,0,2,6,3,0,0,4,5,3,5,11,3,0,0,0,0,0,5,15,5,5,0,0,8,5,2,0,0,0,1,0,4,13,8,0,2,0,0,0,4,0,4,4,9,8,4,0,4,2,0,0,2,5,4,5,0,0,0,0,0,0,4,2,0,0,4,11,1,5,0,0,0,4,0,0,0,4,2,0,2,5,1,0,2,6,0,2,0,0,0,0,0,0,1,0,7,0,0,10,0,5,3,5,3,0,0,0,4,2,0,0,0,4,0
29,0,0,0,1,6,3,0,3,0,0,0,7,0,8,1,0,0,0,1,17,7,0,1,8,1,0,4,3,0,0,3,3,0,6,17,7,3,0,2,0,0,4,11,9,0,5,0,0,5,1,0,0,3,5,0,1,10,4,0,1,0,0,0,5,13,3,5,1,0,5,3,0,3,0,0,0,0,3,10,11,1,0,1,0,7,1,0,2,0,6,6,2,0,3,3,0,0,0,2,1,5,0,0,0,7,1,0,7,3,0,0,1,8,0,2,0,0,0,7,0,1,0,5,2,0,0,12,2,0,0,9,0,0,0,0,0,1,0,0,0,0,5,0,0,8,0,3,0,4,3,0,0,0,3,3,0,0,0,5
30,0,0,0,0,0,4,0,0,13,3,0,0,4,0,6,0,0,0,0,7,16,6,0,0,7,0,0,1,0,0,0,1,0,0,7,16,6,0,0,1,0,10,3,8,5,0,1,0,0,4,0,0,0,2,2,0,0,9,0,0,11,1,0,0,4,10,2,4,0,0,2,2,0,1,0,0,0,0,0,9,7,0,0,0,0,5,0,0,0,0,5,5,0,0,2,2,0,10,0,0,0,2,0,0,0,6,0,0,6,2,0,0,0,5,0,1,0,0,0,6,0,0,0,3,0,0,2,11,1,0,0,5,10,0,0,10,0,0,0,0,0,0,4,0,0,5,0,0,0,2,0,0,0,0,2,1,0,0,0
31,0,0,0,0,0,0,1,0,3,11,3,3,0,3,0,4,0,0,0,3,9,13,4,3,2,4,0,0,0,0,0,0,0,0,3,6,22,12,0,0,0,0,10,6,5,11,1,0,0,0,2,0,0,1,0,0,0,2,5,2,1,10,0,0,0,1,11,4,1,0,0,1,8,0,0,0,0,0,0,6,6,5,2,0,3,0,2,0,0,0,0,4,2,0,2,3,0,0,7,0,1,0,1,0,3,2,3,6,2,5,0,0,0,0,3,0,0,1,6,0,8,0,2,0,1,0,3,1,8,0,6,0,4,9,0,0,12,2,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2,2,0,0,2
32,0,0,0,0,0,0,0,0,0,1,13,3,3,5,1,0,2,0,0,0,2,9,11,3,2,1,6,0,0,0,2,0,0,0,0,8,12,22,12,0,0,0,2,9,5,4,10,0,0,0,0,2,5,0,0,0,5,0,0,4,1,0,8,0,0,0,1,10,4,0,0,0,0,8,0,0,2,0,0,0,5,4,4,2,0,1,0,2,0,0,0,0,4,2,0,1,2,0,0,5,0,0,0,1,0,2,2,2,5,7,5,0,0,0,0,5,0,0,0,8,0,8,0,0,0,1,0,8,0,7,0,5,0,4,9,0,2,12,2,0,0,0,0,0,1,0,0,3,5,0,0,0,0,2,0,2,2,0,0
33,0,0,0,0,0,0,0,0,0,0,3,10,0,0,2,3,0,0,0,0,0,0,6,8,2,0,0,8,0,0,0,0,0,0,0,0,5,12,17,7,0,0,0,0,7,2,2,7,2,0,0,0,0,2,0,0,0,4,1,0,0,0,2,9,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0,0,0,0,1,2,4,2,0,0,0,0,2,0,0,0,7,0,7,0,0,0,0,0,6,0,4,0,1,0,0,5,0,2,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0
34,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,3,4,3,0,4,9,0,0,0,0,0,0,0,0,4,7,12,8,0,0,0,1,3,3,2,11,1,0,0,0,0,2,0,0,0,12,2,0,0,4,10,6,0,0,0,0,15,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,6,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,1,7,0,5,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,3,0,0,0,0,0,0,0,2,2,0,2,2,6,0,0,0,0,0,0,0,0,0,2,10,4,0,0,0,0,1,0,4,8,0,0,0,0,0,0,0,0,2,11,1,0,2,5,7,3,0,0,0,5,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,7,0,0,1,7,0,2,0,0,0,6,0,0,0,1,0,2,0,0,0,0,9,4,1,0,2,0,0,0,3,6,0,0,2,0,0,0,7,0,9,10,1,0,0,4,4,5,7,0,0,5,13,6,0,0,0,0,0,0,2,0,0,7,0,1,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,3,4,1,2,1,7,0,2,7,0,0,0,0,0,0,0,0,2,2,0,7,0,7,6,0,2,1,0,0,0,2,2,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,7,0,0,0,7
37,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,1,3,0,0,0,0,0,5,0,0,0,0,0,0,8,8,0,0,9,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,2,0,8,18,8,0,0,0,6,5,3,0,0,3,12,8,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,2,0,2,0,0,1,3,0,2,6,0,0,0,0,0,0,0,2,1,2,0,3,0,6,2,0,0,0,0,0,0,0,1,0,2,0,0,5,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
38,0,0,4,4,1,0,4,0,5,0,0,0,5,0,0,0,0,5,4,0,0,6,0,0,0,2,1,0,1,0,0,0,4,4,0,0,0,5,0,4,9,0,0,6,3,0,1,4,0,0,0,7,2,0,6,4,0,0,0,0,0,8,17,7,0,4,0,3,10,2,1,0,2,9,8,0,6,0,1,0,1,0,0,0,2,0,5,0,4,5,0,0,5,0,0,0,10,0,5,0,0,1,0,2,0,0,6,0,0,2,11,5,0,4,0,0,0,0,0,0,0,5,0,0,7,7,0,0,1,1,0,1,0,1,0,0,0,0,1,8,0,0,8,1,0,4,0,4,0,0,0,0,5,0,0,0,9,1,0
39,0,0,0,1,1,0,0,3,0,3,0,3,0,4,0,0,0,0,2,7,2,0,4,3,2,0,2,0,0,0,0,0,0,1,7,0,6,0,4,0,1,8,0,3,3,9,0,0,2,0,0,0,6,3,0,3,3,2,0,2,0,0,7,13,6,0,5,2,0,6,0,0,6,2,8,7,0,5,0,7,0,0,2,0,3,0,0,4,0,1,4,0,0,5,2,1,0,9,0,1,1,0,0,0,5,2,0,12,2,0,1,8,3,0,2,0,0,1,6,0,2,0,7,0,0,4,10,0,0,0,7,0,0,0,1,0,2,0,0,0,7,0,0,5,0,0,3,0,3,0,0,0,0,5,2,0,0,7,3
40,0,0,0,0,0,0,0,0,2,0,5,0,3,5,2,0,0,0,0,1,6,2,0,3,2,1,2,0,0,0,2,0,0,0,0,12,2,6,0,3,0,0,10,0,2,2,8,0,0,2,0,0,5,5,2,0,8,2,0,0,1,0,0,5,13,5,0,4,2,0,5,0,0,6,2,7,9,0,4,0,6,0,0,2,0,1,0,0,3,0,1,4,0,0,4,1,0,0,9,0,0,0,0,0,0,4,2,2,11,7,0,1,6,2,0,4,0,0,0,8,0,2,0,5,0,0,3,15,5,0,0,6,0,0,0,0,0,2,0,0,0,6,0,0,5,0,0,2,5,1,0,0,0,2,4,2,0,0,6
