,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187
10,0,0,0,0,0,4,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,4,0,0,0,5,0,5,0,2,14,17,8,0,0,0,0,0,1,0,0,4,5,0,0,4,6,0,0,0,0,0,2,1,0,5,0,0,0,0,0,0,2,1,1,0,0,5,0,4,5,0,0,2,0,0,6,5,0,0,0,0,0,2,9,3,0,0,0,0,5,0,0,0,0,0,0,0,4,5,1,0,0,5,0,2,10,6,0,0,5,0,1,0,0,0,0,0,5,1,0,5,4,0,2,6,1,0,0,0,0,0,0,4,0,5,0,0,0,0,0,1,5,2,9,0,5,0,10,6,0,0,0,0,5,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,4,10,6,4,8,7,0,0,0
11,0,0,0,0,0,4,8,9,10,2,0,0,0,0,0,0,0,0,0,0,0,5,2,2,1,0,0,0,5,1,4,4,2,7,10,14,5,0,0,0,0,0,0,0,2,1,2,0,4,9,2,0,0,0,0,2,0,0,5,2,0,0,0,0,0,2,0,0,0,0,5,2,4,8,1,0,0,1,0,0,11,1,0,0,0,0,2,6,6,2,0,0,0,0,1,0,0,0,0,0,0,4,8,4,0,0,5,1,2,7,9,2,0,5,1,0,0,0,0,0,0,5,4,0,5,4,0,2,1,3,0,0,0,0,0,0,4,0,5,2,0,0,0,0,0,6,1,0,5,5,1,4,15,5,0,0,0,5,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,4,8,14,8,6,5,3,0,0
12,0,0,8,0,0,0,0,4,5,18,10,8,0,8,8,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,2,0,0,4,8,14,4,0,0,0,0,0,0,0,2,1,0,0,0,17,10,0,0,0,0,0,0,0,3,0,8,0,0,8,0,0,0,0,8,0,3,0,0,6,0,0,0,0,8,1,10,0,0,0,0,0,0,4,4,2,8,8,0,0,0,8,0,0,0,0,0,0,8,2,8,0,2,0,0,4,8,0,0,2,0,0,0,0,8,0,0,5,2,0,5,12,2,0,1,2,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,8,1,3,0,5,23,13,1,0,0,5,4,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,4,3,0,1,0,0,4,10,4,4,13,3,0
13,0,0,8,5,0,0,0,0,0,13,26,18,8,8,16,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,8,12,3,0,0,0,0,0,0,0,2,0,0,0,8,25,15,3,0,0,0,0,0,0,1,8,5,0,8,4,0,0,0,8,4,0,0,0,0,5,0,0,0,8,4,0,8,0,0,0,0,0,0,2,4,10,16,8,0,0,8,5,0,0,0,0,0,0,6,10,4,0,0,0,0,3,6,0,0,0,0,0,0,8,6,0,0,3,0,0,13,8,0,0,0,2,8,5,0,0,0,0,0,0,1,0,0,0,0,0,0,2,8,4,0,0,0,13,22,13,3,0,0,5,2,0,0,0,0,8,5,0,0,0,0,0,8,6,0,0,4,3,0,0,0,0,0,6,2,12,10,0
14,0,0,8,5,3,0,0,0,0,8,21,34,24,16,16,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,11,1,0,0,0,0,0,0,0,0,0,0,8,16,24,14,2,0,0,0,0,0,0,9,5,4,8,4,1,0,0,8,4,2,0,0,0,0,5,0,0,8,4,3,0,7,0,0,0,0,0,0,2,12,18,16,6,0,8,5,4,0,0,0,0,0,0,14,6,1,0,0,0,0,1,2,0,0,0,0,0,8,6,2,0,0,0,0,8,9,6,0,0,0,10,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,2,0,0,8,12,22,13,3,0,0,3,0,0,0,0,8,5,5,0,0,0,0,8,6,2,0,0,4,3,0,0,0,0,0,4,10,9,7
15,0,0,0,5,4,0,0,0,0,0,11,22,33,23,14,15,15,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,1,5,8,0,0,0,0,0,0,0,0,0,0,0,6,15,21,13,3,0,0,0,0,0,0,6,4,2,4,1,0,0,0,5,3,0,0,0,0,0,4,0,0,5,3,13,3,6,0,0,0,0,0,0,2,10,17,15,5,0,5,4,1,0,0,0,0,10,4,11,5,0,0,0,0,0,0,1,0,0,0,0,0,7,3,1,0,0,0,0,4,8,4,0,0,0,6,1,12,2,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,7,12,21,11,2,0,10,0,10,0,0,0,5,4,4,0,0,0,0,7,3,1,0,0,3,0,0,0,0,0,0,2,9,8
16,0,0,8,0,3,0,0,0,0,8,8,19,23,41,31,19,13,15,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,2,5,0,0,0,0,0,0,0,0,0,8,8,5,12,19,9,0,0,0,0,0,8,0,5,12,2,1,1,0,8,0,3,0,0,0,0,0,0,2,8,0,4,3,12,2,4,0,0,0,0,0,8,10,10,14,11,13,3,4,1,0,0,0,0,0,18,8,8,1,0,0,0,0,0,0,0,0,0,0,8,0,3,3,0,0,0,8,0,2,8,3,0,8,0,3,2,8,1,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,8,0,7,12,17,11,2,0,7,0,8,0,8,0,5,4,4,0,0,8,0,3,3,1,0,0,0,0,0,0,0,0,8,0,6
17,0,0,8,5,0,0,0,0,0,8,16,16,17,31,49,39,27,13,15,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,8,16,7,2,10,15,6,0,0,0,0,8,5,0,13,8,0,1,0,8,4,0,0,0,0,0,0,0,0,10,4,0,2,2,10,0,0,0,0,0,0,8,16,10,7,10,19,10,2,1,0,0,0,0,0,8,14,5,4,0,0,0,0,0,0,0,0,0,0,8,6,0,3,1,0,0,8,4,0,2,7,3,8,5,0,1,0,7,0,0,0,0,0,0,0,0,0,0,8,4,0,1,0,8,7,0,7,8,17,11,1,0,5,0,8,8,5,0,5,4,4,0,8,6,0,3,3,1,0,0,0,0,0,0,0,8,5,0
18,0,0,0,7,3,0,0,0,0,0,6,13,14,21,37,47,37,25,11,13,13,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,8,8,0,0,8,0,0,0,0,0,0,0,6,13,6,0,9,13,4,0,0,2,0,16,6,3,12,7,0,3,0,7,3,0,0,2,0,0,0,0,0,9,1,0,0,0,8,0,0,0,0,0,0,6,14,8,11,9,27,17,5,0,0,0,0,0,0,7,12,4,3,8,0,0,0,0,0,0,0,0,0,6,5,0,2,0,0,0,7,2,0,0,5,0,10,2,0,0,0,6,0,0,4,0,0,0,0,2,0,0,7,6,0,0,0,5,5,0,6,7,15,8,1,0,3,0,5,16,6,0,3,2,3,0,6,5,0,1,1,0,0,0,0,0,0,0,0,6,3
19,0,0,0,0,4,8,5,5,5,0,0,3,13,11,25,37,47,37,25,11,12,17,7,1,0,0,0,0,4,0,9,0,1,4,0,0,0,0,0,4,7,8,0,0,9,0,0,0,5,4,0,0,3,10,3,1,6,11,8,0,0,0,6,12,2,4,9,7,0,0,4,4,8,5,0,0,0,0,0,0,4,5,0,0,0,0,9,5,0,0,0,0,0,6,11,7,7,17,23,14,4,5,5,0,0,0,4,4,13,8,2,4,0,4,0,0,0,0,0,0,0,10,5,0,6,0,0,1,7,0,0,0,1,0,9,0,5,0,4,3,0,0,1,0,0,4,0,0,0,4,3,11,4,0,0,5,3,4,6,5,12,9,0,0,1,0,6,14,6,0,1,0,0,0,11,5,0,1,1,5,5,5,1,1,0,0,0,3
20,0,5,0,0,0,4,8,5,5,5,0,0,3,13,15,30,37,52,42,30,16,11,16,6,6,0,0,1,0,3,0,9,0,0,3,0,0,0,0,0,2,7,7,0,0,10,0,0,0,4,4,0,0,1,9,1,0,7,10,7,0,0,0,4,12,2,2,14,5,0,0,3,4,8,3,0,1,5,0,0,0,2,4,0,0,0,0,9,4,0,5,0,0,5,5,8,7,7,15,21,13,4,5,10,0,0,0,3,3,12,6,0,3,0,3,0,0,0,5,0,0,0,15,5,0,11,1,0,1,6,0,5,0,0,0,8,0,3,0,3,3,0,0,2,1,0,2,0,0,0,2,3,10,4,0,5,6,2,9,5,4,11,8,0,1,1,0,7,19,9,1,0,0,0,1,16,10,5,6,1,5,5,3,0,0,0,0,0
21,0,5,5,0,0,0,4,8,5,5,5,0,0,3,13,20,30,42,57,47,35,21,10,14,11,4,0,1,0,0,3,0,7,0,0,2,0,0,0,0,0,2,6,5,0,1,9,0,0,0,4,4,0,0,0,7,0,1,6,9,5,0,0,0,4,10,0,7,12,5,0,0,3,4,6,1,1,6,5,0,0,0,1,2,0,0,0,0,8,4,5,5,0,5,4,2,8,5,5,13,20,13,4,10,9,0,0,0,1,2,10,4,0,2,0,2,0,0,5,5,0,0,5,14,4,5,11,1,0,0,4,5,5,0,0,0,8,0,2,0,3,0,0,1,3,0,0,1,0,0,0,2,2,10,2,5,6,5,7,8,4,3,10,7,1,1,0,1,12,18,10,0,0,0,0,6,21,15,10,6,1,5,3,1,0,0,0,0
22,0,0,1,1,0,4,4,8,12,2,1,1,0,0,3,12,20,30,43,54,46,40,30,18,13,7,1,0,6,0,4,2,2,12,2,0,0,0,0,0,0,0,0,5,7,0,0,5,4,5,0,0,0,0,0,2,3,0,6,3,5,1,0,0,0,6,6,0,3,8,10,0,4,7,0,2,0,0,5,1,5,0,0,0,0,0,2,4,0,7,3,1,1,0,1,4,0,7,1,3,11,24,17,7,7,5,5,0,2,6,1,6,1,5,0,0,0,0,0,1,2,5,0,4,19,9,1,13,3,0,0,3,1,2,0,0,4,4,5,0,0,3,0,0,0,8,0,0,0,5,0,4,7,0,6,1,2,11,4,4,5,6,0,7,4,0,0,0,2,9,15,7,0,0,4,0,11,20,14,14,10,5,7,5,0,0,0,0
23,0,0,0,8,4,0,1,1,5,9,0,0,0,0,0,2,11,20,31,46,53,43,43,33,21,11,4,0,0,6,0,3,0,2,12,2,0,0,0,0,0,0,0,0,2,6,0,0,2,0,2,0,0,7,3,0,2,2,0,9,3,2,0,0,0,0,13,4,0,0,4,11,1,1,7,0,1,0,0,2,0,3,0,0,3,3,0,0,7,0,5,0,0,0,0,0,1,0,5,8,1,12,21,15,5,4,1,5,0,0,5,0,9,0,5,0,1,7,0,0,4,0,3,1,9,17,7,3,12,2,0,0,0,0,0,0,0,2,0,8,0,0,3,0,0,0,8,3,0,0,5,0,0,4,0,4,0,1,9,3,1,3,3,3,6,1,0,0,0,1,8,16,6,3,0,2,1,9,18,11,11,7,2,4,8,0,0,0
24,0,5,0,0,7,4,0,1,1,5,9,0,0,0,0,5,2,16,25,36,44,52,42,41,38,28,16,5,0,0,6,0,1,0,2,11,1,0,0,0,0,0,0,0,0,3,5,0,0,1,0,2,0,0,6,1,0,3,1,0,7,3,0,0,0,0,3,18,8,0,0,3,11,1,0,5,1,6,0,0,1,0,2,0,0,2,1,0,0,7,5,5,0,5,0,0,0,0,0,3,7,2,12,26,16,5,3,0,3,0,0,3,0,8,0,4,0,0,12,2,0,3,5,2,0,14,17,7,3,11,1,5,0,0,0,0,0,0,1,0,8,0,0,4,1,0,0,7,3,0,0,5,0,0,2,5,5,0,6,8,2,0,2,2,4,6,0,1,5,0,2,7,16,6,3,5,7,6,14,18,11,11,5,0,3,8,0,0
25,0,0,13,3,0,3,0,0,0,9,13,17,7,8,8,0,3,6,16,26,33,42,50,40,41,37,27,16,6,0,0,4,0,0,0,1,11,1,0,0,0,0,0,0,0,0,3,2,0,0,9,8,1,0,0,2,0,0,0,0,0,15,5,0,8,0,0,8,16,16,6,0,1,7,0,0,5,1,4,8,0,0,0,1,0,0,0,0,0,0,7,13,13,3,2,0,8,0,0,0,0,3,2,14,24,24,14,2,0,0,0,0,1,0,5,0,2,0,2,20,10,0,3,3,0,4,22,13,5,3,10,1,13,3,0,0,0,0,0,0,0,4,0,0,4,0,0,0,15,5,0,0,1,8,0,2,5,1,0,6,6,0,0,0,2,12,3,0,1,5,0,0,15,14,4,3,5,7,6,10,14,7,7,1,0,11,5,0
26,0,0,3,14,5,0,0,0,0,0,7,11,16,6,6,7,0,2,6,18,25,32,44,48,39,41,36,27,17,8,0,0,2,0,2,0,1,10,1,0,0,0,0,0,0,0,0,5,0,0,0,7,8,2,2,0,4,0,0,2,1,5,14,5,0,6,1,0,9,14,13,13,3,0,8,0,0,4,0,2,5,0,0,0,3,2,0,0,2,0,0,5,11,12,5,0,0,7,0,1,0,0,0,4,13,22,21,16,6,0,0,0,2,0,2,4,7,3,0,10,22,12,0,10,0,0,12,20,12,5,3,9,3,12,2,0,0,0,0,2,0,0,6,0,0,1,1,2,5,12,6,0,0,0,8,0,2,2,0,0,5,6,0,2,0,2,11,3,0,1,5,7,5,17,11,3,2,4,6,3,7,11,5,5,3,1,13,7
27,0,0,0,4,11,6,1,1,1,0,0,3,10,12,2,4,6,0,0,8,17,27,34,49,46,36,37,33,29,19,9,0,5,4,0,0,0,0,6,0,0,0,0,0,5,0,0,0,6,2,0,0,3,5,0,7,0,1,2,0,0,0,4,10,1,5,3,0,0,5,16,11,14,4,0,4,0,0,3,0,4,1,0,0,0,0,7,1,0,1,0,0,1,9,9,6,0,0,3,0,0,1,1,0,3,10,24,18,21,11,0,0,0,4,0,1,2,4,1,0,10,24,14,2,12,2,2,17,19,9,1,1,5,2,10,0,1,0,2,0,1,1,0,3,0,2,0,0,0,7,9,7,2,0,0,6,0,4,0,0,0,8,2,0,0,0,1,8,1,0,0,3,3,7,18,9,1,0,2,7,4,8,16,10,2,0,3,10
28,0,0,8,0,2,7,2,0,0,9,8,8,1,18,20,10,2,6,0,0,7,15,25,39,49,45,35,37,29,26,16,7,0,1,1,0,0,0,0,3,0,0,0,0,0,5,0,0,0,2,10,8,0,0,3,0,4,0,0,0,0,8,0,3,18,8,2,3,0,8,6,14,7,10,2,0,4,0,0,11,1,3,0,0,0,0,0,3,0,0,1,8,8,1,6,5,14,4,0,0,0,0,0,1,0,11,14,21,14,17,8,0,0,0,1,0,0,0,4,9,0,12,24,14,2,12,10,7,15,19,9,1,9,2,0,8,0,0,0,0,0,0,0,0,3,0,0,0,8,0,5,5,3,10,0,0,6,0,4,0,0,0,6,0,0,8,0,1,8,1,0,0,11,1,8,18,9,1,0,0,3,0,6,12,8,10,0,0
29,0,0,0,4,0,6,11,6,4,0,5,4,7,8,14,19,9,1,5,0,0,12,15,27,38,45,42,32,42,32,30,20,9,5,0,0,0,0,0,0,2,0,0,0,2,0,2,0,4,5,0,6,4,0,0,5,0,1,5,0,0,0,7,0,8,20,10,1,0,0,13,4,18,11,6,0,0,3,0,1,16,6,0,0,0,0,2,4,0,0,0,0,4,7,0,6,4,13,3,0,0,4,4,0,0,1,16,11,23,19,16,6,0,5,0,0,0,0,0,0,6,5,14,21,19,9,8,12,6,12,15,8,0,6,0,0,12,2,5,0,0,0,0,0,0,8,0,0,0,13,3,9,10,0,6,0,0,11,1,1,0,2,0,3,0,0,7,0,0,5,0,0,1,8,5,8,17,8,0,4,4,7,2,8,9,4,6,0
30,0,0,0,0,3,0,3,8,3,2,0,3,3,5,6,13,18,8,0,4,0,2,11,17,26,37,55,45,33,41,31,29,19,7,4,10,0,0,0,0,0,1,0,0,0,1,0,1,0,1,3,0,5,1,0,0,4,0,0,4,0,0,0,6,0,10,17,9,0,0,3,12,8,15,9,5,0,0,2,0,6,15,16,6,0,0,0,0,3,0,0,0,0,3,6,0,4,3,12,2,0,0,1,3,10,0,6,15,13,20,16,15,5,0,4,0,0,0,0,0,0,3,4,13,18,18,8,4,11,4,11,14,6,0,2,10,2,11,1,4,0,0,0,0,0,0,6,0,0,3,11,1,6,8,0,5,0,1,10,0,11,1,12,2,2,0,0,6,0,0,4,0,0,0,5,4,7,16,7,0,1,1,3,0,7,7,3,5
31,0,0,0,0,0,3,0,3,8,1,0,0,8,1,3,6,18,18,8,0,2,0,1,10,17,27,43,57,47,35,41,36,28,18,6,3,10,5,0,0,0,5,0,0,0,2,1,0,1,0,0,1,0,4,0,0,0,6,0,0,2,0,0,0,4,0,9,17,7,0,0,2,12,8,13,8,7,0,5,0,0,5,14,15,5,0,0,0,0,8,0,0,0,0,2,4,0,2,2,11,1,0,0,1,2,8,0,5,14,12,18,15,14,4,0,4,0,0,0,0,0,0,3,3,12,18,16,7,9,11,3,11,12,3,0,1,10,1,10,0,9,0,0,2,2,0,0,5,0,0,1,11,1,4,7,0,7,0,1,10,1,10,2,11,4,0,0,2,6,0,2,3,0,0,0,5,4,7,16,7,0,1,0,2,0,5,6,2
32,0,0,0,0,0,5,8,5,8,4,0,0,0,4,0,3,8,18,18,8,0,6,0,2,10,17,31,43,61,51,40,41,37,32,22,10,0,10,1,0,0,0,4,0,1,0,0,0,5,5,0,0,0,0,1,1,0,0,10,0,0,0,0,0,0,5,0,9,13,3,4,0,7,17,7,9,6,7,0,1,4,0,4,10,12,2,1,5,0,0,8,0,0,0,0,1,0,0,0,1,10,6,5,0,0,0,12,2,6,18,11,14,12,18,8,0,1,0,0,0,0,4,0,0,7,12,14,17,7,6,7,3,7,9,2,0,6,6,5,7,0,8,0,0,0,6,0,0,1,4,0,6,15,5,0,7,0,11,1,0,7,2,7,1,9,0,0,0,2,3,0,0,0,0,5,0,5,4,7,21,12,5,2,1,0,0,2,3
33,0,0,0,0,0,1,6,9,6,4,0,0,0,0,0,0,2,8,16,15,7,2,3,5,0,6,21,31,47,58,52,42,46,39,29,18,8,0,6,0,0,0,0,3,5,0,0,0,1,7,1,0,0,0,0,6,0,0,2,7,0,0,0,0,0,5,2,0,6,9,5,2,1,8,14,4,6,4,6,0,3,0,0,0,7,9,7,2,2,0,0,4,0,0,0,1,0,0,0,0,0,11,7,3,0,0,2,9,7,8,17,7,11,14,15,7,0,0,0,0,0,2,2,0,2,5,8,19,16,6,2,5,0,5,7,0,1,2,8,2,6,1,5,0,0,2,3,0,0,3,1,1,8,11,1,0,4,2,9,0,0,10,0,4,0,5,0,0,0,0,0,0,0,0,1,3,0,3,2,11,22,13,10,7,0,0,0,0
34,0,0,0,0,0,5,6,11,14,4,0,0,0,0,0,0,0,2,8,13,14,11,1,4,5,0,11,19,35,48,63,53,43,50,40,28,15,8,0,5,0,0,0,0,4,3,0,0,5,5,3,0,0,0,0,1,3,0,4,0,3,0,0,0,0,1,2,2,0,2,13,3,7,6,4,10,2,6,4,2,4,0,0,0,0,4,10,12,2,2,0,0,0,0,0,0,0,0,0,0,0,5,16,7,0,0,4,0,10,11,7,13,4,15,11,14,4,0,0,0,0,4,2,0,4,2,1,9,19,13,3,2,1,0,4,4,5,0,6,5,2,5,0,3,0,4,0,0,0,4,0,6,5,4,7,1,0,8,2,6,0,1,7,0,2,0,4,0,0,0,0,0,0,0,5,1,3,0,3,7,16,27,17,11,4,0,0,0
