,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109
10,0,0,0,0,0,0,0,9,0,10,8,3,0,5,0,0,0,0,3,2,0,0,0,0,0,7,0,0,1,0,0,4,0,0,0,0,2,11,1,0,3,0,8,0,4,0,1,0,0,0,5,0,5,5,1,0,0,1,5,3,0,0,0,2,8,6,0,1,2,5,2,10,2,1,7,0,1,0,0,0,1,0,0,0,0,0,0,4,6,0,1,0,3,0,0,0,0,0,5,0,3,0,1,5,0,0,2,1,1,0
11,0,0,0,0,0,0,0,0,13,3,7,4,0,0,2,0,0,4,5,0,7,0,0,0,0,0,7,0,0,0,1,5,1,5,0,0,0,2,7,6,0,8,0,5,0,5,0,0,0,0,0,1,0,5,5,0,4,1,2,2,0,0,0,0,0,6,2,0,0,2,1,0,8,0,1,7,0,0,0,5,0,0,0,0,0,0,0,1,1,11,1,2,0,0,0,0,0,0,0,5,0,0,0,1,2,4,5,7,1,0
12,0,0,0,0,0,0,0,0,3,11,5,4,2,0,0,6,0,0,3,3,0,4,0,0,0,0,0,15,5,0,0,0,3,0,3,0,0,0,0,6,4,0,6,2,3,0,7,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,5,0,0,5,4,0,0,3,0,0,0,0,8,0,0,0,1,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,4,5,0
13,0,0,0,0,0,1,0,0,0,2,8,2,4,1,1,0,5,0,0,9,0,2,6,0,0,0,0,5,15,5,0,0,1,0,1,3,0,0,2,0,5,1,0,3,2,0,0,7,0,2,0,0,0,0,0,4,0,0,0,0,0,1,6,0,0,1,0,2,0,0,0,0,0,0,4,0,0,2,5,0,0,4,0,0,0,0,10,0,2,0,0,6,0,0,0,2,0,0,0,0,0,5,0,0,6,0,0,0,3,7
14,0,0,0,0,8,0,0,0,0,0,0,16,6,2,0,0,0,1,0,0,5,0,0,6,0,0,0,0,5,15,5,0,0,0,0,1,3,0,0,0,0,1,1,0,3,0,0,0,15,5,0,8,0,0,0,0,0,0,0,0,8,0,0,6,0,0,9,0,2,0,8,0,0,8,0,4,0,0,0,1,0,0,12,8,0,0,0,7,0,0,0,0,3,0,0,0,10,0,0,0,0,0,5,0,0,2,0,0,0,2
15,0,0,0,0,0,9,0,0,0,0,0,6,16,6,3,0,0,0,0,6,0,7,2,0,5,0,0,0,0,5,12,2,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,5,17,7,0,7,0,0,1,0,0,0,0,0,9,6,0,3,0,0,8,0,1,0,7,0,0,7,0,4,0,1,0,1,1,2,9,8,0,2,0,9,0,0,0,0,3,0,2,0,7,0,0,0,2,0,4,6,0,0,0,0,2
16,0,1,1,0,0,0,8,2,0,1,0,0,7,18,8,0,1,0,0,0,4,0,7,3,1,7,1,0,1,1,2,10,2,0,0,2,1,1,2,0,5,0,5,0,1,0,0,1,0,7,19,9,2,9,1,0,0,0,0,1,0,0,8,7,0,8,0,0,13,3,1,5,12,2,2,8,1,1,0,0,1,1,1,2,8,6,0,0,0,7,1,0,0,1,4,0,2,0,9,1,5,0,3,2,3,3,0,0,1,0
17,0,5,6,0,0,0,0,8,1,5,0,0,0,8,17,7,5,0,0,0,0,2,0,12,8,1,12,2,0,0,0,2,9,2,0,0,7,6,0,2,1,5,1,2,0,0,0,0,1,0,9,19,9,2,14,4,0,0,0,0,1,0,0,13,4,1,8,0,3,13,3,2,6,12,2,7,7,0,0,0,0,0,1,1,0,6,5,0,0,0,12,2,0,0,6,2,0,1,0,14,4,3,5,3,1,2,3,0,5,0
18,0,0,3,3,0,3,0,0,4,0,2,0,0,0,11,14,5,1,0,0,0,0,3,2,10,7,2,11,1,0,0,0,5,6,5,0,0,5,4,0,1,0,4,0,1,0,0,0,0,0,0,9,18,8,4,17,7,0,0,0,0,4,0,3,10,3,0,5,0,3,10,2,1,3,11,1,6,4,3,0,0,3,0,0,8,0,7,3,1,0,2,9,0,0,0,4,0,0,0,4,13,3,1,4,3,0,0,0,0,3
19,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,19,11,5,0,0,0,0,0,0,0,8,4,6,7,0,1,0,0,4,2,1,0,0,0,3,0,0,0,5,0,2,1,0,0,0,0,0,8,16,6,7,17,8,1,0,0,0,1,0,4,7,0,0,2,0,0,7,0,0,1,8,0,14,4,2,0,0,0,0,0,12,2,7,0,0,0,3,7,0,0,0,0,0,0,0,3,8,0,0,1,3,0,0,0,0
20,0,1,1,0,0,0,0,2,0,1,0,1,1,2,0,9,20,10,3,0,0,0,0,1,1,2,9,2,7,8,0,0,0,0,4,3,2,1,0,0,8,0,5,0,6,0,0,2,0,0,2,0,2,10,17,7,7,14,5,2,0,0,0,2,0,9,7,0,5,4,0,5,12,2,2,2,9,4,14,4,3,0,0,0,0,2,12,2,7,0,1,0,2,8,1,0,0,0,2,1,5,3,9,2,0,0,1,0,1,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,9,0,0,0,0,0,0,0,1,6,0,5,6,0,0,0,0,2,2,1,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,1,9,14,5,5,12,3,0,0,0,0,0,0,6,3,0,4,1,0,4,9,1,1,0,7,4,13,3,0,0,0,0,0,2,10,0,6,0,0,13,3,7,0,0,13,3,1,0,1,2,8,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,14,11,1,8,0,0,0,0,0,0,8,2,1,2,0,0,0,2,0,0,9,0,0,0,7,0,2,0,0,2,0,8,0,0,0,0,0,8,10,1,2,14,4,0,2,0,0,0,0,5,3,0,3,1,0,3,8,0,3,0,6,3,15,5,0,0,0,0,0,0,10,0,4,0,3,15,5,15,5,3,12,2,1,8,0,1,10,0,0,0,0,8
23,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,6,13,11,1,7,0,0,5,0,0,0,8,1,1,1,0,0,0,2,0,0,9,2,0,2,4,0,1,0,0,0,0,13,3,5,5,0,0,7,9,0,4,12,3,0,2,0,2,0,0,7,8,0,5,3,0,8,8,0,1,0,6,5,14,4,0,0,0,0,0,0,10,0,3,0,5,15,5,13,4,8,12,4,0,8,5,0,9,0,0,0,0
24,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6,0,0,0,0,8,9,19,9,5,0,0,3,0,2,2,4,0,0,0,0,2,0,0,8,0,9,0,0,0,6,0,0,2,0,8,3,12,2,4,3,0,0,3,5,2,3,11,5,0,0,0,1,0,0,6,7,0,5,2,0,6,10,0,0,0,8,4,13,3,0,0,0,0,0,0,8,0,0,2,5,23,13,9,3,6,12,12,2,7,7,0,5,0,0,8
25,0,0,0,0,8,0,0,0,0,1,0,8,0,0,0,2,0,0,0,0,4,9,17,9,5,0,0,0,0,2,0,0,0,0,0,0,2,0,0,4,0,5,0,0,0,2,0,0,10,0,6,11,10,0,4,1,0,0,0,5,10,1,8,5,0,0,8,0,0,0,14,7,0,13,3,0,6,6,0,0,0,6,12,21,11,0,0,0,0,0,0,4,0,0,2,13,31,21,9,3,6,11,12,2,4,3,0,1,0,0
26,0,0,0,0,0,9,0,0,0,0,0,0,8,0,1,0,1,0,0,6,0,6,11,16,8,4,0,0,0,0,0,0,1,0,1,0,0,1,2,0,3,0,4,0,0,0,0,0,0,12,2,3,10,9,0,5,0,0,0,0,2,11,7,7,2,0,0,7,0,0,4,13,6,3,12,2,0,3,7,0,0,1,3,11,21,11,2,0,2,0,0,0,1,0,0,4,21,28,20,10,2,8,10,11,8,0,0,0,0,2
27,0,0,0,10,0,0,19,9,0,0,0,0,0,7,0,0,0,0,0,0,3,0,5,10,15,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,1,2,9,8,0,2,0,0,0,0,1,10,6,3,1,0,10,6,0,0,3,12,4,2,11,1,0,2,4,0,0,0,1,9,18,10,0,0,0,0,0,0,0,0,0,11,17,27,19,9,1,7,9,10,5,0,0,0,0
28,0,0,0,0,6,0,9,19,13,3,0,0,0,0,4,0,0,4,5,0,5,0,0,5,10,15,7,2,0,0,1,5,0,5,0,0,0,0,0,5,0,5,0,0,0,1,0,0,0,0,2,7,1,2,9,5,4,3,1,0,0,0,0,10,3,1,0,0,8,6,0,0,2,8,4,2,8,0,0,7,1,0,0,0,0,8,15,11,1,5,0,1,0,0,0,0,1,10,17,27,17,5,1,7,6,14,10,5,0,0
29,0,0,0,10,0,5,10,9,16,12,2,0,0,0,0,0,0,0,1,4,0,4,0,0,4,9,14,4,0,0,0,0,4,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,6,0,1,8,2,0,0,0,0,0,0,0,6,2,0,10,0,7,4,0,0,0,7,3,0,4,0,0,5,0,0,0,0,0,7,12,10,0,4,0,0,0,0,0,0,0,9,17,26,16,4,0,6,4,11,7,4,0
30,0,0,0,0,8,0,4,15,8,16,9,0,0,5,0,0,0,0,0,0,4,0,3,0,0,9,9,12,4,0,0,0,0,4,0,4,0,0,0,0,2,4,2,1,0,0,0,0,0,0,5,0,5,11,1,0,7,1,0,0,0,0,0,0,0,8,0,0,12,5,5,6,2,0,5,7,3,0,3,0,0,4,0,0,0,0,0,6,11,10,0,3,0,0,0,0,0,0,5,9,19,25,16,9,0,5,4,11,7,3
31,0,0,0,0,0,5,0,5,19,9,13,5,0,0,2,0,0,4,5,0,5,0,0,3,0,0,9,8,9,1,1,5,0,5,1,0,4,0,0,5,0,7,2,0,0,1,0,0,0,0,0,1,0,5,11,1,4,8,2,0,0,0,0,0,0,0,4,0,2,12,2,3,4,0,0,5,4,2,0,8,0,0,0,0,0,0,0,1,3,16,10,1,2,0,0,0,0,0,0,5,9,15,25,16,6,4,10,9,11,3
32,0,0,0,0,0,0,4,5,9,19,9,11,5,5,0,0,0,0,4,4,0,4,0,0,3,5,0,7,8,9,0,1,4,0,4,1,0,4,0,0,7,0,9,0,0,0,0,0,0,0,5,0,6,5,5,10,0,3,7,2,0,0,0,0,0,2,0,3,2,7,10,4,5,2,5,0,5,2,1,0,8,0,0,0,0,0,0,0,0,6,16,9,0,2,0,0,0,0,5,0,7,8,15,30,20,8,4,10,9,10
33,0,0,0,0,0,0,0,1,2,9,34,24,12,2,2,1,0,0,0,1,1,0,3,0,0,0,2,2,3,4,7,0,0,1,0,0,0,0,0,0,0,4,0,24,14,2,15,5,0,0,0,2,0,3,2,2,7,0,1,3,0,0,0,0,15,5,0,0,0,0,4,6,0,2,0,2,0,6,0,0,0,5,0,0,0,2,0,0,0,0,6,14,4,0,0,0,0,0,0,2,0,2,5,18,27,17,5,1,7,4
34,0,0,0,0,0,0,0,0,3,0,24,30,20,11,1,3,0,2,1,0,2,0,0,1,0,0,0,1,0,0,9,8,0,1,0,0,0,0,0,1,0,1,1,14,20,19,9,11,1,0,0,0,1,0,1,0,4,12,5,0,0,0,0,0,5,12,2,0,0,0,0,1,3,0,1,0,0,1,3,1,0,0,1,0,0,0,0,3,0,1,0,11,12,2,0,0,0,0,0,0,0,0,0,8,15,29,19,7,0,3
35,0,0,0,0,0,3,0,0,0,1,14,21,29,19,14,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,11,1,4,0,0,0,0,0,0,0,0,4,13,17,16,8,8,0,0,0,0,0,0,4,0,2,9,4,0,3,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,7,0,1,0,4,0,0,1,7,11,1,0,0,0,0,0,0,0,0,0,8,19,26,16,5,0
36,0,0,0,0,0,6,2,0,0,0,4,12,21,28,25,15,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,12,8,7,4,0,0,0,0,0,0,0,0,4,10,14,16,6,7,0,0,0,0,0,6,1,0,0,9,2,6,4,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,6,1,0,6,1,0,3,5,2,0,2,1,0,0,0,7,10,0,0,0,0,0,0,0,0,0,1,9,16,23,15,5
37,0,0,0,0,8,0,4,0,0,0,0,12,12,19,26,21,15,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,8,6,7,4,0,0,0,0,0,0,0,0,0,7,14,24,14,5,8,0,0,0,0,2,0,0,0,17,7,3,4,0,0,8,0,8,0,8,0,0,8,0,0,0,0,0,2,1,0,14,9,0,0,3,0,0,0,1,0,0,0,7,9,8,0,0,0,0,0,0,0,0,0,6,12,23,14
38,0,0,0,0,0,10,0,3,0,0,0,2,12,11,21,22,20,12,2,2,0,0,7,0,1,0,0,0,0,0,0,0,2,0,10,6,6,3,0,0,0,0,0,0,0,0,0,7,14,24,14,3,7,0,0,2,0,0,0,0,7,19,9,2,3,0,0,7,0,7,0,8,0,0,7,0,0,0,2,0,2,3,4,12,10,0,7,3,7,0,0,0,0,0,0,7,7,5,0,0,0,0,0,0,2,0,0,3,13,23
39,0,0,0,0,0,0,7,0,7,0,0,0,2,12,11,20,22,24,17,7,7,0,0,7,0,1,0,0,0,0,1,5,0,7,0,7,6,6,0,5,0,5,0,0,0,1,0,0,4,12,24,14,3,7,0,0,6,1,1,0,0,9,16,9,0,1,0,0,5,0,3,0,6,0,0,7,0,0,0,7,0,0,0,2,9,9,0,8,0,12,2,1,0,0,0,0,3,6,5,0,0,0,0,0,0,6,5,5,3,11
40,0,0,0,0,0,0,0,6,2,5,0,0,0,2,9,12,18,24,25,15,8,3,0,0,5,0,0,0,0,0,5,2,2,1,4,0,5,4,2,1,2,1,2,0,0,5,0,0,0,2,12,20,13,3,5,0,2,11,6,0,0,0,6,14,7,0,0,0,0,4,0,0,0,2,0,0,3,1,0,1,3,0,0,0,0,8,7,3,6,2,10,7,0,0,0,0,0,1,5,3,0,0,0,0,0,2,7,6,3,1
41,0,1,1,0,0,0,0,2,3,3,1,0,1,2,2,6,13,15,22,24,14,8,3,1,1,7,1,0,1,1,0,3,2,0,1,5,1,6,4,0,6,0,6,0,1,0,1,1,0,0,4,12,22,15,5,5,0,1,8,7,0,0,0,7,10,12,2,0,5,2,4,5,5,0,4,1,1,0,1,0,2,3,0,0,0,0,8,5,3,4,3,7,6,1,1,0,0,0,3,6,8,0,1,2,0,0,0,5,7,3
42,0,0,1,0,0,0,0,5,1,3,0,0,0,6,1,0,6,12,15,21,24,14,7,3,1,6,7,0,0,1,0,0,2,2,0,1,5,1,5,4,2,6,2,3,0,0,0,1,0,0,5,2,17,27,17,5,4,0,0,8,5,0,0,0,4,12,10,1,2,10,0,6,7,3,5,4,1,0,0,1,0,1,1,0,0,0,0,7,4,3,4,2,6,6,1,0,0,0,5,3,8,7,0,6,1,0,0,0,5,6
43,0,1,1,0,0,0,0,2,2,2,0,0,1,2,6,0,1,3,10,14,19,24,14,8,4,3,7,5,1,1,0,0,0,0,2,1,2,6,1,3,9,0,11,1,4,0,0,1,1,0,2,5,7,19,28,18,6,1,0,1,8,5,0,1,0,9,12,9,6,4,10,5,11,7,5,6,5,0,0,0,2,0,1,1,0,0,0,0,7,2,4,1,1,7,7,1,0,0,2,6,8,8,8,2,5,0,0,0,1,5
44,0,5,6,0,0,0,0,0,1,7,0,0,0,1,1,3,5,0,3,9,14,17,23,19,13,4,8,5,4,0,0,0,0,0,0,1,6,7,4,1,4,9,1,8,0,2,0,0,1,0,0,2,5,9,24,27,17,5,0,0,1,7,4,5,0,1,9,11,10,6,4,11,6,11,7,10,5,2,0,0,0,1,0,1,0,0,0,0,0,7,7,2,0,0,12,5,1,0,0,7,7,6,13,8,1,4,0,0,5,0
45,0,0,3,3,0,3,0,0,0,0,4,0,0,0,4,0,1,1,0,3,6,12,18,21,17,12,2,7,4,3,0,0,3,0,3,0,0,4,5,1,0,1,8,0,7,0,0,0,0,0,0,0,1,4,14,27,23,14,4,0,0,4,7,2,2,0,0,6,10,9,3,3,10,3,10,5,9,2,5,0,0,3,0,0,8,0,1,0,1,0,5,4,0,0,2,10,2,0,0,0,6,5,4,12,8,0,1,0,0,3
46,0,0,0,1,1,0,1,0,0,0,0,2,1,0,0,3,0,0,0,0,0,5,13,16,19,15,10,4,8,5,0,0,0,0,0,4,0,0,3,1,0,0,0,5,1,4,0,1,0,0,0,0,0,0,4,15,23,20,11,5,0,0,4,5,0,1,0,0,5,8,7,2,2,8,1,8,6,8,2,1,1,0,1,0,0,10,1,0,1,0,0,2,1,1,0,1,8,0,0,0,0,5,3,2,12,4,0,0,0,0
47,0,0,0,0,0,3,0,0,0,0,0,0,2,0,2,0,2,0,0,2,0,0,12,12,15,18,14,9,4,8,3,0,2,0,2,0,3,0,0,0,1,0,0,0,5,0,3,0,0,0,0,0,0,0,0,6,13,21,18,11,3,2,2,3,4,0,0,0,0,4,6,7,2,0,7,0,8,2,10,0,1,3,0,0,1,0,17,7,7,0,0,0,0,1,0,0,0,5,0,0,0,0,4,2,4,9,1,0,0,0
48,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,1,0,6,5,0,7,0,2,12,12,15,18,13,6,1,9,8,0,7,0,0,0,3,0,5,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,14,22,15,7,0,0,2,0,2,0,0,0,0,0,4,5,0,0,7,0,7,0,15,5,0,0,0,0,0,7,18,8,12,2,1,0,0,1,0,0,0,5,0,0,0,0,4,0,8,14,6,0,0
49,0,0,0,0,0,0,0,5,0,4,0,0,0,5,1,0,1,0,6,4,0,6,0,2,12,17,15,16,13,6,0,9,7,0,6,0,0,0,2,0,7,0,8,0,0,0,3,0,0,0,5,0,5,5,0,0,0,9,13,22,13,6,0,0,0,2,0,0,2,5,0,2,6,3,5,0,7,0,6,5,15,5,0,0,0,0,0,8,17,8,12,2,0,0,0,0,0,0,5,5,2,0,0,5,3,0,8,14,6,0
50,0,0,0,0,0,0,0,5,4,0,1,0,0,5,4,0,0,0,0,5,4,0,5,0,2,17,17,13,16,13,5,0,8,7,0,6,0,0,0,2,2,7,2,5,0,0,0,3,0,0,5,3,5,10,5,0,0,0,8,13,20,12,5,0,0,2,0,0,2,7,3,2,4,4,8,5,0,5,0,6,5,14,4,0,0,0,0,0,7,17,8,11,1,0,0,0,0,0,5,5,7,1,0,5,4,2,0,8,14,5
51,0,0,0,0,0,0,0,5,4,4,0,0,0,5,4,2,0,0,0,0,5,3,0,5,0,7,17,15,13,16,12,5,0,8,6,0,6,0,0,0,4,2,9,0,5,0,0,0,1,0,5,3,8,10,10,4,0,0,0,8,11,19,11,5,0,2,0,0,2,7,5,5,4,2,9,8,5,0,4,0,6,4,12,2,0,0,0,0,0,7,17,7,10,1,0,0,0,0,5,5,7,6,1,5,4,3,2,0,8,13
52,0,0,0,0,0,6,0,0,2,3,1,0,0,0,11,1,1,0,0,1,0,4,5,0,4,0,7,15,15,13,13,9,11,1,14,6,0,5,0,0,0,1,2,6,0,2,0,0,0,0,0,3,2,7,9,16,6,0,0,0,6,17,20,10,2,0,0,0,0,1,5,5,5,2,1,8,8,1,6,1,0,12,2,10,5,0,2,0,2,0,7,14,4,10,0,0,0,0,0,4,5,6,5,0,6,1,0,0,0,7
53,0,0,0,0,0,0,3,0,0,0,5,0,0,0,1,15,5,0,0,0,0,0,3,3,0,2,0,15,13,13,12,12,7,10,4,12,4,0,2,0,0,0,0,4,4,0,4,0,0,0,0,0,1,0,5,7,15,5,0,0,0,7,15,18,12,2,0,0,0,0,0,3,3,2,0,0,6,12,2,5,0,2,9,0,9,13,3,2,0,1,0,6,11,2,8,0,0,0,0,0,2,2,4,3,0,5,0,0,0,0
54,0,0,0,0,0,6,0,2,0,0,0,3,0,0,6,5,14,4,0,1,0,0,2,2,2,0,1,5,15,13,10,9,18,8,16,6,11,3,0,0,0,0,0,0,4,1,0,4,0,0,0,0,0,0,0,11,5,12,2,0,0,6,8,14,15,12,2,0,0,0,0,0,3,1,1,0,0,2,18,8,5,6,0,7,3,7,15,5,4,0,0,0,3,11,1,7,0,0,0,0,0,1,1,3,4,0,2,0,0,0
55,0,1,1,0,0,0,5,2,0,1,0,0,4,2,0,3,6,11,2,0,0,0,0,3,3,4,1,0,6,16,10,8,9,16,8,17,7,12,3,0,5,0,5,0,1,1,0,1,4,0,2,0,2,2,1,1,8,2,9,3,0,0,5,9,10,20,12,2,5,2,0,5,5,3,3,2,1,0,8,16,9,5,6,0,6,1,7,13,5,2,1,0,0,4,12,2,7,0,2,1,5,0,2,3,2,1,0,0,1,0
56,0,0,1,0,0,0,0,10,1,0,0,0,0,9,1,0,3,5,11,1,0,0,0,0,3,8,4,0,0,6,15,10,7,9,15,8,17,7,11,3,2,5,2,2,0,0,0,0,0,3,5,0,5,7,2,0,0,7,1,9,1,0,0,5,6,12,18,11,4,10,0,2,7,3,8,3,2,0,0,8,16,8,3,4,0,4,0,6,12,5,2,0,0,0,4,11,1,6,5,2,3,4,0,7,2,1,1,0,0,0
57,0,0,0,0,0,0,0,0,10,0,1,0,0,0,5,9,0,3,4,8,0,0,0,0,0,1,5,8,0,0,7,14,6,6,5,11,7,14,4,10,0,1,2,3,0,1,1,0,0,0,1,1,0,3,4,0,0,1,8,0,5,0,0,0,6,3,8,14,8,2,6,0,0,3,1,5,0,10,0,0,6,12,4,0,1,4,0,0,2,11,2,3,0,0,0,1,7,0,4,2,0,0,1,0,4,2,0,0,0,0
58,0,0,0,0,0,1,0,0,0,9,0,0,0,0,1,2,8,0,0,10,5,2,2,0,0,0,0,3,8,0,0,4,15,5,7,5,10,6,16,6,9,0,0,0,3,0,0,1,0,2,0,0,0,0,2,5,0,0,0,8,0,6,6,0,0,5,0,7,13,7,0,5,0,0,2,0,5,0,11,1,0,7,9,1,0,0,6,0,2,1,10,0,0,0,0,2,0,4,0,3,1,2,0,0,6,0,0,0,0,2
59,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,1,1,13,4,0,14,4,0,1,0,0,0,0,0,5,2,4,5,19,9,4,4,9,6,20,10,13,3,0,0,5,0,0,0,0,1,0,0,0,0,0,10,2,2,0,4,0,2,5,0,0,1,0,4,12,3,0,2,0,0,1,0,5,1,15,5,0,3,5,0,0,0,8,0,6,0,12,2,0,0,0,0,0,3,0,0,0,1,0,0,11,4,4,0,0
60,0,1,1,0,0,0,0,2,0,6,0,6,1,2,0,0,2,3,11,3,4,14,4,1,2,2,1,0,1,1,2,0,4,9,19,10,5,5,9,10,25,15,18,8,1,0,1,1,0,0,2,1,2,2,1,0,0,7,0,3,0,4,0,3,1,5,0,0,5,6,12,8,5,2,2,1,2,0,5,5,16,6,0,3,4,0,0,0,8,0,7,2,11,3,1,0,0,0,2,4,5,0,1,3,0,1,9,2,5,0
