,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126
10,0,3,0,5,0,0,0,0,0,8,1,0,0,0,1,0,4,3,0,4,1,0,1,1,4,0,0,0,0,0,1,0,11,2,0,4,0,0,0,0,7,0,1,1,10,7,5,0,1,2,1,9,0,1,0,12,3,1,1,0,0,0,0,0,0,3,0,2,10,6,0,2,3,7,0,0,1,0,2,0,1,2,2,11,2,0,0,0,0,3,1,0,1,4,7,0,0,7,0,6,0,1,1,0,5,0,0,0,0,0,0,0,0,2,0,3,4,0,1,4,11,7,0,3,2,14,4
11,0,5,0,5,1,0,0,0,0,1,5,0,0,0,1,0,0,2,1,0,2,0,0,2,2,3,0,0,0,0,1,0,1,13,3,0,0,0,0,0,1,4,0,0,6,9,12,2,0,3,0,0,6,1,0,5,14,4,0,0,0,0,1,0,0,0,0,2,7,12,3,0,7,6,3,0,1,0,0,0,0,3,4,7,8,1,0,0,0,5,0,0,1,0,0,3,0,3,3,1,5,0,2,0,5,2,0,0,0,0,0,0,0,2,0,0,8,0,1,0,1,16,8,1,1,4,10
12,0,5,1,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,1,0,1,3,9,0,0,0,0,0,1,0,1,0,5,5,14,9,0,2,1,0,0,7,0,5,7,11,1,0,0,0,1,0,0,0,0,2,7,9,9,0,5,10,2,0,1,0,0,0,0,2,5,9,4,7,0,0,0,5,2,0,1,0,0,0,1,3,0,4,0,1,1,0,5,2,0,0,0,0,0,0,0,2,0,0,5,4,1,0,0,6,17,9,0,3,0
13,0,5,1,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,1,0,1,3,0,5,0,0,0,0,1,0,0,0,5,4,10,11,5,2,0,0,0,1,4,5,7,4,8,0,0,0,1,0,0,0,0,2,7,9,6,6,5,8,6,0,1,0,0,0,0,2,4,10,6,3,3,0,0,5,2,0,1,0,0,0,0,4,0,1,3,0,2,0,5,2,0,0,0,0,0,0,0,2,0,0,5,1,5,0,0,5,7,18,8,2,0
14,0,5,1,6,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,3,0,0,1,0,0,0,1,0,0,0,5,4,9,7,7,7,0,0,0,1,0,9,7,4,1,5,0,0,1,0,0,0,0,2,7,9,6,3,11,8,4,3,1,0,0,0,0,2,4,9,7,5,0,0,0,5,2,0,1,0,0,0,0,3,0,1,0,0,1,0,5,2,0,0,0,0,0,0,0,2,0,0,5,1,2,3,0,5,6,8,16,10,0
15,0,0,13,3,4,2,0,0,0,0,0,8,0,8,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,11,8,8,1,0,0,0,0,0,0,0,2,0,9,7,3,7,0,0,0,0,0,5,5,1,0,4,8,0,0,0,0,0,0,0,3,7,3,1,8,7,2,0,0,0,8,0,0,0,0,7,5,5,0,0,0,2,0,0,0,8,0,0,0,11,1,0,8,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0,2,11,1,1,2,8,12,18
16,0,0,3,10,2,9,1,0,1,0,0,0,7,0,6,5,2,0,1,2,0,0,0,5,0,0,0,1,0,0,0,1,0,0,1,11,8,9,3,1,0,0,0,1,0,0,0,5,10,4,4,12,2,0,0,0,0,4,4,0,0,4,5,0,1,0,0,0,0,0,3,6,0,0,8,7,0,0,1,0,9,0,0,0,0,9,6,4,2,0,0,1,0,2,0,8,0,0,1,9,3,0,6,0,0,0,2,3,0,1,5,0,1,0,0,5,0,0,2,1,2,8,0,0,3,5,12
17,0,0,0,1,9,3,8,0,5,0,0,0,0,7,0,7,10,1,5,1,1,0,0,0,2,0,0,0,0,0,0,5,1,0,0,1,11,7,9,8,1,0,0,5,0,0,0,1,4,9,9,5,11,2,0,0,0,0,2,2,0,0,1,3,5,0,0,0,0,0,0,1,4,0,0,7,7,0,0,1,0,8,0,0,0,0,8,4,4,0,0,0,1,0,2,0,7,0,0,1,9,3,0,4,0,0,0,2,2,0,2,3,0,0,0,1,3,0,0,7,1,0,5,0,5,2,5
18,0,0,0,0,0,8,3,8,0,2,3,0,7,0,4,0,5,6,0,4,0,0,0,0,0,1,7,0,1,3,0,0,2,0,0,0,1,10,6,7,5,1,0,0,2,0,0,0,0,0,7,8,5,8,2,0,0,0,7,9,0,0,0,8,1,5,3,0,0,0,3,7,0,2,0,3,4,7,0,0,0,0,4,0,0,0,0,15,5,1,0,0,0,0,0,0,1,5,0,0,0,6,0,7,1,7,0,0,3,1,0,0,2,0,0,0,0,1,0,0,4,0,0,2,0,1,0
19,0,0,0,0,0,0,8,3,6,0,5,0,7,4,0,3,0,1,4,0,0,0,0,0,0,0,8,6,1,4,0,0,0,0,0,0,0,0,9,4,4,5,1,0,0,1,0,0,0,0,0,6,8,2,8,0,0,0,7,14,7,0,0,7,6,1,8,0,0,0,3,10,4,0,0,3,0,4,6,0,0,0,0,1,0,0,0,7,14,4,1,0,0,0,0,0,1,0,2,0,0,0,3,7,4,8,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20,0,0,0,0,0,1,0,7,8,3,0,5,0,7,4,1,8,0,6,4,0,0,0,0,0,0,0,7,5,0,4,5,0,0,0,0,0,0,0,14,4,3,4,6,0,0,0,1,0,0,5,1,5,8,0,6,0,0,0,5,12,7,0,0,12,5,0,7,0,0,0,1,8,3,0,0,3,0,3,6,0,0,0,0,0,0,0,0,7,12,3,0,0,0,0,0,0,0,0,2,0,0,0,1,5,2,6,5,0,0,3,0,0,0,0,1,0,0,0,5,0,0,0,0,5,0,0
21,0,0,8,0,0,0,0,0,7,4,1,8,2,8,3,4,1,5,0,4,1,0,8,0,0,0,0,0,5,3,0,4,1,0,8,8,8,0,0,4,10,1,0,4,2,0,0,0,1,0,0,5,0,1,6,0,2,0,0,0,4,20,10,0,2,9,3,0,3,0,0,0,0,5,2,0,0,0,0,11,6,0,0,0,0,0,0,0,0,3,9,0,0,0,8,0,0,0,8,0,0,8,0,0,0,2,1,4,3,0,0,2,0,0,0,0,0,0,0,0,13,3,0,0,0,1,8
22,0,0,0,5,0,0,6,6,0,4,5,0,8,0,5,2,3,0,4,0,1,3,0,5,0,0,0,0,2,6,0,0,1,0,0,5,5,8,0,0,1,16,7,0,1,0,0,0,0,0,0,0,11,1,1,3,0,2,0,0,2,10,17,10,0,8,10,0,0,0,1,0,0,0,7,3,0,6,0,1,11,2,0,0,0,0,0,0,0,0,9,15,5,0,0,10,2,0,0,5,0,0,5,0,0,0,4,0,6,3,0,2,2,0,6,0,0,2,0,0,3,10,0,0,0,0,0
23,0,0,8,0,3,0,0,3,6,0,2,13,3,16,6,5,2,0,0,2,0,0,11,1,1,0,0,0,0,0,2,0,0,0,8,8,13,5,6,0,0,6,13,7,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,10,7,14,10,0,6,6,0,0,0,0,0,0,0,5,0,0,6,8,1,7,0,0,0,0,0,0,0,0,0,6,11,3,8,0,8,0,8,0,3,8,0,2,0,0,0,2,0,6,3,0,2,0,0,6,0,0,0,0,8,0,6,0,0,0,8
24,0,0,0,5,0,2,6,6,2,3,1,3,13,6,13,5,4,0,0,0,0,2,1,8,0,0,0,0,2,1,0,1,0,0,0,5,5,13,4,5,0,6,12,12,4,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,2,0,7,7,13,16,6,2,3,0,1,0,0,0,2,1,2,6,0,3,8,0,3,0,0,0,0,0,0,0,6,6,3,10,0,10,2,6,0,5,0,0,5,0,0,0,2,0,4,0,5,5,0,0,6,0,3,2,0,0,0,5,0,3,0,0,0
25,0,0,0,0,4,0,3,7,5,0,9,0,6,11,3,13,4,1,0,0,0,0,0,0,4,0,3,0,2,8,0,0,0,0,0,0,3,5,12,3,2,1,7,11,9,2,0,0,0,0,0,0,1,3,0,4,0,0,3,3,0,0,0,10,6,14,22,12,0,0,6,4,0,0,0,8,0,3,6,0,3,5,0,0,0,0,0,3,0,0,1,7,3,2,8,0,12,2,4,0,4,0,0,8,0,3,0,1,2,4,0,4,5,0,1,6,0,2,0,0,0,0,1,0,2,0,0
26,0,3,0,3,0,2,0,1,6,5,0,6,0,3,12,3,12,2,0,0,0,0,0,0,0,4,0,1,0,0,9,0,1,2,0,0,0,1,4,11,4,0,0,6,14,9,5,0,0,2,0,0,0,2,2,3,6,0,0,1,0,0,0,0,9,4,12,24,15,5,0,4,7,7,0,0,9,0,1,3,0,5,7,3,0,0,0,0,2,3,0,0,8,2,0,4,2,19,9,5,0,1,1,0,11,1,0,0,1,0,2,0,2,7,0,0,9,0,3,0,0,3,0,2,0,4,0
27,0,2,0,2,0,0,0,0,0,6,2,0,2,0,7,9,2,10,1,0,0,0,0,0,0,0,0,0,0,0,4,8,4,6,0,0,0,0,0,3,15,5,0,0,8,13,11,2,0,5,1,0,0,4,0,4,8,2,0,0,0,0,0,0,0,5,2,17,26,20,10,0,6,9,3,0,4,5,0,0,0,5,10,9,0,0,0,0,0,4,0,0,4,7,0,0,1,9,15,13,4,0,5,0,2,7,0,0,0,0,0,0,0,7,3,0,2,5,4,2,0,2,3,4,1,5,0
28,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,6,7,0,8,0,0,0,0,0,0,0,7,0,1,3,0,2,5,0,3,0,0,0,0,0,5,15,5,0,0,7,10,10,1,0,3,0,0,0,4,0,0,8,9,7,0,0,0,7,0,0,8,7,14,22,23,17,7,4,7,6,0,4,4,0,0,0,1,7,9,0,0,7,0,0,4,0,0,3,4,0,1,0,6,12,12,2,0,12,2,9,5,0,1,0,0,0,0,0,7,2,0,0,2,2,0,0,0,0,2,0,2
29,0,0,0,0,0,2,0,0,0,0,0,7,0,5,0,2,6,6,0,13,3,0,0,0,0,0,0,7,0,0,3,0,2,4,0,1,0,0,5,0,0,5,14,5,0,0,6,12,10,0,0,5,0,0,0,3,0,0,7,8,6,0,0,0,7,0,0,7,6,13,21,22,16,6,3,6,6,0,4,2,0,0,0,0,5,14,4,0,12,2,0,3,0,5,1,3,0,0,0,6,17,10,2,2,11,1,8,10,0,1,2,0,0,0,0,9,1,0,0,2,0,0,0,0,0,1,0
30,0,0,0,0,0,0,2,0,0,0,3,0,14,4,2,0,0,2,4,3,9,1,0,0,0,0,7,0,8,3,0,1,0,0,1,0,0,0,0,3,0,0,5,12,2,0,0,5,11,6,0,0,5,0,0,0,0,0,7,14,6,3,0,7,0,7,3,0,4,3,16,28,19,14,4,6,3,6,0,1,1,0,0,0,0,4,13,11,2,9,2,0,0,0,2,0,4,0,0,0,7,14,7,9,1,18,8,7,11,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,5,0,1,1,0,0,3,4,14,4,7,1,0,3,6,2,9,1,0,0,0,0,8,0,8,1,1,0,0,0,1,0,1,2,1,1,0,0,6,9,0,0,5,6,8,7,5,0,3,0,0,0,0,0,6,14,6,0,0,8,0,7,0,0,1,6,16,25,17,14,4,4,2,7,0,2,0,0,0,0,2,5,12,13,3,8,1,0,2,0,2,0,2,0,0,2,7,12,6,6,8,18,10,7,12,6,0,1,0,0,5,0,6,0,1,0,0,0,0,1,0,0
32,0,0,0,0,0,0,2,0,0,2,0,0,0,4,11,1,4,0,0,0,1,0,6,2,1,2,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,1,0,1,3,5,3,2,0,0,0,0,0,0,0,4,11,7,0,0,5,0,4,0,0,0,6,14,24,14,11,1,1,0,4,0,0,0,0,0,0,0,2,9,11,1,5,0,0,0,0,1,0,0,0,0,0,4,9,4,3,8,15,9,3,8,1,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0
33,0,0,0,0,10,0,0,1,0,0,1,0,0,0,1,10,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,2,4,2,0,0,0,0,0,0,0,0,2,7,4,0,0,4,0,0,0,0,0,4,12,23,13,8,0,0,0,2,0,0,0,0,0,0,0,1,5,10,0,2,0,0,0,0,0,0,0,0,0,0,1,5,1,2,7,14,7,2,7,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
34,0,0,8,0,0,10,0,0,1,0,0,9,0,8,0,1,10,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,1,0,0,0,0,0,0,0,0,8,0,4,4,0,0,0,0,0,0,0,0,2,11,21,11,5,0,8,0,0,0,0,0,0,0,0,0,0,2,7,0,0,8,0,0,0,8,0,0,8,0,0,0,2,0,0,5,14,7,1,7,0,0,0,0,0,0,0,10,0,0,0,0,0,8
35,0,0,0,6,0,0,7,0,0,2,0,0,6,0,5,0,0,5,0,0,0,0,0,9,1,2,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0,0,0,0,0,0,0,0,1,9,18,8,1,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,5,0,0,5,0,0,0,0,0,0,4,10,2,0,4,0,0,0,0,0,0,0,8,1,0,0,0,0
36,0,0,0,0,5,0,6,13,3,0,3,0,0,3,0,4,0,0,4,0,0,2,0,0,6,0,2,0,2,1,0,0,0,0,0,0,2,5,3,0,0,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,9,0,7,2,0,0,0,1,0,0,0,2,2,8,24,14,2,0,0,0,0,0,0,0,0,0,0,6,6,0,3,0,2,5,0,0,0,4,0,0,5,0,0,2,0,2,0,3,12,2,0,10,0,0,2,0,0,0,0,5,0,0,0,0
37,0,0,0,0,10,4,0,5,12,2,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,1,0,14,22,12,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,0,1,2,0,0,0,2,0,0,1,0,0,1,0,0,0,2,10,0,0,9,0,0,0,0,0,0,0,2,0,0,0
38,0,5,0,5,0,7,1,0,3,13,3,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,2,0,1,2,0,0,0,0,0,2,3,0,0,3,10,0,5,0,0,2,0,0,0,1,0,5,2,0,0,0,0,0,1,0,0,5,0,8,5,2,0,0,5,3,0,0,2,4,10,18,8,2,2,5,0,0,0,0,0,5,0,0,6,2,0,0,0,4,0,1,0,0,3,0,5,0,0,0,0,0,0,0,0,12,2,0,14,4,1,0,0,5,1,1,0,2,0
39,0,0,2,0,4,0,13,7,0,3,14,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,9,6,0,0,8,0,4,0,0,1,0,6,0,1,0,1,2,0,0,2,0,0,1,0,6,6,0,5,1,3,0,0,3,5,1,0,8,4,8,18,8,0,0,5,0,0,0,0,0,11,6,0,5,0,2,2,0,1,0,0,0,0,3,0,5,2,0,2,0,0,2,0,2,18,8,4,16,6,0,0,0,2,0,0,0,0
40,0,5,0,7,0,1,3,10,5,1,4,10,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,1,0,6,4,5,0,13,3,0,2,0,0,0,7,0,6,2,0,0,0,0,0,1,0,0,0,3,8,5,7,0,0,5,3,0,2,2,0,4,0,8,20,10,5,0,4,0,0,0,5,1,8,7,0,1,0,0,5,0,2,0,0,1,0,8,0,1,1,0,0,0,0,0,2,8,15,13,6,17,7,0,5,1,3,0,2,0
41,0,1,1,1,4,0,0,0,10,4,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,6,0,0,0,0,0,0,5,0,0,6,5,4,3,11,1,4,2,0,0,5,3,1,10,0,0,0,0,0,0,0,0,0,0,7,9,9,4,0,1,6,0,0,7,0,0,0,0,12,24,14,2,0,1,0,0,1,2,0,13,7,0,0,0,1,1,5,2,0,5,0,1,5,0,1,0,0,0,0,0,4,0,6,16,9,11,17,7,1,4,6,3,4,0
42,0,0,9,0,0,4,0,0,0,6,2,8,0,15,5,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,1,14,8,8,0,0,0,0,2,0,0,2,2,0,3,11,1,4,2,0,0,3,0,0,8,0,0,0,8,0,0,0,0,0,0,3,5,7,1,0,0,5,0,0,4,0,8,0,2,12,20,12,2,0,0,0,0,0,0,3,11,15,5,0,0,9,0,3,10,0,2,0,0,4,0,0,0,0,0,0,0,1,0,6,15,5,11,25,15,3,0,6,0,12
43,0,0,0,6,0,0,10,6,0,0,7,0,8,5,12,4,4,0,0,0,0,2,0,5,0,0,0,0,2,1,0,0,2,0,4,11,5,8,0,0,0,6,8,0,0,0,0,0,3,7,0,3,8,0,0,0,0,0,8,0,2,0,5,0,0,6,1,0,0,0,6,7,0,0,2,6,0,6,4,0,8,0,2,9,20,11,2,0,0,0,6,6,0,2,8,17,7,0,0,6,0,0,7,0,0,0,2,3,2,0,0,2,0,0,6,0,0,8,12,4,15,22,12,0,0,2,2
44,0,0,0,0,5,0,1,11,5,0,6,5,3,6,2,12,3,1,0,0,0,0,0,0,1,0,3,0,2,8,0,0,0,0,0,2,9,5,7,0,0,1,7,7,0,0,0,0,0,0,6,0,4,5,0,0,0,0,3,11,1,0,0,8,0,1,12,2,0,0,6,9,4,0,0,8,3,1,6,2,0,5,0,0,10,19,11,5,0,0,1,7,3,0,0,7,19,9,0,0,5,0,0,10,0,3,0,1,5,2,0,0,2,0,1,6,0,0,5,11,5,12,18,9,0,0,0
45,0,5,0,5,0,2,0,1,9,6,0,2,2,0,7,2,10,1,0,0,0,0,0,1,1,0,0,0,0,0,9,0,1,2,0,0,0,5,4,5,1,0,0,5,12,2,5,0,0,2,0,3,0,5,2,5,2,0,0,1,7,0,1,0,6,0,2,14,7,2,0,3,14,7,0,0,9,0,0,2,0,2,7,5,0,9,15,8,4,5,0,0,8,2,0,0,9,22,12,1,0,1,1,0,15,5,0,0,0,1,0,0,0,4,0,0,11,1,1,3,7,10,13,19,9,2,0
46,0,0,4,0,4,0,4,2,0,4,5,0,0,1,0,7,0,6,0,0,0,8,0,0,0,0,0,2,0,0,0,7,0,0,1,0,0,2,4,2,1,3,2,0,2,9,0,5,2,0,0,0,5,0,4,0,1,1,0,0,9,6,0,0,0,8,0,4,10,3,1,0,4,10,15,5,0,11,2,0,4,0,0,3,4,0,11,13,7,0,7,2,0,7,1,8,0,12,21,11,0,0,0,0,5,13,13,3,0,2,1,8,2,0,6,0,1,19,9,0,2,3,5,9,17,7,1
47,0,0,0,0,0,5,0,4,1,0,4,5,0,0,0,1,6,0,5,0,0,2,8,0,0,0,0,7,2,0,0,0,4,0,0,1,0,7,2,3,0,1,3,1,0,0,5,1,12,2,0,1,0,2,1,0,0,2,0,0,2,9,2,0,0,0,8,0,0,7,3,0,0,2,12,15,5,1,18,8,7,1,0,0,4,4,7,10,13,3,0,7,0,0,7,3,8,2,12,18,11,1,0,0,0,4,15,13,3,7,3,3,15,5,0,7,0,9,16,8,0,0,0,2,8,14,7
48,0,0,0,0,0,0,6,1,3,0,6,2,8,0,0,0,0,3,0,4,0,0,0,4,0,0,3,0,9,8,0,0,0,1,0,0,0,0,6,1,0,1,2,2,0,0,0,5,2,9,1,0,2,0,2,0,0,0,5,3,0,0,5,5,0,1,6,5,0,0,13,6,0,0,2,18,12,6,8,16,8,4,0,0,0,3,4,10,9,10,4,1,4,0,0,6,5,6,2,9,17,9,0,3,0,3,5,14,15,5,7,2,5,12,6,0,4,0,6,15,6,0,0,0,1,5,12
49,0,0,0,0,0,2,0,5,1,1,0,4,1,6,0,2,0,0,3,5,3,0,0,0,2,0,0,3,0,8,8,0,0,0,0,0,0,0,5,6,1,0,0,2,1,0,0,2,5,1,9,3,0,2,0,1,0,0,0,4,2,0,0,4,5,0,0,5,4,0,3,12,5,0,0,8,18,11,6,6,16,7,3,0,0,5,3,3,15,8,9,3,1,9,0,0,5,4,4,2,14,15,9,0,2,0,2,10,13,15,7,6,2,4,11,8,0,3,0,6,13,5,0,0,0,0,3
50,0,5,0,5,0,0,0,0,3,2,0,0,1,0,7,0,0,0,0,2,3,0,0,1,1,1,0,0,1,0,9,6,1,2,0,0,0,0,0,3,7,0,0,0,7,0,5,0,0,7,0,6,0,1,0,5,3,0,0,0,0,0,1,0,2,2,0,2,10,6,0,2,17,8,0,0,9,15,7,2,6,18,9,8,0,0,1,0,5,20,10,6,4,0,5,0,0,8,0,5,4,10,16,6,5,0,0,1,8,9,12,3,2,4,1,8,13,3,4,0,3,18,8,1,0,2,0
51,0,0,13,3,3,0,0,0,0,0,0,8,0,9,0,7,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,9,2,0,10,8,8,0,0,0,0,4,0,0,0,4,0,5,0,0,7,0,3,0,0,0,1,1,0,0,0,8,0,0,0,0,0,0,0,6,4,0,7,14,7,0,0,6,15,15,5,8,14,5,6,0,0,0,0,10,17,7,2,2,8,4,0,0,16,6,3,12,6,13,3,2,0,0,0,8,9,11,3,0,1,1,4,12,2,4,8,8,14,4,1,0,10
