,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176
10,0,0,0,0,0,0,0,0,0,9,2,12,2,0,17,7,9,0,0,5,1,0,1,1,0,16,7,13,3,0,0,0,10,0,0,0,0,0,0,1,0,3,9,3,0,0,0,0,8,0,4,0,0,12,2,3,2,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,7,6,4,10,1,0,0,2,0,0,0,0,0,8,0,0,0,0,0,8,13,11,4,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,4,12,2,13,3,11,11,20,15,8,8,5,9,0,12,2,4,0,0,2,8,8,4,2,0,6,0,0,0,0,0,0,0,1,6,8,4,14,4,2,6,11,1,14,9,17,13,6,0,0,0,8,0,2
11,0,0,1,0,0,0,0,0,0,0,6,2,9,0,7,18,8,6,0,0,4,0,0,0,1,6,13,4,10,0,0,0,0,17,7,0,0,3,0,0,0,0,0,7,2,0,0,3,0,7,3,1,0,2,10,2,2,0,0,7,0,0,0,3,0,3,5,0,7,7,0,0,0,0,0,3,0,0,9,0,1,0,6,3,0,10,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,12,10,4,0,12,2,0,0,7,7,0,7,0,0,3,0,3,0,4,0,1,0,2,11,3,10,2,8,10,20,13,5,6,12,8,2,9,1,1,0,0,0,5,7,7,2,0,3,0,0,0,3,0,0,0,2,3,4,4,12,7,0,3,10,4,14,7,13,9,4,0,0,0,6,0
12,0,0,0,0,0,5,0,2,5,0,2,5,6,11,1,8,15,10,11,2,0,6,0,0,0,0,6,17,8,8,0,0,0,7,16,11,1,0,7,0,0,0,2,0,4,0,0,0,0,0,4,7,3,0,1,6,0,4,0,0,9,4,0,0,5,0,0,2,0,3,12,5,2,2,4,0,2,0,0,8,4,0,0,6,8,0,7,6,4,0,2,2,0,5,0,0,11,5,5,0,0,0,2,9,6,3,2,8,1,2,0,3,5,0,3,2,0,0,0,0,5,6,0,5,0,1,7,7,7,0,4,10,16,9,4,2,11,4,0,6,3,3,0,0,0,2,4,3,1,0,0,0,5,0,2,5,0,0,0,8,3,3,9,11,1,2,6,4,11,5,11,5,1,4,0,0,2
13,0,0,0,0,0,0,5,0,0,13,3,2,1,3,19,9,8,11,6,7,2,0,6,0,0,8,0,7,13,5,8,0,0,0,6,12,11,1,0,6,0,0,0,2,0,1,0,0,8,0,0,0,3,11,1,0,6,0,1,0,0,5,4,0,0,3,0,0,0,0,2,8,1,0,0,2,0,10,0,0,4,3,0,0,2,5,0,3,2,2,0,0,1,0,13,3,1,7,1,4,8,8,0,2,6,3,0,1,6,0,0,0,0,2,0,0,0,0,0,8,0,1,2,0,13,3,9,3,7,15,8,1,9,24,14,2,1,19,9,0,2,0,1,8,8,0,0,1,3,0,0,0,0,3,0,0,1,0,8,0,8,3,1,5,19,9,10,3,2,8,2,10,2,0,12,2,0
14,0,0,1,0,0,0,0,2,0,3,10,1,0,0,9,20,10,5,7,3,6,0,0,4,0,0,5,0,4,9,3,5,0,7,0,3,11,14,4,0,4,0,0,0,1,0,0,3,0,7,3,0,0,1,9,1,0,3,0,1,0,0,4,7,0,3,6,0,7,7,0,0,5,0,0,3,0,0,11,1,0,2,2,0,0,2,8,0,0,0,0,0,0,0,3,11,1,0,3,0,1,5,7,0,2,5,10,0,0,4,7,7,0,7,0,0,3,0,3,0,4,0,0,0,3,12,2,6,2,5,12,8,0,14,22,21,11,9,16,8,0,0,0,0,5,7,3,0,0,0,0,0,0,3,1,0,0,2,0,4,0,6,6,0,9,18,8,10,0,0,4,0,7,0,2,10,0
15,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,10,27,17,5,3,10,4,7,2,5,0,0,2,0,2,8,0,12,2,7,0,4,11,11,6,2,0,0,0,7,1,0,0,3,0,7,0,0,0,0,10,2,0,3,0,0,0,1,4,3,0,3,4,0,6,4,0,0,1,0,0,2,0,1,10,0,2,9,0,0,0,2,4,0,0,0,0,2,0,0,5,8,0,0,5,0,1,12,8,0,0,4,12,2,0,3,6,5,0,9,0,0,5,0,3,0,0,0,0,0,4,12,2,7,2,5,12,10,4,13,21,19,11,7,17,7,0,0,0,0,12,7,3,0,0,0,1,0,0,2,0,0,0,2,0,3,0,6,3,0,9,18,8,8,0,0,6,0,4,0,4,12
16,0,0,0,0,0,6,0,1,4,0,1,0,14,4,0,0,15,28,21,11,0,11,1,3,0,1,0,5,7,0,2,7,2,9,2,12,2,1,16,7,2,1,1,0,0,4,1,0,0,3,0,12,2,0,0,0,8,3,0,0,1,5,0,0,5,0,0,0,1,0,10,8,1,1,6,0,0,0,0,1,15,5,0,8,4,0,0,3,9,0,1,1,0,6,0,0,9,12,4,0,1,0,2,10,5,0,0,2,12,3,0,0,5,2,0,10,0,0,2,0,7,1,0,5,0,0,2,17,7,3,0,2,8,6,4,11,20,15,8,7,18,8,0,0,0,2,9,4,3,0,0,0,5,0,0,6,0,0,0,6,0,3,0,11,1,0,8,15,5,7,0,0,3,5,0,0,2
17,0,0,0,0,0,0,3,1,1,0,1,0,4,14,4,0,5,16,28,22,12,1,7,0,2,0,9,0,4,5,0,10,3,0,7,2,9,0,6,11,2,10,2,0,0,0,1,0,0,0,0,2,13,3,0,0,0,9,0,0,0,0,2,0,1,1,0,0,0,0,0,10,9,2,0,2,0,0,0,0,5,10,1,8,8,1,0,1,2,5,1,2,0,0,2,0,0,9,12,2,0,0,0,0,7,9,0,0,2,12,2,0,0,2,0,1,6,0,0,0,0,8,9,0,1,0,0,7,14,4,0,0,0,4,3,1,15,16,11,5,8,18,8,0,0,0,0,6,1,4,0,0,0,1,0,0,14,4,0,0,3,0,0,1,7,0,0,5,11,3,5,0,1,2,1,0,0
18,0,0,1,0,0,0,0,0,0,0,0,0,0,4,11,5,0,6,16,25,21,11,0,5,0,0,0,6,0,0,3,0,9,10,0,4,1,12,2,4,9,0,7,0,0,0,0,4,0,0,3,0,3,10,1,0,0,0,9,0,0,0,0,5,0,4,4,0,7,7,0,0,7,6,0,3,0,0,1,0,0,3,9,0,4,8,4,0,0,0,2,0,0,0,0,0,0,0,5,10,0,0,0,0,0,6,16,6,0,2,19,9,0,7,0,0,4,4,3,0,0,0,5,6,0,0,0,0,6,11,1,0,0,0,2,10,5,12,13,10,2,8,15,5,0,0,3,0,4,0,1,0,0,3,0,0,4,15,5,0,0,1,3,0,0,6,0,0,2,7,0,3,0,0,0,0,0
19,0,5,0,6,0,0,5,0,0,0,0,5,0,0,4,10,4,0,6,14,24,20,10,0,3,0,0,0,6,0,5,0,0,7,10,0,5,2,12,2,2,6,0,12,2,0,5,0,4,0,0,3,0,3,15,5,1,0,0,8,0,0,1,0,3,0,3,3,0,5,6,0,0,5,6,0,8,0,0,6,0,0,2,6,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,1,0,0,6,14,6,0,9,17,8,0,5,0,0,2,3,3,0,0,0,5,6,1,0,0,1,6,11,1,0,0,5,0,8,5,11,14,8,1,7,15,5,0,0,2,5,1,0,0,0,0,8,0,0,5,15,5,5,5,0,3,0,0,6,0,0,1,6,0,0,0,0,0,0
20,0,5,4,5,4,0,5,3,0,0,0,5,5,0,0,3,9,2,0,4,13,23,19,9,0,3,0,0,0,5,5,2,0,0,7,10,1,4,2,10,0,0,4,5,11,1,5,4,0,4,0,0,1,0,8,13,6,0,0,0,7,0,1,0,0,2,0,2,1,0,4,5,0,0,5,5,5,8,0,5,6,0,0,0,5,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,3,10,0,1,0,0,0,4,14,5,0,7,16,6,0,3,0,0,1,3,2,0,0,0,5,7,1,0,1,1,6,10,0,0,5,3,0,8,4,12,12,7,0,7,15,5,0,0,7,2,0,0,0,0,5,7,0,0,5,14,10,10,4,0,3,0,0,5,0,0,0,4,0,0,0,0,0
21,0,0,3,2,1,6,0,10,5,0,5,0,6,8,0,0,0,14,4,5,3,16,19,15,6,0,4,1,1,0,3,6,0,0,0,8,7,0,5,0,6,1,5,2,1,8,0,2,0,0,1,1,5,0,0,5,10,11,1,0,3,8,0,0,5,0,0,0,0,0,2,6,10,5,1,2,3,1,6,0,6,2,0,1,2,2,0,7,6,0,5,5,0,2,0,0,2,2,2,0,0,0,6,0,0,0,0,0,4,17,7,0,6,13,3,5,0,0,0,0,5,7,1,1,0,2,3,2,0,0,0,3,6,0,0,2,2,0,4,2,17,15,5,0,5,11,2,0,0,5,0,0,2,0,0,7,8,0,0,7,12,8,7,5,0,2,0,0,1,0,0,0,2,1,0,0,0
22,0,0,2,2,1,0,5,0,7,3,0,4,0,4,6,2,0,4,11,1,5,6,16,18,15,5,0,1,0,0,0,0,6,3,0,0,8,13,3,4,0,2,0,4,2,2,7,6,0,0,6,0,0,3,0,0,5,7,12,2,0,0,8,6,0,11,6,0,3,3,0,0,3,7,2,7,1,1,3,5,0,5,2,0,0,3,8,0,4,5,0,2,4,0,0,0,0,0,0,1,0,0,0,6,1,0,3,0,0,7,20,10,0,9,12,2,11,1,6,0,0,2,3,0,0,0,0,0,2,0,0,1,2,4,0,3,0,0,0,4,7,15,14,4,0,5,17,7,0,0,4,0,0,8,0,0,3,10,0,0,6,11,14,4,3,0,0,1,0,0,0,0,0,0,0,0,0
23,0,0,0,1,4,0,0,1,0,7,0,0,1,0,4,6,9,0,1,7,8,3,13,18,19,15,5,0,0,0,0,0,7,5,3,0,1,8,10,5,6,0,0,0,11,2,1,7,6,0,0,3,0,0,2,1,1,1,7,12,2,0,1,8,2,1,11,4,0,2,0,0,0,0,4,2,6,1,1,2,2,2,12,2,0,0,3,4,0,2,1,0,4,1,0,2,0,0,0,2,1,0,7,1,6,0,0,5,0,0,10,19,9,0,11,8,2,13,3,6,0,0,0,0,0,1,0,0,1,2,0,0,3,2,3,0,1,0,0,1,0,5,13,14,4,7,7,17,7,0,0,5,0,0,7,0,0,3,10,0,0,5,11,11,4,3,0,0,0,0,0,2,0,0,0,2,2
24,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,4,5,0,0,5,5,3,12,16,17,11,2,0,0,0,0,0,4,4,0,0,0,5,9,4,2,0,0,1,10,1,0,5,5,0,0,0,0,0,0,0,0,0,6,9,0,0,0,4,1,1,21,11,0,0,0,0,0,0,3,1,4,0,0,0,1,2,8,0,0,0,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,3,0,0,4,0,0,7,15,6,1,7,7,3,12,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,0,0,0,15,11,12,2,6,7,16,6,10,0,2,0,0,4,0,0,1,7,0,0,4,8,9,3,1,0,10,0,0,0,0,0,0,0,1
25,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,2,1,7,11,11,15,12,7,0,0,0,0,2,0,3,0,0,0,0,13,17,7,0,0,2,3,8,0,0,4,4,0,0,0,0,0,0,0,2,2,2,5,0,0,0,3,0,11,19,9,0,0,0,0,0,0,1,0,4,0,0,8,3,0,4,2,0,0,0,0,6,0,8,0,0,8,0,0,0,8,0,0,2,0,8,0,1,8,0,0,0,0,5,13,14,4,6,15,5,11,1,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,10,0,0,5,14,10,14,4,8,6,11,5,9,0,1,0,0,0,0,0,0,5,0,0,0,7,8,2,3,0,6,0,8,0,0,0,8,8
26,0,0,0,0,0,13,3,2,5,0,2,0,5,2,0,0,0,7,5,3,0,4,0,3,7,7,15,16,11,1,0,0,0,0,0,7,0,0,4,3,9,17,9,0,0,0,2,5,0,0,1,8,2,0,0,0,0,2,0,0,4,6,2,0,2,0,0,1,7,15,14,5,2,2,4,0,0,0,0,3,4,0,5,3,5,0,0,2,4,0,2,8,0,13,3,0,13,5,5,0,4,0,0,0,0,7,0,0,7,2,0,0,0,3,9,16,6,5,12,2,16,6,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,12,2,0,4,10,7,11,1,7,3,8,1,14,4,0,5,0,0,0,5,0,4,0,4,0,6,4,0,0,0,4,0,5,4,0,0,4
27,0,0,2,0,2,3,12,2,0,2,0,1,0,3,0,2,0,0,3,2,3,0,4,2,3,4,5,12,13,8,0,0,0,0,0,0,6,1,0,6,5,7,14,8,0,6,0,3,2,0,1,0,5,0,0,0,0,0,8,6,0,1,5,3,0,3,1,0,1,7,11,10,2,0,0,5,0,0,2,0,0,6,0,2,0,11,1,0,0,3,0,0,10,3,10,5,3,9,1,7,0,1,0,0,6,0,7,2,0,5,2,0,0,0,5,6,17,8,6,9,6,13,3,0,1,0,0,0,3,0,0,6,2,0,3,0,0,0,0,0,2,10,1,0,1,10,8,17,7,4,2,8,4,15,5,0,2,2,0,0,4,0,5,0,1,0,3,10,0,0,0,6,0,2,1,2,2
28,0,0,0,2,0,6,3,13,6,0,3,0,6,1,0,0,0,1,4,4,0,4,0,0,0,0,3,10,17,12,8,0,0,0,0,5,0,3,6,0,2,4,8,14,5,0,6,0,0,2,0,6,1,1,0,0,0,1,0,5,7,5,0,2,4,0,0,0,0,0,11,15,11,3,5,0,5,0,0,2,5,0,3,0,6,1,8,2,5,0,4,1,0,14,4,6,9,7,13,3,3,0,0,0,0,5,0,3,2,1,2,0,0,0,0,6,7,13,5,2,13,7,12,8,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,1,3,7,0,0,0,7,7,17,7,1,0,12,5,15,9,0,0,0,4,0,4,0,10,0,1,0,0,7,0,0,0,3,5,0,0,0
29,0,0,0,0,0,4,6,4,17,7,1,3,5,7,0,0,0,1,5,5,1,1,1,0,0,0,0,8,15,16,12,7,0,0,0,5,3,0,8,2,0,1,5,8,11,2,0,3,0,0,0,5,7,0,1,0,0,1,0,0,6,12,3,0,3,1,0,0,0,0,4,15,16,12,8,2,0,1,0,0,7,1,0,2,4,3,0,9,7,2,1,5,0,4,10,0,10,13,11,9,0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,1,3,3,10,1,6,14,6,17,7,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,4,7,14,4,0,4,9,5,19,9,0,0,4,4,0,1,5,6,0,0,0,0,6,0,0,0,8,1,0,0
30,0,5,0,5,0,0,9,4,7,17,7,6,3,4,7,0,0,0,0,3,4,0,0,0,0,0,0,0,8,14,21,11,6,0,0,0,6,2,0,6,0,0,0,10,7,10,7,0,3,0,0,0,3,7,5,0,1,0,0,0,0,6,13,3,0,2,0,0,0,0,0,5,13,14,12,7,7,0,0,5,0,5,0,0,1,3,2,0,9,6,0,0,3,0,4,8,0,9,12,9,9,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,10,0,4,11,7,17,8,0,0,6,3,0,0,0,0,5,0,0,0,0,1,0,0,1,0,3,0,0,0,9,4,13,3,0,3,14,9,16,8,0,0,9,9,0,1,5,6,0,0,0,0,5,0,0,0,8,0,0
31,0,0,2,0,1,4,0,10,8,7,18,8,11,4,0,4,0,1,4,1,0,5,0,0,0,0,0,5,5,7,14,20,10,3,0,5,0,3,7,0,2,0,1,0,7,4,10,4,0,3,0,5,1,0,7,1,0,2,0,0,1,5,4,10,4,0,0,0,0,0,4,4,6,14,19,9,7,3,0,0,10,0,2,0,4,0,0,3,5,6,7,1,0,7,0,0,12,4,13,8,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14,4,3,16,7,15,5,5,0,2,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,6,3,9,7,0,4,18,8,13,4,4,0,9,6,5,0,5,2,0,0,0,0,1,0,5,0,4,0
32,0,0,0,1,2,0,3,0,7,8,8,17,7,9,4,0,11,1,0,0,8,0,12,2,1,0,0,0,2,3,6,10,27,17,5,0,6,0,0,9,2,0,0,0,7,7,3,10,4,0,3,0,1,1,0,8,2,0,2,0,0,0,6,4,6,4,0,0,0,0,0,1,0,4,11,19,9,7,3,0,0,12,7,0,0,4,0,0,0,3,2,3,3,0,7,2,2,9,3,15,8,5,12,2,0,0,0,2,0,0,0,0,0,0,2,0,1,2,0,0,4,10,0,6,16,8,15,5,6,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,4,4,6,7,0,8,14,8,13,3,3,0,9,3,5,0,5,2,0,0,0,2,0,0,5,2,6
33,0,0,0,0,9,0,0,0,0,6,4,7,13,3,8,4,2,7,0,0,2,4,2,20,10,0,0,0,0,0,1,1,17,25,16,6,0,5,0,8,17,7,0,0,2,9,5,2,9,3,0,0,0,0,0,0,8,0,2,4,0,0,0,5,0,5,3,0,0,0,0,0,0,0,1,10,17,8,7,1,0,8,14,4,0,2,3,0,0,0,0,0,11,1,0,15,5,0,5,11,14,7,7,12,4,0,0,8,1,0,0,0,0,0,8,0,0,9,1,0,0,0,5,0,6,16,7,11,5,5,0,4,8,1,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,3,0,5,5,0,4,14,7,9,1,1,0,5,2,4,0,7,1,0,0,8,0,0,0,13,10
34,0,0,0,0,0,11,1,5,2,0,11,2,8,16,6,6,0,7,9,5,0,5,0,10,17,7,1,1,1,0,0,2,7,14,24,17,7,0,6,0,7,18,12,2,0,0,7,2,0,8,0,1,5,0,0,0,0,13,3,0,7,1,0,0,10,0,2,0,0,0,2,2,5,5,1,0,8,13,6,5,2,0,4,15,6,0,0,8,1,0,5,5,1,13,3,5,17,7,2,1,7,10,3,4,9,3,0,0,7,4,0,0,0,0,0,13,3,0,6,0,2,5,1,6,0,6,12,8,8,1,1,0,0,4,0,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,5,0,3,7,1,4,10,9,7,0,0,1,1,1,0,0,3,0,0,0,6,1,0,3,9
35,0,0,0,0,0,1,11,1,4,0,1,11,2,7,14,5,6,0,6,8,5,0,5,0,8,15,5,1,1,0,0,0,2,6,19,24,19,9,0,5,0,8,17,12,2,0,0,6,0,5,7,0,0,3,0,0,2,3,12,2,0,7,3,0,0,9,0,1,0,0,0,1,1,4,5,0,0,6,12,6,5,1,0,5,14,5,0,0,8,0,0,4,4,3,11,2,7,16,6,1,0,5,10,5,3,7,2,0,5,6,3,0,0,0,0,3,12,2,0,4,0,1,3,1,4,2,4,12,10,6,0,0,0,0,4,0,0,0,0,2,0,4,2,0,0,0,0,0,3,0,0,0,0,4,0,2,5,0,2,9,9,7,0,0,0,6,0,0,0,2,0,0,0,6,0,0,2
36,0,0,0,0,8,0,1,7,0,3,0,1,7,0,6,14,7,2,0,2,10,1,2,13,3,7,10,1,0,0,0,0,2,0,9,15,24,18,8,8,13,3,7,15,14,4,0,0,5,0,4,3,0,0,1,0,0,0,5,14,4,0,7,2,0,0,8,0,0,0,0,0,0,0,0,4,0,0,6,10,2,13,3,0,4,16,6,0,0,7,0,0,12,2,2,19,9,6,12,14,4,0,7,10,7,0,5,10,0,1,4,1,0,0,8,0,2,20,10,0,0,0,0,0,0,4,1,2,12,9,5,2,8,0,0,2,0,0,0,0,0,0,3,1,0,2,0,2,0,0,0,0,0,0,2,0,0,5,0,0,7,7,6,0,0,0,5,2,0,0,0,8,0,0,5,8,8
