,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
10,0,0,0,9,4,1,0,0,0,11,1,0,0,6,3,10,2,0,0,1,0,0,0,2,6,7,3,5,6,4,1,1,0,5,8,0,1,0,0,1,1,0,4,3,0,0,7,0,0,10,11,1,0,5,0,0,0,0,0,7,1,0,0,0,1,5,9,7,0,0,0,5,10,0,0,5,0,0,1,5,0,0,0,0,0,0,10,6,0,0
11,0,0,0,1,9,5,0,0,0,5,10,0,0,0,5,3,10,1,0,1,0,0,0,0,0,11,8,0,2,3,4,2,0,0,5,8,1,0,0,0,2,0,0,0,2,0,5,4,0,4,14,10,0,5,2,0,0,0,0,0,8,0,0,0,0,0,2,10,5,0,0,0,9,7,0,5,5,0,0,6,4,0,0,0,0,0,0,10,3,0
12,0,5,0,0,6,7,5,5,0,0,2,9,0,0,0,10,8,9,0,0,1,0,0,0,1,1,10,7,0,1,3,2,0,0,5,10,6,0,0,0,0,0,0,0,0,1,0,4,5,0,4,12,9,0,4,1,0,0,0,5,0,7,5,0,5,0,0,0,11,4,0,0,0,8,12,2,10,4,0,0,3,3,0,5,0,0,5,5,7,2
13,0,0,4,0,0,3,5,4,7,0,0,2,7,0,0,0,9,5,9,0,0,0,3,0,0,0,0,9,8,6,0,0,1,6,0,4,7,7,2,0,0,0,0,0,0,6,0,1,4,2,0,2,14,6,1,4,0,6,0,0,3,0,6,2,0,4,3,0,1,12,5,1,0,2,7,9,1,11,2,0,0,9,5,0,4,0,0,4,2,13
14,0,0,0,3,0,0,0,3,3,6,4,0,0,5,0,0,0,6,7,9,0,0,0,1,0,0,0,0,7,6,4,0,0,0,4,0,3,5,6,10,0,0,0,0,4,0,5,0,0,3,1,8,4,13,4,0,1,0,3,0,0,0,0,8,0,0,3,2,0,2,10,3,0,0,0,6,7,1,19,9,4,0,8,3,0,1,0,0,6,3
15,0,0,0,0,2,0,0,0,0,2,4,2,0,0,18,8,0,13,3,5,6,0,0,0,0,0,0,0,0,4,5,2,0,0,0,3,0,0,2,3,8,0,0,0,0,1,0,2,0,0,1,0,5,3,10,2,0,0,0,2,0,0,0,0,7,0,0,1,1,0,0,7,1,0,0,0,5,4,9,18,8,1,0,7,2,0,0,0,0,3
16,0,0,2,0,0,0,0,0,0,0,0,11,2,7,8,17,7,3,14,4,5,6,0,7,1,0,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,2,3,17,7,0,0,0,0,0,0,0,0,9,0,0,2,1,0,0,4,1,0,0,0,5,2,8,14,8,1,0,7,4,0,0,0,0
17,0,5,0,0,5,0,0,5,0,0,0,1,11,1,6,13,22,12,4,13,4,5,4,0,8,1,0,0,0,0,0,2,0,3,5,5,0,0,0,0,0,0,10,0,0,0,0,0,1,2,0,0,0,0,1,7,17,7,0,5,0,0,5,0,5,0,7,0,1,1,0,0,0,3,6,0,5,0,3,2,5,13,7,6,0,5,9,5,0,0
18,0,0,1,0,0,3,0,0,2,0,0,0,1,9,14,5,12,35,25,13,10,1,1,2,0,7,0,0,0,0,0,0,0,0,2,4,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,14,4,0,3,0,0,0,0,1,0,5,0,0,0,0,0,0,2,5,0,2,0,2,0,3,10,6,5,0,4,8,0,0
19,0,0,0,0,0,0,1,0,1,0,0,1,0,2,6,12,3,25,45,35,23,9,1,2,1,0,6,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,0,0,6,0,0,0,0,0,0,2,1,0,0,1,0,7,12,2,0,1,0,0,0,0,1,0,4,0,0,0,0,1,0,0,3,0,4,0,1,0,4,8,4,4,0,2,5,0
20,0,0,0,0,0,0,8,1,0,0,0,0,9,0,0,6,12,15,33,42,43,33,21,7,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,8,0,4,0,0,0,0,0,0,0,0,0,0,9,0,15,12,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,6,3,4,0,0,3
21,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,6,11,23,32,40,41,32,22,10,2,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,4,0,2,0,0,0,0,0,0,0,0,8,5,15,11,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,5,3,4,0,0
22,0,0,0,0,0,0,8,0,6,0,0,0,8,0,6,0,0,3,13,20,40,48,38,32,22,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8,8,2,4,0,1,0,0,0,0,0,0,0,0,8,0,16,6,12,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,5,3,1,0
23,0,0,0,5,0,5,0,6,0,7,1,0,0,4,0,4,0,0,3,16,30,36,45,35,29,23,13,1,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,4,9,0,5,0,0,2,2,0,0,1,0,0,0,5,6,14,9,8,7,0,0,0,0,5,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,6,3,1,0
24,0,0,0,5,3,5,1,0,4,1,8,0,0,0,2,0,2,0,0,6,18,26,35,41,32,30,26,16,4,0,0,5,1,0,0,0,5,2,0,0,5,1,0,0,5,6,1,2,0,2,4,1,0,1,0,0,0,0,1,4,17,7,6,5,0,0,0,5,2,0,0,0,2,0,0,1,0,0,0,1,2,0,0,0,0,0,0,4,1,0
25,0,0,2,0,4,0,5,0,0,1,0,15,5,7,0,1,0,0,1,0,8,18,25,42,42,32,28,24,16,6,0,0,7,1,0,0,0,5,2,0,0,7,1,0,0,5,3,1,3,0,0,2,1,0,1,7,0,0,0,0,7,15,6,2,4,2,0,0,6,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1
26,0,5,0,0,5,2,0,10,0,0,0,5,15,5,6,5,6,0,0,0,0,8,16,32,43,42,32,27,23,15,6,0,0,6,6,5,0,0,4,0,0,0,7,1,0,0,5,2,2,2,0,0,1,1,0,0,7,0,0,5,0,6,20,10,7,2,0,0,1,5,1,0,0,0,7,0,5,0,0,0,0,0,1,5,0,0,7,5,0,0
27,0,0,4,0,0,1,0,0,9,0,0,0,5,13,3,5,4,2,0,0,0,0,6,20,31,40,39,42,32,22,14,4,0,0,5,5,1,0,0,1,0,0,0,5,0,0,0,4,1,0,0,0,0,0,0,0,0,6,0,0,2,10,10,16,9,6,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,6,1,0
28,0,0,0,1,0,0,0,0,2,6,0,0,0,5,10,2,4,1,2,0,0,0,3,10,20,30,38,38,43,38,28,16,3,6,0,4,2,2,2,0,0,0,0,0,1,6,0,1,4,0,0,0,2,0,1,0,0,6,4,0,0,1,9,7,15,8,9,0,0,1,1,5,0,2,0,0,3,1,2,0,0,6,2,0,0,3,0,0,3,7
29,0,0,0,1,1,1,0,0,0,7,5,0,0,0,4,10,2,3,0,3,0,0,0,0,8,25,31,35,35,40,38,29,19,7,6,0,5,0,0,1,1,0,0,0,0,0,11,1,0,8,4,0,0,7,0,0,0,0,2,4,1,0,1,6,7,11,5,10,0,0,0,0,9,0,2,5,0,0,0,7,0,0,3,2,0,0,3,0,0,0
30,0,0,0,0,1,0,9,0,0,0,3,5,8,0,0,4,10,0,1,0,11,8,0,0,0,15,22,29,32,33,38,34,28,18,7,6,0,2,0,0,0,0,8,8,0,0,1,8,1,0,4,1,0,0,4,0,8,0,8,2,1,0,0,0,6,6,8,1,10,0,0,0,0,7,0,0,5,0,0,0,3,0,0,3,0,0,0,3,0,0
31,0,0,8,0,0,0,0,7,0,0,0,5,4,10,0,0,2,6,0,0,1,10,6,2,0,5,11,21,31,31,32,34,42,32,20,6,2,2,2,0,0,8,0,7,3,0,0,3,8,0,0,1,1,0,2,6,0,7,0,6,0,0,0,0,0,14,4,4,1,12,2,2,0,0,5,0,0,7,0,0,0,2,0,0,2,8,0,0,0,0
32,0,1,0,5,1,0,0,1,7,0,0,1,5,5,9,1,1,1,5,0,0,1,9,7,7,0,3,11,20,31,33,29,34,42,33,23,11,1,2,0,0,0,8,0,4,3,0,0,8,5,0,0,1,0,0,3,6,0,7,1,4,0,1,0,1,4,13,3,9,2,11,1,0,0,1,3,1,0,5,0,0,0,2,1,2,2,9,1,0,0
33,0,5,0,0,10,0,0,5,0,7,0,0,1,4,4,14,6,0,0,4,0,0,0,8,8,7,0,2,10,19,31,31,27,33,47,38,28,16,2,0,0,0,0,8,0,3,3,0,1,7,4,0,0,1,0,0,3,5,0,12,2,3,5,0,5,0,3,11,4,8,1,10,0,0,5,1,8,0,0,5,0,0,0,7,1,0,7,14,4,0
34,0,5,3,0,5,8,0,5,4,0,4,0,0,0,3,9,19,9,0,0,4,0,0,0,9,8,6,0,1,9,19,29,29,26,38,52,42,30,16,0,0,0,0,0,5,0,3,2,1,0,6,2,0,0,0,0,0,2,5,5,11,1,8,2,5,3,0,1,12,3,7,0,9,0,5,5,6,7,0,0,2,0,0,5,7,0,5,12,11,3
35,0,0,0,1,0,3,5,0,4,1,1,0,0,0,0,0,9,14,6,0,0,1,0,0,0,6,7,2,0,0,9,17,24,26,28,40,50,40,29,19,7,0,0,0,1,2,0,0,0,0,0,8,1,0,0,0,0,0,0,2,4,7,0,23,13,1,0,0,2,9,0,4,0,8,0,2,2,3,9,0,1,0,0,0,2,2,0,2,27,17
36,0,0,0,0,0,0,1,4,2,1,0,1,0,0,0,0,0,6,14,4,0,0,4,0,0,0,4,6,3,6,0,7,16,30,25,30,38,51,42,32,20,6,0,0,0,7,0,1,0,0,0,0,10,0,1,0,0,6,0,0,0,3,6,13,22,12,4,0,0,3,10,1,1,2,7,0,1,3,1,6,0,7,2,0,0,1,1,0,17,33
37,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,4,13,3,0,0,4,2,0,0,3,5,2,11,1,6,18,30,25,29,41,50,40,31,21,9,0,0,0,7,0,3,0,0,0,0,10,0,1,0,0,4,0,0,0,3,3,13,21,11,3,2,0,2,9,0,0,2,7,0,0,1,1,4,0,6,2,5,0,1,1,7,21
38,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,10,0,7,0,3,0,0,0,3,8,1,8,0,9,20,28,22,31,42,49,39,29,19,7,0,3,0,7,0,0,0,0,1,0,10,0,0,3,0,2,0,0,0,0,3,11,28,18,6,2,0,2,5,1,0,0,5,0,0,0,0,7,1,4,1,3,0,0,0,11
39,0,5,0,0,5,0,0,5,0,2,0,0,0,0,0,5,5,0,0,0,3,10,0,6,1,3,0,0,0,2,8,0,6,0,14,25,26,21,30,40,47,37,29,19,7,0,3,0,8,0,0,0,0,1,0,9,0,0,3,5,1,0,5,0,5,1,16,26,19,9,1,0,1,4,6,0,5,4,0,0,0,0,6,6,4,0,8,5,0,1
40,0,0,13,3,0,1,0,0,5,0,0,2,0,2,0,0,3,1,0,0,0,2,8,2,6,0,0,0,2,0,1,4,8,5,4,13,21,28,21,30,36,55,45,33,19,6,0,5,0,4,0,0,0,0,3,2,8,0,0,1,1,0,0,0,0,13,6,14,26,21,11,3,0,1,2,2,0,7,1,0,0,0,0,4,5,12,2,6,0,0
41,0,5,3,11,8,0,1,5,0,5,0,0,2,0,1,5,5,2,0,0,0,0,0,7,3,6,0,0,0,1,0,0,2,7,10,9,11,20,27,20,28,45,55,45,33,19,6,0,6,0,3,0,0,0,0,2,2,7,0,5,0,0,5,0,5,3,11,4,15,25,20,10,2,0,6,2,7,0,5,1,0,0,0,5,4,3,17,7,3,0
42,0,0,4,1,10,5,0,0,7,0,1,0,0,2,0,0,4,2,2,0,0,0,3,0,7,0,4,0,1,6,0,0,0,8,6,9,6,12,22,25,18,33,43,53,43,39,29,17,3,3,0,1,2,0,1,0,0,8,5,0,3,0,0,2,0,4,6,8,5,16,26,21,11,4,0,3,1,8,0,2,0,6,2,0,4,3,7,16,6,9
43,0,0,0,0,1,6,13,3,0,3,0,1,8,0,0,0,0,1,0,0,8,8,0,3,0,3,0,2,0,0,4,0,0,0,8,6,5,3,12,19,21,23,41,51,49,41,35,26,17,7,0,0,0,0,0,1,8,0,16,6,0,1,0,0,2,0,1,2,8,6,14,23,17,9,4,0,3,0,5,0,0,0,4,2,0,3,3,7,13,4
44,0,0,0,0,0,0,14,13,3,0,0,0,9,8,0,0,0,0,0,0,8,16,6,0,3,0,0,0,0,0,0,0,0,0,0,8,2,2,2,9,15,20,31,49,47,47,37,32,26,16,4,0,0,0,0,0,9,6,8,16,6,0,1,0,0,1,0,0,2,5,4,11,19,15,9,0,0,0,0,1,0,0,0,4,0,0,3,3,4,11
45,0,0,0,5,0,5,4,12,11,4,1,0,0,5,6,0,0,0,0,3,0,6,13,3,0,4,3,0,0,0,0,5,0,0,0,0,13,3,0,1,14,11,21,37,50,44,48,38,29,28,18,6,0,1,0,0,0,6,2,6,19,9,0,0,0,0,0,5,0,0,2,1,13,17,13,10,0,0,0,1,2,0,0,0,3,0,0,1,1,1
46,0,0,8,0,3,0,4,2,12,7,0,3,0,2,1,4,0,0,0,0,2,0,4,15,5,0,0,2,2,0,0,0,13,3,0,0,3,15,5,0,4,22,12,27,38,49,40,50,40,28,24,15,6,0,3,2,0,0,5,0,9,18,8,0,0,8,0,0,5,2,2,4,3,13,15,9,8,2,0,0,0,1,0,0,0,11,1,0,0,0
47,0,0,0,4,0,0,8,4,2,8,3,0,11,1,0,1,4,0,0,0,8,10,0,5,15,5,0,0,0,0,0,0,3,11,3,0,0,5,13,3,0,12,30,20,28,37,45,40,50,40,28,21,13,3,0,3,10,0,8,5,0,8,18,8,0,0,5,0,0,2,0,0,0,3,13,11,9,5,0,0,0,0,0,0,0,1,11,1,0,0
48,0,0,0,5,2,5,0,6,2,3,9,0,1,7,0,0,0,2,0,3,0,4,7,0,5,16,8,0,0,0,0,5,0,1,9,1,5,0,3,12,8,2,18,26,21,27,38,42,40,52,42,30,19,14,4,0,0,7,0,6,8,0,8,16,6,0,0,10,0,0,0,0,2,0,3,14,9,6,4,1,1,0,0,0,0,0,1,9,0,0
49,0,0,0,5,3,7,1,0,4,3,4,5,0,0,5,0,0,0,0,3,0,0,1,3,0,6,19,9,0,0,0,5,1,0,0,7,6,2,0,2,17,7,8,14,27,18,28,35,39,42,54,44,32,20,11,1,0,0,3,0,9,4,0,6,14,4,0,5,7,0,0,0,2,0,0,4,12,6,5,5,2,0,0,0,0,0,0,0,7,0
50,0,5,0,0,10,1,7,6,0,4,0,3,5,0,0,10,5,0,0,0,3,0,0,0,4,0,9,18,8,0,0,0,3,0,5,5,5,5,1,0,7,15,7,8,17,26,18,27,36,38,44,52,43,33,21,10,1,0,0,8,0,8,9,0,11,12,2,0,6,6,0,0,0,1,5,0,9,11,4,5,2,1,0,5,0,0,5,5,0,6
51,0,0,5,0,0,8,0,6,13,3,0,0,1,5,0,0,9,2,1,0,0,1,1,0,0,1,0,8,20,10,0,0,0,5,0,4,3,7,12,2,0,7,13,5,7,19,23,20,27,33,35,43,59,49,37,23,8,3,0,0,8,0,7,8,1,11,13,3,0,8,8,2,0,7,0,2,0,11,10,1,1,4,8,0,4,0,0,4,4,2
52,0,1,0,2,1,0,8,1,6,11,1,1,0,2,4,1,1,8,1,0,0,0,0,2,5,0,0,0,10,20,12,2,0,0,6,1,1,2,7,10,0,0,7,13,3,9,17,22,25,24,30,33,47,57,48,38,26,12,3,1,0,7,1,3,9,1,10,10,8,0,7,7,0,0,8,0,3,1,9,8,0,1,4,9,2,4,1,1,0,4
53,0,0,0,5,0,6,0,6,0,7,12,2,0,0,0,2,0,0,5,4,0,0,0,0,0,6,3,0,0,8,19,17,7,0,0,4,6,0,0,6,15,5,0,3,14,4,10,14,19,27,26,29,37,48,54,44,34,24,12,1,4,0,5,0,1,5,0,15,7,5,0,4,9,0,0,9,0,0,0,10,9,0,0,2,8,0,2,0,0,0
54,0,1,0,0,6,0,6,1,6,0,4,13,3,1,0,1,3,0,0,3,4,0,0,1,5,0,4,2,0,0,10,16,17,7,1,1,1,5,0,0,5,15,5,0,4,14,4,9,19,17,24,24,29,38,47,55,45,34,24,13,3,3,1,1,1,1,4,5,20,10,4,0,1,9,1,0,10,0,0,0,7,9,0,1,4,8,1,3,0,0
55,0,0,0,0,0,2,8,6,0,2,0,4,21,11,0,0,1,0,0,0,11,12,2,0,1,1,0,2,0,0,0,6,15,15,7,1,0,0,3,0,0,5,23,13,1,4,10,1,9,15,14,21,22,28,35,47,63,53,42,32,20,6,3,0,1,0,0,0,10,17,7,1,0,0,9,0,0,7,0,0,0,5,7,0,0,3,8,1,0,0
56,0,0,0,5,0,5,0,6,4,1,3,0,11,17,9,0,0,0,0,3,1,7,9,0,0,2,4,0,0,0,0,5,5,12,13,5,6,0,0,2,5,0,13,19,14,4,5,7,0,11,17,13,19,23,25,35,49,60,50,40,35,25,13,1,0,0,0,5,0,7,14,4,3,0,0,10,0,0,6,1,1,0,3,5,0,0,1,6,0,0
57,0,0,2,0,4,0,5,0,6,1,0,10,1,18,15,8,0,0,1,0,3,1,6,16,6,0,0,2,0,0,0,0,7,5,11,12,2,6,0,0,0,7,3,13,15,14,4,5,8,1,8,15,13,16,23,32,39,49,60,50,38,33,24,14,2,2,0,0,6,0,7,14,4,3,0,0,9,0,0,3,0,1,0,2,5,2,0,0,2,0
58,0,5,0,0,5,2,0,10,0,6,0,0,10,8,17,20,13,3,0,0,0,3,0,6,17,7,0,0,1,0,0,0,0,6,10,16,10,1,5,0,0,0,7,3,10,14,14,4,6,7,0,6,14,13,15,22,32,39,49,65,55,43,38,28,19,9,0,0,1,5,0,6,13,3,8,0,5,8,0,0,0,0,0,5,2,3,7,5,0,1
59,0,0,1,3,0,8,0,0,10,1,6,0,0,8,7,16,19,11,2,7,0,0,1,0,7,18,14,4,0,0,0,3,0,0,5,9,19,9,1,5,3,0,0,4,3,8,15,12,2,8,9,0,6,15,11,13,22,30,39,53,72,62,50,37,27,15,7,3,0,0,3,0,8,13,3,9,0,3,8,1,0,0,0,0,4,0,2,6,4,0
60,0,0,0,0,2,0,6,0,0,7,0,4,0,0,4,6,15,15,9,0,5,0,0,0,0,8,15,24,14,2,0,0,2,0,0,4,9,18,8,0,1,2,0,0,0,2,5,14,11,1,5,6,0,5,14,9,12,21,29,41,58,82,72,60,46,30,12,3,2,0,0,2,0,7,12,2,8,0,0,5,0,0,0,0,0,3,0,1,2,3
61,0,0,0,0,0,0,0,5,0,0,3,0,2,0,0,3,5,11,13,6,0,3,0,0,0,0,5,25,23,13,1,0,0,1,0,0,0,8,17,7,0,0,0,0,0,0,0,4,13,8,0,2,5,0,4,12,7,11,19,31,46,68,81,71,59,45,29,11,2,1,0,0,0,0,6,9,1,7,0,0,1,0,0,0,0,0,2,0,0,1
62,0,0,0,0,0,0,0,0,7,0,0,3,0,2,0,0,2,2,11,11,4,0,6,0,0,0,0,15,26,29,19,7,0,6,0,0,0,1,10,15,5,0,0,0,0,6,0,1,4,10,5,0,4,2,1,4,10,13,9,19,32,52,67,78,70,60,48,34,18,3,2,1,0,2,0,3,8,2,5,0,0,7,2,0,0,0,0,1,0,6
63,0,0,0,0,0,0,8,0,0,3,0,0,11,1,0,0,0,0,1,8,19,12,2,6,0,0,0,5,14,24,27,17,6,0,6,0,0,0,0,7,11,4,8,8,0,0,2,0,1,0,6,2,0,0,0,1,12,8,21,11,22,40,53,64,78,69,59,47,34,24,12,0,0,0,2,0,3,5,0,1,0,0,5,2,0,0,0,0,0,0
64,0,0,0,0,0,0,0,8,0,0,1,0,1,11,1,0,0,0,0,0,9,17,11,2,8,0,0,0,4,13,29,26,16,5,0,6,0,0,0,0,6,10,2,6,6,0,0,1,2,0,0,4,1,0,0,0,2,11,11,21,12,28,40,54,66,77,68,58,49,39,27,13,0,0,0,2,0,2,3,0,0,0,0,5,7,0,0,0,0,0
65,0,0,0,0,0,0,0,0,5,0,0,0,0,1,24,14,2,13,3,0,0,7,13,9,1,7,0,0,0,3,17,27,22,13,4,0,4,0,0,0,0,2,7,0,4,3,0,0,0,0,0,0,1,0,0,0,0,1,8,11,19,18,28,40,53,67,73,66,57,47,36,26,14,0,0,0,1,0,0,2,0,0,0,0,4,3,0,0,0,0
66,0,5,0,0,5,0,0,5,0,5,0,0,0,0,14,29,19,7,11,2,0,0,5,12,10,1,6,0,0,0,7,15,25,21,18,9,0,3,0,0,0,0,2,7,0,3,3,0,1,0,0,0,0,1,0,0,0,0,1,13,10,18,23,30,45,57,65,71,67,57,46,36,25,15,5,0,5,0,0,0,0,0,0,5,0,2,8,5,0,0
67,0,0,13,3,0,1,0,0,5,0,0,2,0,2,4,17,27,17,6,7,1,0,0,7,12,6,0,5,2,0,0,5,23,24,19,16,6,2,3,0,0,8,0,1,2,0,0,5,0,0,0,0,0,0,3,2,0,0,0,3,9,9,16,20,33,53,55,61,71,69,59,48,38,26,13,3,0,7,0,0,0,0,0,0,4,8,0,6,0,0
68,0,0,3,11,2,0,0,0,0,4,0,0,0,0,15,7,16,40,30,18,4,0,0,0,6,11,4,0,2,0,0,0,13,20,23,18,14,4,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,5,8,11,23,41,49,53,61,68,66,56,46,36,25,15,3,0,4,0,0,0,0,0,0,0,7,0,1,0
69,0,1,0,1,12,2,0,1,0,0,1,1,0,1,5,16,8,30,39,29,18,8,0,1,5,4,9,3,0,2,2,0,3,13,21,24,15,13,4,0,0,0,0,5,0,0,0,0,5,1,0,0,0,0,0,1,1,0,0,1,0,0,6,4,13,29,40,46,58,60,67,65,55,46,37,27,16,6,0,2,0,0,0,1,2,0,1,8,0,1
70,0,0,9,0,2,8,1,0,1,0,0,3,0,2,0,6,14,20,29,35,28,18,6,2,1,1,0,8,5,0,1,0,8,3,11,19,20,17,13,3,0,8,0,0,0,0,0,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,3,21,30,36,48,60,62,69,61,55,45,33,25,18,8,0,0,0,0,0,0,10,0,0,3,0
71,0,0,8,5,0,0,7,0,0,0,0,2,2,2,0,0,4,10,19,25,34,27,17,8,2,0,0,0,10,4,0,0,8,7,1,9,15,22,17,10,0,8,7,0,0,0,0,2,2,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,11,19,26,36,50,62,64,65,61,53,43,31,27,17,5,0,0,0,0,0,8,8,0,0,2
72,0,0,2,5,4,0,0,6,2,0,0,0,0,2,0,0,0,1,10,17,24,31,27,17,7,0,0,0,6,11,3,0,2,9,6,0,6,21,24,15,7,2,5,4,0,1,0,6,1,0,0,0,2,0,6,2,1,2,0,0,0,0,0,0,0,2,11,16,25,42,56,68,60,67,60,50,42,37,27,15,2,1,2,0,0,2,7,7,0,1
73,0,0,0,7,3,9,0,0,4,3,1,0,0,0,0,0,0,0,0,13,14,20,28,23,14,8,3,0,0,3,10,8,0,0,7,4,5,11,19,23,20,10,0,1,5,0,2,0,3,3,2,0,0,3,0,2,0,0,0,0,3,0,0,0,0,0,1,16,15,30,42,53,70,60,65,61,51,39,36,28,18,6,0,0,0,0,0,5,5,0
