,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
11,0,0,0,0,1,4,13,3,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,9,8,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,7,14,4,2,2,0,0,0,1,1,9,0,0,5,2,0,4,0
12,0,2,0,0,0,0,3,10,3,1,0,6,1,0,0,6,6,0,2,0,0,1,0,0,0,0,0,6,0,5,7,3,0,0,10,0,1,6,0,0,2,0,1,6,0,0,6,0,0,0,0,0,6,2,2,0,0,3,19,9,0,0,8,16,6,8,1,1,0,0,1,0,11,1,0,7,0,0,5
13,0,1,0,0,0,0,0,0,10,1,0,0,6,0,0,0,6,3,0,1,0,0,0,0,0,0,0,0,2,0,3,5,0,0,0,8,0,1,16,6,0,0,0,1,7,0,0,8,10,0,0,0,0,7,3,0,0,0,9,17,9,0,0,7,12,6,6,1,0,0,1,0,1,7,0,0,3,0,0
14,0,0,0,2,0,7,0,3,0,7,0,0,0,9,0,0,0,9,0,0,4,0,0,1,0,0,0,0,2,4,0,2,7,0,0,0,6,0,6,13,3,3,0,0,0,6,0,0,7,9,0,0,0,0,7,0,0,0,0,7,15,11,1,0,9,10,5,4,4,0,0,0,0,2,9,0,1,2,0
15,0,0,0,0,1,0,12,2,2,0,7,0,0,0,8,0,0,0,8,0,0,3,2,0,0,0,0,0,0,1,4,0,1,7,0,0,0,5,0,4,12,2,2,0,0,0,5,0,0,7,9,0,0,0,0,5,0,0,0,0,6,14,10,0,0,8,10,4,3,6,0,0,0,0,1,8,0,6,1
16,0,2,0,0,0,0,2,9,2,0,0,13,3,0,0,14,6,0,2,5,0,1,2,0,0,0,0,6,0,0,0,3,0,0,13,3,0,6,5,0,6,9,3,8,0,0,6,3,0,0,6,9,6,2,2,0,2,0,6,0,0,4,15,12,2,6,7,11,1,2,6,0,2,0,0,3,5,0,7
17,0,0,3,0,0,0,2,0,8,2,1,3,13,3,0,4,13,3,0,0,2,0,6,0,0,0,0,0,3,0,1,1,0,1,3,14,4,0,5,5,0,3,9,2,9,1,0,4,2,1,1,5,8,6,2,2,0,1,0,6,0,0,5,15,9,1,7,7,8,6,3,7,0,0,0,0,1,7,0
18,0,0,0,0,10,0,0,0,0,6,1,0,3,9,0,0,3,9,2,0,0,1,0,3,0,0,10,0,0,0,0,0,0,0,0,4,11,3,0,3,4,0,2,8,0,8,0,0,2,1,0,0,4,7,5,0,0,0,0,0,3,0,0,5,12,8,0,6,3,7,4,2,6,0,0,0,0,0,6
19,0,0,0,0,0,6,0,0,0,0,4,3,0,0,7,2,2,0,17,7,0,0,1,0,1,0,0,12,2,0,0,0,0,0,2,0,2,13,3,0,11,1,0,4,10,0,10,0,0,0,0,0,2,4,7,4,0,0,2,0,0,0,0,8,2,14,6,0,2,3,9,2,2,2,0,8,0,0,0
20,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,4,0,0,7,15,5,0,0,0,0,0,0,2,10,0,0,0,0,0,0,1,0,3,10,0,1,9,0,0,2,9,0,7,0,0,0,0,0,0,1,4,2,13,3,0,0,0,0,0,6,4,13,3,0,1,1,8,0,1,0,0,7,0,0
21,0,0,1,0,0,0,2,2,0,0,1,0,1,0,0,0,3,0,0,5,12,5,5,0,0,0,0,0,0,7,1,1,0,1,0,1,0,0,2,10,0,0,9,0,1,3,8,0,6,1,1,0,0,0,0,1,1,3,12,3,0,0,0,0,0,5,5,13,3,5,2,2,8,0,0,0,0,9,0
22,0,1,0,0,0,0,0,0,9,0,0,1,3,0,7,0,0,0,0,0,2,15,5,2,7,7,0,0,0,0,5,0,0,0,1,0,8,0,0,0,8,0,3,9,0,0,3,7,0,4,0,8,0,1,1,0,0,0,3,9,10,0,3,0,0,0,3,8,10,2,4,0,3,5,0,0,0,0,12
23,0,0,0,5,0,2,0,2,0,5,0,0,0,5,0,3,0,2,0,0,2,5,12,9,0,3,4,0,5,5,0,4,5,0,0,0,0,4,0,0,0,10,0,0,6,0,0,2,3,0,3,0,4,0,0,0,0,0,0,0,5,15,5,0,5,0,0,0,10,7,0,3,0,7,10,0,4,0,2
24,0,0,0,0,2,0,0,0,1,0,3,0,0,0,4,0,1,0,0,4,0,0,3,11,8,0,0,2,0,4,3,0,3,3,0,0,0,0,6,0,0,0,8,0,0,4,0,8,4,1,0,2,0,3,0,0,4,0,0,0,0,5,13,3,0,3,0,0,0,8,5,0,2,0,6,7,0,2,0
25,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,2,0,8,0,0,0,0,1,9,6,0,2,0,0,2,1,0,1,5,0,0,2,0,5,8,0,0,10,2,0,6,0,7,2,0,0,4,0,3,0,0,0,2,0,0,0,4,21,11,2,1,0,0,0,10,3,0,0,0,14,4,0,1
26,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,5,0,0,4,0,0,0,0,0,6,16,6,0,0,0,1,0,0,0,4,0,0,0,0,4,4,0,0,8,1,0,3,0,6,1,0,0,3,0,1,0,0,0,0,0,0,0,11,18,10,1,0,0,0,0,9,2,0,0,4,11,3,0
27,0,0,0,4,0,11,1,1,0,0,0,0,0,5,0,0,0,6,0,0,5,0,0,5,0,0,6,13,10,4,0,0,5,0,0,0,1,0,0,0,0,5,1,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,1,15,15,10,0,1,0,0,0,6,7,4,0,9,11,1
28,0,0,0,0,0,1,10,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,1,0,0,3,11,8,3,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,2,0,0,0,0,0,13,3,0,0,0,1,0,5,12,14,7,0,0,0,0,0,5,5,0,0,8,8
29,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,7,8,3,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,3,10,11,1,0,0,0,0,2,12,12,3,0,0,0,0,0,1,4,0,0,6
30,0,0,0,0,0,0,5,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,7,8,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,8,10,0,0,0,0,0,2,11,11,5,0,0,0,0,0,0,4,5,0
31,0,0,0,0,0,0,0,1,0,4,0,10,0,0,0,2,2,0,8,0,0,0,0,0,0,0,0,2,0,0,0,5,4,0,2,0,0,2,0,0,8,3,0,2,2,0,2,0,0,0,0,0,2,0,0,0,0,2,2,1,6,6,0,8,0,2,0,1,7,11,7,0,0,0,0,8,0,3,4
32,0,0,0,0,0,0,0,0,0,8,4,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0,8,0,4,1,0,2,2,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,2,4,0,4,0,2,0,0,7,11,7,0,0,0,0,4,0,1
33,0,0,0,4,0,1,0,1,0,0,8,1,0,9,0,0,0,1,0,0,5,0,0,5,0,0,0,0,4,4,0,0,4,1,1,0,0,0,0,0,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,4,0,0,4,1,0,0,1,0,4,11,4,5,4,0,5,4,0
34,0,0,0,0,3,0,6,0,0,0,0,7,0,0,8,0,0,0,0,0,0,4,2,0,4,0,0,0,0,3,4,0,0,4,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,0,0,3,1,0,0,3,0,4,10,4,4,3,0,10,3
35,0,0,0,0,0,3,0,5,0,0,0,0,5,0,0,6,0,0,0,4,0,0,2,1,0,3,0,0,0,0,1,2,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,9,2,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,1,0,0,0,1,0,3,9,3,1,2,0,8
36,0,2,0,0,0,0,2,0,5,0,0,6,1,2,0,6,12,2,2,0,1,1,0,0,1,0,2,6,0,0,0,0,0,0,6,1,0,6,0,0,2,0,1,7,0,0,6,0,9,1,0,0,6,2,2,0,0,1,6,1,0,0,1,6,0,6,0,2,0,0,0,0,2,0,5,5,0,1,1
37,0,0,3,0,0,0,2,0,0,5,1,0,6,0,1,0,5,9,2,0,0,1,6,0,0,0,0,1,3,0,1,1,0,1,0,7,0,0,5,0,0,0,0,0,8,1,0,4,0,10,2,0,0,6,2,2,0,0,0,6,0,0,0,1,3,0,7,0,0,5,1,1,0,0,0,5,3,2,1
38,0,2,0,0,0,0,0,0,0,0,4,7,1,3,0,7,6,2,11,1,0,1,0,3,0,0,0,6,0,0,0,0,0,0,7,0,7,6,0,2,2,0,1,6,0,7,7,0,4,0,9,2,6,2,8,0,0,0,6,0,6,0,1,2,0,9,0,8,0,0,5,0,3,0,0,2,2,2,3
39,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,4,4,1,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,4,3,0,0,0,0,0,4,0,4,4,0,3,0,5,0,3,0,5,0,13,3,3,0,4,0,0,0,0,8,0,6,0,0,4,0,2,0,0,1,1,0
40,0,2,0,0,0,0,0,0,3,0,0,1,7,1,3,1,1,1,3,0,6,6,0,0,3,3,0,1,0,1,0,0,0,0,1,0,9,1,4,1,0,0,6,1,0,3,1,2,4,0,2,3,6,2,5,0,1,3,14,4,6,0,10,0,0,1,0,14,4,6,0,0,6,0,0,0,0,0,7
41,0,0,0,2,0,3,0,5,0,0,0,0,0,12,2,0,0,6,0,4,5,3,3,1,0,0,0,0,3,2,0,0,2,0,0,0,0,6,0,0,0,5,0,3,0,0,0,0,0,2,0,0,0,4,0,1,1,0,4,10,1,8,0,6,2,0,0,4,19,9,2,0,0,7,2,0,1,0,0
42,0,0,0,0,0,0,2,0,1,0,0,0,0,2,8,0,0,0,2,0,2,2,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,14,4,1,6,0,5,0,4,0,0,0,9,18,8,1,0,0,5,0,0,0,0
43,0,0,0,2,0,3,0,7,0,0,0,0,0,5,0,5,0,5,0,3,5,0,0,3,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,1,0,8,0,1,2,1,0,0,5,8,14,6,0,1,2,1,1,0,0
44,0,0,5,0,1,0,3,0,5,0,5,0,0,0,3,0,4,0,3,0,1,4,1,0,1,0,0,0,0,1,7,5,0,7,0,5,0,0,0,0,0,0,4,0,0,5,0,0,0,5,5,0,0,0,0,0,0,0,3,11,1,0,7,0,0,1,6,0,0,6,7,19,9,0,0,0,1,1,0
45,0,1,0,1,0,0,0,0,7,2,0,5,3,0,7,3,0,1,0,0,0,4,3,0,7,8,0,0,0,0,0,5,1,0,7,0,12,2,0,0,0,0,3,4,0,0,5,0,0,0,3,12,2,1,1,0,0,0,0,1,18,8,3,5,0,0,0,9,0,0,5,9,20,10,0,0,0,0,4
46,0,0,0,5,0,2,0,2,0,3,1,0,2,5,0,3,0,2,0,0,2,0,1,7,0,3,5,0,5,5,0,0,10,0,0,6,2,8,0,0,0,2,0,0,1,0,0,4,0,0,0,2,8,0,0,0,0,0,0,0,8,23,13,1,10,0,0,0,11,1,0,4,10,24,15,5,4,0,0
47,0,2,0,0,4,0,1,0,2,0,2,7,1,0,5,6,9,0,4,0,0,3,0,0,7,0,2,11,1,1,4,0,0,9,6,0,6,8,8,0,2,0,3,6,0,0,6,0,4,0,0,0,8,10,2,0,0,0,6,0,0,13,24,15,5,16,6,1,1,10,1,0,6,14,20,17,7,3,1
48,0,0,1,0,0,2,0,0,0,2,0,2,7,0,0,5,6,5,2,0,0,0,4,0,0,6,0,2,8,0,0,3,0,0,9,5,0,6,9,8,2,0,0,3,13,3,0,4,1,3,0,0,0,8,10,2,0,0,0,6,0,3,13,26,16,6,15,6,0,2,17,7,0,4,11,22,14,7,3
49,0,2,0,0,0,0,1,0,3,0,1,1,8,4,3,1,6,3,4,0,0,6,0,1,3,3,5,1,0,5,0,0,0,0,1,8,8,1,6,7,7,0,6,1,3,12,4,0,4,0,2,3,1,2,10,8,0,0,1,0,9,0,9,16,23,17,7,21,11,0,7,16,9,0,1,10,19,13,13
50,0,7,1,0,0,0,0,0,1,1,0,3,3,6,5,5,3,4,3,0,0,2,6,0,2,4,2,7,0,0,4,0,0,0,2,0,9,10,2,4,7,5,2,8,1,2,14,4,1,3,0,3,5,8,9,8,4,0,2,0,1,6,2,9,13,25,16,11,19,11,1,6,23,13,1,1,9,18,15
51,0,0,5,0,0,0,0,0,0,0,0,2,2,0,4,7,7,0,12,2,0,0,2,2,0,0,3,4,3,0,0,2,0,0,2,0,0,11,9,1,12,3,4,4,10,0,4,11,3,0,1,0,5,5,8,8,3,0,2,1,0,0,5,10,5,15,23,15,9,19,13,3,13,19,9,9,0,8,17
52,0,0,0,10,0,2,0,2,0,0,0,0,0,4,0,0,3,9,2,12,4,0,0,6,0,0,0,0,9,8,0,0,7,0,0,1,0,1,7,5,2,14,4,0,1,9,0,3,7,2,0,0,0,2,2,4,8,1,0,0,0,5,0,1,15,5,14,20,17,9,16,12,3,17,24,14,13,3,7
53,0,7,0,0,9,0,1,0,3,0,0,2,2,0,5,2,2,1,9,2,10,6,0,0,7,1,0,2,0,6,7,0,0,6,2,0,2,2,2,5,5,4,16,6,0,0,11,1,4,6,1,1,2,7,9,0,0,5,3,0,1,0,7,0,5,17,7,16,18,17,9,15,19,9,14,24,14,12,5
54,0,0,6,5,0,11,1,3,0,0,0,0,0,4,0,1,0,4,0,9,4,7,3,4,0,3,0,0,7,5,5,6,5,0,2,1,0,0,0,0,1,7,6,12,3,0,1,10,0,3,5,0,0,0,4,5,0,0,1,0,0,6,0,3,5,7,16,6,18,15,14,8,12,23,14,14,28,18,9
55,0,0,0,10,2,1,11,2,0,0,0,0,0,1,1,0,0,1,0,0,10,1,5,8,1,0,0,0,4,11,5,5,10,5,0,2,0,0,0,0,0,2,4,3,9,3,0,0,6,0,3,2,0,0,0,0,4,0,0,0,0,4,3,0,7,2,7,13,8,16,12,14,5,17,27,17,19,28,18
56,0,2,0,0,9,0,1,8,5,0,0,1,6,0,4,2,1,0,0,0,0,16,6,2,11,4,0,1,0,1,10,4,2,9,6,0,5,1,0,0,0,0,8,5,3,8,4,0,0,5,0,6,3,2,2,0,0,1,1,0,3,0,10,2,0,8,1,13,10,8,16,11,16,7,15,26,16,18,34
57,0,0,0,0,0,5,0,0,6,4,0,2,0,2,0,6,4,0,8,0,0,6,16,6,1,9,3,2,0,0,0,8,0,0,11,4,0,7,0,0,8,0,0,10,7,1,10,1,0,0,3,0,8,3,2,1,0,0,3,0,0,0,0,18,8,2,6,3,9,10,10,14,11,12,5,23,22,15,24
58,0,0,0,0,0,0,3,0,0,14,4,0,0,0,0,0,3,0,0,4,0,0,6,12,3,0,7,0,0,0,0,0,4,0,1,11,1,0,5,8,0,4,0,0,10,7,0,7,0,0,0,0,0,6,1,10,0,0,0,11,1,0,0,8,14,5,2,4,0,9,10,10,12,7,8,13,19,20,14
59,0,2,0,0,0,0,0,0,0,4,13,10,1,0,0,6,6,0,2,0,1,1,0,3,12,3,0,13,3,0,0,0,0,3,6,1,11,7,0,2,10,0,5,6,0,9,13,3,7,0,0,0,6,2,8,0,7,0,6,1,11,1,1,2,4,20,10,3,1,0,9,9,12,9,3,10,10,18,21
60,0,0,1,0,0,0,0,0,0,0,3,10,7,0,0,0,3,4,0,0,0,0,0,0,2,8,0,3,11,1,0,0,0,0,0,5,1,8,4,0,0,8,0,2,4,0,6,10,0,6,0,0,0,3,0,5,0,20,10,3,1,9,0,0,0,10,19,9,1,0,0,8,6,11,7,0,9,9,15
