,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
10,0,1,4,2,0,0,4,0,0,0,2,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,7,4,0,0,0,0,5,5,0,0,0,0,0,0,7,0,4,0,0,0,0,5,0,0,0,3,0,0,0,4,4,2,1,9,26,16,7,0,0
11,0,0,0,5,5,3,0,4,0,0,0,0,3,0,3,0,0,0,0,8,5,0,0,0,0,0,0,0,14,4,0,0,0,0,1,5,0,7,0,0,7,0,10,0,1,0,3,0,0,8,0,0,3,1,0,0,0,0,2,1,2,16,33,23,11,1
12,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,4,12,3,0,0,0,0,0,4,0,6,0,0,4,0,7,0,11,1,0,0,0,7,0,0,2,0,0,0,0,0,0,0,6,21,32,22,10
13,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,4,0,0,0,0,0,2,8,0,0,0,13,3,0,0,0,5,0,0,1,0,4,1,8,14,4,0,0,5,0,0,15,13,3,0,0,0,0,0,11,20,29,19
14,0,3,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,10,18,13,3,0,0,0,0,0,0,4,0,0,3,10,0,0,0,0,2,2,0,3,0,0,0,6,15,5,0,1,2,0,5,13,12,5,0,0,0,1,1,9,19,27
15,0,0,0,5,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,5,0,0,9,16,13,3,1,0,0,1,0,0,3,2,0,2,9,0,1,1,0,0,2,0,3,0,0,0,5,15,6,0,1,2,0,4,11,9,6,1,0,0,0,2,9,19
16,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,8,0,1,0,0,3,0,0,17,13,10,1,9,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,5,13,10,0,0,0,0,12,10,7,4,0,0,0,0,0,9
17,0,1,1,0,0,0,4,0,0,0,0,0,0,0,5,0,8,1,2,0,0,2,0,7,13,9,10,0,6,0,0,0,0,0,0,0,0,0,8,0,0,4,0,4,0,0,0,0,5,0,5,12,7,0,0,0,2,16,10,4,1,5,0,0,0,0
18,0,0,0,8,2,2,0,6,2,2,0,0,2,0,2,4,0,8,0,4,2,0,0,0,7,11,8,9,1,6,0,0,2,0,0,2,2,1,0,7,1,0,6,0,2,0,2,0,0,7,0,2,14,7,0,0,0,6,15,10,11,1,6,0,2,7
19,0,0,0,0,6,0,0,0,3,0,2,0,0,0,0,0,4,0,4,0,2,0,0,0,0,15,11,5,6,1,5,0,0,0,0,0,0,0,1,0,4,0,0,2,8,0,0,0,0,0,7,0,4,13,4,0,0,0,6,15,8,7,0,6,0,0
20,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,8,15,8,2,6,0,4,0,0,0,0,0,0,0,1,0,0,0,0,10,6,0,0,0,0,0,3,0,3,10,1,0,0,0,6,13,4,4,0,3,0
21,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,12,5,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,2,0,0,6,0,0,0,0,5,10,1,3,0,2
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,9,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,8,10,18,8,0,0,0,0,0,1,0,0,3,0,0,0,0,1,7,1,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,7,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,9,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
24,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,2,7,4,0,5,0,0,0,0,1,1,0,0,0,0,0,8,18,8,12,5,1,0,0,0,0,0,0,0,1,1,0,0,0,1,5,0
25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,1,6,1,0,2,0,0,0,0,1,0,0,0,0,8,0,8,15,5,10,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
26,0,0,0,7,2,2,0,2,2,2,0,0,3,0,2,0,0,0,0,2,2,0,0,0,0,0,7,0,1,2,0,1,8,0,0,4,2,1,0,0,2,0,2,0,0,7,2,5,12,7,9,1,2,0,0,0,0,0,0,0,8,0,1,0,2,7
27,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,13,3,0,0,0,4,0,0,0,0,0,7,13,3,1,0,0,0,0,0,0,0,0,0,4,15,5,9,6,7,0,0,13,13,3,0,0,0,0,7,0,0,0,0
28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,18,6,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,17,14,4,8,4,4,0,13,26,16,4,0,0,0,0,3,0,0,0
29,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3,16,25,26,16,4,0,0,2,8,8,2,0,10,22,12,0,0,0,0,0,0,0,0,0,0,7,13,13,3,3,3,12,3,14,23,13,2,2,0,0,0,1,2,0
30,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,13,24,34,24,12,0,0,1,7,5,0,0,10,19,9,0,0,0,0,0,0,8,0,0,0,3,11,13,3,1,2,9,4,11,19,13,3,0,0,0,0,0,0
31,0,1,1,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,5,14,22,34,24,12,0,0,0,4,5,0,0,7,16,9,0,0,4,0,4,0,5,0,0,5,1,11,12,2,0,1,8,3,15,19,10,0,5,0,0,0,0
32,0,0,0,3,6,6,0,5,1,1,0,0,8,0,6,0,0,0,0,7,6,0,0,0,4,12,24,32,27,17,5,0,1,3,2,1,1,10,15,8,3,0,10,0,2,0,11,1,0,11,1,7,18,8,0,0,6,5,14,19,12,2,8,0,1,2
33,0,0,0,0,3,6,3,0,5,1,0,0,0,6,0,4,0,0,0,0,7,4,0,0,2,4,14,22,31,34,24,12,0,1,1,2,1,0,9,14,7,0,0,7,0,0,1,9,0,1,10,0,8,20,10,0,0,3,4,21,19,9,1,7,0,1
34,0,3,5,0,0,0,8,0,0,2,0,0,0,0,3,0,2,3,5,0,0,5,2,0,0,0,4,13,21,27,30,20,9,0,0,0,0,0,0,7,11,9,0,2,3,0,0,0,10,0,0,11,1,10,18,8,0,2,1,11,19,20,10,0,4,0
35,0,0,0,6,0,0,0,8,0,0,0,0,0,2,0,5,0,1,0,5,0,0,2,4,0,0,0,6,13,22,26,29,20,10,0,0,0,0,0,0,7,7,9,0,0,1,0,0,0,10,0,1,11,1,8,15,10,0,0,2,12,15,20,10,0,5
36,0,0,0,0,6,0,0,0,8,0,0,0,0,0,2,0,4,0,0,0,5,0,0,0,6,0,0,0,5,20,24,28,29,20,10,0,0,0,0,0,0,4,7,6,0,0,1,0,0,0,9,0,1,13,3,6,13,7,0,7,2,9,14,19,10,0
37,0,0,0,7,2,8,0,2,2,10,0,0,2,0,2,1,0,4,0,2,2,2,0,0,0,4,0,0,1,10,20,24,30,28,18,12,2,1,0,0,1,0,6,4,4,0,2,0,0,2,0,5,2,3,10,0,5,10,6,0,14,4,10,13,21,17
38,0,0,0,0,6,1,7,0,1,1,15,5,0,0,0,0,6,0,2,0,1,1,1,0,0,0,9,0,0,0,8,18,23,30,27,17,11,1,6,5,0,0,0,5,4,3,0,1,0,0,7,0,4,0,2,9,0,4,15,5,4,14,4,15,12,20
39,0,0,0,1,3,9,0,7,0,1,5,13,8,0,3,0,0,4,0,5,3,0,0,0,0,0,0,8,7,0,0,8,18,22,26,27,17,18,8,4,12,2,3,0,2,1,6,0,0,3,0,4,3,2,0,0,8,0,5,14,6,4,21,11,15,13
40,0,0,0,0,1,3,6,0,6,0,2,6,13,6,0,1,1,0,1,0,5,2,0,0,0,0,1,0,7,8,0,0,8,20,21,25,26,16,19,9,3,9,2,0,0,1,1,5,0,0,4,0,4,3,1,0,0,5,1,6,14,4,11,22,12,15
41,0,0,0,7,2,3,0,8,2,8,0,1,8,12,8,0,0,1,0,3,2,2,0,0,0,0,0,0,1,7,8,0,2,10,17,23,27,27,17,18,10,0,11,1,0,0,3,0,2,2,0,0,2,4,0,0,0,0,4,1,13,11,5,12,24,19
42,0,0,0,0,7,2,0,0,7,1,9,1,1,6,12,6,1,0,0,0,3,1,1,0,0,0,1,0,0,2,7,8,0,4,9,16,22,26,28,18,17,7,1,8,1,0,0,2,0,2,3,0,0,2,3,0,0,0,1,5,3,11,10,6,14,24
43,0,0,0,0,0,6,0,2,2,9,0,7,0,0,5,9,4,0,0,0,0,0,0,0,8,0,0,0,0,2,10,15,10,0,0,11,18,20,24,26,16,13,6,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,5,1,9,8,8,14
44,0,0,0,1,3,3,2,0,2,2,7,0,10,0,3,4,7,2,0,3,3,0,0,0,0,5,0,0,7,0,0,8,15,9,0,1,11,25,18,22,33,23,16,6,0,4,3,0,0,3,0,0,3,0,4,0,0,0,0,0,4,2,8,7,8,9
45,0,0,0,7,3,5,0,4,2,4,1,6,2,9,2,2,3,7,0,2,5,0,0,0,0,0,4,0,1,7,0,0,10,14,6,2,3,15,24,17,23,30,25,15,4,0,6,0,0,2,2,0,2,3,0,1,0,0,0,0,7,1,3,7,9,15
46,0,0,0,0,7,3,2,0,3,1,5,2,6,0,9,0,3,1,4,0,2,4,0,0,0,0,1,2,0,2,7,0,0,12,13,5,1,5,16,25,16,20,30,22,15,5,0,5,0,0,3,0,0,2,2,0,0,0,1,1,0,5,0,4,6,9
47,0,0,0,0,0,6,2,1,0,2,6,10,1,4,0,7,5,2,0,3,0,1,3,0,0,0,5,0,0,0,0,5,0,2,11,12,4,0,10,21,23,15,20,29,22,14,4,0,5,0,5,0,0,0,1,1,0,0,5,0,0,0,3,5,3,5
48,0,0,0,0,0,0,4,0,0,0,1,5,7,0,1,0,6,3,0,0,0,13,14,4,0,0,0,2,0,0,0,0,2,0,15,8,9,0,0,9,17,21,12,19,26,18,11,17,7,2,0,3,0,0,13,14,4,0,0,3,0,0,0,2,2,0
49,0,0,0,0,0,0,0,4,0,0,0,0,5,5,0,0,0,4,0,0,0,3,11,12,6,0,0,0,1,7,2,2,0,2,5,15,8,8,0,0,8,14,21,11,19,24,18,9,14,7,1,0,3,2,3,11,12,2,0,7,3,0,0,0,2,2
50,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,2,0,0,13,16,8,8,3,0,0,0,0,3,0,0,0,15,5,12,4,7,0,0,6,11,19,9,15,21,31,21,11,6,0,0,0,15,16,8,10,1,0,4,2,0,0,0,0
51,0,3,5,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,5,0,0,3,11,15,5,4,1,0,0,0,0,0,0,0,5,12,2,9,2,5,0,2,3,13,15,5,12,21,32,22,10,7,0,0,5,13,15,10,8,0,0,5,0,0,0,0
52,0,0,0,7,6,6,0,3,1,1,0,0,6,0,6,0,0,0,0,11,6,0,1,9,14,4,3,0,3,0,0,0,1,0,0,6,13,5,8,1,8,0,8,3,11,14,11,11,20,38,28,16,13,3,0,3,11,12,9,8,2,0,8,0,1,2
53,0,0,0,0,5,4,2,0,0,0,1,0,0,3,0,3,0,0,0,1,9,3,0,0,8,22,12,0,0,3,0,0,0,0,0,0,3,10,5,8,0,4,0,4,11,9,12,8,10,26,38,28,16,12,2,0,1,7,12,9,6,0,0,8,0,0
54,0,2,2,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,2,0,0,7,1,0,0,12,21,11,0,0,0,0,0,0,0,0,0,0,9,4,4,5,1,5,1,8,6,10,12,16,26,38,28,16,10,0,0,6,6,9,6,10,0,0,4,0
55,0,0,0,1,0,0,1,8,0,0,5,5,0,0,0,0,5,1,0,1,0,0,6,0,0,2,17,19,9,0,0,0,0,0,0,0,0,0,5,14,4,3,4,0,5,0,7,5,10,11,21,28,37,27,15,9,0,0,11,5,8,6,8,5,0,3
56,0,0,0,1,4,3,0,1,8,0,0,3,8,0,3,0,0,3,0,3,4,0,0,5,0,0,7,16,26,16,4,0,0,0,0,0,0,7,0,4,21,11,6,0,0,2,3,3,2,13,11,18,31,35,25,13,8,0,1,10,6,5,13,6,5,1
57,0,0,0,0,0,2,0,0,0,5,0,0,1,5,0,0,0,0,0,0,1,1,0,0,4,8,0,6,14,26,16,4,0,0,0,0,0,0,7,0,11,17,9,2,8,0,0,0,0,3,13,8,19,30,32,22,10,4,0,1,8,2,3,13,3,3
58,0,2,2,0,0,0,7,0,0,0,4,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,7,0,4,14,22,12,0,0,0,0,0,0,0,6,1,16,14,14,4,5,0,0,4,0,3,13,9,18,28,30,21,15,5,0,0,12,2,3,9,0
59,0,0,0,3,0,0,0,7,0,0,0,2,0,2,0,4,0,0,0,2,0,0,0,2,0,0,0,9,0,5,13,21,12,2,0,0,0,0,0,0,6,6,16,10,12,2,5,0,0,4,0,3,13,8,16,25,32,22,13,6,1,2,12,2,3,10
60,0,0,0,0,3,0,0,0,7,0,0,0,2,0,2,0,3,0,0,0,2,0,0,0,4,0,0,0,8,7,7,15,21,12,2,0,0,0,0,0,0,3,6,13,10,10,2,3,0,0,3,0,3,15,6,14,23,29,21,20,10,0,2,11,2,3
61,0,3,5,0,0,0,2,0,0,4,0,0,0,1,0,1,0,6,5,0,0,0,0,0,0,0,0,0,0,4,3,5,12,20,10,0,0,0,0,0,0,2,0,8,9,6,7,0,4,0,0,4,0,5,13,4,13,25,27,17,18,11,1,1,8,0
62,0,0,0,5,0,0,0,2,0,0,3,0,0,0,1,0,0,0,2,5,0,0,0,0,2,0,0,0,0,7,6,5,5,12,18,10,0,0,0,0,0,0,2,0,8,7,6,5,0,4,0,0,4,2,3,11,3,13,24,34,24,15,10,0,1,8
63,0,0,0,2,6,1,0,6,8,6,0,2,1,0,1,0,0,0,0,3,6,0,0,0,2,0,0,0,0,0,9,8,11,4,9,24,16,6,0,0,0,0,1,0,0,7,8,3,2,1,3,0,1,6,0,1,9,3,12,24,36,26,15,9,6,3
64,0,0,0,0,1,5,0,2,8,10,4,0,1,0,0,0,0,0,0,0,2,2,0,0,8,1,0,0,0,2,8,17,10,10,0,14,26,16,4,0,0,0,0,0,0,0,6,4,0,1,0,0,0,9,2,0,0,5,2,14,26,32,24,14,11,6
65,0,0,0,0,0,1,2,0,2,8,9,3,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,7,4,10,17,10,8,4,14,25,15,3,0,0,0,0,0,0,0,4,1,0,0,0,0,2,7,0,0,0,4,9,16,23,31,23,14,11
66,0,0,0,0,0,0,0,1,0,1,13,14,4,0,0,0,5,0,0,0,0,0,0,0,0,2,13,3,0,0,5,2,9,17,9,7,4,13,30,20,8,0,0,0,0,0,0,0,4,0,5,0,0,0,1,6,0,0,5,3,8,16,21,36,26,14
67,0,0,0,1,3,3,0,0,1,0,3,11,17,7,3,0,0,3,0,3,3,0,0,0,0,0,3,12,10,0,0,3,2,8,13,9,7,11,20,28,27,17,5,0,0,0,3,0,0,7,0,2,3,0,0,0,5,0,0,4,4,6,23,26,36,27
68,0,0,0,0,1,3,0,0,0,0,1,4,11,15,7,1,1,0,0,0,3,2,0,0,0,0,1,2,11,11,1,0,2,4,7,12,8,6,12,21,27,24,17,7,0,0,0,2,0,0,8,0,2,3,0,0,0,2,1,1,4,2,13,24,26,36
69,0,2,2,0,0,0,8,0,0,0,0,0,1,10,12,6,0,3,2,0,0,1,0,0,0,0,0,0,1,8,7,0,0,1,2,3,8,4,5,11,17,32,22,22,12,0,0,0,6,0,0,8,0,0,1,0,0,5,1,0,0,8,3,12,20,26
70,0,0,0,1,0,0,0,7,0,0,0,0,0,0,9,9,5,0,0,1,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,1,2,5,3,4,8,22,31,21,20,22,12,0,0,5,0,0,7,0,0,0,0,0,4,0,0,0,5,2,11,19
71,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,4,2,1,12,21,28,19,30,21,11,0,0,4,0,0,6,0,0,0,0,0,2,0,0,0,4,1,10
72,0,0,0,2,6,6,0,1,1,7,0,0,6,0,6,0,5,6,0,6,6,0,0,0,0,0,0,0,3,0,0,0,7,4,0,1,1,3,0,3,5,2,18,18,26,20,36,26,14,6,0,0,6,0,3,0,0,0,0,0,4,0,3,0,5,3
73,0,0,0,0,0,3,4,0,0,0,6,0,0,3,0,3,0,3,4,0,3,19,13,3,0,0,0,0,0,1,0,0,0,6,17,7,0,0,2,0,0,3,8,16,16,22,26,49,39,27,13,0,0,2,13,16,6,0,0,0,0,3,0,2,0,2
74,0,0,0,0,0,0,0,1,0,0,0,6,0,0,1,0,3,0,0,2,0,9,16,10,2,8,0,0,0,0,0,0,0,0,7,14,4,0,0,2,0,0,1,6,24,14,20,39,45,37,27,15,1,0,3,10,13,3,0,0,0,0,0,0,0,0
75,0,1,1,0,0,0,4,0,0,0,0,0,3,0,0,0,0,4,1,0,0,0,8,15,6,0,8,0,0,0,0,0,0,0,0,4,11,1,0,0,0,4,0,5,14,21,11,29,44,42,37,27,15,1,0,2,9,17,7,0,0,5,0,0,0,0
76,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,17,7,0,6,0,7,2,2,0,0,0,0,4,10,0,0,0,0,4,0,5,12,21,19,32,44,41,33,27,17,5,0,0,7,16,14,4,0,4,0,0,0
77,0,3,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,7,13,5,0,3,0,3,0,0,0,0,0,0,1,8,0,0,2,0,6,0,2,9,19,22,32,42,42,32,23,15,5,0,2,6,12,12,5,0,2,0,0
78,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,12,2,0,1,0,2,0,0,0,0,0,0,0,7,0,0,1,0,4,10,1,9,16,22,31,38,41,31,19,11,2,0,1,4,11,9,2,0,1,0
79,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,2,0,0,8,0,0,3,20,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,8,0,8,14,21,35,36,38,28,16,19,9,0,0,3,10,8,0,0,0
80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,1,0,0,7,0,0,10,19,10,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,7,14,25,34,35,37,27,15,18,9,0,0,3,9,8,0,0
81,0,2,2,0,0,0,6,0,0,0,0,0,0,0,0,6,0,10,2,0,0,0,0,0,0,3,0,0,7,16,6,0,0,0,3,0,0,0,0,0,0,5,2,5,0,0,0,0,11,1,6,15,22,30,33,35,26,20,17,7,0,4,0,8,4,0
82,0,0,0,2,0,0,0,5,0,0,1,1,0,0,0,0,7,0,7,2,0,0,0,0,0,0,4,0,0,8,16,6,0,2,0,2,0,0,1,1,0,0,5,0,5,0,0,0,1,11,2,5,15,22,29,32,33,23,21,18,8,0,3,1,7,4
83,0,3,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,10,5,4,0,0,0,0,0,0,0,3,0,0,6,12,3,0,0,0,0,0,0,0,0,2,0,7,0,1,0,0,1,1,9,3,5,11,20,27,31,35,25,17,16,9,0,1,0,5
84,0,0,0,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,6,5,4,0,0,0,2,0,0,0,2,7,2,8,12,3,0,0,0,0,0,0,0,0,2,0,7,0,1,0,0,1,0,5,3,7,10,18,25,28,34,32,22,13,8,0,1,0
85,0,2,2,0,2,0,5,0,0,0,1,0,0,0,0,0,0,2,2,3,2,2,0,0,0,0,0,0,0,0,3,0,4,11,1,0,0,0,0,0,0,5,0,7,0,4,0,0,4,0,0,0,2,0,5,8,17,30,27,31,29,26,16,7,0,0
86,0,0,0,2,0,1,0,7,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,8,0,0,0,0,2,8,11,2,3,7,3,2,0,0,0,0,0,4,0,6,0,3,0,0,3,0,0,0,10,0,1,7,18,28,29,31,25,24,14,9,0
87,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,15,13,3,0,5,0,0,0,0,0,4,8,1,16,6,0,0,0,0,0,0,0,2,0,2,0,16,6,0,2,0,0,0,23,13,1,8,17,26,26,30,21,23,13,6
88,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,1,0,0,0,0,5,14,11,3,0,6,0,0,1,0,0,3,10,6,15,5,0,1,1,0,0,0,0,2,0,2,6,14,6,1,0,0,0,13,22,12,0,9,18,26,24,29,22,22,13
89,0,0,0,1,3,3,0,0,0,0,1,0,5,0,3,0,0,0,0,3,3,0,4,13,9,0,0,5,7,0,0,0,0,2,6,6,15,12,2,0,8,0,3,0,0,0,3,0,4,17,7,0,3,0,3,10,21,11,0,8,19,23,31,27,22,23
90,0,1,1,0,0,0,7,0,0,0,0,1,0,4,0,2,0,1,1,0,0,2,0,3,9,5,0,0,2,4,0,0,0,0,1,3,5,12,12,2,0,12,2,7,0,0,0,2,5,7,17,7,0,0,0,2,11,25,15,3,9,24,21,31,24,19
