,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113
10,0,0,1,0,0,0,0,4,1,0,0,0,0,1,0,0,6,0,0,8,0,0,0,0,0,7,14,4,0,0,0,0,0,9,7,2,0,0,0,0,4,5,0,0,8,1,7,0,0,0,0,0,0,7,0,7,0,8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,12,13,3,0,1,0,0,0,8,0,7,0,0,2,0,0,1,0,0,0,0,1,7,0,8,0,0,0,0,0,0,0,0,0,1,0,4,6,0
11,0,0,1,1,0,5,0,0,4,0,0,0,0,5,0,0,0,5,0,0,7,5,0,5,0,0,8,14,4,0,0,0,0,0,8,5,2,0,0,0,0,2,4,0,0,9,0,7,5,0,0,5,0,0,5,0,5,0,13,3,5,1,0,1,1,0,0,0,1,0,0,0,0,1,0,2,10,13,3,0,1,0,0,0,8,0,7,0,1,2,0,1,1,0,5,5,1,0,4,0,6,5,5,0,0,0,5,0,0,0,0,0,9,11
12,0,0,0,0,0,0,4,1,0,0,1,3,0,0,2,0,7,3,1,0,0,5,1,0,4,0,0,7,15,5,7,0,0,0,0,6,2,0,0,0,0,7,5,1,0,0,8,0,5,2,0,0,2,0,7,4,0,4,3,10,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,10,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,3,4,0,0,3,0,4,3,2,0,0,0,2,0,1,0,0,0,7
13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,1,0,12,2,0,5,12,2,4,0,0,0,0,2,0,0,0,0,0,5,1,9,0,0,4,0,1,0,0,0,2,0,7,0,0,4,1,10,1,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,3,18,8,0,0,0,8,0,5,0,4,0,8,0,8,8,0,0,3,4,0,0,0,0,4,11,10,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,2,0,0,2,6,0,0,0,0,3,6,2,0,0,0,0,0,0,2,12,2,2,6,15,5,1,0,0,0,0,0,0,0,1,3,6,1,0,9,0,0,3,0,0,0,0,0,5,0,4,0,0,3,0,10,0,0,0,5,0,0,0,0,0,2,0,9,0,0,0,0,0,8,16,6,0,0,0,8,0,2,0,1,0,8,0,6,7,0,0,3,0,0,0,0,0,2,9,9,0,0,0,2,0,0,0,0
15,0,0,0,0,0,0,0,0,3,2,0,0,9,0,0,3,0,1,4,0,0,0,2,0,0,0,2,11,2,0,5,14,7,0,0,0,1,3,2,0,0,0,1,6,0,0,7,1,0,4,1,0,1,0,0,3,3,2,0,0,2,0,12,2,0,3,6,0,0,3,0,0,0,0,9,0,0,1,3,0,6,19,9,0,0,0,7,3,0,1,0,0,5,0,5,6,0,0,3,0,3,0,0,0,0,8,8,1,0,0,2,0,0,0
16,0,0,0,0,0,0,0,2,0,0,4,1,0,8,0,0,3,1,0,4,0,0,0,1,0,0,0,1,13,8,0,4,10,7,0,2,0,0,0,0,6,0,1,0,3,0,0,4,0,0,1,0,0,1,0,0,0,3,1,0,0,1,2,11,1,0,0,5,0,0,2,2,0,0,0,9,2,0,0,0,0,9,16,9,0,0,0,4,2,0,0,0,0,2,0,4,5,0,0,2,0,2,0,0,0,0,7,5,0,2,0,1,0,0
17,0,2,5,2,2,1,0,0,0,0,0,4,0,1,7,0,0,3,0,1,3,1,0,1,0,0,5,2,3,12,7,0,1,11,8,0,0,0,0,0,0,5,0,0,0,8,1,0,5,0,0,2,0,1,0,1,0,1,4,0,1,5,0,7,11,1,0,2,10,0,0,2,2,5,0,1,9,0,0,0,0,0,6,17,9,1,2,0,9,0,0,5,0,0,3,1,9,6,0,2,0,1,3,0,0,2,1,5,1,0,0,2,2,1
18,0,5,4,10,7,2,0,0,0,0,0,0,3,0,0,6,0,0,2,0,0,3,0,0,0,0,2,10,1,2,11,4,0,1,11,7,0,0,0,0,0,0,4,0,0,2,8,1,0,5,0,0,2,0,0,0,0,0,1,3,0,3,4,2,5,10,1,5,4,9,0,0,0,4,3,0,0,9,0,0,0,0,0,7,15,9,6,1,2,9,0,2,3,0,0,3,3,9,4,5,1,0,1,1,0,5,2,1,2,0,0,5,2,2
19,0,0,4,3,9,5,1,1,0,0,1,3,0,1,0,0,13,3,0,1,0,0,0,0,0,0,0,1,11,1,9,8,0,0,1,9,4,0,0,0,0,7,3,1,0,0,1,5,0,0,2,0,0,1,7,0,0,0,0,0,1,0,0,3,0,2,7,0,4,1,6,1,0,0,3,2,0,0,6,0,0,0,0,0,5,14,8,3,0,0,6,0,0,0,0,0,2,2,6,3,2,0,0,0,0,0,3,0,0,3,0,0,3,0
20,0,0,0,1,0,6,7,0,0,0,0,0,1,0,0,0,3,10,0,0,0,0,0,0,2,0,0,0,1,8,0,24,14,2,0,0,6,2,0,2,0,0,4,4,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,5,0,0,2,0,0,0,0,3,0,0,0,0,0,4,11,6,0,0,0,2,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,15,5,5,0,0,0
21,0,0,0,0,0,0,5,5,1,2,0,0,5,0,0,5,0,0,8,0,0,0,2,0,0,0,0,0,0,0,5,14,26,16,4,0,1,11,4,0,0,0,0,5,0,0,0,1,0,3,1,0,1,0,0,0,8,0,0,0,0,0,2,0,0,5,1,0,1,5,0,0,1,0,0,0,0,1,5,0,0,5,5,0,0,0,3,16,6,1,0,0,0,0,0,0,0,0,1,2,8,0,0,0,0,0,0,1,5,13,4,4,0,0
22,0,0,0,0,0,0,0,3,6,3,0,0,5,3,0,5,2,0,0,4,0,0,2,0,0,0,0,0,0,0,0,4,16,22,12,0,1,6,13,3,0,0,0,1,1,0,0,1,0,1,4,0,1,0,0,0,5,4,0,0,0,0,2,0,0,5,6,0,0,6,1,0,0,0,0,0,0,1,6,1,0,5,10,1,0,0,0,8,13,7,0,0,0,0,0,0,0,0,1,0,7,6,0,0,0,0,0,1,0,3,12,3,2,0
23,0,0,1,0,0,5,0,0,3,5,2,0,0,10,2,0,3,1,0,0,3,5,0,7,0,0,1,0,0,0,0,0,6,15,21,11,0,0,5,11,2,0,0,0,1,2,0,0,6,0,1,9,0,0,0,0,0,4,9,0,5,1,0,3,0,0,5,6,1,0,5,0,0,1,0,0,0,0,0,6,1,0,3,9,1,0,0,0,9,13,7,1,0,0,5,5,1,0,0,1,0,12,11,1,0,0,5,0,0,0,2,12,8,7
24,0,0,1,1,0,5,3,0,0,2,4,1,0,5,9,0,0,2,0,0,0,8,4,5,5,0,1,1,0,0,0,0,0,5,14,19,11,1,0,3,10,0,0,0,0,2,1,0,5,6,0,6,9,0,0,0,0,0,9,8,5,6,0,1,3,0,0,5,7,0,0,4,0,1,0,0,0,0,0,0,6,0,0,2,9,0,0,0,1,9,13,8,1,0,5,10,6,0,0,0,0,5,17,11,1,0,5,5,0,0,0,2,17,13
25,0,0,1,1,1,5,3,2,0,0,1,3,0,5,4,7,0,0,1,0,0,5,7,9,3,5,1,1,0,0,0,0,0,0,4,12,19,9,0,0,2,8,0,0,0,1,1,1,5,5,6,5,6,8,0,0,0,0,5,8,13,6,5,1,1,1,0,0,6,5,0,0,4,1,0,0,0,0,0,0,0,4,0,0,2,8,0,0,1,1,9,14,8,1,5,10,11,5,0,0,0,5,10,17,11,1,5,5,2,0,0,0,7,22
26,0,0,0,0,0,1,2,1,0,0,0,0,0,0,3,0,4,0,0,1,0,0,1,7,6,11,5,0,0,0,0,0,0,0,0,3,9,15,5,0,0,0,6,0,8,0,1,0,1,1,1,6,1,6,5,0,0,0,0,3,8,13,3,5,9,0,0,0,0,2,3,0,8,4,0,0,0,0,0,8,8,0,0,0,8,2,6,0,0,0,9,9,22,16,6,5,10,11,1,0,0,0,5,18,25,15,3,1,2,0,0,0,0,12
27,0,0,0,0,0,0,0,0,6,4,0,0,1,0,0,4,0,1,0,0,0,0,4,1,6,2,9,5,0,0,0,0,4,0,0,0,8,10,19,9,0,0,0,5,0,6,0,6,0,6,6,1,11,1,3,2,1,0,0,0,3,6,17,7,1,10,5,0,0,1,0,0,0,6,3,0,0,5,1,0,4,9,1,0,0,5,2,7,0,5,0,7,12,18,16,6,3,7,10,1,1,0,0,8,14,25,15,8,0,0,0,0,0,2
28,0,0,0,0,0,0,0,2,0,2,6,1,0,0,0,0,4,1,0,0,0,0,0,3,0,3,1,8,7,6,0,0,0,4,0,2,0,5,9,17,15,5,1,0,2,0,6,0,5,0,3,5,1,11,1,3,0,1,0,0,0,2,7,16,6,0,7,4,0,0,0,2,0,0,4,3,2,0,2,0,0,1,6,1,0,0,4,0,6,0,2,0,4,9,17,15,5,3,4,9,0,0,0,0,5,15,24,14,5,2,0,0,0,0
29,0,0,0,0,0,0,4,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,4,4,3,1,0,0,0,0,1,1,5,13,14,12,2,9,0,0,0,5,0,4,0,0,4,1,8,0,4,0,0,0,0,0,2,6,12,7,0,5,1,1,0,0,0,0,4,0,0,1,1,0,0,1,2,2,0,0,0,5,0,5,0,0,0,0,7,14,12,2,11,2,10,0,0,0,0,5,12,23,15,5,6,0,0,0
30,0,0,0,0,0,0,0,6,0,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,4,0,0,2,10,4,0,0,0,0,2,0,0,0,3,19,14,13,3,6,0,0,0,4,0,1,0,0,4,1,8,0,4,0,0,0,0,0,1,3,9,4,0,4,0,0,2,0,0,0,4,2,0,0,0,0,0,0,2,0,0,0,0,4,0,2,0,0,0,0,6,13,12,2,10,0,9,0,0,0,0,4,13,20,17,7,5,0,0
31,0,0,0,0,0,0,0,2,3,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,8,10,1,0,0,0,2,0,0,0,0,9,19,15,10,0,5,0,0,0,1,0,0,0,0,4,1,5,0,3,0,0,0,0,0,0,0,6,3,0,1,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,13,9,1,7,0,8,0,0,0,0,3,10,22,15,6,4,0
32,0,0,0,0,0,0,0,2,0,0,2,8,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,2,2,3,11,7,0,0,0,0,0,0,0,0,1,12,25,15,8,0,5,0,0,0,0,0,0,0,3,4,0,5,0,2,0,0,0,0,0,0,0,5,3,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,8,0,6,0,6,0,0,0,0,0,12,20,14,5,3
33,0,0,0,0,0,0,4,0,1,0,0,0,9,0,0,1,0,0,4,0,0,0,0,0,4,0,0,0,0,0,1,12,7,0,0,0,0,1,0,4,0,2,13,33,23,11,0,4,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,4,0,0,0,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,7,9,0,3,0,2,0,0,0,1,2,16,18,11,2
34,0,0,0,0,0,0,0,1,4,6,0,0,2,8,0,2,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,2,17,7,0,0,4,2,6,0,0,0,3,21,29,20,10,4,3,4,4,0,4,0,0,0,2,2,0,0,0,0,5,0,0,2,5,0,0,4,1,0,0,0,0,1,0,4,2,0,0,2,3,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,3,12,9,8,0,0,0,1,0,4,0,0,6,15,17,10
35,0,0,0,0,0,0,0,2,0,1,8,6,0,1,7,0,5,6,0,0,0,0,0,4,0,0,0,0,2,1,3,0,7,17,7,0,0,1,0,4,1,3,6,11,19,29,20,10,3,0,1,3,0,4,3,0,0,2,1,0,0,0,0,5,0,0,0,4,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,9,8,7,0,0,0,0,0,1,2,0,5,14,16
36,0,2,5,2,2,1,0,0,0,0,1,8,3,1,0,4,0,5,5,1,0,1,0,1,2,0,5,2,0,1,0,0,0,8,18,8,0,0,0,0,3,0,3,3,11,24,30,20,11,1,0,2,1,1,3,4,0,1,3,0,1,5,0,5,5,0,0,2,9,0,0,3,3,5,0,1,0,0,0,1,0,0,0,1,3,1,2,0,5,0,0,7,0,0,1,1,5,1,0,2,0,10,9,7,0,2,1,0,0,1,0,2,6,15
37,0,0,3,5,2,7,0,0,0,0,0,0,6,8,0,0,2,0,4,4,0,5,0,5,0,2,1,5,1,0,0,0,0,0,8,16,8,0,0,0,0,1,0,0,3,14,23,30,25,15,3,5,2,0,0,2,2,0,6,2,5,2,4,1,5,3,0,0,3,7,0,0,3,4,3,0,0,0,0,0,1,0,0,0,1,2,1,0,1,5,0,1,7,0,5,6,2,4,0,0,0,5,15,9,7,0,7,1,0,0,0,0,7,11
38,0,0,0,2,4,1,5,2,0,0,2,1,0,5,7,0,0,3,0,4,3,0,1,0,3,0,1,0,7,7,0,0,0,0,0,10,13,5,0,0,6,0,2,0,0,4,14,20,29,22,12,2,2,2,0,0,0,2,0,5,1,4,0,3,0,2,0,0,0,0,6,2,0,2,2,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,4,0,4,5,2,1,0,0,0,5,12,6,6,0,4,0,2,0,0,0,6
39,0,0,0,0,1,2,0,5,0,0,0,1,0,0,4,3,0,0,0,2,3,1,0,0,0,2,0,0,0,9,5,0,0,2,2,8,6,9,1,0,2,4,0,0,0,0,6,10,18,25,18,10,0,4,0,2,0,2,0,0,3,1,0,0,2,0,0,0,0,0,0,6,1,0,0,4,11,1,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,2,0,4,7,0,0,0,0,0,4,11,5,4,0,0,0,0,0,0,0
40,0,0,0,0,0,0,1,0,6,2,0,0,6,0,0,9,0,0,0,0,0,1,3,0,0,0,0,0,0,0,6,3,2,0,0,0,9,11,11,1,0,0,1,1,0,0,0,7,8,19,26,16,11,1,1,0,7,0,0,0,0,0,3,0,0,7,1,0,0,5,0,0,2,0,0,0,1,12,6,0,0,5,5,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,8,0,5,0,0,0,1,10,3,5,0,0,0,0,0,0
41,0,0,0,0,0,0,0,1,0,2,2,0,0,4,0,0,7,0,0,2,0,0,0,1,0,0,0,0,0,2,0,1,0,4,2,8,0,5,7,8,3,0,0,0,0,0,2,0,5,9,15,24,14,13,3,3,0,9,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,2,0,2,8,2,8,5,0,0,1,7,0,2,0,0,5,0,0,0,0,0,0,0,0,2,0,7,0,3,0,0,0,0,8,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0,2,0,0,4,8,0,0,3,0,3,13,3,0,1,0,0,0,0,0,0,0,2,1,5,0,0,0,4,1,5,0,2,5,9,6,6,0,0,0,0,0,0,2,6,14,21,14,16,6,0,0,8,0,0,0,0,0,1,0,0,2,0,0,0,6,0,0,0,0,1,5,0,6,3,0,0,1,5,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,5,0,2,0,0,0,0
43,0,0,0,0,0,0,0,0,3,2,0,1,13,3,0,8,0,3,11,1,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,2,10,2,1,2,6,3,7,0,0,0,1,0,1,3,4,15,17,11,12,11,1,0,4,0,0,2,0,0,6,1,0,0,5,0,0,2,0,0,0,0,2,10,0,2,8,5,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,1,0,5,2,0,0,0,0,0,1,3,0,1,0,0,0
44,0,0,0,0,0,0,0,1,0,0,3,3,3,11,1,0,15,5,1,10,0,0,0,0,0,0,0,0,1,0,7,0,0,1,0,0,0,0,6,1,1,9,9,0,4,0,0,0,0,0,0,1,5,14,24,14,9,10,0,0,2,0,0,1,0,0,3,0,0,0,2,1,0,1,0,0,0,0,0,7,0,0,5,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0
45,0,0,1,0,0,0,0,0,0,0,0,3,0,2,9,0,5,15,5,8,8,0,0,0,0,0,1,0,0,1,0,3,0,7,8,2,0,0,0,4,1,0,9,5,0,5,7,0,0,0,0,0,0,12,14,31,21,16,9,0,0,3,0,1,1,0,0,3,1,0,0,2,1,1,0,7,2,0,0,0,7,0,0,12,4,7,0,0,1,2,0,1,0,0,0,0,1,7,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,11,7,7,6,0,0,0,0,0,0,0,2,0,0,0,2,9,16,6,0,0,0,6,0,0,4,4,0,7,3,0,0,0,0,0,2,10,21,27,23,14,8,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,2,15,5,0,0,0,3,0,2,11,6,6,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,11,5,7,2,0,0,8,0,0,0,0,0,0,0,0,2,8,12,2,0,0,0,3,0,0,12,4,0,3,3,0,0,0,0,0,0,10,17,27,23,13,8,0,0,0,8,0,0,0,0,0,0,0,8,1,0,0,5,11,1,8,8,0,0,0,10,11,4,2,0,0,8,1,8,8,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,1,0
48,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,6,0,8,0,6,0,0,0,0,2,0,0,0,0,7,11,1,8,0,0,1,4,2,10,2,0,1,2,0,0,0,0,0,0,9,17,25,20,11,6,0,0,0,7,0,0,0,0,0,0,0,6,9,0,0,4,10,0,5,7,0,0,0,8,9,3,0,0,0,6,0,5,6,0,0,0,4,0,0,0,0,0,5,7,0,0,2,0,8,0,0,0
49,0,0,0,0,0,0,0,6,1,2,0,0,5,0,0,5,0,0,0,0,0,6,5,4,0,4,0,5,0,0,0,0,4,0,0,0,1,12,13,3,5,0,0,2,0,0,6,3,0,2,3,0,1,0,0,0,5,7,15,21,18,8,8,0,0,5,8,0,0,5,0,0,0,0,5,5,0,1,9,6,0,10,12,2,0,0,7,14,4,1,0,0,2,0,3,4,0,0,1,3,5,0,0,0,0,4,5,1,0,0,0,7,0,0
50,0,0,0,0,0,0,0,0,7,3,2,0,3,4,0,3,3,0,0,0,0,0,8,4,4,0,2,0,5,0,0,0,2,2,0,0,1,4,14,13,3,3,0,0,0,0,0,7,2,1,3,2,1,0,0,0,3,3,6,12,20,16,10,6,0,3,6,7,0,3,2,0,0,0,0,3,1,1,4,6,3,3,13,10,0,0,0,10,12,5,0,0,0,0,0,2,2,0,0,0,6,4,0,0,0,0,3,6,0,0,0,0,6,0
51,0,0,0,0,0,0,4,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,5,8,0,0,0,0,2,0,1,0,0,0,0,0,2,4,18,10,0,0,8,0,0,0,0,4,1,0,0,1,0,0,0,1,0,0,2,9,17,16,7,2,1,2,4,4,1,0,0,0,0,4,0,0,0,2,0,2,4,4,9,6,0,0,1,7,11,1,0,0,0,0,0,0,0,8,0,1,3,1,0,0,0,0,2,7,0,4,0,0,3
52,0,0,0,0,0,0,0,11,1,0,14,4,0,0,0,0,2,2,0,0,0,0,0,0,4,6,0,0,7,2,3,0,0,0,0,0,0,0,0,8,20,11,2,0,6,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,9,14,16,6,0,0,1,4,2,0,7,0,0,0,4,0,0,0,0,0,0,2,4,7,6,0,0,1,4,9,1,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,1,14,4,3,0,0
53,0,0,0,0,0,0,0,7,8,0,7,16,6,0,0,0,1,4,0,0,0,0,0,0,0,2,6,0,7,9,3,2,0,0,0,0,0,0,0,0,10,21,13,3,0,6,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,6,14,14,4,0,0,1,2,1,7,5,0,0,0,4,0,0,0,0,0,0,2,2,7,5,0,0,0,2,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,13,3,2,0
54,0,0,0,0,0,0,0,0,12,12,2,6,17,7,0,1,0,0,3,0,0,0,4,0,0,0,0,6,0,4,6,0,6,0,0,0,5,1,4,0,0,9,18,12,2,0,3,5,0,5,5,0,5,0,0,0,2,0,0,0,0,0,5,4,10,15,9,0,0,2,0,0,3,3,0,0,0,9,1,0,0,1,1,0,0,0,7,6,0,5,0,0,5,0,0,0,0,0,0,0,1,5,0,0,0,0,0,5,0,0,7,13,3,2
55,0,0,0,0,0,0,0,0,2,9,11,1,7,16,17,7,0,0,0,1,10,0,0,3,0,0,0,0,5,0,1,2,0,4,0,0,0,1,0,1,0,0,8,14,10,1,0,0,4,0,2,4,0,3,0,0,0,0,0,10,0,0,0,4,2,6,12,8,0,0,12,2,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,6,12,2
56,0,0,0,0,0,0,0,0,1,4,9,9,4,6,13,20,10,0,0,0,0,9,2,0,3,0,0,0,0,3,0,0,4,0,2,0,1,3,3,0,0,0,0,8,11,8,0,1,0,5,1,1,5,0,1,0,3,0,0,0,9,0,2,0,1,5,7,11,6,3,2,12,2,0,2,0,0,1,3,2,0,3,3,0,0,0,0,3,1,6,0,1,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,1,0,1,0,0,5,11
57,0,0,0,0,0,0,0,0,5,5,1,6,10,4,3,14,17,7,0,0,0,0,13,3,0,0,0,0,0,0,0,0,4,1,0,0,5,2,7,2,0,0,0,0,4,9,5,5,1,5,10,1,6,2,0,0,1,0,0,0,0,7,4,0,0,2,10,7,9,7,0,2,8,0,0,0,0,5,2,0,0,1,4,0,0,0,0,1,1,6,2,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,5,0,0,0,0,0,5
