,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
21,0,0,0,0,0,0,0,0,1,8,0,0,3,0,0,4,0,1,0,0,0,8,0,0,5,0,4,8,10,11,4,0,0,0,0,1,0,0,8,0,0,1,0,0,0,0,0,0,0,3,8,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5
22,0,0,1,1,2,1,1,0,0,0,8,7,0,10,0,0,6,0,3,1,1,0,10,7,7,7,0,2,8,9,10,6,1,2,1,0,0,0,0,5,1,0,0,0,0,7,0,2,0,0,0,15,5,1,6,0,6,0,2,1,7,0,2,0,2,0,0,7,7
23,0,0,0,0,0,0,0,1,0,0,1,7,12,2,10,0,0,4,0,1,0,0,0,9,6,6,5,0,3,13,8,9,4,0,0,0,5,1,0,0,3,0,0,0,0,0,7,0,1,0,0,5,14,4,0,4,0,5,0,0,0,12,2,0,0,7,5,0,6
24,0,3,0,0,0,0,0,1,6,1,0,0,5,10,3,9,0,5,1,0,0,1,0,0,7,3,5,10,0,3,9,5,6,1,0,5,0,2,4,2,0,8,0,0,0,0,1,4,2,0,1,0,4,11,1,0,1,3,2,0,0,2,9,0,0,0,5,3,0
25,0,0,6,3,6,3,3,0,0,2,1,2,0,7,7,1,10,0,6,4,3,0,7,2,2,13,3,2,10,0,2,10,8,7,1,0,4,0,0,1,2,0,7,0,0,2,0,7,1,0,0,3,0,4,14,4,6,0,9,5,2,0,8,8,6,0,0,7,5
26,0,0,0,6,4,6,3,0,0,0,1,3,1,2,4,5,7,7,6,6,4,0,1,9,4,3,11,1,1,9,0,8,10,14,7,0,0,3,0,0,1,0,0,6,0,2,0,1,3,0,0,2,3,0,4,12,5,4,1,9,7,1,1,10,9,5,0,2,9
27,0,0,3,3,12,7,9,0,0,0,0,3,2,3,0,2,6,4,8,9,9,0,6,3,11,10,1,8,1,0,8,1,11,11,14,4,0,0,1,0,0,0,0,0,5,2,0,6,0,0,0,2,2,3,3,2,18,8,10,4,11,6,7,0,16,8,4,2,4
28,0,3,0,0,2,9,4,10,5,1,0,0,1,0,4,0,0,11,1,5,6,10,0,4,1,8,9,6,5,0,0,5,1,8,8,19,9,0,3,3,0,5,0,0,0,3,3,0,8,0,1,0,0,0,0,2,8,21,11,7,2,9,3,3,6,14,6,2,0
29,0,0,2,0,0,1,8,4,9,3,3,0,0,0,0,2,0,1,10,0,4,4,9,0,3,0,6,8,8,5,0,0,4,0,6,9,19,11,1,2,1,0,10,0,5,0,3,2,0,5,0,0,0,0,0,0,1,11,20,10,6,2,8,2,2,6,14,5,1
30,0,0,1,3,2,1,2,5,2,5,3,10,0,7,0,0,4,0,3,11,1,0,6,16,7,5,0,4,8,7,4,2,1,6,1,4,9,19,11,1,3,0,0,9,0,12,2,5,0,0,1,7,0,1,1,0,2,1,13,21,17,7,4,8,4,1,5,21,12
31,0,0,0,0,2,0,0,2,3,0,6,2,15,5,7,0,0,2,0,1,9,0,0,6,15,6,3,0,5,13,6,3,0,0,4,0,9,10,18,10,0,1,0,0,9,2,12,2,4,0,0,0,6,0,0,0,0,1,3,11,20,22,12,2,7,9,6,11,20
32,0,0,0,0,0,0,0,0,0,0,1,5,7,14,5,5,0,0,1,0,0,6,0,0,5,14,4,1,1,10,12,5,1,0,0,2,5,10,9,17,8,0,1,0,0,8,2,11,1,1,0,0,0,4,0,0,0,0,0,1,10,25,21,11,1,12,14,5,10
33,0,7,0,0,0,0,0,1,3,0,0,1,4,7,15,5,3,3,0,0,0,0,4,0,0,4,14,7,0,0,7,10,3,0,0,3,1,3,17,11,16,11,1,0,0,0,9,1,13,3,1,0,0,0,2,0,0,7,0,0,1,15,23,17,9,2,11,14,5
34,0,0,4,0,0,0,0,0,0,0,0,0,1,2,5,12,2,0,0,0,0,0,0,2,0,0,4,10,7,0,0,4,7,0,0,0,3,1,7,13,9,12,9,0,0,0,0,7,3,10,0,0,0,0,0,0,0,0,5,0,0,5,13,22,15,9,2,9,12
35,0,0,7,11,3,7,7,0,0,0,0,1,0,2,0,4,12,2,0,7,7,0,3,1,3,3,0,1,9,5,0,0,11,7,0,0,0,2,0,3,13,6,11,6,0,1,0,3,3,0,7,1,0,0,7,0,3,0,3,12,2,0,8,12,25,15,7,3,10
36,0,0,0,4,7,0,4,6,1,8,0,0,0,0,1,4,2,13,3,0,4,15,5,0,0,0,7,1,0,6,1,0,1,8,6,1,0,0,2,0,3,14,4,7,4,0,0,0,3,4,8,3,0,0,0,11,1,3,0,2,8,0,0,3,15,22,12,3,0
37,0,0,0,0,2,4,0,0,2,0,8,0,0,0,0,0,1,3,10,0,0,5,13,3,0,0,0,3,1,0,4,0,0,0,6,2,1,0,0,0,0,4,12,2,5,2,0,0,0,0,0,6,3,0,0,1,9,0,1,0,0,8,0,0,5,15,22,12,1
38,0,0,0,0,0,1,3,0,0,0,5,8,1,0,0,0,0,0,2,9,0,0,5,13,3,0,0,0,8,2,0,3,0,0,0,3,3,6,0,0,0,0,6,11,4,5,0,0,0,0,0,0,7,2,0,0,1,7,0,0,0,1,8,0,0,6,16,22,12
39,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,6,0,0,3,11,1,0,0,0,8,0,0,0,0,0,0,3,3,3,0,0,0,0,4,9,2,1,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,7,0,0,6,14,20
40,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,2,0,0,0,0,0,7,0,0,2,8,3,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,8,0,0,0,15,5,0,0,0,2,2,0,0,0,2,0,0,0,0,4,0,0,5,13
41,0,0,0,0,0,0,0,0,0,0,2,0,5,0,7,0,1,0,0,0,0,0,6,0,0,1,6,1,1,5,0,3,0,0,0,0,5,1,0,1,0,0,0,0,0,0,8,0,0,5,12,4,0,0,0,0,1,0,0,0,1,5,0,0,0,9,5,0,4
42,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,9,0,0,0,0,0,1,0,5,0,0,3,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,15,6,11,1,0,0,2,0,0,0,0,0,0,2,0,0,0,6,4,0
43,0,3,0,0,0,0,0,1,5,1,0,0,0,0,5,0,6,5,0,0,0,1,0,0,3,0,0,8,1,0,0,0,0,0,0,5,0,0,4,2,0,5,0,0,0,0,1,0,7,5,16,6,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,2
44,0,1,0,0,0,0,0,5,2,4,0,0,0,0,5,4,0,7,2,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,1,5,0,1,8,0,1,5,0,0,0,5,0,4,4,6,13,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
45,0,0,4,3,6,3,3,0,2,0,4,2,0,2,0,3,5,0,8,5,3,0,6,2,2,6,0,0,1,5,0,1,3,1,0,0,0,5,0,0,8,0,0,4,0,2,0,11,1,1,0,8,13,3,6,0,6,0,7,3,2,0,6,0,6,0,0,2,2
46,0,0,0,2,2,4,1,0,0,0,0,4,0,0,0,0,5,1,2,6,3,0,0,6,2,1,3,0,0,0,4,2,0,5,0,0,0,0,1,0,0,4,0,0,3,0,0,1,7,0,0,0,10,12,2,3,0,2,0,5,3,0,0,14,4,4,0,0,2
47,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,3,0,0,0,5,1,0,0,0,0,10,3,0,0,3,0,0,0,0,0,0,0,3,10,0,2,0,0,0,3,0,0,0,8,9,0,2,0,1,0,4,2,0,4,13,3,3,0,0
48,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,4,0,1,0,0,0,11,1,0,0,1,5,1,0,0,0,7,0,0,0,4,0,0,0,0,0,1,0,0,8,0,1,0,0,1,11,1,0,0,5,13,3,2,0,0,0,1,0,0,3,10,0,0,0
49,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,1,9,0,0,0,0,1,1,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,1,9,1,0,0,3,11,1,0,0,0,0,0,0,0,3,10,0,0
50,0,0,3,3,6,3,3,0,0,0,0,10,0,2,0,0,1,0,1,3,3,0,7,11,2,6,0,0,1,0,0,1,3,5,0,0,0,4,0,0,0,0,0,0,0,2,3,6,0,0,0,3,9,1,3,0,9,9,7,3,2,0,6,0,6,0,2,12,2
51,0,3,0,0,0,3,0,4,5,1,0,0,8,0,3,0,0,6,0,0,0,4,0,5,9,0,5,5,0,0,0,0,0,0,2,5,0,0,7,2,0,5,0,0,0,0,3,0,8,0,1,0,0,6,0,2,0,12,6,4,1,0,0,2,0,4,0,2,10
52,0,0,3,0,0,0,3,0,1,4,0,1,0,9,0,5,0,0,6,0,0,0,4,1,6,9,2,2,4,0,0,0,0,0,10,0,3,0,0,3,12,2,3,0,0,1,0,3,0,5,0,2,1,10,6,2,2,2,12,6,5,0,0,0,2,0,2,1,3
53,0,1,0,0,0,0,0,8,1,0,2,0,1,0,14,4,2,1,0,3,0,0,0,1,0,3,8,3,0,4,0,0,0,0,0,11,1,1,1,4,2,13,3,0,0,0,6,0,7,0,4,0,0,0,7,5,0,3,2,9,3,5,0,0,0,2,0,0,0
54,0,3,0,0,0,0,0,1,13,3,0,0,0,0,4,13,3,7,0,0,0,1,0,0,0,0,2,13,3,0,0,0,0,0,0,5,9,0,4,3,1,7,12,2,0,0,1,3,2,5,1,2,0,0,0,6,2,3,0,0,7,1,2,0,0,0,0,0,0
55,0,0,2,0,0,0,0,0,3,10,8,0,1,0,0,3,12,2,6,0,0,0,1,0,0,0,0,3,18,8,0,0,0,0,0,0,6,14,4,1,2,0,9,11,4,0,0,1,0,0,2,1,3,0,0,0,6,0,3,0,0,8,1,2,0,1,1,0,0
56,0,0,0,1,0,0,0,0,0,1,12,7,0,0,0,0,2,11,1,5,0,0,0,0,0,0,0,0,8,18,8,0,0,0,0,0,0,8,13,3,0,1,5,8,16,6,0,0,0,0,0,1,1,1,0,0,0,5,0,2,0,0,7,0,1,0,1,0,0
57,0,0,0,0,0,0,0,0,0,0,2,11,6,0,0,0,0,1,10,0,2,0,0,0,0,0,0,0,0,8,28,18,6,0,0,0,0,0,5,10,1,0,0,15,7,15,5,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,6,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0,0,1,2,10,6,0,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,18,28,18,6,1,0,0,1,0,2,11,1,0,5,15,7,12,5,0,0,0,0,7,1,0,0,0,0,0,3,0,0,0,2,6,0,0,0,0
59,0,0,1,1,2,1,1,0,0,0,0,8,1,17,7,0,2,0,2,2,10,0,2,7,7,2,0,0,0,0,8,20,29,20,10,0,0,0,1,0,3,9,0,0,5,22,12,14,4,0,0,7,0,8,2,0,2,0,2,1,10,0,2,0,4,5,0,7,7
60,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13,4,2,0,2,0,0,5,0,2,7,6,0,0,0,0,0,10,18,31,21,9,0,0,0,0,0,0,8,0,0,12,18,11,10,0,0,0,9,0,6,0,0,0,0,0,1,8,0,10,0,2,3,0,7
61,0,0,0,0,0,0,0,0,0,0,1,0,0,6,4,11,4,0,0,1,0,0,5,0,2,7,4,0,1,0,0,0,9,21,32,22,10,1,0,0,1,0,0,6,0,2,9,18,8,6,0,0,7,10,0,4,0,0,0,0,0,0,8,2,10,0,1,3,0
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,10,0,0,0,0,0,0,4,0,1,4,0,0,0,10,0,0,11,20,28,21,11,0,0,0,0,0,10,5,0,0,8,15,5,2,0,0,5,7,0,3,0,0,0,0,0,0,7,1,9,0,0,2
63,0,1,0,0,0,0,0,5,1,0,0,0,0,0,5,2,0,11,1,0,0,0,0,0,1,0,0,5,0,0,0,7,0,1,8,21,28,19,12,4,0,1,0,0,10,2,5,0,12,12,4,0,0,0,2,6,0,4,0,0,0,0,0,0,4,1,9,0,0
64,0,7,0,0,0,0,0,1,8,1,0,0,0,0,1,5,0,3,9,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,11,20,26,26,16,4,3,0,0,0,10,3,3,2,11,12,4,0,0,0,2,4,7,2,0,0,0,0,0,0,3,0,9,0
65,0,0,7,0,1,0,0,0,0,5,0,2,0,2,0,0,11,1,9,9,0,0,1,2,2,1,0,0,2,2,0,6,0,11,1,1,10,19,24,22,16,6,2,0,0,2,7,4,0,1,8,14,4,0,0,0,3,2,8,2,2,0,1,2,1,0,2,2,11
66,0,0,0,4,0,0,0,0,0,0,5,0,2,0,0,0,1,7,0,6,6,0,0,0,0,0,0,0,0,2,0,0,3,1,9,0,1,10,16,20,20,12,4,0,0,0,0,5,0,0,0,6,14,4,0,0,0,0,0,5,0,2,0,0,0,1,0,0,1
67,0,0,0,0,0,0,0,0,1,8,0,1,0,0,0,4,0,2,4,0,3,14,4,0,0,0,4,1,0,0,0,0,0,0,0,10,0,0,10,16,19,21,11,0,0,0,0,0,5,1,8,0,4,13,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,3,0,1,3,0,4,13,3,0,0,0,3,3,0,0,0,0,0,0,0,10,2,0,9,14,18,26,16,5,0,0,0,0,2,0,7,0,3,12,2,3,0,0,0,0,1,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,12,2,0,0,0,2,2,10,0,0,0,0,0,0,9,0,0,7,10,17,36,26,14,0,0,0,0,0,0,5,0,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0
70,0,2,0,0,0,0,0,4,2,0,0,0,8,0,4,0,0,2,0,0,0,0,0,2,9,0,0,2,0,1,0,6,0,0,0,2,0,0,11,5,0,9,9,26,35,25,18,8,5,0,0,0,0,1,0,1,6,3,0,0,0,0,0,0,0,0,0,0,0
71,0,1,0,0,0,0,0,5,5,1,0,0,0,5,5,3,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,3,0,0,1,2,0,1,15,5,1,9,16,26,32,30,20,12,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2,0,5,13,3,0,7,16,24,28,28,18,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
73,0,2,0,0,0,0,0,4,2,1,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,4,5,3,15,5,0,6,13,28,25,33,23,11,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,5,0,0,2,0,2,0,0,0,0,0,0,4,5,14,4,0,6,18,27,23,28,18,11,2,0,0,0,0,0,1,0,1,0,0,8,0,0,0,0,0
75,0,1,0,0,0,0,0,5,1,0,0,0,0,0,5,0,0,3,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,1,4,0,5,5,11,4,0,11,17,31,21,27,17,8,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0
76,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,8,3,1,8,21,46,36,26,16,5,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
77,0,0,0,0,1,0,0,0,0,0,1,2,0,2,0,0,13,3,6,0,0,0,2,2,2,1,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,1,0,10,0,2,11,34,43,38,28,16,5,0,3,0,1,0,2,0,1,2,1,0,1,2,2
78,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,2,3,10,3,6,0,0,0,3,3,2,3,0,0,0,0,0,7,0,16,6,0,0,0,0,10,0,0,0,0,1,6,0,1,22,33,44,39,38,28,16,2,2,0,1,1,0,0,0,2,0,0,2,3
79,0,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0,1,1,9,1,4,0,0,0,2,2,0,1,1,5,0,0,0,6,6,14,11,1,0,0,0,8,0,0,0,0,1,5,0,12,21,32,43,37,36,26,15,5,1,0,0,6,0,0,0,7,5,0,1
80,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,9,0,0,0,8,0,8,0,0,0,0,10,0,0,0,2,0,0,0,8,5,12,9,1,0,2,0,6,0,0,0,0,0,4,2,16,22,31,45,36,44,34,22,8,0,0,0,4,0,0,0,5,4,0
81,0,0,0,0,0,0,0,0,0,4,2,0,0,0,5,8,7,0,0,0,7,4,6,0,0,0,8,9,0,0,0,0,0,0,2,7,3,10,9,0,2,1,0,3,0,0,0,0,0,6,6,15,21,33,44,44,42,34,24,12,0,0,0,1,0,0,0,4,3
82,0,3,0,0,0,0,0,1,5,1,1,0,0,0,1,4,5,12,2,0,0,8,1,4,0,0,0,13,6,0,0,0,0,0,0,7,5,0,13,11,1,7,0,0,2,0,1,0,2,0,7,5,11,23,32,43,41,45,35,23,10,0,0,0,0,0,0,0,2
83,0,0,6,3,6,3,3,0,0,1,1,3,0,2,0,0,5,2,13,5,3,0,14,4,6,6,0,3,13,5,0,1,3,1,0,0,6,5,3,10,11,1,6,0,0,4,0,7,0,0,0,9,5,13,26,33,49,39,51,41,29,15,6,0,6,0,0,2,2
84,0,0,0,5,1,5,2,2,0,4,0,0,1,0,1,8,0,4,3,12,4,7,4,13,3,4,14,4,3,11,2,0,0,1,3,0,0,4,5,2,12,10,0,3,0,0,3,0,6,2,4,0,7,7,16,34,39,49,41,50,40,28,14,3,0,4,0,0,1
85,0,0,1,1,7,2,6,0,0,0,4,7,0,8,0,0,10,0,6,4,13,3,9,11,20,10,4,12,4,2,10,4,1,2,2,1,0,0,4,2,3,10,9,0,2,7,0,5,0,5,0,11,1,8,8,24,36,39,51,42,57,47,35,21,5,0,3,7,7
86,0,0,0,0,1,6,1,3,0,0,1,4,6,0,5,0,0,6,0,5,3,9,3,9,11,20,10,2,13,3,0,10,3,1,3,0,0,1,0,1,3,0,10,7,0,2,4,0,2,0,1,1,18,8,7,14,24,34,41,50,47,56,47,37,25,11,0,3,7
87,0,0,7,7,3,8,13,3,0,0,0,2,2,7,0,4,0,0,6,7,12,2,12,4,10,14,19,9,3,11,1,0,17,7,1,0,0,0,0,0,1,0,0,7,6,1,0,7,0,0,0,2,8,18,15,6,17,24,37,48,51,46,59,49,40,30,18,4,4
88,0,0,7,14,10,10,15,10,0,0,0,1,0,3,4,0,4,0,0,13,14,9,5,13,5,13,13,16,8,1,8,1,7,17,7,0,0,0,0,0,0,0,0,0,6,7,0,3,3,0,0,1,1,8,25,15,9,15,27,44,49,49,49,57,52,42,30,19,9
89,0,0,0,5,13,8,8,15,8,0,1,0,6,0,3,2,0,2,0,3,11,11,8,4,12,4,11,11,17,13,3,7,0,7,15,5,5,1,0,0,0,0,0,0,0,5,7,0,2,0,0,0,0,0,15,23,14,8,17,32,43,54,48,47,56,57,47,35,21
90,0,0,0,0,4,11,6,5,11,3,0,1,0,6,0,0,4,0,4,0,1,6,10,8,4,11,1,7,11,15,12,5,5,2,6,11,3,5,0,0,0,0,0,0,0,0,1,6,0,0,0,0,2,0,5,12,22,12,7,20,32,44,53,56,46,54,55,47,37
91,0,0,0,0,0,3,10,5,4,15,5,0,0,0,5,8,0,3,0,3,0,5,4,9,7,2,19,9,5,9,12,10,4,3,4,5,9,1,5,0,2,0,0,0,0,0,0,0,5,2,4,0,0,4,0,13,12,22,12,10,20,30,42,50,54,44,52,54,46
92,0,3,0,0,0,0,0,11,10,5,12,3,0,0,1,4,5,5,0,0,0,1,2,2,7,4,9,24,14,3,5,9,7,1,0,9,3,6,4,7,0,7,0,0,0,0,1,0,2,3,3,2,0,0,1,3,10,15,19,9,10,18,28,38,47,52,42,50,52
93,0,0,4,1,2,1,1,1,9,6,5,19,9,7,0,0,6,3,7,1,1,0,3,9,9,9,3,14,24,14,2,7,10,9,2,0,8,3,6,1,8,0,6,0,0,7,0,3,0,1,0,10,2,1,1,0,5,10,17,20,16,9,20,28,40,46,51,49,57
94,0,0,0,2,0,0,0,1,0,6,7,9,24,14,7,0,0,4,2,5,0,0,0,2,8,8,7,4,15,29,19,7,5,9,7,0,5,9,2,5,0,6,0,5,0,0,7,0,2,0,0,0,9,0,0,0,0,4,9,15,19,21,11,18,28,45,51,50,48
95,0,2,0,0,0,0,0,4,3,0,3,4,14,21,18,8,0,2,0,0,1,0,0,0,0,5,7,9,5,17,26,16,4,1,5,9,0,2,11,7,1,2,5,0,4,0,4,4,5,0,0,0,0,5,0,0,0,2,1,5,12,18,18,8,16,31,44,48,47
96,0,0,0,0,0,0,0,0,2,4,0,2,4,13,18,20,10,0,0,0,0,2,0,0,0,0,7,5,5,7,14,23,13,1,0,3,6,0,1,8,4,0,0,1,0,3,0,1,1,20,10,0,0,0,2,2,0,0,0,0,4,9,15,13,6,19,30,43,47
97,0,0,0,0,0,0,0,0,0,0,5,0,1,4,10,16,20,10,0,0,0,0,2,0,0,0,0,3,6,4,5,14,22,13,3,0,2,7,0,0,9,0,0,0,1,0,0,0,0,10,16,10,7,1,0,0,2,0,0,0,0,3,9,17,13,9,18,30,43
