,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
10,0,0,0,2,4,0,1,3,0,0,0,1,2,0,0,0,4,5,5,0,2,3,2,0,0,2,17,9,2,1,9,0,0,12,23,13,1,0,0,5,0,0,0,0,0,0,1,7,19,12,2,0,0,0,0,0,0,5,0,0,5,0,0,0,3,0,0,1,0,0,1,0,1,0,0,5,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,1,3,0,0,2,0,3,0,2,4,0,5,2,5,16,6,0,5,5,0,9
11,0,0,0,0,1,4,0,0,0,2,0,0,0,4,0,0,0,3,5,2,0,1,2,2,0,0,7,16,8,2,0,9,0,2,11,20,10,0,0,0,2,2,0,0,0,0,0,0,9,18,11,1,2,0,1,0,0,0,3,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,6,6,2,0,0,2,0,6,2,0,0,0,6,0,0,0,0,0,0,0,0,1,0,6,15,5,0,4,2,0
12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,8,8,0,1,4,0,0,0,1,1,0,0,6,14,6,0,0,8,0,1,10,24,14,2,0,0,1,0,0,0,0,0,0,0,8,15,19,9,0,0,9,2,0,0,11,1,0,4,0,0,1,0,8,0,0,8,0,0,0,0,0,0,1,0,2,0,0,0,4,4,5,10,8,0,10,0,3,0,0,4,0,4,8,0,0,0,0,0,0,0,0,0,5,12,3,0,3,0
13,0,0,0,0,0,7,0,1,0,1,0,0,0,0,0,5,7,7,0,0,3,0,0,7,0,0,0,0,5,13,5,7,0,4,0,0,12,21,21,11,0,1,0,0,0,0,0,0,0,0,5,14,17,7,3,0,6,1,0,1,10,8,0,11,3,0,0,0,5,0,0,5,0,0,0,0,0,7,0,0,0,0,3,0,4,5,4,9,6,0,10,0,1,0,0,4,0,3,6,0,0,0,0,0,0,0,0,0,2,11,2,0,0
14,0,0,0,0,0,0,14,4,1,0,0,0,0,2,1,0,3,8,14,4,0,2,0,0,3,0,1,1,0,12,14,4,3,0,3,0,2,9,20,22,12,0,0,0,0,0,0,0,0,1,0,4,16,17,7,1,0,7,0,0,2,9,4,1,11,1,0,0,0,2,0,0,4,0,0,1,0,0,4,1,0,1,0,3,0,4,3,2,11,4,0,12,2,1,0,0,4,0,2,2,0,0,0,1,0,0,7,0,0,3,12,2,0
15,0,0,0,5,5,0,4,19,9,0,0,0,5,0,0,0,0,5,8,14,9,0,7,0,0,2,2,3,6,2,14,13,3,2,0,3,0,2,10,22,20,11,1,0,0,0,0,0,5,2,0,0,6,14,16,6,0,2,6,0,2,1,8,3,1,10,0,0,0,0,0,0,0,2,0,2,1,0,0,2,1,2,0,0,2,0,2,1,1,9,3,2,12,7,0,0,5,2,0,1,7,0,0,2,0,0,0,6,0,2,5,11,1
16,0,0,0,0,4,6,0,9,17,16,6,0,0,5,1,0,0,0,5,5,13,8,0,8,0,0,2,2,2,6,4,15,11,1,1,0,0,0,3,12,20,27,17,5,0,0,0,0,0,5,1,0,0,4,16,15,5,0,2,5,0,3,0,9,5,1,8,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,4,2,2,9,0,1,1,0,11,3,2,11,3,2,0,4,1,0,0,5,0,0,0,0,0,0,4,0,2,3,8
17,0,5,2,0,0,0,3,0,7,14,13,5,0,0,1,0,0,0,0,9,4,12,7,0,10,2,0,0,1,0,3,5,17,9,0,5,0,4,0,2,8,17,24,21,11,0,0,0,0,0,2,0,0,0,6,15,12,2,2,1,2,0,5,0,6,7,3,7,2,5,0,4,0,0,5,0,4,0,6,0,5,0,0,0,0,0,8,0,0,0,1,7,2,1,11,1,1,0,3,3,0,0,10,0,5,0,0,0,0,1,0,4,1
18,0,0,5,0,0,0,0,1,0,6,11,11,3,0,2,9,8,0,0,0,7,2,10,6,0,9,0,0,0,0,0,2,7,14,7,0,9,0,3,0,0,7,14,23,20,10,0,0,0,0,0,10,0,0,0,14,17,10,2,10,0,1,0,4,0,6,6,11,6,1,13,3,2,0,0,3,0,3,0,8,0,3,0,0,0,0,8,16,6,8,0,0,5,0,5,9,0,9,0,2,1,0,0,8,0,2,0,0,0,0,0,0,1
19,0,0,0,10,5,0,0,5,0,0,5,11,16,6,0,0,7,10,0,0,5,7,7,9,5,0,11,2,5,0,2,0,1,6,14,7,0,9,0,5,0,0,6,14,22,18,10,0,5,2,0,0,9,0,0,4,11,19,9,0,12,2,0,0,3,0,5,4,10,5,3,13,3,0,0,2,3,0,3,0,8,2,2,0,0,0,0,6,15,5,7,0,0,10,0,4,14,4,9,0,7,0,0,2,7,0,2,0,0,2,2,0,0
20,0,5,2,0,9,1,0,0,1,0,0,4,10,12,2,0,0,4,7,4,0,4,6,3,11,7,1,8,1,2,0,0,2,0,5,18,8,4,5,0,1,0,0,10,19,18,17,8,0,2,0,0,0,5,0,0,1,8,21,11,2,8,4,0,0,5,2,4,6,15,5,7,12,2,5,0,6,0,4,0,4,5,0,0,0,0,0,0,5,14,4,3,0,0,10,0,4,13,3,11,1,3,5,0,7,5,0,0,0,0,0,4,0
21,0,0,3,2,0,8,8,0,0,1,0,0,4,12,13,3,0,1,11,4,4,0,4,5,1,7,8,2,8,8,3,0,0,0,0,8,14,5,3,6,0,1,0,0,7,19,17,15,8,1,0,0,2,0,5,0,0,2,11,19,12,2,4,3,0,0,1,0,0,5,13,3,6,12,2,6,0,5,0,5,0,5,5,0,0,0,0,0,2,4,14,6,2,0,0,10,0,3,12,2,11,1,0,6,0,5,12,2,0,1,1,0,2
22,0,0,0,2,1,0,10,7,0,0,0,0,0,12,11,10,0,0,3,7,3,2,0,2,1,0,7,8,1,10,8,1,0,0,0,0,4,10,3,3,5,0,0,0,0,9,17,13,14,8,0,0,8,1,0,2,0,0,1,8,19,10,0,2,2,0,0,0,0,0,3,9,1,5,8,2,2,0,1,0,1,0,4,7,2,0,0,0,8,0,6,22,12,1,0,2,9,0,2,8,1,10,0,0,2,0,7,11,1,0,1,0,0
23,0,0,0,0,1,4,0,9,5,2,0,0,0,2,12,9,8,0,0,0,6,2,1,3,0,0,0,7,7,1,10,11,1,0,0,0,0,1,13,3,1,7,0,0,0,0,8,14,12,14,7,0,0,6,7,0,0,0,0,0,9,22,12,3,8,0,0,0,0,0,0,0,8,0,2,8,0,5,0,1,0,1,6,5,8,4,0,0,0,6,1,12,21,11,0,1,1,7,0,0,7,0,7,0,0,0,0,6,9,1,0,0,0
24,0,5,2,0,0,0,1,0,5,2,0,0,0,0,2,11,8,5,0,4,0,5,1,0,5,2,0,0,6,4,0,6,13,3,0,4,0,4,3,10,0,0,4,4,5,0,0,6,13,9,11,6,0,0,3,6,0,0,2,0,0,12,24,14,2,10,2,0,2,5,0,4,0,4,5,0,12,2,9,0,5,0,0,2,1,5,3,0,0,0,2,2,11,20,11,1,0,0,6,2,0,3,5,4,5,0,0,0,2,6,0,2,0
25,0,2,8,1,0,0,0,0,0,3,0,0,0,0,0,1,10,5,1,1,3,0,4,0,5,10,0,0,0,2,1,0,11,11,1,1,5,1,1,0,6,0,0,5,6,1,0,0,5,10,5,10,2,0,0,2,4,0,3,1,0,2,17,21,11,5,15,5,5,4,4,1,2,0,6,2,2,9,3,6,1,2,0,0,0,0,4,2,0,0,0,0,1,10,21,11,0,0,0,11,1,0,5,2,6,3,0,0,0,0,3,5,0
26,0,0,0,10,3,0,1,2,0,0,2,1,2,0,0,0,0,15,6,0,3,4,2,3,0,2,15,5,2,1,7,0,1,10,12,2,0,3,0,6,0,6,0,0,2,6,2,0,2,10,9,3,10,2,0,0,0,9,0,1,6,0,7,16,21,11,5,13,3,2,2,2,2,2,0,11,1,1,7,2,4,6,2,0,0,0,0,2,2,0,0,0,1,3,11,20,13,3,1,1,13,3,0,10,0,5,4,0,0,5,5,0,4
27,0,0,0,0,8,2,0,0,0,0,0,0,0,0,2,8,8,5,13,5,0,1,2,1,2,0,5,13,3,0,0,6,0,0,8,11,6,0,2,0,3,0,3,0,0,0,4,0,0,0,7,17,7,7,0,8,2,0,9,8,0,5,0,6,14,21,11,13,12,2,10,1,0,0,1,1,10,0,0,9,1,2,4,0,0,0,8,8,0,10,0,0,0,0,7,10,18,21,11,0,3,10,2,0,9,0,3,1,0,0,3,4,0
28,0,0,0,5,5,7,2,5,0,0,0,0,5,0,0,0,6,10,5,13,10,0,6,1,0,1,2,7,18,8,2,0,5,0,0,8,9,6,0,4,0,2,0,3,0,0,0,3,5,2,0,7,16,6,6,0,5,4,0,7,10,0,4,0,5,13,20,10,12,11,1,10,1,0,0,3,1,9,0,0,9,3,1,3,0,0,0,6,7,0,9,0,0,5,0,6,15,16,21,11,5,1,9,4,0,8,0,2,0,2,2,2,3
29,0,0,0,0,4,5,7,1,2,2,0,0,0,7,0,0,0,5,10,3,12,9,0,6,0,0,0,1,8,18,8,2,0,2,0,0,5,6,6,0,1,2,1,0,0,0,0,0,2,4,1,0,9,13,7,4,0,4,2,0,6,10,0,4,1,3,10,18,8,8,9,0,9,0,0,0,0,1,6,0,0,8,4,7,9,2,0,0,8,5,6,11,1,0,2,6,5,13,15,18,10,2,0,8,0,0,8,0,0,0,1,0,0
30,0,0,0,2,2,3,6,9,1,2,1,1,2,0,6,0,0,5,6,8,5,13,11,1,3,0,5,5,3,9,23,13,1,0,3,0,0,3,5,11,1,1,1,0,0,0,1,0,2,7,3,0,0,9,13,5,0,5,2,0,5,5,7,0,4,0,0,8,15,5,6,7,1,9,0,5,0,0,0,5,0,5,8,3,6,9,0,0,0,6,4,6,12,3,0,1,8,3,14,12,20,10,0,5,5,0,1,7,0,5,5,0,0
31,0,2,7,0,1,0,1,5,6,1,0,0,0,0,0,6,0,0,3,7,7,4,12,9,4,6,0,3,4,1,13,21,16,6,0,4,0,1,1,3,8,1,0,2,2,0,0,0,0,0,4,3,0,0,7,13,4,0,12,2,0,3,8,5,0,11,3,0,11,17,7,7,6,0,11,1,6,0,1,0,6,0,3,6,1,6,9,0,0,0,4,0,5,11,3,0,0,8,4,17,11,17,12,2,7,3,0,0,4,0,3,8,0
32,0,0,1,7,0,0,0,1,5,5,0,5,0,0,0,0,4,1,0,3,7,12,4,10,7,2,7,1,3,3,3,11,19,15,11,1,1,0,0,2,3,7,0,0,1,2,5,0,0,1,0,2,1,0,0,5,10,5,2,10,3,0,1,6,4,1,9,1,1,10,15,7,12,6,1,12,2,4,0,0,0,7,0,2,5,0,4,7,0,0,0,2,5,5,8,2,0,0,13,7,17,11,16,13,3,6,2,0,0,5,1,1,7
33,0,0,0,0,5,0,0,0,9,3,3,0,3,0,0,0,0,4,1,0,1,7,10,1,6,3,2,7,0,3,3,1,7,16,15,7,0,0,0,0,10,1,5,0,0,9,2,2,0,0,0,0,1,9,0,0,2,10,2,0,10,0,0,0,4,1,0,6,0,0,7,11,7,20,10,2,8,0,0,0,0,0,5,0,0,3,0,1,6,0,0,0,2,3,1,5,0,0,3,9,7,25,15,16,9,0,6,0,8,0,5,0,0
34,0,0,0,0,0,8,0,0,0,11,2,2,0,2,0,0,0,0,4,0,0,0,6,13,3,3,3,2,6,0,3,6,0,6,15,12,3,0,3,0,0,12,2,2,0,0,8,0,1,0,0,0,0,0,15,5,0,2,8,0,0,13,3,3,6,2,0,0,3,0,0,4,10,10,17,10,0,11,1,0,0,0,6,6,1,2,1,0,0,4,1,0,0,1,0,2,4,0,0,0,8,15,22,15,13,6,0,5,0,8,0,2,0
35,0,0,0,0,0,7,7,0,0,1,8,0,1,0,2,0,0,0,0,1,0,0,0,13,10,0,2,2,1,5,0,10,3,0,5,12,9,0,7,2,0,2,9,0,0,0,0,4,0,0,0,0,0,0,5,14,4,0,0,7,0,7,10,10,6,4,0,0,0,0,0,0,2,7,7,16,7,7,8,1,0,0,3,6,6,2,1,0,0,0,4,0,0,0,0,0,1,3,0,0,0,5,11,21,11,9,5,0,2,0,7,0,0
36,0,0,0,0,0,0,7,6,0,2,0,7,0,3,0,0,0,0,0,0,0,0,0,3,10,7,0,1,1,1,4,0,7,0,0,2,9,6,0,6,0,2,1,6,0,0,0,0,3,0,0,0,2,0,1,4,11,3,0,0,6,0,4,10,11,4,1,0,0,0,0,0,0,0,3,6,13,7,4,8,0,0,1,9,12,8,0,0,2,0,6,6,0,0,0,6,0,0,2,0,0,0,1,10,17,8,9,4,0,1,0,4,0
37,0,2,7,0,0,0,0,6,3,0,0,0,6,0,2,0,0,0,0,1,0,0,0,0,6,13,5,0,0,0,0,2,3,5,0,1,2,10,4,0,3,0,0,2,8,0,0,0,0,1,0,0,0,0,0,1,3,9,10,0,0,4,3,2,8,18,8,1,3,2,0,1,0,0,2,1,7,11,8,3,9,0,0,0,7,12,8,0,0,2,0,2,5,0,0,0,5,0,0,5,0,0,2,0,12,15,6,6,1,0,0,3,2
38,0,4,3,7,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,5,1,0,0,0,1,7,11,3,0,0,0,0,3,2,5,5,0,7,7,2,0,0,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,1,10,9,0,0,5,0,0,9,19,9,2,7,1,5,1,0,4,0,6,4,16,6,8,7,0,0,0,4,11,7,0,0,0,0,2,5,0,0,0,4,0,1,5,0,4,0,4,11,12,3,2,0,0,1,2
39,0,5,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,2,3,4,8,2,0,0,0,2,1,1,9,5,4,3,4,0,0,0,4,10,2,3,0,0,0,0,0,0,0,0,0,0,0,3,9,6,0,2,1,0,2,11,18,11,7,6,5,4,0,5,1,4,2,8,12,10,5,4,0,0,0,3,10,3,0,0,0,0,1,5,0,0,0,3,2,0,1,5,1,5,2,8,9,0,0,0,2,0
40,0,5,7,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,2,4,0,1,7,0,0,0,2,0,0,5,9,9,0,0,0,0,0,4,9,6,1,1,0,0,0,0,0,0,0,0,0,0,2,2,6,2,2,0,0,2,4,10,20,16,6,10,4,0,5,2,5,0,6,4,16,7,2,0,0,0,0,2,6,2,0,0,0,0,1,1,0,0,0,5,1,0,6,2,6,3,0,5,5,0,0,2,0
41,0,0,4,12,10,0,2,5,0,0,0,0,5,0,0,0,0,2,0,0,9,3,8,0,0,1,6,2,6,7,2,0,0,1,0,0,3,9,8,2,0,0,0,0,3,7,6,0,6,2,0,0,0,0,0,0,0,2,0,0,4,5,1,1,0,0,1,2,10,19,14,6,10,2,0,7,2,4,0,4,6,18,8,1,0,0,0,0,1,4,1,0,0,5,0,0,6,0,0,0,10,0,0,8,1,5,3,0,3,7,2,0,1
42,0,0,0,2,10,7,0,0,1,0,0,0,0,0,0,4,4,0,0,0,0,6,1,5,1,1,0,3,0,2,4,0,1,0,0,0,8,2,6,5,0,0,0,0,0,0,4,4,0,3,0,4,0,0,0,4,1,0,2,4,0,1,6,0,0,0,1,5,3,10,23,13,3,6,2,0,6,0,3,0,3,8,14,5,0,0,4,4,0,5,1,0,0,0,13,3,0,10,0,1,0,6,0,0,8,0,1,0,0,0,4,3,0
43,0,0,0,0,1,13,7,0,0,3,0,0,0,0,0,0,2,4,0,0,0,0,5,4,2,0,1,0,2,0,2,7,0,0,0,0,0,5,5,6,3,2,0,0,0,0,0,1,3,0,2,0,3,0,6,0,1,1,0,0,4,3,0,9,6,0,0,0,2,0,11,20,12,2,3,2,0,9,0,3,0,3,14,15,6,2,0,2,3,0,6,0,0,0,3,14,4,0,9,0,0,0,3,0,0,5,0,0,0,0,0,1,0
44,0,0,0,2,2,3,14,9,0,0,2,1,2,0,0,0,0,7,5,0,2,1,2,4,1,0,5,6,2,3,5,1,4,0,1,0,0,0,4,10,6,3,1,0,0,0,1,0,3,8,0,0,0,3,0,4,0,6,0,0,5,3,0,0,9,4,0,0,0,0,1,9,21,12,2,8,0,0,7,0,1,5,4,13,14,6,0,0,2,1,0,6,1,2,0,4,16,6,1,6,2,0,0,8,0,0,6,0,0,5,5,0,0
45,0,0,0,0,0,0,4,12,17,7,0,2,0,1,0,0,0,0,7,1,0,2,0,0,0,0,0,5,4,2,3,2,0,1,0,0,0,0,0,4,18,8,1,0,0,8,0,0,0,3,6,0,0,8,1,0,1,0,3,0,0,2,0,0,0,6,0,0,0,0,0,0,11,29,19,7,4,0,0,5,0,1,3,3,10,12,3,0,0,0,0,0,6,0,0,0,6,13,6,0,4,10,0,0,4,0,0,4,8,0,5,1,0
46,0,0,0,0,0,0,0,3,9,19,9,0,1,2,1,0,0,0,0,4,0,0,1,0,0,0,0,0,4,4,1,3,0,0,0,0,0,0,0,0,8,20,10,0,0,0,7,0,0,0,2,4,2,0,9,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,1,17,25,18,8,4,0,0,2,0,2,9,9,12,10,1,2,0,6,2,0,5,0,6,0,4,12,3,0,1,6,0,0,1,0,0,1,7,0,2,0
47,0,0,0,5,5,0,0,5,1,9,18,9,5,0,0,0,0,2,0,0,9,0,5,0,0,0,2,2,5,4,6,0,2,0,0,0,0,0,0,2,0,10,19,10,0,0,0,6,5,2,0,0,3,0,0,7,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,7,16,27,18,8,4,0,0,4,0,1,8,8,10,8,0,0,0,5,2,5,3,0,11,1,4,11,8,0,0,8,0,0,1,0,0,3,9,0,1
48,0,0,0,0,3,2,0,0,1,0,8,15,7,0,0,4,4,0,0,0,0,6,0,2,1,1,0,0,0,1,1,3,1,0,0,0,8,0,0,0,0,0,7,18,10,0,0,0,4,2,0,4,0,0,0,4,8,0,2,4,0,0,1,0,0,0,1,4,2,0,4,0,0,0,7,17,26,16,7,3,0,0,0,0,0,4,12,14,4,4,0,0,2,0,13,3,1,15,5,5,9,4,0,0,8,0,0,0,0,0,0,10,0
49,0,0,0,0,0,4,2,0,0,8,0,7,14,7,1,0,3,4,0,0,0,0,5,1,0,0,1,0,0,0,1,2,1,0,0,0,0,5,1,0,0,7,0,8,15,8,0,0,0,4,1,0,4,0,2,0,3,8,0,1,4,1,0,2,2,0,0,0,2,0,0,1,0,0,0,7,14,27,17,8,0,0,2,2,2,7,3,11,14,4,6,0,0,1,3,15,5,5,14,4,4,7,1,0,0,5,0,0,0,0,0,0,7
50,0,4,1,0,0,0,1,2,0,0,5,0,7,10,3,0,0,1,1,5,0,0,0,2,2,1,0,0,0,0,0,0,3,0,0,5,0,5,2,0,0,0,4,5,12,11,8,0,0,0,1,0,0,0,0,1,0,1,9,0,0,1,2,0,0,3,1,0,1,6,0,5,1,0,4,0,12,17,32,22,13,3,0,0,0,0,6,2,7,13,3,2,0,0,0,5,15,5,5,15,5,0,11,1,4,0,2,0,0,0,0,1,0
51,0,0,2,0,0,0,0,0,0,2,0,4,0,9,10,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,2,0,1,2,9,10,5,0,0,0,0,2,0,1,0,0,0,0,7,0,0,0,2,1,0,0,0,0,0,4,0,4,0,0,3,2,12,22,32,22,12,4,6,6,2,0,4,4,5,19,9,1,0,0,6,5,13,4,5,14,4,1,10,0,1,0,1,0,0,0,0,0
52,0,4,1,2,0,0,0,0,0,0,0,0,4,0,5,9,0,0,0,6,0,4,0,0,1,1,0,0,0,0,0,0,1,0,0,5,0,7,0,3,0,0,0,5,5,0,9,9,5,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,2,1,0,1,4,0,9,0,0,4,0,8,2,17,22,37,27,15,1,3,3,1,0,0,3,9,15,9,1,0,0,6,4,13,5,5,10,8,0,14,4,0,0,0,0,0,1,0
53,0,0,1,0,1,0,0,0,0,0,10,0,0,3,0,2,6,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,10,0,2,3,0,5,8,4,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,8,0,0,3,0,5,7,15,27,36,26,14,0,2,0,0,0,0,2,8,14,8,0,0,0,3,3,9,4,3,7,7,4,10,2,10,0,0,0,0,0
54,0,0,0,0,0,0,0,0,8,0,0,10,0,0,1,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,6,0,10,3,0,3,8,2,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,1,5,15,27,34,24,12,0,0,0,0,0,0,1,8,12,4,0,0,0,3,0,7,12,2,7,3,1,10,0,18,8,0,0,0
55,0,0,0,2,2,0,1,2,0,8,0,1,12,2,0,0,0,5,7,0,2,1,7,0,0,0,5,5,2,1,5,0,0,0,1,0,0,0,0,5,4,8,0,0,3,0,11,2,2,8,7,0,7,0,8,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,6,13,11,1,0,0,0,5,20,27,33,23,12,2,0,0,0,0,0,2,10,9,3,2,0,1,0,2,7,9,7,4,2,2,9,8,23,13,1,0
56,0,0,0,0,1,3,0,0,0,7,7,0,2,12,3,0,0,0,5,4,0,1,0,8,0,0,0,5,4,2,1,6,0,0,0,0,0,0,1,0,3,11,7,0,0,1,1,8,1,2,7,6,0,5,2,7,0,0,5,0,0,6,0,1,2,0,0,0,0,0,0,0,0,0,3,13,8,2,0,1,0,10,22,29,35,30,20,8,0,0,2,0,0,1,6,11,2,1,0,0,0,0,4,9,4,1,2,1,7,13,23,13,1
57,0,0,0,0,0,1,4,0,0,1,5,5,0,2,22,12,2,0,1,1,2,0,0,0,5,0,0,0,3,5,1,1,3,0,0,0,0,0,0,0,0,4,9,3,0,0,0,0,6,0,0,9,5,0,5,4,4,0,0,7,0,0,3,0,1,1,0,2,0,0,2,0,0,0,0,3,9,8,0,10,0,0,10,22,29,36,32,22,10,2,0,1,0,0,0,6,9,4,0,0,0,0,0,3,5,1,2,0,0,6,13,20,10
58,0,5,2,0,0,0,0,3,0,0,0,4,4,0,12,21,11,0,0,5,0,1,0,0,2,7,0,0,0,0,2,0,3,1,0,4,0,4,0,0,0,0,1,13,8,0,0,0,0,3,0,0,5,1,0,4,1,1,2,0,4,0,2,0,0,3,3,0,4,5,0,6,0,0,5,0,7,5,12,2,14,4,0,10,18,26,35,31,21,9,0,0,0,0,0,0,5,8,3,2,0,0,5,0,8,3,0,0,0,0,3,15,18
