,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
10,0,0,0,0,0,3,0,4,1,5,5,4,15,5,2,0,7,0,5,16,6,3,0,8,0,0,1,0,0,0,0,3,0,0,6,2,0,0,0,1,6,2,0,0,0,2,0,0,8,0,0,9,0,0,11,1,3,9,10,0,0,10,0,3,17,7,0,2,1,0,5,3,0,2,0,2,0,0,1,0,5,5,0,0,7,0,4,5,4,4,0,12,6,1,1,5,0,0,6,15,16,6,5,6,0,10,2,0,0,2,5,0,0,0,2,9,12,5,0,0,3,0
11,0,0,0,0,0,0,0,2,1,3,1,1,6,17,7,0,2,4,2,10,18,8,0,5,5,0,0,0,0,0,0,2,2,0,2,8,1,0,0,0,0,8,0,0,0,0,1,0,2,5,0,2,6,0,2,7,0,0,11,7,0,2,6,0,7,19,9,2,1,0,0,2,0,0,0,2,0,0,0,0,2,10,2,0,5,4,4,9,9,6,0,2,9,4,0,0,4,0,0,5,14,15,11,9,2,0,12,2,0,0,7,4,0,0,0,0,14,17,7,0,2,2
12,0,0,0,6,6,0,2,0,4,0,4,1,0,7,14,6,0,4,2,0,7,18,8,0,5,5,0,6,0,0,6,0,1,5,0,0,7,0,6,0,0,0,7,6,6,0,0,2,0,8,5,0,4,3,0,3,8,1,1,17,7,0,3,7,0,9,19,9,1,3,0,6,2,0,0,0,5,0,3,0,0,0,10,2,0,5,1,1,6,6,7,0,8,6,5,0,0,3,1,0,4,13,12,8,10,0,2,12,5,0,0,6,0,0,2,0,4,11,17,7,0,1
13,0,2,5,0,5,11,1,1,0,3,0,2,0,0,6,13,5,0,3,1,0,8,16,7,0,5,3,0,6,0,0,5,5,0,4,0,5,5,0,4,0,0,0,6,5,6,5,0,1,0,6,4,0,3,2,0,2,7,0,7,16,6,0,2,7,0,9,18,9,0,5,0,6,0,0,0,0,4,0,2,0,0,2,10,1,0,5,0,1,5,5,6,0,7,5,3,0,0,2,6,0,9,12,12,7,8,0,2,11,2,0,5,4,0,0,4,0,3,13,22,12,5
14,0,0,1,2,0,4,9,6,0,5,0,0,7,5,5,3,18,8,3,5,6,0,6,18,8,0,4,0,0,2,0,5,4,2,3,9,0,6,2,1,3,3,0,0,3,3,5,2,5,0,0,11,2,0,8,0,0,0,12,2,6,21,11,0,3,12,2,14,16,7,0,2,0,7,0,5,0,0,1,0,7,2,0,0,12,2,1,7,1,6,2,10,3,0,4,4,1,0,0,1,4,0,11,13,9,8,13,3,1,9,4,0,6,2,0,0,6,2,3,12,27,17
15,0,1,0,1,2,0,4,5,6,0,5,1,0,3,1,7,8,18,8,0,1,13,3,8,25,15,3,4,7,0,2,0,5,3,0,0,9,0,6,0,0,1,1,0,0,2,3,5,0,5,1,1,11,1,0,8,0,0,2,12,2,11,21,11,0,2,19,9,13,16,8,0,9,0,8,0,4,0,0,3,0,4,3,7,2,19,9,0,4,0,6,0,10,1,0,2,3,3,0,0,0,4,1,8,13,5,4,20,10,0,6,4,0,5,2,1,0,3,3,3,17,27
16,0,5,3,0,1,4,0,1,5,3,0,4,0,0,0,1,4,8,16,6,0,3,13,3,15,26,16,4,5,6,0,0,2,4,1,0,2,6,0,3,0,0,0,1,0,1,4,2,2,0,4,0,1,10,0,0,7,0,0,2,11,1,10,20,10,0,9,16,10,13,21,11,1,6,0,5,0,3,0,0,0,0,9,4,4,9,17,7,0,1,0,3,0,9,0,0,3,3,2,2,1,2,1,0,7,10,2,10,19,9,0,8,1,1,5,7,0,0,8,5,7,19
17,0,0,4,0,0,0,2,5,0,10,0,0,9,5,5,0,6,2,11,18,11,1,3,15,5,14,25,15,3,1,3,5,0,0,7,6,0,3,3,1,2,3,0,0,0,0,0,1,7,0,0,9,0,0,15,5,0,4,5,0,1,16,6,10,21,15,5,14,14,8,11,18,8,2,3,5,2,0,0,0,5,2,0,5,6,0,10,19,9,5,0,5,0,0,6,0,0,0,0,1,0,0,4,2,0,8,15,5,9,17,11,1,9,0,0,2,9,2,0,7,10,9
18,0,2,5,3,0,5,0,1,4,0,9,0,0,8,4,4,0,5,1,10,17,11,1,5,15,5,15,24,15,5,0,2,10,0,0,6,11,1,2,1,0,1,2,0,0,0,5,0,0,6,0,0,8,0,5,14,4,0,3,4,0,6,15,5,11,20,15,5,14,13,10,10,18,8,0,2,4,1,0,0,0,4,4,0,4,6,0,9,19,9,4,0,4,0,0,4,0,0,0,5,1,5,0,4,1,0,7,15,5,7,16,16,6,9,0,2,1,8,4,5,6,15
19,0,0,1,6,4,0,7,0,3,1,6,9,0,0,5,6,1,2,3,0,7,17,8,0,5,15,5,16,24,14,6,0,1,10,0,0,5,8,2,0,0,0,0,3,1,0,0,11,1,1,6,0,2,5,0,11,20,10,0,4,3,0,12,21,11,10,20,12,4,16,12,11,10,15,8,0,2,3,1,2,0,0,3,4,0,4,3,0,9,16,15,5,1,1,6,0,3,2,6,0,4,0,1,0,10,0,0,7,15,5,6,15,13,5,11,1,0,0,7,3,2,5
20,0,0,0,3,8,3,7,5,7,1,3,7,7,0,0,5,4,8,2,0,0,7,15,5,0,5,14,7,16,23,16,6,0,2,10,0,0,1,10,0,0,0,0,2,5,0,0,2,9,3,2,4,7,0,3,2,13,22,12,2,3,1,2,14,18,9,10,18,11,11,16,14,11,6,16,6,1,1,4,1,0,0,0,3,1,0,1,0,0,7,18,13,7,0,3,5,0,3,4,5,0,3,0,0,2,6,0,0,8,14,4,5,11,12,12,11,1,0,0,6,1,1
21,0,0,0,6,9,7,5,4,7,4,2,3,4,4,0,0,2,6,6,0,0,0,5,12,5,0,4,20,10,15,29,19,7,3,0,7,0,0,7,6,0,0,0,6,8,4,0,1,0,15,5,0,6,4,0,4,3,14,19,18,8,0,2,4,11,15,9,8,17,13,11,22,14,7,6,13,9,0,4,3,0,0,0,0,0,1,0,0,0,0,8,15,19,9,1,1,4,0,4,3,4,0,0,0,1,0,3,0,3,5,11,3,1,10,14,12,8,0,0,0,3,0
22,0,2,5,0,5,14,6,4,3,6,3,0,2,3,3,0,0,1,5,5,0,0,0,4,12,5,0,10,20,10,19,28,24,14,2,0,12,2,0,5,4,0,0,0,5,8,9,0,0,5,13,4,0,5,3,0,3,4,13,18,17,7,0,1,4,10,15,8,8,16,15,12,22,12,5,5,12,8,0,3,2,0,2,0,0,0,1,0,0,0,0,7,14,18,8,0,1,3,0,9,3,9,0,0,0,0,0,3,0,0,4,16,6,1,9,16,11,7,2,5,0,8
23,0,0,1,2,0,4,12,11,2,8,3,0,5,7,8,0,5,0,4,7,10,0,0,2,2,8,4,0,8,16,9,24,27,21,17,7,2,13,3,1,4,7,0,0,0,3,7,6,5,0,3,18,8,0,10,0,0,0,9,10,14,22,12,0,2,9,6,20,10,6,13,12,12,23,13,10,2,8,5,0,8,4,0,0,2,0,1,3,1,5,0,5,4,12,15,7,0,0,0,0,7,2,11,1,0,1,5,0,0,0,2,6,17,7,0,6,18,13,4,1,10,0
24,0,0,0,0,0,0,2,10,8,0,5,0,0,3,5,4,0,2,0,2,5,8,0,0,0,0,5,1,0,6,13,14,23,23,19,15,6,3,10,1,0,2,3,0,0,0,2,4,4,2,0,8,15,21,11,7,0,0,0,6,6,12,19,9,0,0,7,10,19,9,5,10,10,13,20,11,6,0,4,1,0,6,3,0,0,0,0,0,2,0,2,0,2,17,9,12,6,0,0,0,0,6,1,10,0,0,0,3,0,0,0,1,7,16,6,0,8,16,12,3,0,9
25,0,2,5,0,0,5,0,1,9,7,0,3,0,0,2,4,3,0,1,0,1,5,6,0,0,0,0,4,1,0,5,12,19,22,22,18,20,10,2,8,0,0,1,2,0,0,5,1,3,3,0,0,7,14,20,10,6,0,0,0,5,5,11,18,9,0,0,6,10,18,11,4,10,8,11,19,10,5,0,3,0,0,8,3,0,0,0,0,0,1,0,1,0,7,16,7,12,5,0,5,0,5,5,1,9,0,0,0,2,0,0,5,0,7,15,8,0,7,18,17,7,5
26,0,0,1,6,1,0,7,0,3,6,13,3,0,0,0,4,1,5,0,0,0,1,2,2,0,0,0,1,4,0,1,2,11,19,20,19,17,17,11,1,6,0,0,2,3,0,0,11,1,4,3,0,2,4,11,26,16,12,2,1,0,2,11,17,15,6,0,0,5,12,17,12,4,7,8,9,19,9,5,2,0,0,0,8,0,0,0,0,0,0,7,0,2,0,13,14,6,14,11,1,4,0,1,2,7,6,0,0,0,0,0,0,2,0,9,14,4,0,8,17,14,6
27,0,0,0,0,3,0,0,12,2,8,3,10,8,5,5,0,9,0,8,2,5,0,0,4,0,0,0,0,0,0,0,6,1,8,22,25,18,18,14,12,2,9,0,0,0,1,0,1,16,6,1,8,0,0,9,16,23,13,17,7,0,5,1,8,18,20,10,5,0,3,9,14,8,5,4,13,9,15,6,1,7,2,0,0,10,0,1,2,1,5,0,12,2,0,3,12,12,4,11,10,0,3,2,2,0,8,11,1,0,0,2,0,1,0,0,6,16,6,0,7,22,13
28,0,2,5,0,0,8,0,2,11,1,7,1,9,7,4,4,0,8,0,7,1,5,0,0,4,0,0,0,0,0,0,0,11,1,12,21,30,20,17,12,10,1,8,0,0,0,6,0,6,15,5,0,7,0,0,8,15,22,12,16,6,0,4,0,8,17,20,10,5,0,5,8,14,6,3,3,12,8,14,5,0,6,4,0,0,10,0,0,2,0,4,2,11,1,0,2,12,11,3,16,10,5,2,2,1,0,7,11,1,0,0,7,0,1,0,2,6,15,8,5,12,27
29,0,0,2,2,0,0,5,1,1,12,2,3,2,10,8,0,5,0,9,4,8,0,1,4,0,1,0,0,0,0,0,1,1,8,2,13,21,29,19,16,11,11,1,5,0,0,0,3,1,5,11,6,0,6,1,0,5,12,23,13,13,7,0,1,5,9,14,21,11,2,0,2,5,13,3,4,2,9,5,10,6,4,4,1,4,0,15,5,5,3,0,5,1,10,0,0,2,8,8,6,16,10,9,7,0,0,1,4,8,0,4,0,6,0,0,0,6,10,13,8,6,17
30,0,2,5,1,1,5,0,4,0,2,11,1,2,1,9,7,0,4,0,8,3,8,0,0,4,0,0,0,0,0,0,0,6,0,7,3,18,19,28,18,14,10,10,0,4,0,5,0,2,0,3,10,5,0,5,0,0,4,13,22,12,12,6,0,1,4,9,13,21,11,4,0,2,3,11,2,3,1,8,4,9,5,6,4,0,4,5,14,5,4,2,0,4,0,9,0,0,1,7,13,6,21,11,9,6,0,0,1,3,5,0,9,0,6,0,2,0,5,12,18,8,11
31,0,0,1,4,0,0,5,0,4,0,4,10,0,0,0,17,7,0,0,0,4,5,7,0,2,6,0,0,2,0,0,0,0,4,0,3,8,13,18,23,15,10,9,9,0,2,0,7,0,1,0,0,10,1,0,7,2,2,3,12,21,11,14,8,0,0,6,5,11,21,11,3,2,0,2,7,0,2,0,16,6,5,5,8,0,2,0,4,10,1,6,0,0,0,2,6,0,8,3,6,11,11,17,7,11,1,0,2,0,0,1,0,4,0,6,0,0,0,5,11,14,7
32,0,0,0,0,1,0,0,7,0,6,0,0,12,2,2,7,19,9,2,5,2,1,1,12,2,0,5,0,0,0,0,2,0,0,6,2,2,8,10,18,22,17,7,6,6,0,1,0,9,0,0,2,0,8,3,0,3,0,4,2,9,23,13,10,12,2,0,8,4,11,18,8,0,2,0,4,3,0,0,6,18,11,2,2,13,3,6,5,8,12,2,8,0,0,0,1,5,0,4,2,5,10,16,21,11,11,3,0,0,0,5,0,0,3,0,3,5,5,0,4,13,13
33,0,0,0,0,0,0,0,1,3,1,3,0,2,13,3,0,9,15,9,2,6,0,0,2,8,0,4,1,0,0,0,1,0,0,0,7,0,10,4,18,22,22,13,3,2,3,0,0,1,5,0,1,0,0,9,0,0,0,1,0,0,13,20,10,9,13,3,1,5,1,8,14,4,8,1,1,1,0,0,0,8,18,8,0,3,9,2,6,4,9,9,3,4,0,0,4,0,0,0,2,0,3,10,15,18,19,12,2,0,1,0,3,8,0,0,0,3,5,2,0,5,11
34,0,1,0,0,0,0,0,0,0,1,0,1,0,3,11,1,0,8,14,8,0,5,0,0,1,7,0,3,0,0,0,0,1,0,0,0,7,0,9,8,16,21,21,12,2,7,3,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,12,19,10,7,12,2,6,4,2,7,13,3,6,0,0,0,0,0,0,8,19,9,0,2,9,1,6,2,8,7,2,3,0,0,9,0,0,0,7,0,2,10,14,15,17,11,1,0,0,0,0,13,3,1,0,2,6,2,0,5
35,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,7,13,6,0,5,0,0,0,5,0,2,0,0,0,0,0,0,0,0,4,0,6,6,15,20,20,11,7,7,2,0,0,0,1,0,0,0,0,7,0,0,0,0,0,2,11,19,9,6,10,7,5,5,1,6,10,1,4,0,0,0,0,0,0,9,18,8,0,2,8,1,4,1,6,6,1,2,0,5,7,0,0,5,7,0,2,9,11,13,16,9,0,0,0,0,5,12,4,0,0,3,6,0,0
36,0,5,3,1,0,2,0,0,0,0,0,0,0,0,0,1,6,0,0,4,10,7,0,2,1,1,0,5,1,1,0,0,2,0,0,0,2,0,4,0,4,5,14,20,20,12,9,6,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,1,9,16,10,3,11,7,10,5,2,3,9,0,3,0,0,0,0,0,5,10,15,9,0,0,6,0,3,0,6,5,0,0,1,5,6,2,1,7,4,0,1,6,8,14,15,5,0,2,0,1,5,17,7,0,5,5,3,2
37,0,0,4,9,7,0,4,0,2,0,1,0,0,0,0,0,0,8,0,0,1,10,5,0,2,1,0,6,5,0,7,0,0,5,0,0,0,0,6,0,0,2,4,20,26,19,11,10,3,6,0,0,2,0,0,1,1,1,3,6,0,0,1,1,0,6,16,7,2,13,7,16,6,0,3,6,3,2,3,0,0,0,0,5,7,15,6,0,0,3,1,0,6,3,6,0,0,0,6,5,1,0,4,1,1,0,3,8,17,12,2,0,0,0,3,7,14,4,0,4,2,2
38,0,1,0,4,9,7,0,0,0,0,0,2,0,0,0,2,0,0,6,0,0,8,10,2,7,9,0,0,13,3,0,3,0,0,3,0,0,0,0,2,0,0,0,10,20,25,19,11,6,3,7,0,0,0,0,0,1,1,0,3,4,0,0,1,0,0,13,12,6,3,14,7,23,13,1,0,5,1,1,5,0,0,1,7,2,14,12,3,0,0,3,0,0,4,3,4,0,2,0,6,4,1,0,1,1,0,0,10,7,13,9,2,0,0,0,4,4,11,5,0,0,2
39,0,2,6,0,3,14,6,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,6,9,2,7,7,0,3,12,2,0,8,0,0,2,5,0,0,0,0,0,0,0,9,20,30,20,10,5,1,6,0,0,0,0,0,0,0,0,2,3,0,0,1,0,3,12,12,5,5,13,13,21,11,0,0,4,0,0,4,0,2,1,6,4,14,11,3,0,0,2,0,0,3,1,4,0,1,5,6,9,0,0,0,0,0,0,9,4,12,14,4,0,0,2,3,3,13,10,0,5
40,0,2,7,5,0,8,13,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,9,2,5,6,0,2,11,1,5,7,0,0,7,3,0,0,0,0,0,0,0,10,25,29,19,9,3,0,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,12,11,7,4,13,11,19,10,0,0,3,0,0,3,2,2,0,6,4,13,11,2,0,0,1,0,0,1,1,3,0,6,5,11,8,0,0,0,0,0,0,6,3,17,12,4,0,2,1,2,5,18,9,5
41,0,0,1,8,6,0,10,10,7,0,6,0,0,0,0,2,0,2,0,0,0,4,0,0,5,9,0,6,6,0,3,8,0,5,5,0,0,4,4,0,0,0,0,1,1,0,13,31,26,20,10,0,2,2,0,6,6,6,0,1,0,0,7,8,0,0,0,0,2,14,10,8,4,10,11,16,10,0,0,5,0,0,2,2,0,0,3,3,10,8,8,0,1,0,6,0,0,3,9,0,5,4,7,5,6,0,0,0,0,0,2,7,14,11,6,0,0,0,1,8,15,8
42,0,0,0,7,14,5,2,7,12,4,1,6,0,0,0,0,0,2,0,0,0,0,2,0,0,5,7,6,6,5,6,0,7,3,3,2,0,0,10,0,0,0,0,6,7,0,3,19,28,32,22,10,2,0,0,1,7,7,3,6,0,0,1,8,5,0,0,0,0,4,14,16,8,0,10,8,19,9,3,0,2,0,0,2,0,0,0,0,0,7,9,5,6,0,1,4,0,0,4,8,0,4,1,4,6,2,0,0,3,0,0,1,4,13,13,6,0,0,0,0,5,14
43,0,0,0,1,8,13,7,0,9,9,10,1,3,0,0,2,0,2,0,0,0,0,0,0,0,0,3,8,6,5,6,3,0,7,1,0,1,0,1,7,0,0,0,1,7,6,0,9,16,29,32,22,12,2,0,6,7,13,4,4,5,0,6,7,5,2,0,0,0,2,4,15,16,6,0,7,9,18,9,5,0,0,0,0,0,0,0,0,0,0,13,6,6,3,6,0,3,2,6,3,7,0,0,0,10,3,0,0,0,0,0,0,0,3,15,12,2,0,0,0,0,4
44,0,2,5,0,0,13,12,6,0,8,8,8,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2,8,5,4,5,8,0,6,0,5,0,0,0,5,0,0,0,0,7,11,1,8,19,27,31,21,11,1,0,5,6,12,3,3,4,0,5,7,4,2,0,0,0,4,5,15,14,4,0,6,8,17,8,4,0,2,0,0,0,0,0,0,0,3,12,5,5,2,4,0,2,1,11,3,12,2,0,0,8,2,0,0,0,0,5,0,0,5,17,11,1,2,5,0,5
45,0,0,0,1,0,3,9,13,3,1,5,7,9,1,3,0,1,0,0,1,1,0,0,0,0,0,4,0,0,4,1,5,3,5,0,7,0,13,3,8,4,5,0,0,0,0,5,8,2,9,18,28,27,19,12,2,0,2,7,8,0,4,1,0,4,8,0,3,0,0,0,0,5,23,13,5,0,2,7,12,9,4,0,0,0,0,0,0,0,1,0,4,8,3,2,6,1,0,0,1,8,2,12,2,0,8,9,0,0,1,0,0,13,3,0,7,17,11,1,0,6,0
46,0,0,0,0,0,0,0,7,10,1,0,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,3,0,6,3,10,1,5,2,1,0,0,0,0,2,6,0,8,16,25,40,30,18,4,0,0,4,4,0,1,0,0,2,6,0,2,0,0,0,0,13,20,11,1,0,0,3,10,7,3,0,0,0,0,0,0,0,0,0,1,21,11,0,5,0,0,0,0,7,2,11,1,0,6,7,0,0,0,0,3,12,2,0,7,15,10,0,0,5
47,0,0,0,3,3,0,1,0,8,7,1,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,11,1,0,0,3,6,7,0,3,0,4,3,0,0,0,0,9,0,6,17,30,37,30,20,8,0,3,1,1,0,1,0,0,1,3,0,3,0,3,0,3,13,17,18,8,7,0,0,6,6,2,0,0,0,0,0,0,0,0,3,11,21,11,0,3,0,0,0,0,3,1,11,1,0,5,14,4,0,0,0,2,13,3,0,5,14,9,0,0
48,0,1,0,0,2,3,0,0,0,6,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,10,0,0,0,2,3,5,0,2,0,3,8,0,0,0,0,7,0,7,18,28,36,29,19,7,0,2,0,0,0,1,0,0,0,8,0,4,0,2,0,3,11,15,17,7,5,0,0,7,5,1,0,0,0,0,0,0,0,0,2,11,19,16,6,2,0,5,0,0,3,1,8,0,0,4,11,3,0,0,5,3,14,4,0,6,14,7,0
49,0,1,1,0,0,2,2,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,1,4,0,1,0,8,8,0,0,0,0,5,0,8,16,27,35,28,18,6,0,0,0,0,0,0,0,0,5,7,1,3,0,0,0,1,9,14,15,5,3,0,1,6,4,0,0,0,0,0,0,0,0,0,1,9,24,14,5,2,5,5,0,0,2,0,6,0,0,1,10,3,0,5,4,4,13,3,1,6,12,7
50,0,2,6,0,0,5,1,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13,3,0,0,0,0,3,0,0,0,13,7,0,0,0,0,4,0,7,17,26,34,27,17,5,0,0,0,0,0,0,0,0,4,9,0,3,0,0,0,0,8,13,14,4,2,2,1,5,4,0,0,0,0,0,0,0,0,0,0,14,23,13,10,2,10,4,0,0,0,0,6,0,0,0,15,5,0,4,6,3,12,5,6,5,17
51,0,0,2,3,0,0,2,2,0,1,0,0,4,4,1,0,1,0,1,4,1,0,0,4,0,0,0,0,0,0,0,1,0,2,1,1,3,12,2,0,0,1,0,0,0,0,3,10,8,0,0,1,0,3,1,7,14,23,35,25,14,6,0,0,5,1,0,1,0,0,2,6,0,2,0,1,0,0,5,9,15,8,0,0,5,2,9,4,5,1,0,1,0,0,0,0,4,11,20,13,10,2,14,9,0,0,1,0,3,0,4,5,14,5,0,2,10,7,10,5,7,7
52,0,0,0,0,0,0,0,7,0,5,0,0,5,9,9,0,5,0,3,3,9,0,0,2,0,0,0,0,0,0,0,5,0,0,5,6,0,4,9,3,0,3,0,0,0,0,0,0,15,5,0,5,0,0,8,0,4,11,28,32,22,19,9,0,1,10,0,5,0,0,0,0,2,1,0,5,0,0,0,1,14,17,7,0,2,1,3,11,5,10,0,5,0,0,0,0,0,1,8,19,11,9,4,15,6,1,5,0,0,1,2,3,6,12,3,0,4,12,4,9,10,6
53,0,0,0,3,3,0,1,0,8,0,5,0,0,2,6,7,0,6,0,0,0,8,0,0,1,0,0,3,0,0,3,0,4,7,0,2,5,0,7,6,2,0,0,3,3,0,0,0,5,18,8,0,6,0,0,8,0,4,18,31,29,19,19,9,0,0,9,0,3,1,0,3,0,0,1,0,12,2,7,0,4,10,16,6,0,1,0,1,8,2,10,0,8,0,0,0,0,0,1,9,17,10,5,5,15,5,0,4,7,0,0,1,0,4,13,3,0,2,11,3,6,9
