,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
10,0,0,1,0,1,2,7,0,0,5,0,2,9,11,1,1,3,0,6,0,6,0,10,0,5,2,2,0,0,0,5,0,0,0,6,0,4,2,0,0,3,5,3,0,6,0,5,0,3,2,5,0,2,2,5,2,0,7,0,4,0,0,6,0,6,2,0,0,5,5,0,6,2,1,2,0,0,5,0,0,0,4,0,0,0,3,0,6,0,8,8
11,0,0,0,0,0,0,0,5,0,0,2,0,0,9,9,0,9,2,0,2,0,2,0,7,0,3,0,10,0,0,0,3,0,0,0,3,0,2,0,0,0,3,3,0,0,14,4,1,0,3,0,13,3,0,2,3,0,0,4,0,2,0,0,2,8,6,0,0,0,2,1,0,4,2,0,0,0,0,2,0,0,0,2,8,0,0,0,0,2,0,8
12,0,0,0,0,0,0,0,10,4,0,0,0,0,0,8,6,0,8,1,0,1,0,1,0,6,0,2,0,6,0,0,10,0,0,0,0,0,0,1,0,0,0,13,3,0,4,13,3,0,0,2,3,12,2,0,1,0,0,0,2,10,0,0,0,0,6,5,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0
13,0,1,0,2,0,0,0,0,7,1,0,0,5,0,0,10,2,0,5,2,0,6,0,0,0,5,0,0,0,3,0,0,11,1,0,0,0,0,0,3,0,0,3,18,8,0,3,14,4,0,0,0,2,11,1,0,6,0,3,0,0,11,1,1,0,0,3,2,0,0,5,0,0,0,2,0,0,0,0,0,6,0,0,0,2,3,1,0,2,0,0
14,0,0,2,0,8,0,0,0,6,6,1,0,0,4,2,0,7,4,0,2,1,0,5,0,0,0,4,0,0,6,2,0,1,8,0,0,0,0,2,0,5,0,0,8,18,8,1,4,13,4,6,0,0,1,10,0,0,5,0,3,0,1,10,0,0,0,6,3,1,0,0,2,0,0,0,0,6,0,0,1,0,12,2,0,0,4,0,7,0,0,0
15,0,0,0,1,0,8,0,0,0,7,4,0,0,5,3,1,0,5,5,0,3,0,0,4,1,0,0,4,0,0,7,1,0,0,9,0,0,0,0,1,0,6,0,0,8,18,8,1,4,12,3,6,0,0,2,10,0,0,4,0,2,0,2,7,0,0,0,4,4,0,0,0,2,5,0,0,0,7,0,0,0,2,11,2,0,0,4,0,6,0,1
16,0,0,0,0,0,0,6,0,0,0,4,1,0,0,3,0,9,0,5,1,0,0,0,0,4,0,0,8,1,0,0,5,0,0,0,6,0,0,0,0,0,0,4,0,0,16,16,6,0,4,9,11,4,0,0,0,6,0,0,4,0,0,0,0,15,5,0,0,4,1,0,0,0,2,3,0,0,0,4,0,0,0,1,19,9,0,0,1,0,3,0
17,0,0,6,0,1,0,0,5,1,0,3,2,0,0,2,0,0,8,0,2,1,0,0,0,0,3,0,0,5,2,0,0,1,0,0,0,9,0,2,0,0,0,0,1,0,6,22,13,5,0,5,7,10,3,0,0,0,5,0,0,3,0,0,0,5,15,6,0,0,2,0,0,0,0,1,0,1,0,3,10,0,1,6,9,16,11,1,1,0,0,3
18,0,0,0,3,0,0,0,10,4,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,2,0,0,4,1,10,0,0,0,0,0,8,0,0,0,0,10,0,0,0,12,19,12,3,0,3,6,9,2,0,0,0,2,0,10,0,0,0,0,5,14,4,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,4,6,15,8,0,0,0,0
19,0,0,0,5,0,0,0,0,6,1,0,0,2,0,0,5,0,0,0,11,1,3,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,5,5,0,0,0,12,2,0,2,16,18,9,0,0,2,5,6,1,2,0,2,0,0,14,4,0,0,0,4,10,1,0,2,0,0,0,0,0,0,0,0,0,4,2,0,0,9,5,19,9,5,0,0
20,0,0,0,0,4,5,5,0,0,8,0,0,0,2,0,0,3,0,2,1,13,3,8,0,2,5,5,0,0,0,2,0,0,8,2,0,0,5,0,4,4,2,0,2,12,2,0,6,21,18,8,0,5,7,7,11,1,7,0,2,0,4,16,6,0,0,0,2,12,2,0,1,5,0,5,0,0,2,0,0,0,3,1,0,0,8,9,18,8,3,2
21,0,0,0,4,0,4,5,2,0,0,5,0,1,0,0,4,0,0,0,7,3,14,4,7,0,2,5,1,0,0,0,0,0,0,6,0,0,0,2,4,0,2,0,1,2,8,0,5,11,18,15,5,0,5,5,7,12,2,8,0,0,5,6,15,5,0,0,0,2,11,3,0,1,5,0,4,0,0,0,0,1,0,0,0,4,0,13,8,22,12,1
22,0,0,6,0,5,0,3,4,3,0,3,3,0,0,2,0,2,0,0,0,7,4,13,3,7,0,1,3,0,1,0,0,0,0,0,3,3,0,2,0,3,0,1,0,1,0,14,4,4,11,19,13,4,0,5,4,4,11,1,8,0,0,5,5,13,5,1,0,0,1,8,0,0,0,4,0,5,0,3,6,0,2,6,0,0,6,3,14,12,20,12
23,0,0,0,4,0,4,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,5,3,26,16,6,0,0,16,6,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,4,13,3,2,9,16,12,3,0,4,2,3,9,0,4,0,0,3,3,11,2,0,0,0,0,21,11,0,0,17,7,4,0,0,4,0,0,3,0,0,5,4,12,10,19
24,0,0,0,0,3,2,6,0,0,6,1,0,0,2,0,0,0,0,5,0,5,0,7,16,31,21,9,0,6,15,11,1,0,0,5,0,0,2,2,0,0,5,1,0,1,0,0,3,15,5,1,9,18,14,8,2,1,4,1,10,0,2,5,0,3,4,10,1,5,0,0,11,23,13,2,7,16,12,3,0,0,3,0,0,0,0,0,4,2,10,15
25,0,0,0,4,0,3,2,3,0,0,3,0,1,0,0,4,0,0,0,10,0,6,0,6,19,31,21,9,0,5,13,8,0,0,0,2,0,0,0,6,0,0,2,2,0,0,0,5,5,12,2,0,9,18,12,8,3,1,5,0,7,5,0,4,0,0,1,6,0,4,1,1,11,23,13,1,6,14,9,0,1,0,0,0,4,0,5,0,8,1,8
26,0,0,0,0,3,0,3,1,2,1,0,1,0,6,0,0,4,0,1,0,11,1,6,0,9,19,31,21,9,0,6,12,5,0,1,0,0,0,0,0,4,1,0,0,1,0,0,0,5,4,11,2,0,9,19,12,6,3,0,4,0,7,6,0,4,0,0,0,7,0,2,0,1,16,23,13,1,7,12,8,0,0,0,0,0,3,0,4,0,6,2
27,0,0,0,0,2,2,0,2,3,2,0,0,0,0,6,0,0,12,2,0,1,7,0,2,0,9,19,30,20,11,1,5,7,0,0,0,0,0,0,0,8,4,0,0,2,0,0,0,0,7,6,10,1,0,9,18,8,5,0,2,3,0,7,1,0,6,2,0,0,4,0,0,0,6,15,19,15,5,5,11,4,2,0,0,0,0,0,2,0,0,6
28,0,0,0,4,0,2,2,0,0,1,0,0,1,0,0,10,0,2,10,7,0,2,7,0,0,0,9,18,29,19,9,0,4,6,0,0,0,0,0,4,0,6,1,1,0,0,0,5,0,0,4,2,10,1,0,9,19,9,6,0,0,8,0,6,0,0,3,0,0,0,5,0,0,0,6,14,16,13,3,2,12,2,0,0,4,0,5,0,6,0,0
29,0,4,0,0,2,0,0,0,0,0,0,8,0,0,0,0,7,0,0,9,5,0,0,4,0,0,0,8,17,27,17,6,4,8,4,2,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,1,0,8,0,0,9,17,9,4,0,0,6,4,3,0,0,5,0,8,0,2,0,0,0,4,12,14,12,2,2,10,0,0,0,3,0,3,0,14,4
30,0,0,3,0,0,1,0,10,0,0,0,0,4,0,0,0,0,6,0,0,8,1,0,0,3,0,0,0,7,16,26,27,17,5,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,7,0,0,8,14,7,14,4,0,2,2,1,0,0,4,0,4,0,1,0,0,0,3,11,11,11,1,1,9,0,0,0,0,0,0,4,13
31,0,8,0,3,0,0,0,0,7,0,0,4,1,1,0,0,0,0,3,0,0,9,0,0,0,1,0,0,0,6,14,22,35,25,13,8,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,5,1,0,8,10,4,13,3,8,0,0,0,0,0,8,1,2,0,0,0,0,0,1,8,7,12,2,0,5,0,0,0,0,0,4,3
32,0,0,7,0,5,0,0,0,2,7,0,0,0,0,1,0,0,8,0,0,0,0,8,0,0,0,0,0,0,2,6,13,25,30,25,15,6,0,0,0,8,0,0,1,13,3,0,0,0,2,2,0,0,0,0,0,1,0,0,10,9,3,13,3,7,2,2,0,0,0,4,0,1,0,0,0,2,0,0,7,3,14,4,0,1,0,0,2,0,0,4
33,0,0,3,3,0,4,0,0,0,1,14,4,0,0,1,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,1,3,13,22,29,22,22,12,1,0,0,7,0,0,3,10,6,0,0,0,2,0,0,0,0,0,0,0,0,0,7,6,3,10,0,6,2,2,0,0,0,0,0,0,0,0,0,1,7,3,4,4,17,7,0,2,0,0,0,0,0
34,0,1,0,5,0,0,3,0,0,0,4,13,9,0,0,3,0,0,0,8,0,5,0,0,1,0,0,0,0,0,0,0,4,14,19,27,19,21,11,3,0,0,3,5,0,0,7,7,0,0,0,0,0,0,0,0,5,0,3,0,0,8,3,4,6,0,3,0,0,0,5,0,0,0,0,0,0,0,0,4,8,1,7,13,9,0,3,0,2,0,0
35,0,0,2,0,11,1,0,2,6,0,0,3,10,8,2,0,0,2,0,0,7,0,4,0,0,0,0,0,0,6,0,0,0,4,13,17,27,18,23,13,5,0,0,0,5,0,1,4,6,0,6,0,0,0,0,0,0,4,0,3,0,0,7,0,1,6,6,3,0,0,0,2,0,0,0,0,6,0,0,1,1,14,4,4,9,11,1,9,0,0,0
36,0,0,0,7,1,10,0,0,0,3,0,0,5,9,5,7,0,0,0,4,0,9,0,2,0,0,0,0,0,0,3,0,0,0,3,10,17,26,16,28,18,6,0,2,0,1,0,5,3,3,0,2,0,0,0,0,2,0,6,0,0,4,0,7,0,0,2,2,0,0,2,0,1,0,0,0,0,3,0,0,3,4,11,1,9,6,15,5,14,4,0
37,0,0,0,0,9,0,9,0,2,0,1,0,0,3,9,1,6,8,0,0,4,0,8,0,2,0,0,0,0,2,0,2,0,0,0,0,8,16,26,18,36,26,14,0,4,0,0,0,4,5,5,0,1,0,0,0,0,1,0,8,0,0,4,0,6,2,2,1,2,0,0,0,0,0,0,0,2,0,1,0,0,5,3,10,0,9,5,17,7,11,4
38,0,1,0,2,0,8,0,5,0,0,0,0,5,0,1,11,1,2,5,1,0,9,0,6,0,1,0,0,0,0,0,0,3,1,0,0,0,7,16,28,26,33,23,19,9,0,0,1,0,0,2,1,0,0,0,0,5,0,4,0,4,1,0,5,0,2,0,0,0,1,5,0,0,0,0,0,0,0,0,0,5,0,2,0,12,2,10,7,19,9,8
39,0,1,0,2,0,0,7,0,2,0,0,0,5,3,0,3,7,0,0,6,0,5,8,0,3,0,0,0,0,0,0,0,1,4,0,0,0,0,6,18,24,23,29,28,18,6,0,1,0,0,0,0,0,0,0,0,5,4,3,0,0,5,0,1,1,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,5,2,0,0,2,10,3,7,9,18,8
40,0,0,7,0,3,0,0,6,1,2,3,0,0,4,5,0,1,6,0,0,6,0,4,5,0,2,0,0,0,1,0,0,0,0,4,0,3,0,2,8,17,24,22,26,28,18,12,2,0,0,1,0,0,0,0,0,0,4,2,3,0,0,5,0,0,1,1,0,0,0,0,3,2,0,0,0,1,0,3,6,0,6,8,0,0,4,7,4,4,8,18
41,0,0,0,3,0,1,0,0,3,1,0,0,0,0,2,1,8,0,6,0,0,2,0,1,5,0,0,8,0,0,1,0,0,0,0,1,0,1,0,0,7,17,22,18,26,36,26,14,0,0,0,9,0,0,0,0,0,0,1,2,1,0,0,1,8,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,2,0,4,16,6,0,0,4,0,1,8
42,0,0,0,0,5,0,0,0,2,3,0,0,0,0,0,0,0,16,6,2,0,0,1,0,1,4,0,0,4,2,0,0,0,0,0,0,0,0,1,0,8,7,16,18,20,26,35,25,13,2,2,0,8,0,0,0,0,0,0,3,1,0,0,0,0,10,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4,0,6,12,6,0,2,0,0,1
43,0,0,0,0,0,3,0,0,0,1,3,2,0,0,1,0,0,6,15,5,1,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,0,1,0,0,7,6,13,19,18,26,31,23,14,4,0,0,6,0,0,0,0,0,1,1,0,0,0,0,1,10,12,2,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,13,3,0,0,2,0
44,0,1,0,2,0,0,2,0,0,0,0,2,7,0,0,3,0,0,5,16,6,6,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,0,0,3,11,9,15,16,27,30,20,11,1,0,0,3,0,5,0,3,0,0,2,0,1,0,0,0,7,9,1,7,0,0,0,0,0,0,0,0,0,5,0,0,0,2,3,14,4,2,0,0
45,0,0,0,2,0,0,0,0,0,0,0,0,5,6,0,2,0,0,0,6,14,9,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,6,9,6,13,17,26,28,18,8,0,0,0,2,3,4,7,1,0,1,0,0,0,0,0,0,5,9,4,5,0,0,0,0,0,0,0,0,3,3,0,0,2,2,4,12,6,2,0
46,0,0,6,0,3,0,0,0,1,0,3,0,0,4,8,0,0,0,0,0,6,11,8,2,0,0,0,0,0,1,0,0,0,0,1,0,3,0,2,0,1,0,0,0,6,7,12,10,16,26,29,19,7,0,0,0,0,2,2,7,0,0,1,0,0,0,1,0,0,3,6,1,4,0,0,0,1,0,3,6,0,4,9,0,0,4,0,5,9,4,2
47,0,0,0,3,0,5,2,0,0,6,0,1,0,1,4,5,0,0,5,0,5,3,13,7,7,2,2,0,0,0,6,0,0,0,5,0,0,5,0,0,0,6,0,0,1,6,7,10,12,17,25,29,21,11,5,2,0,2,0,3,6,0,5,0,0,1,0,0,5,0,0,5,3,5,2,0,0,6,0,3,3,0,4,9,0,0,2,0,2,7,9
48,0,0,2,0,5,0,4,1,2,0,7,0,0,0,8,1,3,0,0,2,0,3,3,10,7,6,1,0,0,2,0,5,0,0,0,4,1,0,12,2,0,0,5,0,0,0,8,4,9,12,19,23,28,20,11,4,0,0,2,0,2,3,0,1,0,0,3,1,0,4,0,0,4,2,4,0,2,0,7,2,1,5,2,2,6,7,0,4,0,1,7
49,0,0,1,0,6,4,0,3,7,1,0,5,0,0,2,4,0,5,0,0,1,0,2,0,9,6,5,0,0,6,1,0,2,0,0,0,4,0,2,8,4,0,0,2,0,0,1,5,3,9,18,16,22,27,19,10,1,0,0,2,0,0,2,0,0,0,6,3,0,0,1,0,0,3,1,1,6,1,0,8,0,7,6,0,0,8,4,6,0,0,0
50,0,8,0,1,0,4,2,0,0,4,0,4,6,0,0,2,0,0,2,0,0,2,0,0,0,7,4,1,0,0,3,0,8,10,0,1,0,2,0,2,3,1,0,1,0,0,0,0,3,0,8,14,14,20,24,17,11,1,0,0,0,0,0,10,0,0,0,5,0,4,1,0,0,0,1,0,0,3,0,0,9,0,3,2,0,0,7,1,6,4,0
51,0,1,5,2,0,0,3,0,0,0,1,0,9,4,0,2,0,0,0,3,0,5,1,0,0,0,6,0,0,0,0,0,1,9,7,0,0,0,0,2,0,0,0,5,0,0,0,1,0,0,0,4,13,13,17,23,22,12,4,0,0,1,0,1,6,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,5,6,0,0,4,0,1,4,3,5,1
52,0,0,2,1,8,0,0,2,6,0,0,0,0,8,6,0,0,2,0,0,2,0,4,0,0,0,0,3,0,6,0,0,0,0,8,4,0,0,2,0,4,0,0,0,5,0,1,0,0,0,6,0,3,12,12,16,20,21,11,4,0,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,6,0,0,1,0,11,7,0,0,6,0,7,0,1,4
53,0,0,0,0,3,7,0,0,4,6,0,0,0,0,8,2,0,8,2,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,3,2,0,0,0,8,4,0,0,2,4,0,0,0,2,2,5,0,2,12,11,12,19,17,13,3,0,0,0,0,2,8,5,0,0,0,0,5,0,0,0,2,6,0,0,0,2,10,6,0,0,2,2,3,0,1
54,0,0,0,0,0,3,7,0,0,5,4,0,0,5,0,7,2,0,9,2,1,0,0,0,1,0,0,0,0,0,3,5,0,0,1,0,1,2,0,0,0,9,3,0,0,2,3,0,0,0,1,2,5,0,3,12,9,12,18,16,12,3,1,0,0,0,1,6,6,0,0,0,0,10,0,0,0,3,4,0,0,0,1,10,5,0,0,1,1,1,1
55,0,0,0,0,2,0,2,6,2,0,3,1,0,0,5,0,6,10,0,5,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,8,0,8,0,2,0,1,0,0,2,2,0,1,4,0,2,8,8,8,20,15,8,3,0,0,2,2,0,6,3,0,0,0,0,9,0,2,0,1,3,0,2,0,0,6,5,0,2,0,0,1
56,0,0,3,0,0,1,0,0,6,1,7,2,0,0,1,1,0,4,9,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0,7,0,5,0,0,3,0,0,0,2,0,0,0,3,0,0,7,6,10,17,12,7,0,0,0,2,2,0,5,0,0,0,0,0,5,0,1,7,4,0,0,5,0,0,7,2,0,0,0,0
57,0,0,6,0,1,0,0,0,1,6,4,5,0,0,2,0,0,0,4,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,6,2,0,0,0,6,0,5,0,6,0,0,0,1,0,0,0,0,2,0,0,5,6,9,14,12,3,0,0,1,2,2,0,2,0,0,0,0,0,6,0,4,13,3,1,6,3,0,2,4,3,0,0,0
58,0,0,0,3,0,3,2,0,0,6,5,2,2,1,0,0,0,0,5,2,11,1,3,0,5,2,2,0,0,0,6,0,0,0,5,0,0,5,6,0,0,5,0,3,1,5,0,4,2,1,0,1,2,2,5,2,0,2,0,6,5,7,19,9,3,1,0,0,7,0,0,1,2,1,2,0,0,11,1,4,10,2,1,6,0,0,0,3,0,0,5
59,0,1,0,2,0,0,2,0,0,0,3,4,7,0,0,2,0,0,0,6,1,16,6,1,0,4,1,0,0,0,0,2,1,1,0,3,0,0,3,8,0,0,1,5,0,0,2,1,3,0,0,0,0,1,0,4,7,0,5,0,2,6,9,20,10,0,0,0,0,6,5,0,0,0,0,0,0,1,8,0,9,7,0,0,8,0,1,0,5,0,0
60,0,0,2,0,8,0,0,1,6,0,0,1,1,6,2,0,0,2,0,0,5,6,15,5,0,0,3,0,0,6,0,0,0,0,0,0,3,0,2,0,10,0,0,0,5,0,1,0,0,3,6,0,0,0,0,0,1,6,0,5,0,0,5,10,17,10,6,0,0,0,3,2,0,0,0,0,6,0,1,9,0,15,8,0,0,10,0,7,0,3,0
61,0,0,0,1,0,13,5,0,0,8,0,0,0,1,5,1,0,0,4,0,2,4,11,14,7,5,5,1,0,0,8,0,0,0,2,0,0,8,0,1,0,12,2,0,0,3,0,1,5,0,2,4,5,5,2,5,0,6,5,0,4,0,2,3,8,17,9,4,2,0,0,2,7,0,5,0,0,8,0,0,8,5,14,6,0,0,10,0,6,0,5
62,0,0,6,0,2,3,12,4,1,0,11,1,0,0,3,2,0,0,0,1,0,0,3,8,14,6,4,3,0,1,0,7,0,0,0,0,3,0,10,0,0,2,11,1,0,0,9,0,0,5,1,0,3,4,5,1,2,0,4,5,0,1,0,0,1,8,18,9,4,0,0,0,1,6,0,2,1,0,11,6,0,9,11,12,3,2,0,11,1,4,0
63,0,0,0,3,0,4,5,11,3,6,1,9,0,1,0,0,2,0,5,0,6,0,2,2,13,16,8,4,2,0,6,0,4,0,5,0,0,5,0,7,0,5,1,8,2,0,0,7,2,1,4,1,2,5,9,7,0,4,0,5,4,0,6,0,0,2,8,17,14,4,0,0,2,2,8,0,1,6,1,11,3,0,9,11,9,3,0,1,8,0,9
64,0,1,0,2,0,0,3,1,8,0,3,0,14,4,0,2,0,0,0,6,0,11,1,0,3,12,15,5,2,0,0,2,1,5,0,3,0,0,3,2,3,0,1,6,4,0,0,1,6,0,0,0,0,1,2,8,12,2,7,0,1,5,0,7,0,0,0,7,14,13,9,0,0,0,1,6,0,0,3,1,16,6,0,5,13,7,4,0,3,7,0
65,0,0,2,0,8,0,0,2,7,7,0,1,4,13,6,0,0,2,0,0,5,1,10,0,0,2,11,12,2,8,0,0,0,0,4,0,3,0,2,0,4,2,0,0,6,1,1,0,0,6,6,0,0,0,0,1,5,11,1,7,0,0,4,0,4,0,6,0,6,12,10,6,0,0,0,0,12,2,0,4,6,22,12,0,3,15,5,10,0,1,6
66,0,0,0,6,0,8,0,0,0,5,4,0,2,4,10,10,0,0,0,5,0,6,1,9,0,0,2,7,11,1,6,0,0,0,0,1,0,3,0,6,0,2,0,1,0,2,0,6,0,0,3,2,0,0,0,0,2,5,12,2,4,5,0,3,0,1,0,2,0,5,13,9,6,0,0,0,2,10,0,0,5,12,19,9,4,5,20,10,14,4,0
67,0,0,0,0,5,5,13,3,0,2,4,2,0,2,3,9,8,0,2,0,7,0,11,1,11,5,5,0,6,10,3,5,0,0,2,0,0,5,2,0,5,2,1,0,1,0,1,0,11,1,0,1,7,5,2,5,0,7,4,12,2,4,7,0,1,0,0,0,4,0,4,12,14,6,5,0,0,4,9,0,0,4,11,17,8,3,10,19,9,12,6
68,0,8,0,0,0,3,3,9,0,0,0,8,3,0,0,3,5,3,0,1,0,8,1,9,1,9,3,1,0,3,7,0,13,8,0,3,0,0,1,2,0,2,0,2,0,0,0,0,1,7,0,0,0,5,2,0,6,0,7,2,8,1,1,15,5,0,0,0,0,8,1,2,10,11,4,3,0,0,1,5,1,0,1,7,17,7,2,9,19,13,9
69,0,0,7,0,0,5,8,2,8,2,0,0,7,3,0,0,1,4,5,0,3,0,13,3,11,6,14,4,0,0,5,6,3,11,10,0,2,5,0,0,1,2,1,0,2,0,0,0,5,1,6,0,5,5,7,7,0,11,1,7,1,8,3,5,13,5,0,0,2,0,7,0,7,10,16,6,2,2,0,0,4,0,0,0,7,16,7,1,9,17,15
70,0,0,0,4,0,0,4,18,8,7,0,0,0,6,2,0,0,0,3,2,0,0,3,9,2,10,5,12,2,0,0,15,5,1,10,6,0,1,4,0,0,0,12,2,0,0,0,0,0,3,0,4,0,4,4,6,3,1,8,0,17,7,7,0,3,11,4,0,0,0,0,3,0,6,9,12,5,1,0,0,0,3,0,0,0,6,13,6,0,7,16
71,0,0,0,4,1,0,0,8,15,6,4,0,1,0,3,6,0,0,0,8,0,1,0,2,7,2,10,2,11,1,0,5,14,4,0,7,3,0,0,8,0,0,2,13,3,0,0,5,0,0,0,0,4,0,2,4,7,3,2,5,7,22,12,6,0,1,8,0,0,0,1,0,3,0,6,8,9,3,0,0,1,0,0,0,4,0,11,10,10,0,6
72,0,0,0,5,0,0,0,0,5,12,2,3,2,0,0,8,2,0,0,4,5,2,0,0,0,6,1,6,1,7,0,0,5,14,4,0,3,2,0,5,4,0,0,4,10,0,0,4,4,0,0,0,0,3,0,1,6,6,5,0,2,12,19,12,2,0,0,4,0,0,2,0,0,2,0,4,4,6,0,0,2,0,0,0,5,1,4,7,15,9,0
73,0,0,1,0,11,1,0,0,6,4,12,2,0,1,2,0,5,4,0,0,3,2,1,0,0,0,5,0,3,7,6,0,0,4,13,3,0,2,4,0,7,3,0,0,4,7,1,0,3,4,6,0,0,0,2,0,0,5,4,5,0,2,11,16,9,2,6,0,3,0,0,0,0,0,1,0,10,3,6,1,0,8,1,0,0,7,0,10,5,13,8
