,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190
13,0,4,0,5,4,0,6,0,0,0,7,0,0,0,0,0,0,0,1,8,14,21,11,2,8,18,8,11,1,0,0,2,7,1,7,8,0,6,1,7,0,0,10,5,0,6,13,3,0,0,0,0,0,0,4,0,8,10,12,2,0,0,0,0,7,2,13,3,0,0,8,0,2,5,4,0,5,0,6,0,0,0,5,0,0,4,8,17,7,0,0,0,14,4,6,15,5,3,5,0,3,6,5,0,0,5,0,1,6,0,0,5,5,3,0,1,3,1,0,0,0,1,0,0,1,5,0,1,16,6,2,2,10,0,2,0,0,0,0,3,2,0,6,0,0,2,10,7,11,12,2,2,1,7,5,0,0,0,6,0,0,0,2,0,4,0,5,0,4,3,0,1,0,0,10,0,2,0,0,0,0,0,0,0,0,6,0,5,4,0,0
14,0,5,1,4,10,4,5,3,0,0,0,6,0,0,0,0,0,0,0,0,4,15,18,8,0,13,15,13,10,0,0,0,2,4,0,7,5,0,5,5,4,0,4,14,4,0,11,10,0,0,0,0,0,0,0,4,1,13,15,8,0,0,0,0,0,6,3,10,0,0,4,5,1,6,10,1,4,5,0,6,0,0,4,1,0,1,9,12,13,4,0,0,4,15,5,6,12,5,8,3,0,7,10,2,0,4,2,0,5,2,0,4,9,6,3,0,0,0,0,0,0,0,0,0,0,0,4,0,6,13,5,0,6,8,0,0,0,0,0,0,0,2,4,6,0,0,6,9,4,15,10,0,2,5,4,2,0,0,4,5,0,0,1,0,5,0,1,1,5,5,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,5,3,4,10,0,0
15,0,0,5,0,0,8,0,5,1,0,0,2,4,0,1,0,0,0,0,0,0,5,15,18,8,3,13,11,12,11,1,0,0,3,6,0,7,6,0,1,6,3,0,4,13,3,1,11,8,0,1,0,1,0,0,0,1,3,9,13,6,0,0,0,0,2,5,3,10,0,0,5,2,0,2,10,0,2,3,0,7,0,0,2,1,0,0,5,10,14,5,0,0,5,14,4,4,10,1,7,0,0,3,10,2,0,4,0,0,3,0,0,0,6,4,1,0,10,1,0,0,0,0,1,0,0,0,2,0,6,12,6,0,5,9,0,0,0,0,0,0,0,0,2,5,0,0,5,10,5,14,10,0,0,5,4,4,0,0,1,3,0,0,1,0,4,0,0,0,2,3,0,1,1,0,0,3,1,1,0,0,0,0,0,0,0,5,0,0,9,0
16,0,1,0,7,1,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,15,9,3,14,12,10,8,0,0,0,2,4,0,3,7,2,0,3,5,2,3,12,4,1,7,6,0,0,0,0,0,0,5,2,4,5,9,2,0,0,1,0,5,2,0,8,2,0,10,4,1,0,12,2,0,1,0,3,2,0,0,6,1,2,1,8,10,1,2,5,4,13,3,2,11,1,5,2,2,0,7,4,0,2,2,0,0,2,2,5,5,2,0,0,6,0,0,0,0,0,0,0,1,0,4,0,7,8,8,0,1,5,0,0,0,0,0,0,2,0,0,2,2,1,3,12,4,11,9,2,0,2,3,2,2,0,0,0,5,0,2,0,9,0,1,5,0,0,0,0,2,0,5,0,0,0,1,0,0,1,0,1,0,7,1,0,6
17,0,0,0,0,6,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,1,2,2,9,14,5,4,22,12,7,5,0,0,4,0,1,0,11,7,0,0,3,5,0,2,11,1,0,4,2,0,0,0,0,0,1,4,1,0,1,4,0,0,8,5,0,1,0,0,8,0,1,10,3,0,2,9,0,0,0,0,3,0,0,1,5,1,0,0,4,6,1,3,2,3,9,0,1,8,0,5,2,0,0,7,0,0,2,0,0,0,2,3,3,2,0,0,0,2,0,0,0,0,0,0,8,0,0,0,8,3,8,5,0,0,1,0,0,0,0,0,0,0,0,0,2,10,0,3,9,1,9,9,0,0,6,0,2,0,0,0,1,1,0,0,1,5,0,2,1,0,0,0,8,0,1,2,0,0,8,0,0,8,0,0,0,0,6,0,0
18,0,0,1,0,0,5,0,1,4,1,0,0,3,2,2,1,0,0,0,0,0,0,1,3,2,6,15,5,12,24,14,6,4,0,0,3,6,1,1,7,9,0,0,0,4,0,1,17,7,0,6,2,2,6,0,0,0,0,1,0,0,3,1,0,0,6,3,1,7,0,0,10,0,0,7,3,0,1,8,0,0,0,0,0,0,0,0,1,0,2,0,1,2,0,2,1,2,8,0,0,5,0,1,2,1,0,8,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,2,0,5,0,1,0,8,0,7,5,0,0,0,0,0,6,0,0,0,2,1,0,0,12,2,2,10,0,5,15,6,0,5,0,0,0,2,0,2,0,2,0,0,2,0,0,2,2,2,0,10,0,7,2,1,0,9,0,0,7,0,6,0,0,8,0
19,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,12,6,14,20,10,3,0,2,0,0,2,2,0,6,5,0,0,0,1,0,7,13,4,0,3,1,0,3,0,0,0,0,0,0,0,0,0,1,2,5,0,0,4,0,0,8,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,5,0,3,2,0,0,0,0,0,3,0,0,0,0,0,1,2,9,0,0,7,0,5,12,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,8,0,3,0,2,0,5,1,0,4,0,3,0,0,4
20,0,0,3,0,0,0,0,5,0,3,0,0,0,0,1,4,0,0,0,0,0,0,7,3,7,0,3,2,9,7,13,19,9,2,0,0,0,0,0,0,1,5,1,0,0,0,0,0,4,11,5,7,4,1,0,2,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,1,0,4,0,7,0,0,0,0,4,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,8,3,0,3,0,5,11,6,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,2,0,1,0,8,0,6,0,5,0,2,0,0,4,0,0,0,0
21,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,8,3,9,16,6,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,10,2,6,1,0,0,0,0,0,0,0,0,0,0,8,2,0,0,5,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,7,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,4,0,7,0,1,1,0,0,0,1,0,0,0
22,0,5,0,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,1,5,0,0,6,1,9,13,5,4,0,0,0,5,0,0,4,6,0,0,5,0,0,0,0,7,0,3,1,0,1,5,5,0,0,0,0,0,0,7,3,0,0,5,4,0,1,4,5,0,4,4,0,0,0,0,5,0,0,1,10,4,0,0,0,0,4,1,0,0,0,0,5,0,0,4,4,0,0,8,0,0,4,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,5,4,0,0,0,7,12,2,0,0,1,0,5,0,1,0,5,1,0,0,0,0,0,0,1,0,0,1,0,4,0,0,1,5,0,4,6,0,0
23,0,0,4,0,0,4,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,11,10,3,6,2,0,0,5,0,0,0,6,0,0,7,0,0,0,0,7,2,1,0,0,0,1,4,0,8,0,0,0,0,3,2,2,0,1,4,0,0,0,3,0,2,2,0,2,0,0,4,0,0,0,6,3,0,2,0,0,0,1,0,0,0,0,5,0,0,0,2,0,0,7,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,8,0,0,0,3,0,2,0,4,2,0,0,0,0,0,2,0,0,3,8,0,0,0,0,0,4,0,0,1,6,2,0,0,3,8,1,8,0,0,0,13,3,0,0,1,0,0,0,0,0,8,0,3,2,0,0,0,3,0,0,0,7,0,0,14,4
24,0,4,0,9,4,0,8,0,3,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,4,0,8,0,0,0,0,5,1,10,9,0,3,2,5,0,2,5,5,0,5,4,0,4,0,0,0,0,3,1,0,2,4,4,0,0,0,4,0,0,0,2,0,0,1,5,0,6,5,4,0,8,0,1,1,0,0,5,0,0,2,4,5,2,0,0,0,5,2,0,0,0,0,4,0,3,5,5,0,0,5,0,6,5,0,0,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,3,0,7,0,1,0,0,0,0,0,0,1,5,0,0,5,5,0,0,5,0,1,0,5,0,2,1,0,5,1,5,0,10,0,4,3,15,5,4,2,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,4,0,12,4,4,11
25,0,0,3,0,9,4,0,7,0,2,5,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,3,0,5,0,1,1,0,4,0,15,8,0,0,1,4,1,1,4,6,0,5,3,0,9,0,0,0,0,8,1,0,2,4,4,0,0,0,2,0,0,0,1,0,5,0,4,0,5,5,2,0,13,5,6,0,0,0,5,0,0,2,3,5,1,0,0,0,3,3,0,0,5,0,5,0,2,4,3,0,0,4,5,5,5,0,0,4,3,2,5,1,0,0,0,0,0,0,0,0,0,0,8,0,4,0,2,0,8,0,1,0,0,5,0,0,5,0,5,0,0,4,2,0,0,6,0,1,0,4,0,0,6,0,4,0,3,0,9,0,2,5,15,5,2,2,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,3,2,12,2,5
26,0,1,0,5,1,8,5,0,6,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,4,1,3,0,0,0,0,3,5,12,4,1,2,0,1,3,3,1,5,1,2,0,0,7,0,0,0,0,7,6,1,3,0,0,0,0,0,3,0,3,0,0,0,7,0,9,2,6,2,4,3,11,3,2,0,2,0,2,5,1,4,0,3,0,0,2,5,0,2,0,0,6,0,3,2,4,1,0,2,0,2,7,1,1,2,2,9,2,0,2,0,0,0,0,0,0,0,0,0,1,0,10,0,5,0,4,0,4,0,0,0,0,1,0,0,7,0,1,0,2,5,0,2,0,3,0,3,0,1,0,0,8,0,0,0,8,0,10,0,7,5,16,10,0,0,0,0,1,0,5,0,5,0,1,0,0,1,0,4,0,5,3,8,0
27,0,0,2,0,2,0,5,6,0,7,0,0,3,2,2,1,0,0,0,0,0,0,5,1,0,0,2,0,1,3,2,0,0,0,0,2,11,12,2,0,4,0,0,0,2,0,2,7,1,0,2,7,2,6,0,0,4,3,0,0,0,2,0,0,0,1,0,4,6,0,0,9,0,5,0,6,0,3,2,10,3,0,0,0,0,0,2,0,1,2,3,0,0,0,4,0,1,0,0,5,0,0,0,4,2,0,3,0,0,4,0,0,0,0,8,1,0,2,0,0,0,0,0,0,0,2,0,0,0,11,1,5,0,3,0,1,0,0,0,0,7,0,0,6,2,2,0,0,7,0,1,1,2,0,9,6,0,0,0,5,0,2,0,9,0,12,2,4,6,13,7,1,2,2,0,3,0,11,1,6,0,2,0,0,0,0,10,0,2,5,7
28,0,0,0,0,0,1,0,2,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,1,9,10,0,0,3,0,0,0,1,0,0,3,0,0,0,4,0,5,0,0,3,2,0,0,0,0,0,0,0,0,0,1,5,0,0,7,0,4,0,4,0,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,18,8,0,0,1,0,0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,3,0,1,0,0,0,0,0,0,6,0,0,2,0,0,0,0,5,0,0,0,0,0,6,3,0,0,13,3,0,0,0,8,2,10,0,3,4,10,4,0,0,0,0,1,1,9,0,4,0,0,0,0,0,0,8,0,0,4
29,0,0,1,0,0,0,0,1,1,6,0,4,0,2,2,1,0,0,0,0,0,0,0,1,2,0,1,0,0,2,0,1,0,0,0,0,6,1,6,6,2,0,0,0,0,0,0,6,0,2,2,0,2,10,0,4,0,0,0,0,0,2,0,0,0,0,0,1,6,0,1,2,0,3,0,4,0,3,0,1,1,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,8,14,4,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,1,0,9,0,2,0,0,0,0,0,0,6,0,2,0,2,3,0,0,2,0,4,1,0,0,6,6,4,2,0,3,12,5,0,1,0,10,0,7,0,0,1,11,6,2,0,2,0,7,1,10,0,5,0,0,0,0,6,0,5,2,0
30,0,0,3,0,0,0,0,3,0,4,4,0,1,0,3,5,0,0,0,0,0,0,7,3,8,0,3,0,0,1,1,0,0,0,0,0,0,5,0,2,7,1,0,0,0,0,0,0,3,0,3,9,1,2,8,0,1,0,0,0,0,0,0,7,0,0,0,3,1,4,0,2,0,0,0,7,0,0,1,0,0,0,1,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,10,11,3,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,1,0,0,0,0,0,0,4,0,1,0,5,0,0,1,0,0,7,0,0,0,6,5,2,0,0,2,10,2,3,0,0,7,0,4,0,0,4,12,7,0,0,0,0,6,4,7,3,2,0,0,0,0,2,0,3,1
31,0,0,0,2,0,0,0,0,1,0,2,12,2,0,0,1,2,0,0,0,0,0,0,5,2,7,0,2,4,0,0,0,0,0,8,0,0,0,9,0,1,5,0,0,0,0,0,0,0,1,0,2,8,0,0,6,0,0,0,0,0,0,0,0,11,8,0,0,1,0,3,0,1,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,2,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,4,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,5,0,0,0,14,4,1,0,0,0,9,0,2,0,0,4,0,3,0,0,3,11,11,1,0,0,0,4,8,5,0,6,0,0,0,0,1,0,1
32,0,1,0,2,3,0,1,0,0,0,0,2,8,0,0,0,0,0,0,0,0,5,0,0,2,3,4,1,3,2,0,0,0,0,0,6,0,0,1,11,1,0,7,2,0,0,1,0,0,0,0,0,0,5,0,0,11,1,1,0,0,0,0,0,1,10,11,1,0,0,2,1,5,3,1,0,2,4,0,0,0,0,2,0,0,5,7,2,0,0,0,0,2,5,0,0,0,0,1,0,0,2,2,0,6,11,1,0,3,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,3,2,0,0,0,0,0,0,0,0,0,2,2,0,0,2,5,2,2,0,0,0,7,0,0,4,12,6,0,0,0,5,6,1,0,5,0,5,5,0,0,0,1,12,7,6,0,0,0,5,5,1,1,5,1,0,2,1,0,0
33,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,8,0,0,8,0,2,0,0,0,1,0,0,1,2,0,0,0,0,0,3,0,0,1,9,1,0,3,2,0,0,0,0,0,0,0,0,0,5,0,1,7,0,9,8,0,8,0,0,0,7,9,0,0,0,0,0,1,0,0,0,2,4,0,0,8,0,10,0,0,1,3,10,0,0,8,0,0,5,0,0,0,0,1,0,0,0,0,0,2,9,1,0,11,8,0,0,0,3,0,0,0,0,0,8,8,0,0,8,0,0,9,0,0,0,1,0,2,0,8,8,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,4,0,0,4,8,3,0,0,0,3,2,0,0,13,3,1,13,3,0,0,2,11,3,3,0,0,0,3,3,0,0,1,0,0,0,0,0
