,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
22,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,5,0,0,6,1,2,0,0,7,0,0,0,0,0,0,0,2,4,6,12,2,8,4,0,0,0,0,0,0,2,0,4,4,0,0,2,2,0,0,0,0,0,0,0,6,0,2,6,4,6,3,11,1,0,0,0,0,0,5,0,2,0,4,0,3,5,0,0,0,6,1,5,0,0,4,0,0,0,0,0,1,3,0,0,3,0,6,0,4,6,1,3,0,8,3,0,0,0,0,0,0,0,0,8,12,3,2,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,2,5,3,0,0,0,4,0,0,0,0,0,0,0,2,10,12,13,4,10,1,0,0,0,0,0,0,2,0,7,4,0,2,2,1,0,0,0,0,0,0,6,5,0,8,8,2,6,2,8,0,0,0,0,0,0,5,0,0,0,4,2,6,2,0,0,6,6,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,6,4,0,3,5,1,0,6,10,0,0,0,0,0,0,0,0,6,7,12,5,0,0,0,0,0,0
24,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,10,0,5,0,0,3,0,0,0,1,2,3,0,0,0,0,0,0,0,7,9,11,2,8,0,5,0,0,0,0,0,4,0,4,5,0,0,1,0,0,0,5,0,0,0,2,2,0,6,4,0,5,4,13,5,3,0,0,0,0,1,0,0,0,2,0,4,3,1,0,2,2,0,0,2,0,0,5,0,0,0,3,1,3,0,1,0,2,1,0,0,2,6,0,4,12,2,5,0,0,0,0,0,0,2,3,10,7,0,5,0,5,1
25,0,0,0,1,0,0,1,1,1,0,3,0,0,1,0,0,9,0,4,5,0,3,1,0,0,0,1,8,0,0,0,1,0,0,0,6,8,10,0,13,3,3,0,0,0,1,0,2,1,4,4,0,0,0,0,0,0,5,1,0,0,0,1,0,6,5,0,4,3,11,4,3,0,1,0,0,0,5,1,0,0,0,4,0,0,0,0,2,1,0,0,1,0,3,0,0,0,3,0,1,0,0,0,3,0,0,1,0,5,0,3,11,1,2,0,0,0,0,0,0,1,2,9,4,0,5,0,2
26,0,0,0,0,11,1,0,0,0,0,0,1,0,0,0,0,0,6,0,3,4,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,5,7,6,3,9,0,2,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,4,0,0,0,0,0,0,5,4,0,0,1,8,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,10,0,0,0,4,0,1,7,0,12,2,0,0,0,10,0,0,0,5,0,0,1,0
27,0,0,5,2,1,9,1,5,2,0,2,0,0,2,0,0,0,0,5,0,2,2,2,2,0,0,0,0,0,6,0,2,0,0,0,0,0,4,4,6,2,7,5,1,0,2,0,0,2,1,0,3,7,0,0,0,0,5,2,3,0,0,0,0,0,2,10,3,0,0,0,6,1,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,1,12,2,0,0,3,0,0,4,2,10,7,0,0,0,10,0,0,0,4,5,0,0
28,0,0,0,3,0,0,14,4,3,6,0,0,0,0,0,1,0,1,0,5,0,0,0,0,7,0,1,0,0,0,2,0,0,0,0,0,0,0,1,4,7,1,7,1,0,0,6,0,0,7,0,0,3,4,0,0,1,0,3,0,0,0,0,0,0,0,2,14,4,1,1,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,3,0,0,0,2,5,1,0,5,0,0,0,0,0,2,13,3,0,4,7,1,0,1,1,10,3,0,0,0,7,4,0,1,4,6,0
29,0,0,5,2,2,0,4,19,9,2,8,0,0,2,0,0,0,0,0,0,4,0,2,0,0,4,0,1,0,0,0,4,0,0,0,0,0,0,0,1,3,5,6,6,0,2,0,5,2,0,6,0,5,3,4,0,0,6,2,2,0,0,0,0,0,2,5,4,13,3,0,0,0,7,0,0,0,0,2,0,0,0,0,3,0,0,0,0,2,0,4,2,0,1,0,0,0,2,4,0,0,4,0,2,0,0,2,3,12,2,0,3,6,0,0,0,6,8,2,0,0,0,6,1,0,6,3,4
30,0,0,0,4,1,0,0,9,18,8,1,5,0,0,4,0,0,0,2,0,2,1,0,2,0,0,2,0,3,0,2,0,4,1,1,6,2,2,0,0,0,1,4,8,3,0,0,0,4,0,2,6,0,5,3,1,0,0,5,3,4,0,1,2,0,0,1,1,3,10,1,0,0,0,7,0,0,0,0,4,0,0,0,0,4,0,2,0,0,0,0,3,0,0,3,2,0,0,0,6,0,1,1,0,4,0,0,0,4,14,4,0,0,3,0,0,0,3,9,1,0,2,0,3,0,0,3,0
31,0,0,0,0,1,0,0,0,8,14,7,0,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,4,1,7,3,0,0,0,0,0,2,5,2,0,7,0,1,1,1,5,0,4,0,0,0,0,8,1,4,3,2,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,1,11,1,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,1,0,0,3,5,10,0,0,0,0,0,0,0,6,6,0,1,0,0,0,0,0,0
32,0,2,0,0,0,0,0,0,0,4,14,6,0,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,8,0,3,0,6,6,1,7,0,0,0,0,0,8,1,5,0,0,7,0,1,3,0,7,2,0,0,0,0,0,16,6,3,3,1,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,1,6,0,0,0,5,11,1,0,0,0,0,0,0,8,8,0,0,0,8,0,2,2,0,8,0,1,0,0,3,1,6,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0
33,0,1,0,0,0,0,0,0,0,0,4,12,8,0,3,5,0,0,1,0,1,0,0,1,0,0,0,0,0,5,0,7,1,3,0,6,7,2,4,0,0,2,0,0,6,0,1,0,0,3,1,2,1,1,8,0,0,0,0,0,6,26,16,4,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,2,0,0,1,4,9,0,0,2,0,0,2,0,7,7,0,0,0,4,0,0,1,0,6,0,0,0,1,0,0,3,0,0,2,0,0,0,0,6,9,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0,2,10,8,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,7,7,9,1,8,9,0,3,0,0,1,0,0,6,0,4,0,0,5,1,1,1,1,5,0,0,0,6,0,16,32,22,10,1,0,0,0,0,0,0,0,4,0,0,0,0,0,2,4,0,0,0,6,0,0,2,9,0,0,2,0,0,1,0,5,4,0,0,0,10,0,0,0,0,6,0,6,2,0,0,0,0,0,0,1,0,6,0,0,8,6,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,8,0,10,7,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,4,0,5,5,6,0,6,6,0,0,0,0,0,8,0,2,0,4,0,0,5,0,1,1,0,1,0,0,0,5,6,20,30,30,20,8,0,0,0,0,8,0,0,4,8,0,0,0,0,0,1,0,0,0,6,0,8,2,5,0,0,0,0,0,0,0,1,1,0,0,0,18,8,0,0,0,2,0,4,0,0,0,0,0,0,0,9,0,4,0,0,4,3,0,0,0,0
36,0,0,0,0,0,0,4,0,0,5,0,0,7,0,6,9,0,2,0,0,0,0,7,0,4,0,2,0,0,0,0,0,1,0,2,1,3,0,3,5,2,0,0,0,0,5,5,0,0,8,0,0,4,0,0,0,2,0,0,0,0,1,10,18,26,27,19,13,3,2,2,0,6,0,0,0,5,0,0,0,0,0,5,0,0,0,2,0,5,7,4,0,2,0,0,0,2,4,3,0,4,0,8,15,5,0,0,2,0,0,9,5,2,0,0,0,0,0,6,0,1,0,5,1,5,0,2,0
37,0,0,0,0,0,4,0,2,0,0,3,0,8,5,0,5,6,0,1,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,10,0,0,0,0,4,4,0,0,7,0,0,2,0,0,0,0,0,0,0,2,0,9,16,24,25,18,12,2,2,0,0,4,0,0,2,3,0,0,0,2,0,9,0,0,0,0,0,4,15,5,0,10,0,0,0,1,4,0,0,2,0,6,12,2,0,0,0,0,0,8,4,4,0,8,0,0,0,3,0,0,0,7,0,3,0,6
38,0,2,0,0,0,0,0,0,2,0,0,2,0,8,13,3,1,2,0,0,0,0,0,2,1,0,2,0,8,0,8,0,2,0,0,2,0,0,0,0,0,1,9,8,0,0,0,2,4,0,0,9,0,2,4,0,0,0,0,0,8,0,1,0,8,16,23,21,14,8,0,1,0,0,6,0,0,0,3,0,0,0,0,0,8,2,8,0,0,0,5,15,5,0,18,8,0,0,0,12,2,0,1,0,14,11,2,0,0,0,0,0,4,0,3,0,7,0,0,0,5,0,0,0,3,0,0,0
39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,4,0,2,0,0,0,0,0,0,1,0,5,0,8,0,8,6,1,4,2,0,0,0,0,0,8,6,0,0,3,2,1,2,0,8,0,2,1,0,0,0,6,0,8,6,3,0,8,15,20,18,11,6,0,0,0,0,4,0,0,0,5,3,0,0,0,6,8,1,6,0,0,0,5,12,3,8,17,7,0,0,2,9,8,0,1,4,13,11,1,6,2,0,0,0,1,0,1,0,5,6,0,0,7,0,0,0,2,0,0
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,0,2,3,2,0,0,0,0,0,0,0,3,0,7,0,8,1,9,12,3,6,0,0,0,0,0,2,5,5,0,0,2,0,3,2,0,8,0,0,0,0,0,1,8,0,9,8,0,0,7,11,17,15,9,3,0,0,0,0,1,0,0,2,5,0,0,0,1,6,10,0,5,0,0,0,2,10,5,10,15,5,0,2,0,10,5,0,3,3,12,8,2,8,0,0,0,0,0,0,0,0,6,5,0,2,3,0,0,0,0,0
41,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,7,2,10,0,0,1,0,0,0,1,0,3,0,0,1,0,4,0,5,0,6,10,1,4,0,5,0,0,0,0,2,7,0,0,3,0,0,1,0,4,0,5,0,0,0,0,5,0,7,4,0,0,9,16,22,18,8,1,0,0,0,0,0,0,0,0,3,1,1,0,0,2,6,0,7,0,0,5,1,6,1,13,16,8,0,3,0,6,2,0,0,2,17,7,0,10,2,5,0,0,0,0,0,0,2,1,0,4,1,5,0,5,1
42,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,2,5,4,7,0,0,0,0,0,4,0,2,2,0,0,0,0,1,0,2,0,3,7,0,3,2,4,0,0,0,0,7,3,0,4,0,0,0,0,0,2,2,4,0,0,0,0,2,0,3,1,0,5,11,18,24,14,6,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,3,5,6,0,2,4,0,2,3,17,18,8,4,0,0,3,0,0,0,7,14,4,5,15,5,2,0,0,0,0,0,0,0,0,5,1,3,4,2,5
43,0,2,0,0,0,0,0,4,0,0,5,0,0,0,8,0,0,1,4,5,0,0,0,2,0,0,0,0,10,0,8,0,2,0,0,4,0,3,2,0,0,0,3,8,0,0,0,5,3,0,4,2,0,2,2,0,0,1,4,0,8,0,0,2,0,3,0,0,1,7,14,23,13,6,2,0,0,0,0,0,0,0,0,2,0,2,8,0,0,0,2,6,0,0,12,8,0,7,13,26,16,4,0,0,11,1,0,0,6,14,4,5,11,1,1,0,0,0,0,0,2,0,0,0,0,2,0,0
44,0,0,1,0,0,0,0,0,3,0,0,2,0,0,2,5,0,0,3,3,7,0,0,0,0,0,0,0,2,7,2,7,0,3,1,6,6,2,0,1,0,0,0,5,5,0,0,0,4,0,2,4,1,0,2,0,0,0,0,5,2,8,1,2,0,0,2,0,0,0,5,13,20,12,6,0,0,0,0,2,0,0,0,0,3,0,4,5,0,0,0,1,3,0,2,14,6,0,5,16,23,17,7,0,2,10,0,0,1,8,10,0,2,8,0,0,0,0,1,0,0,4,0,0,0,0,0,0
45,0,0,0,0,0,1,1,0,0,5,0,0,1,0,0,7,3,3,0,1,1,3,0,0,1,0,3,0,0,0,3,0,3,0,0,0,4,4,0,0,6,0,0,0,1,2,2,0,0,5,0,0,3,0,0,0,5,0,0,0,1,0,5,0,0,0,0,4,5,5,3,3,11,17,8,2,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,6,2,0,4,17,7,3,6,17,20,13,4,0,0,7,5,0,0,10,12,5,0,4,0,0,0,0,0,0,0,6,0,5,0,5,1
46,0,0,0,0,0,1,2,0,0,2,2,0,0,0,0,5,5,6,1,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,2,2,0,5,5,0,0,0,0,4,0,0,1,3,0,0,0,0,0,5,4,0,0,0,0,0,3,0,0,0,2,9,10,8,0,1,8,13,4,0,0,0,0,0,0,1,2,0,0,0,0,0,4,1,0,5,5,0,0,7,18,10,0,7,14,16,10,0,0,0,12,2,0,2,12,17,7,0,3,0,0,0,0,0,0,2,4,5,4,5,6
47,0,1,2,5,0,0,0,4,5,0,7,2,0,5,0,0,4,3,6,2,0,0,5,1,0,0,0,4,1,0,0,5,1,0,0,0,0,0,0,3,0,3,7,0,0,5,0,3,5,0,1,4,2,1,1,0,0,7,9,0,0,0,0,0,3,5,2,0,0,6,8,8,0,6,9,13,3,1,5,0,0,0,0,0,2,1,0,0,5,0,2,6,0,3,5,0,0,8,16,10,0,7,14,21,11,0,5,2,12,2,0,2,9,13,6,0,5,0,0,0,1,0,0,0,1,7,1,2
48,0,0,0,0,1,1,1,0,1,7,0,3,1,0,1,5,0,7,1,4,0,0,0,1,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,2,3,0,0,7,0,0,6,0,0,3,0,0,0,5,0,4,6,0,0,0,0,0,0,4,4,5,5,9,4,6,0,2,5,11,1,0,3,0,0,1,1,0,0,0,0,0,7,0,0,11,1,0,1,3,1,11,12,11,1,4,11,17,7,0,10,2,10,4,2,7,7,9,5,0,1,0,0,0,0,2,0,5,0,12,2
49,0,0,0,0,0,0,0,0,0,0,7,8,0,1,0,0,2,0,5,1,2,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,11,1,0,4,0,0,4,0,0,3,0,0,0,3,0,2,5,0,0,0,8,0,0,0,0,1,2,17,7,6,0,10,2,11,1,0,0,0,0,0,0,0,0,8,0,0,4,0,1,8,0,0,0,0,1,10,8,9,9,4,10,15,7,0,8,0,6,0,0,4,5,6,3,8,0,0,0,0,0,0,0,3,2,8
50,0,0,0,0,0,0,4,0,0,5,0,3,7,0,0,2,0,4,0,4,0,0,5,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,8,6,0,1,4,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,5,0,5,2,2,3,7,15,5,3,0,7,1,8,0,0,0,4,0,0,0,0,0,5,5,0,1,2,0,4,0,2,4,2,0,14,5,5,6,0,7,12,9,0,5,5,11,2,0,1,4,5,0,5,0,0,0,5,0,2,0,5,2
51,0,0,5,2,0,0,0,9,2,0,7,0,1,9,0,0,1,0,3,0,3,0,2,5,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,3,0,3,7,5,2,1,3,0,6,0,0,0,0,7,2,0,0,0,0,0,0,2,10,0,4,1,1,1,6,17,7,1,0,7,3,7,0,0,0,2,0,0,0,0,2,4,3,2,0,0,0,3,0,2,3,1,4,13,3,7,5,0,9,11,8,0,4,4,10,0,0,0,9,3,0,4,0,0,0,2,0,7,0,3
